 -1.093;   -4.0296e-01;   1.6    ;                   2.6;     2.0162; -0.1  ;        -1.683729   ;  -0.12846 ;           0.04355301      ;    -1      ;            0.2126178 ;    -0.887  ;  -0.167758 ;-1.24595e-01;     0.127;   -0.6633  ;-0.7870546  ;          1.6855         ;     -1e-01;       0.61;     -0.94773;    2.12679;-0.3686072         ;-3.4174562e-01;      0.741;          0   ;   0.3836;1.39e+00;-7.321744e-01; 1e+00  ;1.2342552e-01;            -0.25;  -0.633449;  0.041548    ;-0.3721;    -1.659e+00;      1.487;         1.992e+00;            -2;  1.3919      ;-0.7049;  -5.7e-01;     -0.6;     0.1480153    ;     8.514e-01;         1.25e-01;      1.5628;  -4.957946e-02;0.3;1.530525;0.395792 ;         -0.2;           4.983e-02 ; 1.350938;  6.9774e-01     ;        -8.7e-01; -1.6177e+00;   0.285361   ;-1.89e+00    ;-3e-02 ;            -0.2331373
1.1  ;    -6.1e-01			;         -0.2749;        -0.1434154   ;      -0.5041      ;1.51623e-01;    4.3859e-02;      1.18e+00  ;       -1 ; 0.7966 ;   6.3e-01;      -1.190216e-01;   6.920658e-01;  5e-01   ;0.886 ;          1.43;  -0.8   ;        -0.79614      ;          0.8882009;    -1.97e+00;-0.079 ; -4.591326e-02;         1.626   ;  2.483941e+00;           1.378429;           0.495;       -0.14; -0.06      ;         0.583 ;          0.1447574      ;        -8.36046e-01;        1.330186;       1.4139;0.4792 ;          1e+00;    2.0e+00;    1.1895e+00   ;  0.307018;       -1.365e+00 ;  -2.090e+00 ;       -5.9e-01   ;    0.2      ;       1.4094;          0.6;5e-01         ;      0.0381701         ;  -0.4252 ;      0.3184;           1.2;     -1.9879e+00;        1.7e-01  ;              8e-01;       -0.2426;3.1e-01;1.077723e+00   ;1.654e+00	;0.70379 ;       0.1870;1.4267623e+00;         -0.3;  -0.47
0.37287;-1.576509e+00;-9.9034e-01; 0.38680  ;-9.03e-01  ;-7.13e-01;       -0.327     ;-1.4e+00 ;        2.6603e+00;3.79845e-01;     0.03; 0.350         ;     -0.8624		;        -0  ;   0;       0.223607;        0      ;2.44374;-0.5659417         ;-6.763e-01;      -0.9;       0.2226;-0.5001635 ;       -0.607 ;        -0.77 ; 1.3843 ;        -0.469;-6.8164e-01; -1.53269e+00  ;        -1.95565       ;     -1 ;2.375016e+00 ;     -7.300318e-01;  -6.2378e-01; 0.1978290	;      6.9e-01   ;   -3.8e-01;8.9332e-01;       2.25840 ;3.8835e-01;       1.5787e+00;        0.693;   -0.69     ;               -3 ;1.2151e+00;     -1.338        ;           -7.7e-02;            -1.534;           0.3325790      ;         0.611742;                0.0657 ;        2.4e+00    ;       -0.49749  ;   -9.5125842e-01;            -0.08         ;       0.0736968         ;     4.3587e-01;      0.9655032   ;         -2; 4.442251e-01;   5e-01;     
    0.6   ;   -4.9233849e-01;      -0.42;    -1.5284 ;    1.889;1.0426;      -0.8674  ;-6.46e-01 ;     -2.419111e-02    ;-6.23820e-01         ;            3.699e-01  ;          0.5;      0.05344;  -2e+00;   0.424406     ;0.55667;  -0.4       ;          0.19   ;  -0.8414253; -7.123288e-01     ;2.607716e-01;  -0.46  ;      -1.36388;     -2.8299e-01       ;     0.16;    0.319;3.67e-01      ;           -0;              -0.2051        ;         -0.956    ;  -0.6627        ;       -0.947; -2.186e-02 ;  0.43266 ;       -5.6674275e-01;   -0.6059   ; 5.192e-01         ;     0.1357567   ;    -0.0611    ;           -1.698  ;-1.925e+00 ;      0.2 ;         1.64315 ; 0.79;      -1.1;         0.02 ;-1.3837628;0.47;         0.91;      0.0713964      ;                1.4;0.825083;       -8.4507472e-01;       2.4e+00        ;        1   ;1.1875e+00;           0.6   ;      -2.12978e+00  ;           1.836; 4.3475e-01  ;         2.39
 3.6811178e-01;0.286         ;-1.0202598      ;                 0.93         ;                -1.0;1.302880e+00			;         -8.0e-01;         -1.39286;      1.75407;   2    ;     -6e-01    ;  2.0449290e+00      ;                 -1 ;         1.2e-01;           -4e-01;8.377e-01;     -0.6964    ;    2.4998e-02;   1 ; -0.3 ;-5e-01  ;-1.2814e+00 ;   -1.05;        1.93e+00      ;-0.277;              -0.5     ;           1    ;  0.7  ;     1.312; 2.0e-01;                   1.3		;  1.301  ;0.402;          0.79        ;       1.1e+00;-6.540551e-02;-0.96;        0.633;2.691203e+00		;         -0.3;      0.353         ; -0.41769 ;    0.27037; 0.2625162;       3e+00	;    0.9753;       -0.6651        ;       0.297405 ;        -0.06356  ;             -0.728;    1.443935e+00   ;              2;   1.21206e+00;-1.654e+00 ;   -0.3;-4.862464e-02;   -1.59115      ;          0.4;-1.48e+00;  -0.7010        ;  -1.0766
    -1.013;  2.848007e-01    ; -8.8380e-02        ;       -2.12891;     -0.4194; -0.604105;-0.6810;-0.1427293;  -0.0792664;            0.04;           0.3			;                1.11012    ;        -0.245       ;   -0.41 ;    1.44         ;         -9.173652e-02;   -1.0105 ;          -5.7547e-01   ; -1.4;     1.27442;-2.64053e-02;           1.589613 ;  -0.001028203      ; -0.0395814;        -1.134;  1.3         ;      0.24;            -1   ;-1.26305;   0.46695;1.927161; -1.4252 ;    1.913165;-0.7144438;               0       ; 1.2259         ;           1;           0.84836;1.1608;      -2.41e-01  ;     -0.58;     -1.08e+00   ;   2.07e-01;     -6.01595e-01 ;  -0.48003;     0.766;     0.4;   -0.4693;-0.6202    ;      -2; -0.74		;    -0.50 ;               0.570;    -0.234       ;-2.83e-01 ;        0.017      ;         0.340      ;    0.49;         1e+00;        0.556;   0.225214
     0.120756       ;-0.9813424;       0.53;   -0.4568         ;       1; 5.3e-01;        -0.451 ;     1.1348086   ;3.3257608e-01;        -0.03  ;       -1.405265  ;        0.689         ;          -1.41585e+00;      -1.15  ;  -2.0  ;     -1.046463e+00 ;     0.789;           3;           0.3			; -0.141        ;    0.8433633 ; 3.907023e-02    ;        0.25232 ;    0.80893   ;           2;     -1.9;0.3394 ;         -1.725662e-01;    -0.4783;      -1.15;-1.48262e+00   ;    -8.7e-01 ;             -0;  -5.07e-01    ;    1.59     ;    -1.3151  ; -1.135751e+00;              -1.1;           1.8606	;  1.1        ;        3.58e-01	;         4.910268e-01  ;-1.53e+00   ;0.2676   ;           2;-1.0   ;      -0.715214   ;-3.968e-01    ;        -0.4;          0.26;             -1;         0.3			;  -3.8e-01 ;           0.9206;    -2e+00;       6.3e-01     ;       -1  ;          0.92     ;        0.7 ; 0.2421    ;      -0.169
-1.3595866;   1.3113; -1      ;1.28e+00;-0.63002 ;   1.703912   ;        -0.2764909;    -0.346702        ;     -1.30034e+00   ;     1.843749         ;       -1.08313    ; 3.682e-01      ;  1.18 ; -1.4041984e-01        ;-3.55904e-01 ;1.8542197e+00  ;      -2.2747     ;           1.0;   -1.3e+00   ;     -3.3824962e-01;0.7331;               -1.166;  -0    ;0.0310504     ;  1.90e-01;   -7.636e-01;   -1.50015;          0.4776022  ;0.98405; 0.06;          -1;1.60e+00        ;3.31457e-01;  -0.8932;       1.14e+00;      -1.3202902  ;1.0049        ;             2e+00    ;-1.383e+00;  0.2842;1.6334e+00	;-0.148;      -2.2024197e+00  ;  -1.25623      ;     -0.35755 ;  1.5    ;  7.69197e-01;  0.78   ;          0        ;         -0.9631262 ;0.3598    ; 1.9e-01 ;   -1.0912901e+00	;  -1.80e-01;                0.3329; -4.499299e-01  ; 0.8277175;0.402729         ;       1.23721      ;   -1.2037906e+00  ;   -1.787205e-01
     -9.2e-02  ;         -0.4 ; -0.9597846;    0.5;        -5.32e-01;  1.060176    ;     1.084	;      1.39141    ;      2.935    ;-8.1701e-01         ; -0.9180103 ;   5.5298939e-01  ;                 1.154;  4.98836e-01    ;    1.6105030e+00;4.513e-01        ;   0.25501 ;      0.96      ;     0   ;      2e+00;    -0.581;   4.4320e-01;   -4e-01      ;    0.067376  ;        2.66e-01     ;7.24803e-01   ;   0.1832916     ;  -1.268293;   6.00995e-01;  -0.3994;         -2.3944641e+00         ;      1.76680e-01;  -1.01118;         -0.90  ; -2.1437       ;         -0.087155   ;             0.25;   1.4934e-01  ;      0.137 ;          0.83    ;       -4.04181e-01    ;       0.07;         -0.964899  ;3e-01; 7.3963e-02;            -2    ;-0.3755607;-4.2e-01;    0.2044;          2;           2;   -1;     1.7e+00     ;        5.1060068e-01; 8.1222e-01;    -0.3616148;-1.0425e+00;               0.485		;      -0.26931;   -1.190051	;-0.05152;
    -0.7327;-0.15290  ;    -0.860;-1.264   ;       0.3        ;  -0.04654      ;-8.38149e-01        ;1.960e-01    ;  -0.37;       4.0e-01;     5.784e-01;      0.5;       -0.145         ;  0.0220736;3.463502e-01 ;       -0.807 ;     0.1746192        ;   2.0775    ;-0.40;       1.7e+00      ;           -2.64e-01 ;            1.184e+00;      1.2439      ;-0.5540 ; -8.4e-01;1.008920e+00   ;       0.74380  ;     0.046;       1.4388e-01;    -1.7205;    1e+00      ;      -1.59745;-2.1309685e-01;  1.18e+00;  0.9239561; 3.782523e-01;           1.4424 ;        0.5 ;7.11486e-01       ;             -0;0.7725;     -1.5 ;                0.5;           -0.05;7e-02      ;     5.5e-01 ;        -0.9125632 ;-1.038034;  1.75;  0.5571945  ; 1.5;-4.1e-01;   1.54 ;         -0.446381;        -1.34182   ;    0.40644        ;   -1.12;        -0.09426;-0.2216190   ;         9e-01;0.26
