   -0.095   ;      -2.3;0.136      ;   -0.4873308         ;-0.76   ;   0.707888 ;  0.07  ;     1	;   9.7976e-01 ;-1.55e+00;    -1.055059         ;        -9.2693e-02;  -3.50809e-02;      0.3611   ; -7.43366e-01;-0.24228;                0;          0.61356;               8.1e-01;      0.814963;      1.4702;   -2.05;     5.06174e-01;   -4.3173905e-01;  -0.632164;     0.01056         ;  7e-01;              -1		;  0.4783 ;   -1.518547;   -0.09593914  ;       -0.5521 ;              -0.0 ;-1.78477;1.30065e+00;  -1.6e+00; 0.2794286;           0.9     ;      0.249685		; 0.648723;           1.092e-01;   0.6608487  ;     -1.7e+00;                  0;            0.48;      -8.999770e-01 ;  -1.58780e+00  ;           0.7;           -1.05     ;0.293354;    -3.062582e-01     ;1.2491547  ;   3.837934e-01;   -0.061764;     -0.306922;-5.917038e-01       ;      -0.45;  0.886511;5e-01       ;     -0.37379;     -0.599 ;    -1e+00;             -0.4;   -0.893778     ;0.731940;        1.46e+00			; -9.05e-01;        0.83272  ;   -1.8e-01     ;       3e+00     ;      0.8510926;1.048022e+00       ;             1;    2.71836e+00    ;  0.5936384;   -2.9737098e-01     ;     0.06600015;       -3.4514;              0.7628     ;      7.6e-01;      3.718640e-01    ; -9.803379e-01;      -0.8448   ;2.3464972e-02;   -0.424 ;-0.317787 ;  0.5;0.744837;    -1.477;         -0.23;        1.373099         ;-9.116151e-01 ;   -8.7e-01;                     1     ; 0.248;      1.286866;         7e-01;    -0.9078    ;  -0.532958		;   0.634       ;          1.3;-1.46    ;   0.56611      ;       9.755434e-01 ; -9.724393e-01 ;   0.4804972     ; -7.7e-01 ;       -0.338153        ; 2.4267e+00    ;0.978 ;      2.2806e-01; -1.3244e+00; 0.041321     ;    -0.5252;   -2.0349e+00;   2.515374e-01      ; 3.04606e-01;           -0.3         ;-0.84978;  0.07234         ;0.8577      ;   -6e-01;             1			;0.189737         ;    1.079128;    -1.1124 ; -1   ;      -0.43       ;     -1.65e+00;     0.04555   ;      0.23706 ;         -0.02529  ;    0.9945    ;          9.641e-01;    -1.41611;-0.9923224 ; 1.21975;   0.2   ;         4.951543e-01         ;            -0         ;         0.710088     ; -0.910221    ;        0.70963;      1.02e+00     ;  1e+00 ;-1.7085;-8.51521e-03  ;  -0.3      ;       -0.5  ; 1.462678e+00;   0.6;       -0.57  ;5.645916e-01;        -3.83e-01; -1.1519e-01        ;         3e-02;          0.2958 ; 1.294967e+00    ;   2.891314e-01        ;            -0.08334775;       0.1; -8.01e-01       ;0.01765487         ;1.17  ;         0.95064 ; -7.275e-01	; -0.45215
-2.0956e-01;  0.877334;            0.28  ;  0.1681;   -6.42339e-01   ;        0.4906; 1.2 ;          0.1   ;      0.64      ;1.431949e+00;1.1468e+00 ;  -1.07214 ;        0.7849227   ;       -0.124083  ;        0.670879   ;0.883;       -8.00408e-01  ;-0.461966    ;   -1.86e-01;  -1.9745;     -6e-01; 1.1;        -0.14  ;        0.6821;    2;              0.4   ;   -8e-01;   -0.00428398;     3;    0.8650573         ;    0.2863566;-0.604        ;-1.6202;  -0.4   ;        -1.196;0.9008        ;             -1.1;        1.7339785;   -0.0;  1.12915;       -0.76271; 6.169565e-01;        1.1;      1.232513  ;          -0.0961174;   0.65837; 0.79514;    0.050810  ;     5.512553e-02        ;       -0.021;-0.91427   ;       4e-02    ;       1.7e+00   ;   -1.217e+00 ;-0.36733;    -0.5      ;        0.1      ;       0.1872;             1        ; 0.8871372        ;               0.9        ;       3.50e-01;           -2;    -1.413e+00    ; -1.62e+00 ;0.398135;  2.16953;          -0.6      ;       -1;        0.5 ;          0.6818;  8.58122e-01;   1.341892e+00		;           0.286;        6.096e-01      ;         -1.343e-01;         -1;0.582;           1.3 ;  -1.021294e+00;  -1.1222184   ; 1.3567180;           -1.9647e+00  ;0.43404;-8.8872e-01    ;     0.89;   0.41   ; 0.57 ;9e-01   ;   1.4     ;-2.23286e-01; 9.8139844e-01;       -2.17    ;3.2966866e-01  ;-0.53342      ;        0.783652     ;        1.0351973e+00;0.11975;0.0913;   0.81;         1;           -6.6e-01   ;              -2 ;    -4.4e-01;-0.22367; 0.152734      ;    -0.613639;       -0.401   ;      -0.4590206 ;        -0;0.640537;        -0.09       ;   -0.5436624	;   0.1895000         ;       -6.51e-01;-8.311325e-01;       -0.8788063  ;       0.592;      7e-01;-1.63e-01;-0.11882  ;       -1.34   ;   -1.21896e-01;       -1.40552;   5.15e-01;        -0.315;             0.77 ;    -5.351859e-01  ;   1.3 ;               -2    ;    0.6308;-0.4785247;-5.697374e-01	;6.1027e-02     ;    -0.2812541	;-0.07923         ;    0.066274     ;        2.85e-01  ;         -4.871e-01;    -0.147 ;   0.527 ;1.684244  ;          0.5057488       ;            -1   ;    1.162;           0.54;            -1.4;        -9e-01  ;2.0e-01  ;       -0.5668336    ;     0.3391556  ;       -0.907999;   -0.4573624      ;-0.85 ;       0.65;  -3.00;    3.5363e-02;1.8e+00; 0.046575   ;   0.9975561   ; 1.60125e+00        ;-0.0594956;    -0.108         ;  -0.7123;         -1.512     ;  0.166559;             8.6e-01
  0.5  ;-0.94030;1.3638e+00 ;        -6.54023e-01;        1.16;         0.69     ;   0.584 ;       1.41      ;0.069654  ;-1.2757e+00;    0.44300;-0.4905682        ;    4.43217e-01;  6.689e-01   ;-0.32899      ;  7.1e-01 ;      6.2699e-01   ; -2.3071400e+00;       -0.002      ;   0.28442 ;-0.3278;      -0.608562;2.855918e-01;     -1    ;      0.4;                  0.9 ;       -0.72   ;  -1.99e+00; 1.64436;            0.6;-2.96805   ;-0.232517; -0.438       ;  -0.059538     ; 5.344e-01;  -9.4e-01; 8.55e-01;   1.6157    ;    0.82;           -1e+00;         5.21e-01      ;     -4.6e-01		; -3;-0.34;0.5463179         ;            0.5751315      ; 1.3527; -1.0793561    ;  0.0585  ;    -1.84		;          -0.895;          -0;   1.53666        ;         0.612;        -0.9 ;9e-01;1.2355632 ;  0.6427578         ;  1e+00 ;0.392      ; -0.86    ;        -1.409e+00 ;1.4295e+00      ; -1.144e+00      ;          1.4  ; -1.2034835e+00;    -5.908384e-01;-8.1e-01      ;   -2.109109    ;               0.4641   ;   0.08     ;    0.9975;  -5.190e-01  ;          -0.5		;         -0.057;  -1.4      ;       0.0298028;-0.9324    ;                0.95447;        2e-01     ;   -3.814985e-01       ;-2.8887636e+00;      -0.366;        1       ;1.1593571   ;     -1.34	; -0.641        ;       -0.40       ;      -0.98;  -9.097859e-01  ; -0.149    ; -2.1   ;         0.0737  ;       -0.064;      1.52e+00;-1.574166e+00;-0.6168144        ; 1.2e+00;         1.825   ;   0.61942;3.5791e-01;-0.029474;    0.82540         ;0.169180;7.1109646e-01    ;           -1;6.283801e-01;  4.177e-01;  0.315;          9.83e-02        ;   -0.75892;      -0.455365  ;-0.70564   ;              0  ;0.165; 1.0830;  -2    ;         -3.9401e-01;     9.170193e-02    ;        -1e-01;           0.17;        -0.02;-0.21	; 3e-01;         -0.1720388; -8.2597e-01   ;          -1.162;            -0.01      ;           -0.9  ;       -1.43   ;   -0.7660376 ;     -9.875e-01 ;     -1.51587;      -7e-01	;     -1.019587        ;      1.5810  ;         -1.04502  ;           1.3313;           0.3; -0.5   ;         -0.6245;      3.07e-01;       0.3;  8.375266e-01   ;    2.12  ; 1.4245e+00;        -1.5605e-01   ;        -0.5;1.565;          -1.85 ;          -0.786906;   1.77965e-01     ;1.144e+00 ;-4.116e-01   ;            1.5e+00;       -0.67468;        1.20249e+00;-4.3946621e-01 ;  -1.6e+00     ;  -7.26e-02    ;    6.411e-01    ;6.16e-01;  -2.230885;       1.524899      ;    0.396847       ; -2.4464517e+00;   -1.06
  -2.47e+00;    -2.01092  ;  -0.8857;1.518737;      7.68734e-01    ;      -1.3;     0.1814284    ;        -7.12e-01;       2e-01   ;          1.7         ; -0.56      ;         -0.5  ;    0.1474     ;  -1.1099  ;        1.0053007e-01;        0.84;        0.44;      1.06409e+00;         -1  ;        0.11;      1.638         ;      -1.172;-1.78e+00;4.5223481e-01      ;  0.045  ;-0.3			; 0.4518760        ;   -0.493045  ;    1       ;      -0.2    ;     -0.52349 ;     0.5   ;     -0.49   ;     -1		;      -0.5444       ;     0.00541         ;  -0.53174        ;   -1.18897       ;          -0.7658 ;-2.520893e-01;-6.6451e-01        ;-5.726e-01     ;   9.79e-01;       0.4153;     0.4306;        1.1425        ;-0.3011;        -9.662499e-01;   6.9e-01    ;             -1.1347     ;   -0.3339481; 1.05703     ;        1   ; -4.389019e-02	;-0.62822     ;      0.80  ;-7.31454e-01; 1.54950e+00  ;         8.6e-01 ; 6.562574e-01    ;              -1;  -0.8338363; 2.4590561e-01  ;       -3.1223e-01         ;-1.09e+00	; 7.6722751e-01;             0.645     ;          -1e+00;     -6.949819e-02   ;   -3.1380e-01;    -1   ;      3e-01;         -0.498;-1.5544523e-01;         0.313;   -5.5910e-01  ; -0.724;      8.082950e-01       ;        -0.6257503; -0.89522; 8.13e-01;       0.2911; 3e-01; -1.8775311e-01;-1.9534432e+00 ;            -2e-02;  0.94  ;     -1.855    ;-1.060			;       -0.7003530;           -0.31;     -1.343e+00;      0.1	;         -1   ; 0.7;7.94e-01;     0.55   ;    -1;  -5.242e-02 ;   2.266576     ;   0.6539;-0.413184 ;-1.2703e+00;   -1.0478610 ;   -0.005 ;  -2.4185; 0.2163;          0.75;   -1.599e+00;              0.9;      0.677806      ;   -6.48e-01     ;1.0852    ;0.693675; 0.338;   0.2025;   0.6364309    ; -0.74   ;        -2e-01	;0.493207;        1.7026;    -0.746        ;      -0.4494499      ;       2        ;      0.5109   ;             -0.842592;  -0.5797;   0.25;               0.4;        1.15 ;2.1091056e-01    ;           0.755;           -0.21145;  -0.3961;       -0.23397;         -0.84  ;           1.12;    -2   ;       -0.3923  ;-1.0263e+00;      -0.997  ;     7.307387e-01;-9.1e-01; -1.63     ;  1.16       ;  -1.413;  -1.01823   ; 3e-01;       6.615e-01;       1.7e+00;0.1619;         -1.941e+00;     1.389e+00;  0.6;  1.20045e+00;           0.7; 2.921127e-01 ;        2.7990;   4.4281e-01        ;   -1     ;  5.6781443e-01;            -0; -0.104    ;      0.45;       -0.11182;  1.107e+00 ;        0.344012
    -0.8		;    -2.2e+00    ;  6.215e-01        ; -0.5   ;   0.4   ;         -2.021165       ;  -0.6400552;         -0.5;          -1.5e+00  ;     1.5685143e+00 ;   -1.374e+00; -0.979641;  1.63e-01;     -5.301e-01;   0.67389 ;  2.4      ; 0.718;       9.47122e-02;  -1.2e+00        ; 1.01         ;      -2.38415e+00;    -0.8   ;      0.1  ;4.243e-01 ;0.5639496    ;-0.7056759;0.60593		;   1.9;      0.866	;0.88748;       0.29;    -0.32;-6.99334e-01;          -0.82632 ;-0.613;   -1.3147e+00         ;         2.648994e+00    ;          0.539   ; 2.098594e-01  ;      0.7008520         ;         -1;         0.4  ;  -0.2110419;0.182      ;-1.68e+00			;         -2.1188; 1.55277e+00    ;      -4e-01;       -2.6799e-01       ;0.657; -0.825463;      -1      ;       2.1905e+00   ;          0.4174;         1.4    ;1.11151    ;        -1.06e+00;         1.6;   4e-01;    -1.0348e+00;           -5.3278e-01;  0.2537       ; -0.6; -0.7      ;      -2.015e-01;   -0.55245;    -0.726;              -0.8;    -7.09e-01  ;          -6.1e-01;          0.24;       -0.2188748    ;  1.76e+00;          1.07    ;0.8955        ;       0;        0.033;             -3.2083    ;2.5280e-01      ;   4.258e-01;        1.514   ;-2.682035 ;  -0.4 ;-0.0418998;-1.4120195e+00;-0.0802; -1.500;               0.02       ;   0.67265;        0.453;              0.257; 0.4284;            -0.60		;-1.6 ;-0.5243266;1e+00;     -0.093876 ;1.757441 ;          0.4  ;3.9e-01;      -1.31641     ;             0.83	;       -1; -0.821165;            0.489     ;     -0.1      ; 1.4714e+00;        1e-01;        -0.67116;         -0.34       ;     0.544777    ; -7.976914e-01;  -0.415; 2.50292e+00 ;0.264852;1.669763e-01    ;    -1.45246;         -1.6890194e+00 ;    1;  -1.08e+00;   7.722e-01		;   1.63e+00 ;       -0.6;-4.0474e-01  ;          -1.3      ;0.1797615;    0.4;    0.9449         ;       8.9e-01     ;-1.4998118    ;      0.90334    ;1.1025984; 1.95859 ;         -0;7.8e-01;     -1;     1.46     ;      0.27455 ;        0.37       ; -1.350e+00  ; -0.7;    1.2012432    ;     -0.08	;    -1.45108 ;     -0.01     ;-1.3007e+00 ;        1.58896       ;    -0.5 ;-3.2269193e-01       ;   -0.3897;              0.641      ; 2.03418e+00     ;    -0.3905;     -0.675603;  -0.0124320     ;4.4959306e-01  ;     -0.9216474      ;        0.1;     -0.523   ;      0.03418;-0.3872    ;        -2;    1.3;      -0.462;0.0628256   ;  -0.052; 8.541328e-01
-5e-02;-2.201991e+00;         -0.567;          -0.6   ;          0.34;     -1.214577   ;3.247e-01   ;      -9.7e-01		;-0.47        ;2.191411e+00 ;      1.5108e-01 ;     -0.7705      ; 6.49878e-01   ; -2.007        ;     1.171633e+00        ;      -0.77603;5e-01;    -1.5;     0.6542095 ;      1e+00    ;-0.692; -5e-01   ;      6.6e-01;      0.00   ;-1.569; -1.337e+00;      1.2367e+00       ; 1.13703;       0.4     ;-1.2017682      ;    -0.4807    ;          0.92320; -1.186995e+00; 2.126196e-01;          1.79;        0.119	;  1.3e+00       ;         -0.74019;       -0.99762;         1e+00	;       -4.149e-01     ;     0.17649        ;            -1;       -0.736782   ;         1.05174			;     -0.2683286         ;4.0e-01  ;   -1.161e+00		;     9.3008e-01;     5.4e-01;      1        ; -1.0916e-01     ;           -1.108    ;             -0.06;-0.2756655;-0.205     ;        -0.6;          -1;0.694674     ;      -1.2       ;9.336e-01	; -9.9e-01  ;     1.4926;   -0.2;       -1.3e+00      ;    -1.185e+00  ;          0.5;     -1.20569;         1.0222478e-01 ; 8.5718e-01; -2.0241494      ;         -2e-01;     -0.7776;-5.3063683e-01         ;  -1.773  ;  0.1226689;   -6.06e-01 ;1.01e+00		;         -0.44;-0.1709125         ;-1.61482e-01;    1.1; -0.0222;      -3.27774e-01   ;        0.4425;        -0.012;  -1.73411;      -0.50;       -0.2;      4.05e-01    ;1.4866;5.218e-01      ;2.21e-01;  -0.03;    -3.1993e-01		;           1.4;            -0.343555; 0.4;  9.77e-01;            2;         -2.2e+00;   2.52199e+00   ;                0.6         ;  2.909295e-01    ;   6.797186e-01    ;0.1012       ;1.259e-01       ;      -8e-01  ;           0.3502208         ;  5.1400891e-01;4.513815e-01; 1.8e+00;      -2.48051     ;        -0.143;     7.99540e-02      ;7.608e-01	;           -1.915			;       8.16e-02      ;     0.4566257    ;     -1.7269e+00   ;      -6.62610e-01 ; 0.777;       0.40764  ;1.12624e+00  ;-1.64e+00;   1.827949   ;    1.87e+00;   1.228e-01;-1.75066;      0.83;1.008;        1.503; -9.9e-01;-7.54582e-01     ; 0.501126   ;          1;   -9.758044e-01   ;-0.45707;4.08e-02    ;              -1.547;       1      ;        0.9436966  ;          -0 ; 7.0e-02;          -2.079e+00;          1;         -1.906e-01;     6.3e-01 ;-0.4827833;  1.9097247e+00		;            0.8;           -0.4439660     ;   0.2566         ;          0.596       ;      0.19  ;   1.96583e-01  ;            0.3   ;   8.7e-01    ;1.268 ;1.546789e+00   ;8.2271351e-01;          -1.148e+00;      -0.10955;            -0.642    ;       -0.1263494;  2e-01;         2.0339010e+00
1.360950e+00;0.261546;  -2.0e-01;      -0.2830947 ; -1.67962e+00  ;           1.3006    ;-0.112	; 2.14e+00  ;   -3.507017e-01     ;   -1.5;    -2.13019   ;      3.70e-01    ;     -0.97      ;  -5.0283e-01      ;        0.6592    ;   6.956e-01    ;        -0.342     ;     -2.18115;    -0.552 ;           -0.2;  -0.2463576;       -2.502;          -0.1;      0.98773;   0.09883    ;   -1.5616    ;     -0.7;   7.614681e-01;             0.8    ;    -0.1348101  ;-1.96446		;       -1.1267;-2.2123e-01         ;       0.893;-7.98306e-01  ;   -9.14e-01;     -1.567e+00;  7.9e-01;   -0.08         ;     9e-02  ; -2.034486e-01    ;-8.83037e-02;        1.682383 ;            1;  2.50e-01  ;         -0;           0.7;-1.4e+00;   0;    0.7;           1.60   ;                  0.6  ; -0.799       ;       1         ;      -1.9733;2.556e-01		;               0.218;     0.52;        -6.98e-01;  -1.2e-01   ;     -1.72157;      -0;-2.1100751e-01;    0.35;       1.6537e-01        ;    -0.1038479     ;    1.36581;             -0.7826;6.6694812e-01;            1.1898;0.80608;     0.693318       ;   -0.2864865        ;       -1.5367e+00;-1.792e-01  ;    1.75e+00;         1.611e+00    ;  0.21;      0.438060 ;       -1.3;  3.4e-01      ;         -0.08384726;-1.2e+00		;             -2.8e-01;       -0.69;         1  ;       0.601  ;0.72227     ;-1.3e+00       ;     2.2e+00     ;         -1.145248;-1.4;       9.3671655e-01 ;   -9e-01;-1.9231203e+00  ; 7.03532e-01;  1 ;    -8.88930e-01;        -1e+00    ;       -0.2  ;   2e-01	;    1.6			;         4e-02;0.534;       0.97635      ;     -0.9081    ; -0.364        ;-1.09  ;         -1.4; 1.05 ;  1.0e+00     ;  0.433938       ; -0.576  ;   -0.374015  ;       -0.7   ;       1.33967   ;   -4.71e-01;       0.6196       ;3.8569e-01;       1.423;         -6.076e-01		; -0.006287;       -0.47;            -0.36583        ;    0.9528      ;        -0.0395;-0.1836647    ;    -0.151;           -0  ;8.0183e-01 ;      4.9e-01		;      -8e-01;      -0.690656         ;      -0.488;        0.1 ;     2.259922;    -3.04614e-01;  -1.9011161         ;        -1.1e-01;            -0.4988     ;-0.4; -0.04;             -0.5582;    1.2e-01     ;     0.99   ;                   -1  ; 0.5;-3.82e-01 ;-0.63   ;    4e-01;  0.137;              0.2;    5e-01   ;  -0.04;           -0.4 ;        0.3593;            0.6      ;      -0.97635;       -4.352e-01; 5.624e-01     ; -2.1128e+00;            -3.07e-01   ;   -0.28788        ;   7.911e-01     ;  1;     5.410e-01;         0.3
   -0.459824 ;          1; 0.317340   ;         -2.8;  -4.38513e-01;        0.94;      0.79065;     -7e-02 ;  -1.0783;   -0.53737; 2.489;     1.644971;      -0.72;          -0.6;    -0.40;     0.5617414;       -0.2212  ;        -0.6    ;                -5e-01  ; -0.942       ;      0.005       ;      0.5398;         -1.1639e+00        ; -1.292e+00;-0.141 ;      -2.3e+00; 0.5780	;      0.939561         ; 1e+00      ;        2.494;           0.6;         -2.10883;      0.57         ;   2.5832538e+00;-1.485539 ;      9e-01;-0.1370406       ;       -1.38599e+00  ;   -9.69e-01;         -0.125301	; -0.115965	;-0.1980468;        -0.8716;-5.39e-02     ;          0;   -0.3     ;      -6.2527734e-01 ;    6.49e-01      ; 0.224472       ;     -1;-0.7246757      ;     0.190322;        1e-01;             0.70756;0.99488 ;          1.3; -0.9532608;      -0.9;  -2.4e-02 ;        -0.2299  ;        0.7014;0.87       ;   -4.8346e-01 ;   1 ; 0.863;       1.267126       ;     0.357;             -0.32776; 1.76e+00  ;      0.8   ;             0.54  ; 1.26339e-01 ;  0.1713188;  -0.017       ;         1.4869  ;   8e-02;  -0.045414        ;         -0.4	;      1.0;         2.65e+00        ;  -0.820 ; 5.80104e-01; 0.9;              -1.5954;         0.40275      ;-0.5		;       0.991536       ;   0.15999  ;         0.4;5.578645e-01        ;        -0.1438702         ;         1.00e-01;         -0.6;0.43947;       -1.054055        ;     1.121630e+00   ;       9.6e-01  ;       -6.143e-01  ;        -0.29 ;  -0.460  ;        -0.1654    ;-1.145698; -5.12758e-01;     1.4; 1.402675 ;-1.4803e+00;0.7790793;         -2.3		;      0.5;      -0.9   ; -9.7e-01   ;     -0.6;         -5.5675471e-02	;           -0.47;      1.8;     -0.16; 0.396053 ;-0.385 ;    0.448358;      -0.17;     1.927    ;-1.83;    -0.8   ;9.29e-01    ;      0.331;         0.2;-3.3954e-01;0.500742  ;     0.6979      ;      -1;0.13679;-4.389825e-01;  -0.271;       1.3 ;        1.47e+00   ;    -0.8      ;     1.87725     ;     0.38	;     1.979e+00;  -8.84298e-01     ;       0.0931  ; -2.23         ;    -1.94e+00;-7.8e-01;-0.743134      ;     1.61e-01;       0.70;      0.9     ;              1.1;       -0.214  ;      0.2289297;     -2.186223        ; 3.2036423e-01 ;-6.55954e-01;-1.465e+00;           2  ;   -0.3;   -0.03239       ;       1e+00 ;  0.5193      ;      1.29   ;         -0.101;    -2.579263    ;      -0.7332;      -0.187986;   4.7014e-02;      1.08
 2.19525e+00     ;1.406463e+00       ;  -1.928e-01;        0.3797084    ;-3.4618e-02  ;      -0.6;     -0.2018412;   0.7384;7.0215987e-01;       4.1965e-01 ; -1.09 ;  1.036e+00     ;         -1.37656       ; 1.9337;       -1.7709   ;  -0.3027006  ;    -1.3;              -0.843;     0.61;1.2262294e+00; -0.971     ;-7.55885e-01         ;         0.8; -1.1172461e+00      ;      0.389;    0.249967;-4.106833e-02 ;       -0.4  ;        8.578190e-01       ;              0.3;        -0.558         ;    1.3342;            0    ;      0;       1.62718;     -1.06      ;-0.3999454    ;  1.2613704       ;            6.6e-02         ;     -0.686464  ;      1.812e-01; -0.0389      ;4.278983e-01			;         -0    ;     2  ;       -0.253945 ;   -1.2187e+00;   -0.883492    ;        -0.30549      ;   -0.7533;    1.3;2.996e-01 ;   -0.909 ;-2.27755     ;  1.3e+00 ;           -0.6;         -1.414     ;   -1.103e+00       ; -5.115e-01;-2.5e+00 ;-0.74   ;   1.507e+00; -3.49163e-01;        1.292144;         -0.3    ;    1.0676415e+00;          1       ;      -1.4627078e+00;0.6488 ;  -0.215258;   0.0;      0.873; -3.7528e-01         ; 1.1989917e+00  ;      -0.4996   ; -5.861e-01;    -1.25133e+00;     1.6054 ;         -2;   -1.47 ; -0.005410832   ;   1.68      ;           -1.145  ;-2.409245;            1  ;2.7616231			;      -6.01286e-02;     -1.6988252e+00;     0.5    ; -0.4349    ;        4.0070835e-01  ;-1.14 ;       -2.02269e+00       ;      1.08e+00 ;   -0.3363944;-1.4554e+00	;    5.6859807e-01;-0.517912       ;   1.49054e-01;               0.47   ;         -0.4    ;-3.0315e+00;         -0.5 ;       -0.72624 ;9.24e-02 ;   -1      ;             1   ;           1.4   ;     -1.9e-01  ;     1e+00;     0.248   ;1.1560899e-01;        1.96203e-01;   4.176367e-01     ;0.0023;-0.349825;-1.6242e+00;     -0.31        ;          -0.609529  ;         -0.831;    1.34642    ;-2.97;-2e-01  ;-0.70    ;              -0        ;   -1; 1.2  ;      0.209      ;     1.931648       ;-0.32181    ;  2.852146e-01    ;-1.3482e+00 ;             1        ;-4.0970e-01;    0.9934221     ;-1.27775e-01  ;      1.0308913;  -0.181601  ; 3.2319382e-01        ;-0.94438       ;8.8831e-01       ;          -1.1     ;    0.8815        ;        -0.1;          -1.4;           -0.3;0.3784;        -1.4341    ;        1.5441   ;  9.282965e-01 ;6.05e-01;     0.19884  ;   -1.42e+00;    -1.4774116;    -0.2750334 ; 0.67 ;      -0.72734         ;     -8.4e-01;2.276e-01    ;-7.24011e-01;-9e-01  ;              -2.03       ;      -0.4 ; 0.813;1.98329e+00;     -2.56753e-01;1e+00
         0.51; -5.601253e-01       ;-0.07;          -2.2;     -0.27012  ;      9.0707221e-01  ;0.792;1.1407      ;  -2.2e-01  ;       -0.45;      0.92;     0.448268;           0.7;      4.34e-01 ; 0.3525313;2.87714e-01  ;  -0.38;7.8e-01;      5.16e-01 ;         1.084968e+00;-0.75;     1.02144     ;  0.527119    ;0.009892791	;6.572e-01        ;        -0.462   ;     -0.797  ;          7.437e-02;            2	;         -0.2412   ; 4.322019e-01;1.243935e+00         ;0.925185;     -0.7889;-9.6e-02;         1.3 ;8.2488237e-01;3.251e-01         ; -1.65027e+00;       -5e-01;  -0.699; 5.4705353e-02 ;           0;         0.00;       -0.4		;         0.4345769	;       1.0560e+00;     1  ;               -0.049;-0.8863;        -2    ;         -2.99e-01  ;1.2619;3.7e-01  ;    -2.5920e+00;7.889864e-01;    0.0408777;          -1.5;0.412;  1.5088222e+00     ;   1.6e+00;1.120613e+00   ;       -1;-4.1929e-01	;          0.1    ;       1.15947e+00;     -0.6;     -3.098883  ;-0.0997969  ;    1.359442     ;-1.1286363e+00;-8.122e-01;               1.9;     -3.7660e-01 ;              -0     ;         1e+00;            1.95;       -1e+00;      0.60; 0.29   ;-8.2042714e-01    ; 0.392772;      2.5823393;         -1.87898e-01;    -0.47;   -0.989942;  -0.83114  ;        0.6 ;      -1.344083;   -0.6909        ;-1.382364;         0.4262;   -0.195602;        1.03     ;               1.03085   ;    -0.278516;            -0.398	;      -1.499511;          -1;             -1	;   -4.84e-02      ;   -0.56034     ;       -3.536115e-01;-1.8511;-1.879903e+00;        -8e-01;-9.66833e-01         ;              0.0601;     0.351638 ;   -3.29077     ;-3.417533e-01	;-3.246816e-01;-1.22783e+00; -1.2e+00;2.822249e-01;      6.3e-01   ;   1.88931;   -2.95e-01      ;         0.8; 2e+00; -1.002  ;-0.47994;       0.330;       -0.46726  ;              0 ;    -0.2628978       ;  0.38  ;       0.223			;   -2;               0.2      ;            -1;    -1.184799e+00     ;    8.21056e-01 ;1.614374	;       -0.6;      -0.1     ;    0.27;        -9.4e-01  ;  -9.148958e-01 ;     -1.223   ;-1.02e+00        ;     -0.1;1.22958e-02;      -0.106;  -1.3067443   ;      0.774757        ;6.9e-02    ;    -1e+00; 0.6452 ;         1.249164;    1;           -1 ;       0.71809      ;0.01876114    ; -1.04;          0.442  ;          9e-03;           0.95115 ;            -0 ;              0.48         ;  4e-01     ;       2.38118;          -1.0558;        -1.1150843e+00;  -0.53779 ;        -0.70;           1.7   ; 
