        -1    ;-4.3e-01         ;   0.170;      -0.05381   ;      -1  ;            -3;          -4.2561;       -1.83851;     -1.453755e-01     ;     -0.8697413  ;  0.08951;                -1      ;7.3352789e-01;         0.078;0.145      ;     -0.371612;          2;          1.14898;           -0.88;        1.023;   -8.963e-01;           1.7;          1         ;-0.0783     ;         2.54612e+00;   -0.811;       0;       -0.804   ;   1.136e+00   ;        1.244647   ;    -0.374;    -2.11e-01;        -3.7664660e-01 ;    0.0230092    ; -1.035e+00      ;       -0.78871     ;0.06840594;      -0.3231	;       -0.718;1.544e+00    ;     0.2781        ;-0.28888 ;        -0.14035         ;        0.08  ; -1.444;        0.344;    -0.1119	;-8.1887395e-01;              -0.490;-0.6691;   -0.245 ;     -1.9675552e+00   ;            -2.6e-01;       1.2768e+00;         1.43e+00;            -0.4     ;0.01915;        -7.264e-01;       0.4;      -1.22539;     1.6e-01;       -0.1953     ;      -0.4218 ;     -1.0149e+00;        -3.699675e-01 ;     1.29502      ;       1.193;-4.0886880e-01       ;  7.58e-02  ;-0.019296 ;    0.6183    ;           2.0;     0.1    ;       0.3527035 ;     -0.5681789     ;3.381601e-01        ;  1.711956;       -0.3 ;    0;3.409840e-01    ;  -1.3380e-01;     -0.967 ;     -4e-01    ;     0.18   ; 9.1010e-01   ;       -1.3398;      -0.149238   ;    0.0886887      ;      0.6755 ;        5e-01    ;  -0.4689;        1.8689e+00;        -2;-0.252;       -1;1.793e+00; -1.2 ; -5.685239e-01;   -1.11425e+00;     9.9e-01;    -0.5251525 ;      1.673;9.1496759e-01     ; -1.01349       ;        0.1   ;     0.50117      ; -0.09151165;     0.5029082      ;-0.385426;        0         ;          1.0;    1.73        ;     1.2634;-3.9941e-02;             1;          -0.4  ;      -1.143549;     0.376979    ;        1.4      ;            1.29;          6e-02;        3e+00		;        4e-01;     -0.267655    ;         -0.6;    -3e+00;   0.151871;     0.280;   -7.1143477e-01  ;           0.6056;          -2    ;-1.28996e+00    ;  -1.968e-01      ;    -0;           1.1912   ;       8.0157209e-02;        1.841466e-01; 8.358023e-01;-0.22366  ;           2       ;  -1.7254;        -1.3  ; 4.27e-01    ;                1.1504;          -0.8;-7.006704e-02;        1.146         ; 1.167102  ;-1.2147650  ;-3.902618e-01;               1;     1;        -0.2170 ;     1.115e+00      ;-1.488   ;          0.20716 ;          -1;  -4e-01  ; 3.0702e-01;              0.5745      ;     -0.09  ;           0.69;          -0.87;  1.18686e+00;      -0.063 ;         1.551;      -2e-01; 2.814277e-01			;       0.8087
    -0.183 ;       -0.0 ;2.222;8.7114673e-01;0.737966; -0.5645  ;    0 ;             -1.75;    -0.553314		;          0.3;                   1 ;       -1.38;           2.4302e+00;      0.6;-1.323887   ;           0.5;      -0.79109;         5.103939e-01;    -6.68167e-01;       1.32		;           0.57394;      1.639e+00;      -1.78; 1.6221;     0.49225       ; 1.3      ;1.0327367e+00         ; -6.123047e-01;   -0.59;       -0.3;   0.0903658;                -3e-01  ;         0.584144  ;1.04e-01  ; -0.0536287  ;-1.73266;1.063;                1.463;       0.47;        -2 ;  -9.2380e-01    ;  -0.68 ;          -1;            -0.583;-1.345e+00         ;      0.75413;-1.60804;           -0.4;           0.55   ;1.673e+00 ;-1.22755;     0.2 ;8.51090e-01  ; 2.22e-01      ;1.68       ;      2.6 ;     -1      ;     7.773420e-01 ;2.109215e+00;       0.226468;  -4.93332e-01;   1.5229;-2.055017e-01		;        1e-01;   1.0041705e+00;       2.31803;    -2.5847        ;  0.0437664  ;-0.408864   ;         -0.657     ; -0.141792    ; -4.267e-01;-1.3e+00;             -2  ;-2.72393      ;-3.9e-02;     1.179;      0.106;   7.9e-01		;  1.60962e-01;                 1   ;   -0.780361      ;   9.1115147e-02;      -1;        4.4014e-01;   -0.678663    ;   2.086e+00  ;        1.5311;    2.950e+00    ;-1.1;              -0.2;         0.099  ; -1.484776e-01;            -0;     2.7019e-01      ;1.2   ;      -0.8 ;        -1.38989	; -1.093e+00;0.01057916     ;   0.928045;6.43873e-01;       -8.846905e-01      ;     -0  ; -0.15 ;      -0.04;     1.788419;2.04e-03 ;-3.45e-01 ;   -0.4615;     -0.68;         0.0252;  -0.3;3.96005e-01       ;    1.407054;             1.4;   -1.2370671e+00;         1.7  ;  0.3011788         ;          -1; -1.2e+00       ;       0.2        ;-1.6448907e+00 ;  1.3e-01     ;        -0.6   ;         0.222;-0.82252  ;      -8.3e-01;-5.82029e-01     ;           4e-01       ; -1.402      ;            -3e-01  ;        -1e+00;0.1457;1.234579e+00;   -1.8 ;-7.056e-01       ;      -1        ;-3.66e-02  ;5.1865e-01    ;-2e-01   ;        1.4261250e+00;-1.41781;      -1.889  ;  0.714573;    -0.72;1.44516;           0.08 ;-1.1926e+00;0.257266; -0.48         ;7.381473e-03       ; 9.75053e-01   ;       -0.8825;          0.34066;        0.564    ;  -1.0044e-01        ; -0.7;   2;     0.759;    -0.3057606  ;      2.091e+00		;         0.2   ;               -2      ;    -0.632035;      0.4224282;    -0.31374      ;      -2.1932        ;   -0.931
1.572142e+00    ;        -1;7.6033e-02      ;  1.6e+00;  -1.7656        ;    -0;                -1.4      ;      -0.07377 ; -6.308376e-01;               -0.1         ;      -1.4;-0.697;-0.1052915   ;      1.1423054;       -0.462  ;   -1.54    ;         -0.03861316;      4.55e-01;               -1  ;       0.5   ;          1.0			;  -1.220e+00  ;       1.7244377e+00   ; 4.924309e-01;    0.7219 ;              -1.48081      ;  0.53900;        2.08  ;-2.75240e-01  ;    -0.3  ;      -1.4914696e+00; 0.7985596    ; 1.077e+00	;-0.6  ;     7.312e-01;-1.590e+00;   0.0429320     ;    -0.731       ;  1.6         ;0.037;8.1765075e-01     ;   1.54114e+00      ;   0.7777378         ;-0.5606701;      1.2;     1.11487;        -1.15;    0.1812567        ;     0   ;    0.59156 ;     2  ;    0.070878      ;    -5.82769e-01;-0.8892    ;                   0.24     ;      0.3;     -0.9;                0.8;               -1;   -4.493400e-01   ; -1.1797274e+00;-0.3873027   ;-2.8130076e-01 ;       2e+00;             1  ;       7.227713e-01 ;        1.852986;    -2.5262;       -0.284;         1.6e+00  ;             1;  -2    ;   1.2       ;-9.777623e-01     ;          0.483127   ;    1.409;    -2.61948e-01     ;      1.5e+00         ;      0.3 ;      0.22656;-2.965894e+00;-0.0281;            -1;        -0.5   ;    1e-01        ;          1;              0.5;            0.7  ;2.8e-01   ;    9.2944e-02 ; 0.4013617      ;0.7309048     ; 6.195e-01   ;  0.2479548;    -0.7374320         ;       1.437; 0.3408667 ;     0.984113;  -2    ;                   -0   ;  -0.12639    ;-0.06465527;               -0.4 ;-1.633092e+00   ;     6.544e-01;       -0.1465     ;          -0.6;        1e+00;  -0.646543      ;-0.2157;-1.5094e+00;        -0.9;        -1.015404     ;            0.8; 1.243e+00;         -8.91462e-01    ;0.372512        ;                   0     ;-1.00e+00    ;  -6.8e-01;-1.728; -4.013e-01;      0.5027;0.80646;     -1.224;      0.717     ; -1.5        ;      9.9e-01        ;         -1.3 ;1.121897;          -1.2;                1.394;    -1	;      -1e+00;         0.45  ;4.88286e-02   ;0.9852;     -0.3549;   -1.7406e+00      ;      1.03;    -0.8307 ;    0.8861187   ;    0.9       ; -1.2438;-0.239643 ; -1.77;         0.439  ;       -0.7 ;     -0.6537745  ;      -0.921			;    1.591;      -0.4;      0.33      ;     2e-01;-6.430287e-01;          0.3;        -0.87;   -0.8066; -1e-01     ;-9.5110e-01;       -6.946e-01;0.56127;-3.383e-01;          2;         0.4283328    ; 0.08621776;        -0.6;           0.54996  ;  -1.854
 -0.4  ;             1.4235;    1.08137;     0.4   ; 3.1750e-01;    -5.6063694e-01       ;    -1.11e+00    ;-4.4144362e-01;           -1  ;1.30e-01;-8.93259e-01       ;    -0.655781 ;     -1 ;        0.13568   ;1.83e+00;-5.8115432e-01; -3.637e-01;  -9.499e-01 ;-1.9464e-01;0.424978   ;2.5715;  -3e-01;0.74         ;       -1.28666			;      1.4;        0.80564;        0.6354 ;   0.689;         -0.5;1.406553e+00;     0.3  ;1.48095e+00;-1.131    ;-0.7955;        -1;            3e+00;    -0.183981 ;    -1.6254     ;  -8.084109e-01    ;         1e+00    ;           0.6 ;        -0.8    ;  0.38 ;              -0.3;-6.752755e-01;          -2.1070e+00     ;8.0615e-01;1.9932591e+00;                -0       ;  2e-01;              -2    ;        2.266e+00      ;       -7.59e-01;              -1.75;       -2.62182   ;       1.87215		; -0.2336982 ;           -0.030    ;      -0.96996;-0.655;          0.3  ;             0.5;   1.637426  ;  2e+00 ;  -1.637;     -1.1e+00  ;    2.221;      -2e+00;  0.5709;  -3.419e-01 ;           -1.2 ;        1.30811;  0.0964852   ;      2.22701;           1 ;       0.331599;         -0.0391771    ;  0.6    ; 4.5625495e-01       ; 7.640344e-01 ;      0.666996;             2.19;-0.7454986  ;               0.477250 ;       9e-01      ;           -0.6773113     ;   -1.0233888; -2.7920480e-01;     0.744	;1.77063e+00;  -0.7687379	;        0.6    ;      -0.45;   -0.9;             3     ;      -9e-01        ;1.0741860;      -9.1665e-01    ;         1.1;       0.0215291    ;          -1.28016e+00 ;-3e-01 ;-2.5402e+00    ; -1.141e+00;        1.094688e+00     ; -3.9264e-01       ;   0.29255;       1.0041016;-0.05274488;0.454;     -0.7411;     -0.87;  -0.327659;             0.16;     0.5;          8.2e-01         ;            0.0  ;-1.101294;         -0.53397      ;-0.5      ;      4.3618e-01			;  0.11818  ;           -0.634 ;     -0.1288      ;0.507361        ;     -0.210176         ;  -0.455420;     2.3e+00;   -9.08e-01; 0.616  ;     -1.1350848 ;         -2.72272e+00;            1.3		;   -0.06092967         ;    -2.4664         ;1.4;1.3e+00;  1.0948245      ;-1.1451; -1.877031e-01        ;-1.142e+00      ;    -0.384006; -0.97599; 0.9;0.202;     -1 ;           0.8; -0.52; -0.19;       0.61;0.7283059;        1.524;-0.3;    0.3    ;            -1        ;     -0.3;   9.51e-01 ;2.619e-01			;         -1.0214        ;1.9e+00    ;4.000141e-01;1.975413e+00       ;6.3888e-01;7.3241e-01;    0.592519 ;         1.1737e+00;   0.5;   1.326564e-01  ; -1.8234e+00
  -1.384;      -1.11318e+00;     -6.1e-02      ;              1.94		;   -5.5e-01;    -0.88213        ;   4.1500396e-01;-1e-02; -0.585610 ;     -0.41273    ;-2.3245511e+00;   -2.5970e-01        ;    -0.0174599;     1.18847 ;             0.5488;     0.4         ;    2.74225e-01;0.23       ;1.0087236e-01  ;2.3e-02;   2e+00;   -4e-01  ;         1.3495336e+00;       -6.77e-01;   -0;            -3e+00;          0.8749;    7.249e-01;     -8e-01;    -0.98 ;1.015       ;       0.943;      -0.2;  1.2832e+00        ;        -0.7       ;    -0.764621    ;     -0.74933;8.211834e-01; 1.64766e+00;-2.550e-01;-6.579e-02;-0.166446 ;    0.518 ; -0.188591       ;5.261357e-01 ;   2.35087e-01  ;     0.93    ;       -1.0877e+00         ;0.03449;             -1.03    ; 0.19629      ;8.7499418e-01 ;    1.5;     0.1752;0.955;   0.1;      -1.1076389;  6.559241e-01        ;    1.276;  -6.24057e-01 ;     -0.4871371   ;   -1.3;    -0.0739;5.736925e-03;            0.279150  ;     -2.05378e-02   ; 0.7005;    1.650;     -7.61e-01;  -0.566 ;-0.661836		;               0.6       ;         -1.59e-01      ;       -0.7  ;     4.8e-01;   -0.04  ;          0.117732;0.04     ;5.48387e-01 ;1.0647890     ;   1.79839;          0.0898;     1;    0.51         ;    -0.171255;0.04256231     ;       1.3;    -1       ; 4.46e-01  ;0.956;   -0.808 ; -1.6112; 0.6837316   ;-1.4316153e+00  ;       0   ;        -0.425       ; -0.59;0.2067193 ;0.06267 ;   1.039      ;        5.41786e-01;9.7122e-01 ;            0.44       ;-0.693299       ;   3.40e-01         ;          1.65555   ;0.0067615;                 1;-3e+00   ;      7.6e-01;         1   ;         -2.00189 ;-1.3e+00;     -0.4 ;       0.72         ;-5.7e-01;     1 ;    0.043200;    -0.8183 ;            0.37922;      0.20     ;        -3; 1.5e-01;            -0.7;  -1.039e+00;  1.4691       ;  0.4657395    ;     0.1961;  -0.744   ;4.47628e-01;-2.509651e-01   ;      0.1    ;       -1.0894688e+00   ;               1.6    ;                    1     ;              0.167;-5.009074e-01       ;   -1.864443;0.7897008;       0.3791707   ;    1.199e-02;         -1.0e+00         ;           1.3445     ;   -1.175186    ;          -0.15   ;      -8.350388e-01 ;-2.0668662;   -1.1345569e-01  ;-0.137231         ;            2.16e+00     ;  1    ; -0.3;-1.0e+00;        -1.0e+00;  6.24e-01  ;   1  ;   1.719e+00  ;       0.9174808   ;   8.1963e-02 ;      -2.3;    -2.62491e-01    ;     2.2198122;        2     ;   -4.18e-01    ;0.47911;0.52635;    -1.918961;  2.283 ;1.347e+00
       -0;   0.6494  ;-0.4552;         0.23;           -0.04       ; -6.23249e-01      ;-1.3326247e+00;    0.4         ;   0.6333         ;      -1.496;1.19253e+00;     0.5  ;      0.39;-0.1439 ;   -1.48349	;0.79541;    0.4327551;      9.2929182e-01       ; 1.060634e+00  ;1.0113e+00;      -1.944    ;-1.278742       ;              0;      -0.8851      ;        -0.9067662;-1.1     ;    -2;             -1.803        ;              0.11197     ;    -0.5034  ;     -2.18     ;    -3.97e-01 ;-2.987287e-01   ;5.283894e-01;                0.7;     2         ;      -0.3398    ;         0.458;  0.28;3.25848e-01;-1.4687968e+00;            0.76       ;        1.91227 ;    -6.0075068e-01;        -0.81556     ;  1;   -3.676e-01;-0.243325;     1.026;-0.2028686;       4.76e-01;-4.0570089e-02      ;     -0.817811;         3.1129949e-01     ;             1       ;      0.522908;              0.06982 ;    -4.70813e-01;   1.15;  2.836112e+00 ;    0.2  ;        0.865;  -7.79e-01;      0.5        ;       2.0;    0.694556; 4.0e-01     ; 0.343167;       1.63;            0.9626170;      4.774e-01 ;        0.0546       ;      0.04200103;             7.0e-01;          0.8;         -7.726e-02;                 1    ;       -0.3284;        -0.473   ;  2.306393e-01    ;  5.35e-02     ; -5.614715e-01;-0.11534;  -1.3955e-01        ;    -0.82179;       -0.34125;      0.83;       -1;        -3.7e-01;       0.07172;          0.10  ;       2;          -0.029;-9.37386e-01   ;   1.66918     ;    -0.1;               -0;   0.44909;    -1.1448e+00     ;      -0.34;  -7.6e-01;-1.91961e-01         ; -1.8772;             0.79      ;    3.4195e-01    ;     0.76;      -1.05876       ;            1      ;         2 ; -0.1    ;-8e-01        ;-6.51e-01;   -1.2055287;             0.1        ;    -1.415;-2.3e-01  ;  -6.3966e-01		;            -1;1.386706;              -0.80;     0.1581124      ;   0.240 ;     -0.7       ;  -3.289e-01 ; -9.7e-01 ;     0.968	;            -1; -0.4;   -0.9282654   ; -0.612430    ;1.095;       -0.5531429;       -0.4; -3e-01		;  -4.957e-01;      -0.85208;  5.6650e-01;-0.74145;-8.6e-01;         0.2335;    -1e+00	;-1.62e+00        ;    -0.018137;            -0.9      ;1.4431        ;-0.4       ;       6.5504e-01      ;   1.7679e-01;   1.875931         ;   -0.766607 ;      -2.4         ;      -3.1e-01 ;         -1.0232106			;   -1.435e+00       ;              -1.2; -2e-01   ;            0.35;       -0.7; 0.208103;       -0.03;     -0.8;    -2;    2.438995; 0.86911;8.000e-01;          -4e-01;        -0.6  ;      -5.30e-01		;3.2e-01
      1.764;        2.371        ;      1.795e+00;           -1.4;        -1.00769e+00      ;    1.419e+00;  0.02  ;         1;          -0   ;              0.79        ;1.213408e+00   ;     -1.065865;0.5079412;          -3.901e-01;    1.027        ;       -0.1235;    1.4368;-1.749535e+00;         1.374     ; 8.4e-01;  -0.42 ;-1.197132e+00	;       1.92e-01;1.61e+00;      0.35;       -0.0;     -0.252;       -1.1;-7.7e-01;-0.6;-0.6859413  ;        1.24;   -0.23     ;      -0.06639;       -0.856884;   -1.1892e+00	; -7.434544e-01;   -0.832818    ;        -2e+00  ;     1.0780         ; -0.351418  ;  1.858686e-01  ;-6.174113e-01;  1.21;         2	;         0.2    ; 0.07676944   ;                0.7        ;        1.610268;       6e-01  ;       8.26465e-01;          0;         -0.561109       ;       0.27495 ;        -0.0307;    -1.10214;  0.4956;1.9534303e-01 ;             -1.53;   1.1;       -0.865   ;              1.8  ;               1      ;      -0.2073;   3.4169868e-02;  0.90434;        1.53269  ;  -8e-01     ;-2.719e+00;    -0.1024  ;8.5115224e-01;          0.3929469;    1.0         ;      1.759432; -0.83777	;0.8260926         ;-9.25227e-01;      -0.39  ;2.38925e+00      ;             1e+00   ;        -0.4613113;        -0.27230;   -1.6    ;       0.7; -1.16283; 1.886e+00;-2.7e-01   ; 0.90064  ;-0.17364       ; -5.3321764e-01    ;        0.368      ;       -2;          -0.2  ;         1.5126702;           -1;       0.411504 ;   -7e-01 ;1.0423     ; 1.08e+00         ;0.0095835    ;-1.303490e+00   ;-3.113e-01     ;      -5.4128445e-01  ; -1.165778e+00    ;      0.8;-2.4238e-01;             -0 ;-0.100747;     0.526      ;   -0.416; 0.2130985;         -0.0348;         8.031212e-01       ;  2.5e+00  ;  -2.14712;         -0.0441274;-7.079005e-01;8.4e-01 ;  1.4961940e-01;        0.24289	;              0.06;          -0;          -0.82;             -0.9;           1.38     ;   7.74e-01      ;             2;       -0.1;  -0.9647  ;    0.665; 1.7557e-01 ;           -0.3       ;      0.2;        -0.7     ;-0.09657408;   0.158722;  1.508781    ;         -1 ;              1         ;   0.6028;      1.05336;         0.29     ;   -3.06e-01 ;-0.940807     ;           -1.5;           0.22  ;  -1.6223       ;          -1.689       ;        -1.7    ;       1.7e+00  ;     1.7635e+00;0.30565  ;     -1.1 ;  -2.2261 ;         -1.2			;  5.3586e-01	;      -5.6752e-01       ;     -0.12     ;   -1.6544787e+00   ; -1.394770;  0.099527 ;         0.70555;7.04e-01;         0.7493  ; 9.152e-01;-0.438498;        0.054;            1.59 ;  -0.04
-0.412875  ;           -0 ;     9.65598e-01; -1.2289385  ;  6.9e-01; 2.235e+00    ;-2.21025e+00    ;  4.8288e-01;   1.3e-01   ;        -0.214      ;   -1.1  ;               2.49216;         -0.9		;        -3.3451e-01;           -0.03   ;     -1.37806;1.6e-02;            0.2; -1.44582e-01;      -9e-01   ; -1.718;    1.261087;      1.140798;     1.13371e+00 ; -1.54e+00;2.4817350e+00         ;    -1;  5.13426e-01        ; -0.6;-0.54865;     -0.441611;9.46e-02;    4.93e-01;   -1.873506e+00; -0.625         ;      -2.08401;     2.44365; -0.410177 ;  -2        ;    0.44066;          1.17028;1.0800819e+00;           0.8	;        0.0667;-0.5505816;  2.00144  ;  -6.1525e-02;          2; 1.0e+00         ;         0.93   ;-3.3e-01; 4.63244e-01;  -7.32197e-01;-0.265;          -1.154     ;            -0.3		;    -1.368     ;      5.1904e-01;     0.76836;-4.32658e-01;     1.41e+00; 1.99e+00;    1.13e+00    ;        -1.219334e+00    ;     1.13679      ;0.3994; 2.0977039e-01; 3e-02       ;  0.0803863    ;       2.5150e-01      ;  -0.456517;   -1.4595;    -1.072      ; -8.6202e-01;     -0.85859;1.398838e+00		;     -8.8e-01; -1.251;     2.245624       ;      7.354e-01;        -1e-01 ;    1;-1.0; 0.51; -1.3;      1.286e-01;      -6.83e-01; 1.184   ;  -1.7625277e+00     ;              -0;  1;        0.7231 ;    -0.0216849  ;          -0;  5.451303e-01;   7.67e-02;-9.198041e-01       ; 0.07;   -1.3e+00    ;          8.1e-01  ;  1.7624e+00	;  -0.931;       -0.788  ; -0.2;             -1.8;     -0.74;         -1.69395e+00; 7.74326e-01;          -0;   -4.8304e-01  ;         -0.6;1.660139e+00  ;       1.05392  ;              0; -2.6329e+00;-1.61442 ;9.4e-01;   -1.305    ;         -0.89     ;         -1.063 ;0.8520094; -3.8870e-01 ;          -4e-01; -0.245;4.558e-01;        0.0978108;5.40e-01;           -1.1;          -0.7004     ;0.648;-0.689;    -3.8e-01    ;2.97  ;        0.75   ;      0.406;   0.625;     0.98;-2.2761e+00   ;     -1.52e-03;  -6.1877e-01;   -8e-02   ;  0.026;   -5.4e-01;       -0.3  ;        -2e+00       ;-0.076123    ;         1.0;              -1.0e+00    ;1.76e-01;  0.14;9.08e-01;       -1.399;          2e+00;-0.502  ;    8e-01;    1e+00;2.0164781e-01        ;            0.34  ;   1.5; 3.013e+00       ;         -1.728706e+00  ;     -3.3483771e-01     ;  5.741e-01  ;    0.720899;  1.5e+00 ;  1.772;           0.001;3.847149e-01         ;   1.5e+00
-6.01e-01;      -1.4       ;   0.514162  ;     1.283       ;   2e+00;     1.392494e+00;  -0.0205  ;   0.2704        ;-2.133e-01 ;   -0        ;     0.3 ; 0.8;      -1.5256818  ;         -1.73;      -0.2043;  -0.16319;          -0.1795;5.806506e-01 ;     3.089e-01;        -4e-01;    3.00771e-01	;-1.066883 ;     -1.59e+00;-0.46333 ;        -1.029         ;     0.2392445     ;   -0.5059  ;    -2.115436 ;   0.84     ;1.824337e+00      ;  1.4e+00;    1.50        ;                  0     ;-0.0961909;         1.3e-01  ;  0.629;      0.0954262 ;  -0.575;    -0.220762;     -0.5;   -1.8;           -1.27 ;2.152318e-01   ;        1.174        ; -1.322609e-01;     -0.309  ;8.202e-01;       -3.4e-01;7.60e-01;      0.650564;-1.50058e+00;      2.6e+00;  2.062240e-01;              0.9    ;-6.2e-01;    -9.510e-01;2.128e+00;        0; 6e-01; 1.01;  -0.35; 5.3592e-01 ;    -0.4008273;     -9.34e-01;            -0.44 ;-0.917843 ;     0.72;    -4.404357e-01         ;    -0.329465;   0.2740112   ;2.16875;-4.4103e-01   ;        2.763 ;1.138559   ;-1.20e+00; -0.130595;                 -0.1; -1.67;        -0.495;0.0255572;2.8632325e-01;     -0.4886;       0.269;-0.19712       ;  -5.63360e-01;             -1.7e+00  ;0.68322;   0.1021;    -0.4703673;       -0.09  ;-0.44 ;               -0.6 ;-0.70563		;-8.07489e-01  ;         -0.1798  ;              0.7142      ;       1.71       ;    0.7     ;     -1.0186e+00;          0.9    ;    -7.592567e-01   ;     -0.356965;                1;        0.80;        -1.6;        0.221 ; -0.47   ; 0.9;      -1.4;    -0.19956;        -9.121e-01         ;-0.9   ;     0.05;  -1.1794    ;       -7e-01 ;     2.7770894e-01; 0.9925399;   0.332151;          0.2567333 ;    2.1e+00;    -4.1e-01 ;-0.248144 ;-1.540539   ;1.37910;-1.48366e-01  ;-1.283461    ;     0.2 ;     0;   -1 ;     0.528873;-0.2736366;-0.368;   -0.2480192;           -1.433	;   -0.30814    ;-6.6263e-02;   -1.329010    ;          -0.2;  -5.32e-01 ;-1.4825e+00;       -0.6;       -1.1;         -1.2305e+00   ;         -0.9 ;          0.4       ;        -1.0524    ;-1.61226;-0.3861     ;               0.3   ;           -8e-01;        -0.29172     ;     -1.019022e+00     ; 9.91902e-01   ;  1.011    ;          0.7306;    0.432726     ;    -0.63136  ;          -1.13 ;      -3e+00;       0.9  ;     8.4e-01 ;               6.3e-01 ;-1.5959929;   0.8 ;       -0.1082;-0.09465  ;   1.977065   ;-1.764;1.4e+00
     -0.9532;0.8755071      ;       -2.4344156e+00	;     1.93156;   -1.1792019e+00;       -0.007   ;2.754e-01  ;            0.98 ;    3e-01;               -0.73   ;     7.5132e-01   ;        -0.814671        ;    -0.861269  ;         0.16181;     2.327  ;         -0.0625    ;    9.50e-01;   -9.7629e-01     ;              -0.0175;0.6941656       ;0.498      ;    -2.058814e+00    ;  -7.4e-02;    -0.193846         ;-8.393e-01;     0.07;         0.964 ;          -1        ;        -1.2022446     ;0.21222;      -0.05   ;   1.139 ; 1.914891			;        -0.572;    6.214e-01;      -0.344;         -0.4; -0.3215707 ;             0.3; -1.54e+00;    1.4e-02;   -0.019703     ;4.7443793e-02  ;   -0.29080  ;    -0.06 ;    1.254e-01;      -2;   2e+00 ;-0.05618    ; -1.502102e+00   ;            -0.589      ;     0.4 ;       0.728  ;        -1.09;   -3.68298e-01   ;4.47419e-01;        -9.9147e-01;       -0.61  ;1.01e+00;-1e-01;     0.745735;      1;    -6.7e-02;    -7.1598e-01;  0.897; -1.2558e-01   ;0.887899 ;        -0.1         ;1.2050667e+00;    0.510567;      -2.75765e-01;      -0.754;      0.394151;      1.5282091e+00;0.035823;  -1.6867;          -1.23;  1.49; 1.0     ;   -0.4661;         0.423;   -4.7667e-01;         4.3930e-01   ;    2.2706018;               -0.7;1.3400855e+00;  -0.3404;0.8940953  ;  -1.5         ;     -1.06343    ;  -0.3464429   ;  0.7			;0.1049455; 0.6352805 ;   -1.0546e+00     ;0.12977      ;         -2e+00         ;-0.2723082;          -1.6	; 0.386386 ;        -8.4298e-01			;     -0.47; -1.2e+00;3.842e-01     ;         2;  5.3186e-01         ;-8.642285e-01;   0.995      ;                  0.342;       -0.0997; 1.710491e+00;     -1.03792      ;   -4.458e-01     ;-1.64151      ;      -0.8656 ;       0.2 ;7.785585e-01;          -2.1         ;           -0.03		;-7.3381e-01;        1.57e+00;          0.0 ;             2;       -0.71      ;          -1.3        ;             -0.7047;-0.5816363;       -0.9955734 ;     -0.3;        -2.43e-01;      0.1;      -8.3e-01;  -0.7388397    ;  7.002962e-01;       1.8555;            -1    ;       1.7461      ;  -0.42543      ;        0.337 ;5.9558724e-01;-1.25697;        -0.3773 ; -1.108e+00     ;  2.28932e-01;  1.7768e+00      ;           2.1e+00 ;              1      ;-0.15 ;        0.148 ;          1.5414e+00;5.63583e-01        ;              2; -1.0070e+00; 9.8612e-01       ;           1;    1.6800591     ;-0.56017;    0.91      ;6.703487e-02  ;        -1.399  ;     0.8096111         ;7.875174e-01        ;  1.2952;           6e-01;  -5.4e-01;   0.2763;  -3.034e-01   ;  8.5179445e-01;7.1868428e-01
