       -2e+04;10292.278        ;   -9339.007345    ;-5.0767e+03;  -7335.154;  1.43e+04 ;   -5897.48;4814.039	;       894  ;  9.2471413e+02   ;      1.25e+04; 1.35e+04;    -5610.983287	;         16990 ;     1407.927      ;       -1097.938;     19107.2295167;        1.23e+04 ;     -13674.3071;      6e+03 ;  8.256e+02;   -4e+03;     -5294.14        ;     -8e+03;     -2e+03;1e+04      ; -5.0e+03; 3.58e+03 ;-1.82e+04;-4106.343855   ; -14018.5535964         ;-1.8195e+03  ;-7.260917e+03; 2.335901e+04;2.17886e+03      ; 3495.54954        ;      -83.8;         4827.51;        6e+02;1.00646e+04       ;     -13251.830       ;   9152.132         ;       8158;    -3831;           -1658.8         ;            -6250;      -3.0e+02; -1.2033497e+03;         7.1e+02   ;6.85e+03      ;         63.03177;      9.2e+03 ;             -4968.5;            2e+03; 1.3266066e+04;          458.91;  7232  ;    -7.58e+03;    2e+03    ;-1.712913e+04;20641.08 ;-7339.80583;8.485e+03;   -6630.3 ; 5723.27810;     8241.508;-5248.1319   ;    3099.49955     ;       -5072;-13746.1;1071.3; 1.03e+04   ;          9595      ;       -1.23e+04 ;  -6.47e+03       ;-1.4e+04   ;    1675.59389;  -1e+03;     4e+03 ;  -1926       ;           -5e+03    ; -1e+04     ;       -5e+03        ;13281.655282         ;13103.49     ;    449.452        ;-9.074e+03  ;1.241453e+04;1.8102287e+04;   6e+03;     -4.83e+03    ;    -1e+04 ;6.7023e+03   ;         5e+02      ;        -9.23e+03       ;  6707.73     ;  -8.952317e+03   ;          1e+03   ;-13662.3689300       ;8.5e+03;    9028;       5e+03        ;      5.3983645e+03 ;  -5e+03;  1.4e+04;    1.425995e+03;-10659.032;-1785.58;       6812.854       ;  3819.2968169		;       -1.17e+04;       4e+03;7160.8;         -2349.6;        8820.2363397;   4422.6057998         ;3043.802	; 11914.4;         -10329.8         ;      -2.246736e+03;1.1249162e+04       ;   1.7157e+02;        -9408.7011     ;-6817.8;-5.09e+03;    -1.761e+03;  -5.27e+03;     -8724.198;-4.6893332e+03        ;-9.7094e+03;4.2969161e+03;       -1.04513e+04  ;      -1187.8    ;842.6482  ; -4.594e+03;-8e+03; -9062.796719    ;     -1.289195e+04  ;   -1.89513e+04      ;        -9e+03         ;830.6911816;    -2.261e+01  ;      -9226.283         ;  -4454.6   ;1.056005e+04; -7.71269e+03;1878.3346636 ;  -10661;         11884.044  ;2.427497e+03; -3774;   -9836.288768;      -1.7759503e+04;     1953.5      ;   -9546;-1.315911
     -5.25e+03;-5.55567e+03    ;         1.399e+04  ;1.075e+03  ;      -1318.7;      -1.1e+04;     1.7e+03;              3854.283    ;   1.44760e+04		;   145.5130;   2195.107;   -2.332e+03 ;  -1626;            4e+03 ;       7.3026e+03  ;-5.31e+03   ;      -5662 ;      -6292.227      ;    -6055.81 ;-3e+03;    -6450.79         ;-7675.91;    10765.43866    ;  -1.3435e+04 ;              6e+03; -3426.51848;-4785    ;-2.1873927e+03 ;        -8.4e+03;         4e+03;1.5032976e+04;  1.665415e+03      ;   2e+04;   1856.178     ;         2733.46  ;-4372.2928456; -2859.26609; 6.262722e+03;4.1e+03;  4.2e+02   ;      1.9456e+03 ; 3979.765;           -1269.8   ;         -270.571;       11031.5504 ;  -2.83e+03  ;   -3521.72;      -4696    ;  9603.65;     -9.8243786e+03     ;   -7e+03; 18546.6015;           689.245;     8.2409140e+03;      -2e+02   ;    2.67e+03;  13081.0;         -2.564e+03 ;-9.48966e+03      ;   -6869.017   ;   -9e+03   ;    -256.2		;    -8e+03;7.7912e+03      ; 2.63096e+03;         8760;          2e+03;   -1e+04;  -10299.2342738         ;        11728;631.26;     2610.06   ;-1793    ;  6.53e+03         ;  8440.5714       ;  -7511.7;  4009.12    ;      872.77;        -2375;         -220.7;     -2353.50       ;4136.67;      3e+03;  2229.954    ;    -3029   ;  4315.54; 5028.3285586 ;      -1.23141e+04;    1561.68078;     -1.73e+04        ;      9060.13  ;-6781.8222;    4.36e+03;      7.1e+03  ;4602.8798;    -909.6497   ;         8507.1033;             9788.8      ;  -6.8316165e+03;15182.84			;-3612.75;        -8e+03;    -2.6e+03;4.193317e+03 ;5776.3; -7632.448   ;  -5835; -3e+03;       742.56629      ;     -3997.4     ;      -9195.37;     1.6936e+03       ;-7333.004	;  -357.325978;1.4027e+03;-8077.5698	;        2332.904 ;5499.97			; 1.079098e+03;    2297.4   ;       5651.2; -5600      ;5028.26   ;   -9.81132e+03 ;   15004.00      ;-2.04980e+04;7700.528895;-2.6e+02   ;3.21e+03  ;   9.5440864e+03  ;   -9226.78009; 3.929e+02      ;         -6971.0870; -2271.5   ; 3.4e+03       ;-1.302e+04         ;         21297.62671;          1e+03  ;    -9e+03;        6017    ;-7588.38;              3.1e+03;       2e+03    ;-9670.7;   9850.23352;       -4887  ;4.092906e+03    ;2.09410e+03 ; -7.7552e+03     ;      9458        ;1.7418604e+04   ;  4507.2258727; 3159.03;     -5522.94      ;  7340.9726;           1.003691;
     8e+03			;54.10479   ;          2741;-9.2009e+03;6739.0    ;     -350.08       ; 2868;  -3268.287       ;     -3.38e+03;-2196.6179750;  7.7740278e+03      ;-2846.350 ;     1.942206e+03;2.532e+03;        -20.4873180;   -5.8889600e+03;   -7.3e+02;               2234;261;           -1630;-8.47e+03;           4394.543   ;         2e+03 ; -9990.257;5.93e+03      ;      -8.08953e+03;       -2e+03        ;    394.283705 ;-4.332254e+03;-2.24e+03       ;      3e+03;     -7.87675e+03;6.148e+03    ; 3.05e+03;-8500.3987;-4856.72;-8.134075e+03;   4.2708e+03       ;     2.4e+03;            -7768    ;10316.4584        ;   7e+03;     -1437.7526955;       -2e+03;  2160.63;     -6.74e+03;      -4.767566e+02     ;   -1.13e+04;        1e+04;         -2056.37;         -7.6e+03			;         1412.356; 6.636719e+03;1.6e+03       ;  986.429;   -5.155478e+03        ;1.748434e+04;      -7921.5;        -5082.4;-12630.37  ;       4526.042;          8827.68645       ;          2880.1;-3.8571e+03  ;-1.1179627e+04; -2e+03;          9146;-8219.519950     ;        -704;-6e+02   ;-1394.6  ;         7.2e+03       ;  -6163.1     ;     3.56e+03;    -6e+02;     -2946         ;   4916.0786;          -17; 4.73046e+03  ;    -11797.831 ;     -9002.8;   -10299.31   ; 9122.52994; 1.67133e+03 ; 2.1e+03 ;       -6e+03   ;      -4374.676    ; -15063.59086;   1.14361e+03;-8245.938;        4650; 7.5274e+01      ;     3e+03;    4e+02    ;    1e+03;       6.6e+03         ;          1e+04  ;           8714;-7.09e+03   ;-3890;-7055.6624349     ;              4957.8;1.52007e+03			;      -3.17540e+03 ;         5e+03      ;     4e+03;-1.886366e+03;       4e+03  ;     -1.4646339e+03	;-2.6157506e+03  ;-10523.68 ;-5357.090	;     541.4      ;     5.456686e+03; -1130.2  ;-4018.8111     ;      -4e+03       ;      8706.804525   ; 1886.84;-1.6e+03;  6354.2675 ;  3.988053e+02   ;9883.1;       1278.11		;      1365.309     ; -3121.9199331 ;            -7.1e+02;-409.762;         2743        ;      9262.1777204;             6437.88         ;             -331.7;1.467212e+02  ;1.509808e+03         ;     2714.32 ;-3594.5845670        ;12280.489425     ;           -1.0e+04      ;    -1.048e+04;976.3251       ;-1e+04;      1.4993808e+03   ;      -9.54e+03;        -2e+03;1e+03;-2.3847e+03;      -5335;  -8730.2386708  ;  3.5e+02;-4.270078e+03;       4.7e+03; -5982.2    ;       1360.2        ;        -3.671950e+03;-702.98   ; 0.1268
-6432.910400;4e+03         ; 5824.7        ;    6627.1 ;       3974.6506;          5906 ;1.0179691e+04   ;  -4010.13;     796.07;             618.1259         ;     -6265.5 ;      -7e+01;            2730 ;     8.0055502e+03;4.841e+02;    -2646.9970    ;   3.97e+03  ; 1.2071e+03    ;  -3.3648e+03;-2.351e+03;  -1308.07    ;       2522;         6.3e+02  ;             -8.8e+03;   -3.756e+02;-2.27e+03;   -5e+03; -7.156461e+03  ;   9.978e+03; 1110.2;     3e+03;   2752.42681;-4.48e+03 ;          -534.136        ;     -482.27;   7144.777009        ;      -3850.1937908;   -1.0131e+03  ; -1.525e+03		;   -1.496614e+03;     1.54801e+03;       3637.52;     5394  ;  -12869.55206;  -580.4741  ;          2189.010;         -5;5832.21        ;       4868.2;4.332e+03;-5195.323255;-2211.34168         ;     5419.426868     ;       2.0e+03;         -8.8203e+03        ;   -8.55e+03    ;          8440     ;-3251.017 ;         2397.4  ;  -7936.368     ;6e+03         ;      1.0929844e+04;               -3e+03;    -5023.22;4.05e+03;-6361.111;4845.7;          3.8e+03;2343.966 ;     -1.05e+04; -8713.39;       -2.6e+03  ;6.3343761e+03    ;        5883.6612744     ;-9e+03  ;-3.1e+03  ;  -4.5e+03;-3784.26     ;   5.09264e+03;     -3815.2;            1223.5      ;          1835	;7268.88;-9.153e+02;      10660.40			;-6e+03 ;        -1.9463677e+03;       -435.21; -2e+03;        -125.835 ;           736;   -8.4e+02       ;    6679.76 ;-1.3e+03       ;        -9277.4735412;         4983.3;-2718.10336   ;   3.568e+03  ;-5.35031e+03;       3524.778         ;          -3.3e+03      ;          3218.1;4.003121e+03      ;    -6046.8349473  ;-5088.52271;    -1678.92051  ;  -3.3752190e+03;   5142.416;         8106.0;  11056.370;-5161.716979;-1.4e+04        ;     7644         ;2409.863;        -5072.3;        12429.6845;     -1230.0       ;      1e+04;          -3.354e+03;  -8e+03      ; 876.6 ;               1314.13 ;  6655.05186        ;       1e+04 ;    -538.71;   -8009.52;-1e+04       ;4e+03      ;2e+02;-3.82105e+03        ;8.566351e+03    ;   6094.9      ;-238.9943;    6.7217362e+03   ; -1451.2789 ;              10615.67;      -3.23052e+03; 1.3e+03 ;-1.73e+03;    593.698    ;    -2.8625758e+03;-2047.54;-3.0098e+03       ;-3.802e+03         ;             1321;     -5.24e+03;         2723.789;        -6484;     5e+03       ;           -8888.24    ;      9.710e+03;4.53834e+03; 2584.5;     7538.958    ;       4e+03;   2.488487e-01
23358.2727        ; -1.324e+04;         10354.8    ;  -1.0157779e+04       ;    -425.1;        -4681.33  ;  -4874.9;5281.30965;      -6385;-6.984521e+02      ;-8.0662e+03   ;  -1e+04        ;   1978.449         ;        -9892.1;      -6.229492e+03   ;       -2754.4         ;-18153.551539;2.3e+03;          3e+03 ; -10471.2         ;-10786;           -2910.6365; -3e+03    ;      2.3e+04     ;-9.141e+03   ;      -2353.1   ;7.23116e+03;      -4466.69         ; -4.938550e+03 ; -3.42565e+03;  3.0155e+03; 9e+03;              7305.22 ;        -4132.9      ;    -3118.864   ;3385         ;  -942.16   ;       5.34e+03;      6714.3621     ;   1.306857e+04;   3786.35    ;-3108.82720     ;   -8.7e+03        ;           1.0e+04      ;     -2339.7     ;    6.58e+03;-1479.919726        ;        5.87e+03;-9.706e+03;   4.1077e+03         ;13780.29238;  8998.11  ; -8.9482087e+03;  3876.2474969   ;     -17891.72;-5312.39   ;-3e+02;        5.88392e+03;   1.34e+03 ;     1.28e+04        ;         -1.2875e+04;2.7926350e+03;   3.377e+03;      -3619.7 ; -14372.92355;   -6093.4170750;     -2382.547      ;  1639.7       ;-8.615e+03;       -1249.0932369;  -2020.045;        4155.308; -8719.052		;-8.6806584e+03      ; 2.15e+01        ;  1.5e+04;         7382.3 ;1e+04;-1.22e+03     ;-9999.65449      ;          1.15e+04;         -8.8e+03         ;       -1612.2445057   ;      -17616.31    ;    -12633.89;        3e+03;          1.3e+04		;     1.211e+03         ;      1.0632e+04      ;-2.19e+03 ;     1.204e+04;    4769.3 ;  916.4 ;   -11202.4334394   ;6991.168560;  -2832       ;     13914.9075953;     -9249.42;-2195;-7.21580e+03;      -1.05e+04;    -3598.3;       5594.2785526;       10038.5;11134.43848;      -6351.9887897 ;-8399.182        ;  -12530.7;      -1.377282e+03;   7.0942183e+03		;  1.43e+03        ;          3.8e+02 ;           -8113; -1.676e+04;    3e+02;   -1.376e+04    ;         -8284.304573 ;   -8546.1      ;     -1.87154e+03;-1590.8734488       ;      7932.837 ;   2.12381e+03;5.83e+03;    -3575.227 ;       1e+04         ;   8e+02 ;       5.2e+03    ;   115.94672 ;3.0e+02;  7631.09;     -9.5e+03; 8891.34490;3459.775;           -2e+04      ;     14;   -2.59e+04         ;  2e+04    ;1544.971  ;       2e+04;   5561.963 ;  3e+03       ;2.3975e+03;     2246.7545      ; 10514.7  ;      -549.8661;  10974.8;    -2156.1;    5273; -980.108;-15872.16 ;  4.233900e+02;559.5451266  ;   8320.67;     3.91752e+03   ;        9319.02        ; 4.05684e-01
402.4654;     3e+03      ;     1402.856005  ;             1e+03;       -8.659146e+03;7484.063433;       -6112 ;1.039269e+04      ;        -1e+04  ;   -753.86;       -1.025e+04;    -8720.37;  9.3373e+03;      -18777.7    ;-8955.2549       ;-4.5077e+03 ; -2e+04;         1e+04;     -1.1511452e+04       ;   -2940.44128	;        -3e+03   ;           -8719 ;    -14366.3246 ;       1.51711e+04;   4672.474;     -18744     ;1.609e+04   ; -16975.79     ;-4487.642202         ;     1.3105736e+04;      4.9e+02   ;  -9.90e+03         ;    3.0193e+03;-5.62e+03;      -9278.906;1.1e+04;            -521.4787;-7.544878e+03  ;   9896.3186885     ;-2318.6538804    ;            -3745 ;    -13284      ;    8e+03;  7313.09551;      2246.38  ;       16290    ;-5e+03;    13628.21     ;        20214.9;   3837.9324217;     1.9569376e+04      ;       1427.956      ;     7.28e+03		;    6.72e+03        ;          1148;  -1e+04 ;      5.49e+03			;6.5878e+03       ;      1.403e+04;14080.678;   3.02594e+03     ;2.7306e+03  ;-8141.764579; 3e+03;      -1e+04 ;6562.13;  -6.75455e+03         ;   9565.120;     8753.382; 7.05756e+03    ; 558.205;4.1634303e+03;     -1.9e+04 ;         4113.892;-1.178e+04  ;-1.3256e+03   ;       1e+02         ;-4.579e+03;        -2e+03   ; 7180.2;         -14136;5.6019873e+03        ;                1.4e+04 ;       -2.034e+04     ;   1.14e+03 ;    764.9975      ;  9087.602 ;   7160;-1.526632e+02;    -2517.675    ;      6.147e+03;2e+02    ; -944.17912  ;5911.911;   7.661e+02;          -2573.690        ;  1e+04; -6.6775e+03         ;   13317.0     ;     -6.71e+03 ;       -9.99e+02         ;-2717.001;      9.98e+02  ;     -2550.065341;-9.49657e+01         ;       9e+03 ; -5.6e+03       ;-2.571198e+03;     -952.26     ;-275.21102        ;         4e+03;    1.1e+04  ;  -8.6e+03         ;-11287.5430    ;     -5e+03        ;  1.057e+04 ;    -21528.709   ;      2.05e+02    ;  -9882.60734;7359.385201;   -6549.005;  5.924e+03   ;             7e+03;       -5e+03        ; 5521.923;-8.292476e+03;     8379.42   ;     -2.239e+02;   -4.927e+03        ;         4819.17158;        3e+03 ; 19503;       2.57e+03  ;-1.9662e+04 ;     1.3e+04;   1.31e+04;       15768.17		;   3353.6399;      2491;    -3e+03   ;21997.086440;  4047.1399     ;   2e+03;     9e+02      ;        2e+03         ;-1630.0118;         -7317.22652      ;1.6e+04 ;   -10526 ;       -5e+03    ;        -5.0e+03;      -4.34e+03        ;           1e+04;-2115.166;       -10959 ;  1.18107e+00
-5527.62116   ;    2e+03       ;      -8.7e+02;            2090;   5838.39;  -6029.2357    ;            -1323.834    ;1.896e+03   ;7.1307671e+02 ;    -327.109147        ;      -6e+02        ;-2.6e+03      ;       7.7e+03      ;   -7026.51	;  -1.14e+04        ;   -7e+03   ;           -9e+03;-2189.2      ; -2.915e+03 ;    -3.9e+02 ;-8e+03    ;        -8573.04       ;-2e+03      ;   8755.8296005;    -9e+03;  8.7e+02         ;   7e+02      ;-11492    ;     -7.4e+03;     1.9848e+03 ;  -4.55e+03;        -9321.538615;-9020.27;4214.76	;     4.02229e+03;       4507.567     ;  -17873.5  ; 694.06;   3543.39;   4253.1444145;    -3553.82691       ;-4095.770     ;      -1.521e+03      ;   7.98e+03;-1.235891e+04 ;  10509.28146      ;          2789     ;    1861.10  ;        -1.363957e+02;  9e+03;     -7e+03  ; 1463.13449		;   9531  ;      -6755.89784;-13500.4061805     ;        -7.08e+03		;   6747.547;   -4094.89;        5382.2			;     6.02e+03      ;  1119.7 ;       7100.91    ;-3.233090e+03;      8.26e+03;            119.90;       -8.9691431;     2692.11  ;           1996         ;         2357.7;-1.0714931e+04;    -4879.04;-2.7477e+03 ;         4820.4      ; 6853.631763  ;    -2e+04      ;    -1171.6      ;-1.0e+04;      3.2211e+01;        1810.4164     ;  1311.0322       ;    -4.818e+03; -9.31e+01       ;  6710.612104         ;    -6632.6081736;   683.34;   -9.2e+03;-1.157960e+03        ;          9139 ;     -4967.14;               8193.5;    -3.76813e+02      ;        2237.73652;         2e+03;   -5.85e+03		;               -6157; 9008.3      ;     6.386343e+03;        -7.2e+03;         8.9552e+03;-9.34e+02;    1.928e+02    ;-2.995e+03        ;   -4.88e+03    ; -1.442301e+03 ;-2.47699e+03;      -4487.9335529; 10217;-3.7872978e+03;      2.43e+03  ;1.4222e+04;        -4465.1053296    ;-4952.60620;   -8771.5905107;         -3504.168089;-2.664396e+03   ;     8917.28671    ;       -5233;          5005;            14078.8698   ;-5e+03;  -4.43e+03;     -5.6587e+03 ;  5.87e+03;  -1930.6;-4.16777e+03;       -2e+03;       -19014     ;-3.42117e+03  ;           669  ;      7.1e+03  ;     680.4384  ;   12241.5;3243.931233;          -2e+03        ;2.7394366e+03			;     2.910432e+03  ;            1160.1;         -3158;1.624e+02;-2652.299194	; -6.8397827e+03;           -956.7; -1.43e+04 ;3.1320e+03;3.14e+03;  -344.7;                2e+03        ;       4.73e+03    ;  -10140.43352;   -6e+03 ;            10595.49		;      7112.53;-7562.980  ;5.44086e+03;    -1e+02   ;         1.5777
  -2310; 8.4442693e+03;   -9.031263e+03;-2.0785e+04;   -6e+03     ;  4282.53787      ; -1.2e+04   ;       2.80e+03		;-2.654e+03 ; 1360.867121 ;4.8772e+02; 3.9818e+03;      -6e+02    ;     1.36e+02     ;       -18871;        5191.03399;7.0096708e+03;   3e+03  ;-7.8e+03;   -5841.68       ;-1.872e+03 ;-7340.96945;    -1.2e+04 ;     -4594      ; -5.20286e+03;      3482.8340;  2.4381e+03;       -2e+03  ;-22041.5125006   ;        -2929.58  ;   -6939.27936;                634;           -6484.8 ; 2196.948	;     3329;  2076.414660;1.2e+03   ;  -10542.99     ;7997.162;         5e+03 ;  -6.95866e+03  ; 4.5684562e+03;   483.39857    ;1.177401e+04        ;   -7041.3714095     ;     323.071        ;   -7.8e+03;          -32.161;-6.69847e+02;  6e+02;      1.008750e+03        ;   -4803.5154   ; -2.9981647e+03;-1.169202e+03        ;         2.6155e+04 ;-7300.962620        ;       -1.8590e+03;    -59.2850  ;   1e+04;-4.1444342e+03;      13433.60539      ;     -1.1e+04    ;                 7877        ;1016         ;       1e+03      ;-5.848648e+03;     2.741e+03       ;     -1932.994;        2.35922e+03 ;    -4.50851e+03 ;  8722.631; 7.210258e+03   ;-3315.9280      ;-13120.98     ;             -1874.647  ;      -4736;3387.974764;     4.61e+03 ;      16022.5        ;    -1.23e+04		;   -7.37199e+03      ;            -1e+03       ;     8601.6053;-4.37e+03;  1934.8;  3793.6263;2602.37  ;    7.3791331e+03;1.6407349e+04;             8725.4  ;3.79e+03  ;  5878.2   ;        -7796.5    ;-6.15e+03	;  -3.64102e+03;        -4387.64335       ;-812.67973    ;     4.31262e+03;-3444.38346;  -1452.7;1.0901357e+04 ;      12303;   11242.171035;       5.438e+02;          6447.5; 2.254354e+03  ;5.59e+03 ;-5.175e+03        ;     -465.13; 5058.169333		;       -2713.631  ; -2e+03        ;-9622.9876895         ;         -8139.895;           8587;4037.30915 ;4.6698991e+01       ;  -4.170e+03;-6.4176116e+03;     2301.45;     7e+03   ;2797.28;   -1.384e+04        ;   8e+03         ;   -7158   ;2.7156e+03;            1e+03;-2.60e+03; 5.6e+03     ;-2.7087824e+02;         2.96e+03;       -1e+04	;      8901.631     ;    7.8e+03;  1e+03;   -3680.638    ;    -6112.808987;    -7.29e+03     ;-11924.5939    ;        -4e+03   ;         851.1   ;  1.0621e+03	;         -6970.857;             -5358  ;        2.46e+03;     -2.81e+02	;-12609.895      ;     -4272.4;     2.0441e+03  ;7.1e+03;    -10417.78;-11834.8;-1.32267e+04   ;  -4889; 4651.95   ;           0.26
     -8732.653 ;  -2.79757e+03;-8030.1 ;12099.4513; 12721; -8870.7950568			;-9.22932e+03;-1.217e+04         ;   3.1847e+03   ;     3e-01      ;        -2593.8;    -8630.7;       -14093.75803      ;6.1e+02  ; 5065.5;-2291.284545;-1.35e+03;-1.191e+04   ;  652.11581  ;     6.29681e+03   ;-5e+03;        -10842.9039;6e+02 ;  8.6594778e+03;      -1.8e+03        ;   1.12e+04;4646.924	;    -1.14e+04 ;        -933;   -2.70411e+03  ;  2297;6.2411076e+03;      -8711.6816  ;  4.88e+03;   4e+03      ;601.84 ;         -3.2e+03;-4.5e+03     ;2661.5        ;      1.4359e+04;     -4.3e+03;   4911.004060    ;      8e+03;-1964.08;      4567.5;              4116;6598.294280       ;          -573       ;229.05;        5158.045160    ;     6.984e+03;       1929.0222;1729.4494;  -9e+03;    -2.1643e+03;3652.20528     ;    -4.2e+03  ;    2845;  -1.20e+03    ;         1.885e+03;   -1238.113         ;-7.514813e+03        ;   3901.556;     2.01e+03;  -8e+03      ;-3.6266008e+03			;   1.97313e+03;      5368.421;      5671.028   ;-1963.2601	; -10553.551601; -6443.886829	;-2.94803e+03   ;        -9e+03       ;-9332.6107;         -1998.8;         -13161.1   ;           7535.294;1.89e+02     ;    7.83e+03    ;         10000.161298; 8.3e+02     ; 8.1e+03;  8.9909614e+03;      -759.514; -1.074241e+04;    -3612.43;15496.6;    1.4e+04;       -7908.44 ;   -6119.20989    ;4875.8513  ; 4383.94;       -6.35e+03;-3e+03; -5e+03;-16442.76  ; -1.298e+03;      1.19392e+04 ;        9302.3194 ;          1.65e+04;          -847.21 ; -9.675765e+03			;     -2.7814835e+03;      -6.16e+03;      -6e+01      ;          7106;1.511e+03;     -6e+03      ;         8e+03;    -2505.2017927; 7.1e+03       ;      -17016        ; 4.106e+03; 4.8e+02;  -2.28802e+03;-9.69277e+03;     -1.82e+03   ;    -1.52859e+03       ;-4.2e+03    ;-2.8750267e+03  ;      4107.98836        ;       4466.4  ;6688.88377		;-5.9166989e+03  ;                4524 ;5e+02         ;      -436.555; 7323.792       ;6037.678929  ; -8753.1 ;        3073.5436608;       7.812e+03;   -6493   ;        8.7e+03  ;        6916.534;       -6743.907  ;1.77e+03 ;       7576.98     ;-3.677e+03 ;-8520.2 ;              3945 ;-7e+03  ;  4325.24     ;1310.7; 2073.27013; -1806.5010775      ;     1.327678e+04  ;       -1.7e+03;   -5196.469;-1.2660e+04; -8.08e+02  ;  -11155.328 ;  -1.6746e+03;   2425.0290     ;                  -0
-1.8951761e+04     ;      9e+03   ; -12515.702         ;10646.459     ;         3e+03;   -1437.546      ;1e+03 ;      -6.2801746e+03 ;   -2680.31535  ;         8038.3 ;  7.39699e+03;          9e+03;      5e+01  ;    -6659.9079019;  -1.30114e+03;               4232.37   ;  7.7387e+03 ;    -1.041e+04;    13971.88;-2.92e+03;           -1.9e+03  ;-9721.15;      -4.91430e+03;   -21925.7     ;        4.91591e+03 ;  -2216.8046743;        16370.145  ;-4.8e+03;       -11797         ;6.04e+03   ; -6624.0    ;        1.120280e+02  ;      1.24e+03;1.204e+04;    2.14e+04     ;        -3728.1522;-1.4e+04 ;        -3e+03 ;       -4.66e+02       ;       5e+03       ; -2e+03;  1.56e+04     ;     7.9e+03      ;       -7e+03 ;     -1e+04      ;-1.22e+04   ;    5.27757e+03;     -7.97e+03 ;        -5e+02   ;       491.231    ;       -8e+03 ;-9600.47;     -4e+03;3.404059e+03;    1.747367e+04;-5.6180695e+02;   -5160.43288    ;     843.4178   ;-2112.190;       -2843.7883093;      7e+03;-1.284e+04;  2e+04;7.5e+03;      1.4e+04	;   -693.9581450   ;     10454     ;     -6.2e+03        ;     4517.636;          -6e+03 ;1.381e+04	;-1e+04;-3067.84509;      1970.553;     4.15e+03;    -5338.31      ;   548.1148824;       6525.075;9410.806;               10599.67;       -2e+04 ;-6515.795;       1.34e+04;        5587.16498;  5826.75   ; 4428.46  ;        -1.27910e+04;         -4.90293e+03		;      1779;3310.6251;    1.4237e+04       ;  4.389953e+03   ;-5942.6430;-2.8e+03   ;      -8e+03  ;3.252740e+03;     -6723.3578;    1.569772e+04		;-8.361e+03;     14817.6;                 2e+04;   9248.791179         ;     -1.030e+04      ; 4556.999947;-7.947654e+03       ;   2.6798e+03;        1.0615e+04;  2.82e+04;    -1416;    -5e+03   ;-5834.425864;-7751       ;    -7365.614214;10407.8;      -3495.2;      1.1261e+04;  8.9050e+03    ;     -5119.83;    5734.331  ;     417.037      ;    1e+04; 3858.26246;  -9.885e+03     ;          3484      ; 7.64484e+03;        6903.409;            -2e+03     ; -2835.071   ;     1.935e+04;   6280.4264871     ;         -2.100e+03    ;        1043  ;        4.3e+03;    7157.5    ;1.1845622e+04;              14865        ;  -1.3e+04; -15563.65 ;      -16875;-5.3098691e+03;        -9e+03;  2741.418  ;      841.458       ;-9364.42        ; 5460.4     ;2602      ; 1.13873e+04         ;   5336.319;               7699.151;      2.4215e+04 ;    -1.3e+04;               -5684;     -1.8486706e+04 ;     -5782.994;   -3.4e+03;-2.0918513e+00
