        -9e-01; 0.469129;-4e-01    ;   1  ;  -1.5e+00;         -1e+00;0.943446;    0.65841;   -1.099;  0.2178 ;      -0.12069;1.79    ;-1.2371916 ; -0.0758001  ;     -1.29392  ;     -1.62 ;-1.299807    ;    5.57e-01  ;       -1     ;             0.2; -1.3  ;3.1389538e-01  ; -1.552567e+00     ;  4e-01;         -1.20e+00     ;         -0.7294527 ; -2e+00;             1.60 ;  0.4176  ;    -2.504116;0.161332;1.0059    ;              -1;    -0.156055     ; 1.3901e+00;          0.292         ;               0.501       ;           0.06144696;-0.6       ; -0.02    ;-5e-01;               1   ;  -1.355793    ;         -1.22;       -0.0194      ;-1.0681;          0   ;1.594e+00       ;-2.23378e+00	; 5.7030183e-01      ;        -1;      -4.918637e-01       ;  -1.0483     ;  -0.551951;         0.797
7.43e-01   ;0.756934  ;     -0.17988;1.5299	;           -1.57  ;           0.32407        ;      -1;                 0.4   ;         -1.85547e+00         ;1.21541;          -0.23;               -1   ;1.29e+00         ;-3.75097         ;        2.07047   ;     0.3831692;                  1.03         ;          -0.147228  ;1.9e+00      ;  2.1;-6.863e-01;        -0.44;       2.032; 1.48;3.749587e-03   ;      0.32045  ;        1.86115 ;      -0.856688 ;-3.2e-01   ;       -0.84;-1.1785658;0.7338   ;   -0.18;              -1.418809;-4.91e-01   ;   0.3 ;     -0.870718;        1.6811332e+00  ;           0.68      ; -0.06099        ;-7.863e-01			;0.012  ;-3.865634e-01;1.15351e+00;    -0.301934;             1.3091;   2.25944 ;     0.5918;     -0.7074 ; 4.27e-01; -0.2468        ;      1.2420807e+00  ;        -0.574      ;-2.5351     ;     -0.6
  -1.4;          -1.3   ;      0.62;        3e+00    ;          -2;     -1.014;            -1.2e+00    ;      1.18306       ;        -0;        -2.3e-01       ;0.643742        ;     -2.4e-01;  0.040302;1.3695769e+00;  -2.720;         -1.85e-01;        -1;   0.53;-9e-01;        1.6e+00;           1   ;   3.0717256e-01;            -0.157  ;              1    ;        -0.3883192;0.13;        0.60612;-1.114291;         0.6;0.555862;            -0.555   ;       -0.06       ;8.7824683e-01	;  -5.7588e-02 ;       0.549403;      -0.543 ;     -0.3207;       0.50996   ;2.806969e-01         ; -0.63 ;  -1.5177    ;    -0.579646;     -0.84768         ;0.1 ;   -1;    -2.26595e-01;-0.5882627; -0.109978    ;       -0.2        ;   -0.279;1.629490         ;        0.9965;   0.47;-0.48;-2.24924
          1; 0.90;     -0.595;  -0.6895         ;1.11348;           0.8961        ;   0.12;          -0.7   ;    0.6;         -2     ;-1.36289e+00 ;  2.36681;1.181390         ; 1.43452 ;3.2e-01;-9.05e-01  ;            2.6533e-01  ;-4.078e-01     ;    -5.38e-01		;    0.17     ;  0.0777193 ;       0.68827      ;-1.1515e+00;  -1       ;      -0.8190      ;    1.1   ;      -1.388e+00 ;  1;       -5e-01;            0;       -2; 0.8293        ;  0.8744 ;         1.340;            -0.191605;-1.345e+00  ;  6.991e-01   ;        0.442;        6.1e-01;              1;       0.47869    ;  -0.6034	;    1.5481243     ;     0.617424;-4.0744060e-01;      0.12         ; -1.2;1.065     ;   1.3536e-01;7.2434332e-01	;             1;     3.69518e-01        ;           1.3        ;           0.5;    -7.84502e-01
   1;         -1    ;   2;     -0.9	;-1.5787104;       0.187414   ;0.8251794;     -8.68648e-01;0.85     ;        -0.43032; -0.3504;    -0.4498;-1.7125e+00; 2.0101;               1.0459       ; 1.4400733  ;      5.4364e-01;           1.5e+00;        -7.7445e-01      ;         0.3428898;    -0.4417202   ;-1.02641; 0.370  ; -1.56e+00    ;    -0.0515;0.7863348       ;             0.46458;          1.059      ;  0.2003;   2.152630     ;         2e-01         ;    -0.10412;  9e-01        ;        -0.03522;  -2.10817e-01         ;         0.51;5.6e-01   ;   2e+00;           0.84;-2.6441857e-01;      0.32719  ;0.0765438;             1.1   ;1.235664;         0;   1.784610  ;        1.165144;   0.71       ;        -1.30124e+00 ;0.2;         -1.39;0.443547;       0.7762;         -0.6  ;            0.972
  -1.16			;0.19	;  5.3428880e-01   ;     -1   ;        -2.01 ;  -5.379726e-01;     0.127;            -0.0740   ;           0.14754;      -0.12633   ;-0.5529;        5.85e-01;        -0.3737;      0.6;    0.80893 ;1.066229e+00;    -0.3316175  ;            0.13053; -0.406531;       0.6;            1			;    -0.1119531       ;-0.00771021	;    -1.363060e+00     ;         -0.42;-0.6401964			;   -0.5;           0.7     ;-1.09e+00;   -0.3;  1.497272     ;-1.397599e+00 ;         -1.058189  ;         6.1926099e-01;      0;          -1;        -0.6   ;-2.30e-01;-6.26e-02  ;   2.34530e-01     ;      -1.460209  ;         1.055768;    -0.0130; -1.532430;6.840e-03       ;          -6.37e-01 ;       0.3; -1.0497e+00;  5.9754422e-01;1.4637032e+00      ;       -1.7       ;        0.08846;   -1       ;             1;     0.2551
-0.7875146;  -1.20e+00 ;         -1.51   ;   0.6437213;    0.67      ; 1.0759  ;1.6375e+00;0.7105601;    3.803747e-01        ;1.4e-04; 0.4017150; -0.16   ;5.3379e-01;     1.865e+00;      -3; 6.252839e-01;         -0.2        ;       0.3509      ;  1.044853e-01  ;  -0.5        ;                  1   ;        2.93e-01;        -1;   1.81e-01  ;  -0.8        ; -0.64227 ;          0.09   ;            0.468;      0.1 ;  -9.9545937e-01 ;     -1.834e+00;   -1.5068;    -2.0974e-01;            -0.5  ;            2;6.8e-01;  2.2;           -1;  -0.783712 ;      9.6e-02; 0.752   ;-2.4e-01;        0.646  ;       0.92302;   0.7963027  ;    0.12720       ;    -9.49e-01; 5.5e-01 ;1.03901e+00;   1.39;    0.6748884       ;     1.95e+00;         0.57    ; -0.1055604;        0.38
      0.56   ;   0.32;   0.095    ;  1.416887 ;-0.9209639;               1.00;4.3261e-02  ;      3.050263e-01       ;    -1.1        ;      -1.0e+00         ;                     -1;   -1.4686406e+00;1.4199097    ;   1.46566     ;         2;             -0.4;0.92;3.17e-01       ;    -0.4 ;     -0.5172965   ;   -1.132017;          -0.5       ;          -6e-01;-0.8572818;          -0.50136     ;6.7815339e-01;   0.739268;    -0.5;  -3.83e-01   ;1.239604e-01;      0.0749957; 0.115;    1.28461;          -0.37        ;   -0.09011;             -0.6    ;  -1.084     ;         1.363;   1.8673e-02;      0.35;4e-01;    3.238e-01      ;-8.7e-01;     -4e-02       ;    -1;  2.1853e+00 ;             0.346790;    5.9e-01;    -1.8     ;-1.0683893e-01 ;      1.135e+00    ;        -1.08;               0.5; 0.504    ;             1.05110
       -1.451;-1.3;      0.546812  ;    0.917       ;   -0.4; -9.82e-01      ;    1.1398e-01;-1.07     ;  -2e-01;   0.026;           0.30	;  0.8776    ;-2.9105483e-02;     -1.224063 ;       0.004 ;         -1;     -1.3739  ; -1.9778e-01;   -0.2432;     -1.75    ;          2.0300918  ;     -0.448170  ;            -0     ;  1.6131070e-01;              -0  ;    0.4791 ;-1.269997;      0.72945	;-0.066;    0.42272;-0.99; 1.287 ;-5.1589e-01 ;         -1.2       ;-0.74;       -1  ;   -0.684337; -9.3411487e-01       ;   0.643;   -0.6    ;6.397e-01			;     7.182e-01;              6e-01         ;  -0.6063822;      0.7;      -1.591725;  1.475; -0.34;     0.8128726    ;        -0.4174		;            -0.5         ;      0.5662838;      -1.09;    -2e-02;  1.3e+00
-1.1857946e+00  ;1.4022377e+00   ;         1.5 ;  -0; -1.178  ;    0.21873			;         0.8       ;-0.09591331;4.75441e-01      ;     -2.486571e-01;     3.7e-01      ;              0.6;1.376052e+00;     1.87e-01      ;    1e+00;        1.0e-01;    -2.541e-01;       0.180;       -1       ;           1    ;      -1.63;              0.741;     9.151e-01		;           -1.84e-01 ;   -0.288948;      -1;    -0.45;     -1; 1.70211     ;                -1.13; 0.7830464;    -0.5;           -0.1			; 0.191142; -1.06108  ;         -2.131876e-01;     -0.661     ;            -1.3822;      1.5e+00;       -1; 1.480813e+00         ;1.7989805    ;-3e-01 ;  -0.756744   ;        1e+00   ;      -0.9528414;    1.80017e+00 ;  -3.6e-01;    0.09  ;   -0.53795;         1.049367e+00;     -0.1;          4.1e-01; 1.193491;-7.086e-01
       1.8;        -6.17450e-01         ;-6e-01;    1.76  ;    1	;          -2.57;   -2;   -0.604628;             1.55;-2e-01;   0.8404432  ;  -0.644411      ;        -0.6; -0;     0.842627    ;            1;     -4.9010800e-02      ;                  2         ; 5.3e-01;  3.7e-01  ;-2.60079e-01;                 0.35;    -1.631e-01;   5.40762e-01  ; 1.321765e+00 ;-2.844833e-01    ;-3.783e-02;   1.2101;              0   ;         -0.38;         1.6;       0.657247;-6.220477e-02;5.78e-01;  1e+00   ;     -2.49471 ; -0.6; 0.96;    -1.15;        -0.30747  ;    -0.478073 ;-1.44e+00        ; 0.666582;-0.89987;-1.299e+00;-6.6490531e-01; -4.37761e-01;     0.6623210			;           -0; 5.678e-01		;    9e-01;               2e-01      ;     -7.723e-01;       0.536291 ;-0.3731711
-2.181333e-02       ;   1.79784;           -1 ;      -5.881e-01 ;         -1.4;      -0.063   ;  -0.666     ;-0.604600;    1.125e+00; -0.51361	;      -5.0e-01     ; 1.6251e+00;            4.11e-01 ;  0.53508 ;          -1.1e+00   ;        0.861926;-0.036   ;               -1;      1.3955433;           9.06869e-01     ;7.403434e-01;  0.5      ;       -1.285894e+00;-0.4472515;    0.8    ;          0;  0.5;         8.29886e-02  ;-9.229e-01  ;0.37468         ;-1.9;           1			;-3.2820726e-01  ;-2.16360e+00; -4.470788e-01;        -1.2945; 1e+00        ;     0.806635 ; -0.7;               0.4 ;      -0.5        ; -1.86077e+00 ;           0.2         ; -5.3527724e-01;6.68973e-01;          0.69    ;7.315842e-01;         5.164854e-02;             -2.2367;        -1  ;   1.137684;           1.3e-01;7.7055983e-01        ;     -1.418e+00;        -0.1990025
         -0.5	;-0.84738;      -1;     4.15e-01;         -0.93;-3.076634e-01;-1.1946835e+00;     -1.0096  ;         0.5944534   ;             -0.8     ;  1.259e+00         ;  0.8768;       1.0768         ;  -0.8912;  -0.0679  ;-0.2       ;     7.61e-01;        -0.3226019;        1.315; -0.066;0.455      ;-0.3661   ;-3.83928e-01     ;9.31e-01;    1.67e+00 ; -0.323;           1;     -1.17310   ;    0.25         ; 1.47501e+00 ;      -0.12478     ;   0.195587;0.2        ;-0.1     ; 1.7775433e-01 ;-5.1238772e-01;1.8682   ;         -8.45e-01     ;     -0.49508;7.53e-01;  -0.288982; 7.6360e-01;  0.6   ;        0.9;   0.28645  ;   -1e+00;   -6.6e-01      ;    -0.519737      ;   0.6575     ; 1.050197e-02;-2e+00;         -1.616 ;    -0.2538  ;       -2e-01  ;      -0.73893
1.020e+00;-0.7455674  ;        -0.3     ;   -0.10848         ;                 -0     ; 1.051e+00  ;       0;             2;              0.7759     ;       -0.2  ;         0.45577;      0.212;       -0.11829		;    -1.4155831       ;   -9.53e-01 ;    -2.4e-01 ;           3.10e-01    ;1.08918e+00;   0.700         ;   0.3009456  ;     -0.02199 ; -0.51299;   5.790e-01  ;           0.56 ; 0.89   ;    -1.614e+00;        1.61829 ;         0.5  ;         9.726e-01   ;     1.1467211;   1.9e+00	;     -0.89      ;            0.0 ;              1        ;-1.28322e-01 ;              -0;    -0.53;-1.554071e+00  ;             1.0122;     -1.2;-9.930e-01; -0.79;       1.6517    ; 8.8443e-01  ;9.9400232e-01			;     1.260e+00  ; 1.42e+00;     1.16311;        -1.593656    ;    -1.1e+00 ; -4.800e-01       ;   -3.029592e-01 ;            1.029;    -2;   1.5536
-9.6281756e-01;          1.3;           -1.5  ;       -1;         2.23;    -0.248304;            -1.47    ; -1.02e+00;          0.564644 ;               1.1642;0.100    ;-0.7969325     ;  -0.743539;         1.1347176e-01  ;   -1.60808e+00;       2.0e+00;       -0.392         ;    -1.041e+00; -1.184238  ;    -4.716e-01;     0.57     ;   9.05725e-03;-5.04e-01 ;-2.02915e+00; -0.6;         0.3234629;        -7e-02  ;  1.209425         ;         1.02326    ; -0.381  ;       1.0559     ;   -7.69e-01       ;   0.88459;    -6e-02     ;     0.781702   ;-1.1795e+00 ;   5.1305e-01;      1.211443        ;    0.4 ;    1.3144     ;        1.767  ;         -1.1423      ;        0.549603;      -1.1735       ;        -0.42;-1.294816e-01;-0.079474;           -0.03	;          -1.33;4.83135e-01    ; 1.6;-2.35e+00 ; 6.29903e-01      ;             1.9e-01;      -5.91614e-01
4.6e-01;     -0.9;  -0.5108;        -0.03;   0.1051187;-0.9084039 ;     -0.248   ;-0.4;        0.8       ;-1.6427209e+00;         -3.166609e-01;   -1.0726615; 2.0960947e-01       ;        0.60072; 0.338  ;        0.033     ;          1.6      ;          1.369;1.168399;           -1  ;        3.628e-01;       1.131e+00;   -2.0125;        -1			;  -7.673e-01;     2.129	;        -1.99e+00   ;   -1.181831;  -8.666e-01;0.634   ;    -0.4      ;            0.04 ;    -1.6845   ;        1.13;   -0.11;        -1.77e+00;       -0.013   ;     1.511e+00;-1.008e+00;            0.83;         -1.07   ;      0.643;         -0.6;       1.068;1.22e-01; 0.2;        0.0138811; -0.8;5.1974e-01;  0.05    ;   -0.1242155;         0.1;      0.2;                -0.3		;      -9.8197532e-01
-1.2763;     -5.43e-01;     2e-01;       1e-01     ;      -0.127; -1.239;        -1e+00 ;   0.020719;        -1.736     ;           1.0       ;  -4.36864e-01 ;            0;     1.160e+00     ;        0.9349719;            1     ;1.8068       ;         0.4;      -4.847260e-02 ;-5.1605e-01     ;   1.2;-0.7007748 ;  1.60e+00   ;   0.7923     ;                 -1     ;  0.538064; -1.384335    ;      0.857;-3.1122880e-02       ;-1.43612		;   0.07;      2.3    ;         1.577   ;           0.7292;       0.11482;     5.5332e-01      ;         0.0819413;        0.2010517;-4e-01;       -1.0521;1.077e+00      ; -0.33137;-6.15e-01;-1.416288 ;0.213698 ;-1.10053;     3.1558e-01     ;6.897511e-01;              0.5;         -1.8064237e+00  ;      1.79915;   0.273747;           -1.2         ;  0.3;   -1.76601e+00   ;     -1.176;  
