3.03353e-01;          -1.24 ; -0.44367;    1.064061;   1.7e-01         ;  1.0;    -0.157720         ;2e-02   ;  0.39952 ;    8.6205e-01;   -1.304     ;-1.2060e+00 ;           -0.517    ;     -0;-0.06333095;-2.08454; -1.03091;      -0.3;        -0.87048;      -0.8        ;       -1.16e+00;      0.2     ;      -0.7      ; -4.41e-01    ;         1.608; 0.32511	;2.459638       ;-0.747706 ;        -1.61426;-0.144411     ;     0.6939    ;-8.388e-02        ;  -3.0402e-01			;        0.5;-9.910411e-01   ;        -0.1736136     ;           0.3;    -1.52;        2.0   ;       2.8939e-01       ;7.87604e-01;        6.2e-01;-0.746	;             2.5798;   -1.64622e-01;          -0.6     ;-1.638049e-03;           0;  0.0403252    ;  4e-01;         -0.979223;   -0.07033  ;       -2.41734e-01; -2.00973;      3e-01;     1.883e+00;   -0;2.3527e-01      ;        -1.8e-01;             -0.3 ;        8.3122e-01;        0.171 ;-2.4332812      ;           -0.084        ;        1.251        ;-9.415150e-01 ;-1.61102    ;      -1.42916e+00;3.0728754   ;  -0.2;3.667517e-01;                 -1;   -8.406e-02     ; -0.685195;      2;       -0.5967952	;  -2.8572e-01;    2;        -6.97475e-02        ;               4e-01        ;   -4.3037e-01;       -1.098071   ;1.64542e+00         ;  3.36102e-01 ;    5.2136e-01;     -0.3543125;1.006858e+00;  -0.309816    ;   -2;            -2e-01;            0.35;               0.42;0.2498916      ;7.04797e-02 ;    1.35 ;             -1;  -5.44e-04;    -6e-01     ;       -1.79;0.6   ;    -2e-01     ; -2.035e-01
     -1.8e-01;3.6531661e-01  ;1.0e+00;       1.59      ;0.830;   -0.6;-0.57529  ;      -0.98;     7.0e-01;   -0.46389;    -1 ;         1.146321e+00    ;     2e-01        ; -1.36655e+00  ;         1;-1.2282400e-01;          0.2;  -3.24203e-01     ;  -7.92928e-02;0.4732798 ;   2.3144737;     -1e+00 ;            1.7e+00       ;  -1.390248;          0.5;          0 ;    -1.6624026e-01     ;       1.157039; -0.201 ;      0.8484    ;-1.61200e-01;1.1360678e+00;       0.1267;                 1.1224  ;     1.380e-01;      2.3e-02   ;0.79214 ;      -0.7;     1.629935; -4e-01 ;     0.3   ;-2.330e-01;      -1.622   ;         3.847980e-01;      7.442673e-01 ;0.98114;      0 ;       -0.1  ;        1.22   ;-0.31611 ; -0.0917;   -0.4  ; -2        ;8.8492019e-01;       -9e-01;    -8.36639e-01   ;   2.658e-01;           -0.042; 0.467022; -1.02449e+00   ;      6.5353e-01;0.94       ;-0.964513  ;        -0.093     ;2.71e-01;     -1.46479 ;5.9502e-01;-1.068517e-01  ;         -0.476;6.66e-01;  2.647551e+00    ;        -1.88     ;-7.24e-01  ;   0;    -1.228429e+00 ;         -2;-9e-01;  -1.45177    ;     0.8049;         -0.37;        1.46e+00;         1.3e+00 ;  1.32         ;    -0.511363;    -0.12393;      -1.775e-01;         -0.54			;3.681e-01;             0      ;             2;  0.613339   ;        -1e+00   ;       8.174853e-01  ; -1.8266652;     5.0e-01	;         -9.080208e-01         ;      0.387842; 2.21 ;         -0.2      ;0.175709;      -0.462 ;2.7780754e-01
  -1.049923   ;-4.99054e-01    ;  1.6; 1.239435e+00;      -1.6018881e-01;  0.59396;  -0.558 ;   0.04068 ;     0.771244      ;  1.266  ;-1.39921;    7.744e-01;   1.022785;      0.9;     1.1427015        ; 7.8157085e-01;   0 ;       -0.439		;  -1.207;          1.05290e+00       ;    -1e+00      ;7.6199317e-01 ;-0.1057;-0.4885491;    0.47  ;-0.61633;     0.91487;         1.9494312e-01 ;         -0.031332 ;           0.6 ;              -1      ;    -0.9503;         -0.49   ;1.53382e+00;0.0346478 ; -0.11673         ;           0.1551941  ;       1.00e+00   ;       1;  -5.59e-01 ;   1e+00  ; 0.56512;        1.1237   ;  -0.0270; 0.0205; -1.2e+00;                  0.7		;  0.700     ;    -9.321e-01   ;-1.1483463e-01;8.88471e-01       ;   -0.45286;0.03648;   -1.461    ;      0.3  ;    -1.33e+00  ;  1.020e+00 ;     -1.1 ;          1.168   ;  -5.954e-01  ;      -1.13069;   -0.3686    ;       0.41380   ;-9.989e-01    ;    -9e-01      ;0.1605 ;-0.065848;    3.9e-01;      -0.3219   ;-0.2267582;    1.019;-6.4198e-01;-6.000179e-01; -1.105843 ;      7e-01  ;        0.007366;        0.04523;   -1.37137;  -0.9116039      ;   -0.05279      ;      -0.13;-3.3826374e-01;   -1.545239;  1.1838233 ;        -1;0.98471    ;  1.0572;    -1.5;  -1.4956;        -1.2574566e+00    ;     -5.3477e-01;3.63e-02;1.16361;      4e-01    ;    -1.92110e-01 ;    -1.1487517;              1   ;        -1.09e+00     ;   -2.1        ;    -6.35e-01    ;   5.39e-01;              2
-1.353622  ;-4.34e-01    ;       -0.9362269      ;     6.0208727e-01  ;   1e+00;     -0.586515    ;  -4.8831886e-01  ;1e+00        ;    -2.1 ;-4.3e-01; 0.63;-1.42593e+00     ;     1.3249;    0.92;    -3.96287e-01 ;0.282024;           -1     ;2.7684711e-01;     0.8846 ;     -1.93e+00;         5.873e-01		;           1.06e+00;    1.0772e+00;8.6876807e-01; -0.36;              -1.4     ;   -1.6			;        -0.860;        0.627        ;    -1.717842;-7.0329077e-03        ;-0.2028032;      1.07      ;  -5.2e-01;-0.795117;2e+00;     -4.1e-02;        1        ;     -2;      -1.0115e+00;5.85e-01;  -0.24   ;      0.2   ;1.2795526e+00;      -0.38157;         -6.8841e-02;     2e-01;       -2.418;   -0.3221;   -0.23	;0.960977;-7.7891e-01;    5.6137068e-01;      0.8    ;      -0.16 ;  1.3825e+00      ;  1.0854128; 5e-01   ;                1;              0;           -0.539;       1.4847664       ;          0;6.651008e-01;    -3.9e-01  ;-0.304516    ;   0.9;             -1.01;     -0.30286  ;  4.7e-01;        1.1665     ;          0.693   ;      1.3e+00   ;     -0.5909	;      1.087        ;-7.49e-01   ;           0;7.8e-01;          -1.025;1.0202e+00         ;    1.01513;-0.6199059;   -4.190821e-01  ;      -1.2982;        -0.09        ;       0.533; -2.3949e+00;  -4.41e-01    ;         0.8      ;   -0.9;        1.91   ;     2.4088227e-01;-0.365731; 0.8572327   ;4.526799e-01;  0.232;        -0.111;  0 ;           1.0e+00;  2.6203e-01   ;     -1.1 ;        -1.49e-01
 -0.41;5.440684e-01        ;           -0.8;  1.4051251e+00;       0.837         ;   0.2132408			;    -4.503424e-01    ;   0.7         ; -4.227e-01   ;-1e+00	;    -0.31055;    -0.087        ;2.3797e-01;6.40e-01     ;0.9727640 ;       9e-01         ;                 0.0174 ;-5.8483590e-02    ;            -2;   -6.532e-01    ;   -1.92e+00         ;      -0.4386  ;    1;-4.5620e-01    ;              -2e+00;-8.440e-01;6e-01  ; 0.50152        ;         1         ;0.011503; 0.18004; 0.6775759         ;  -8.7505e-01;    0.1620 ;4.283206e-01;          1.356e+00       ;        6.39973e-01        ;           -0.09;    0.4       ;     -1;-4.66397e-02  ; -9e-01;   -1.21726;      -0.9;5.2924e-01  ;   1.454;        0.016116   ;            -1  ;-0.5731727;  0.264;      0.744 ;    -0.36431   ;      7.9525405e-01;-2.4e-01  ;       0.82;        -2.10334e+00   ;   0.3 ;   -1.655156;-2.5e-01;          1; -1.1 ;            -0.6     ; -4.2e-01	;         -0.1446904 ;     -0.3895306 ;-0.5;1.15e+00;     -6.976526e-01 ;              1.50;    1.725323e+00       ;        -1.52;       3.6e-01; 0.1212        ;    1.4   ;   -6.5142e-01   ;     -0.28147;           -1   ;                -1;   -1.4369945  ;    0.0231;      0.149626   ;1.10e+00;          -0.49249;      5.790e-01;     2 ; -1     ;      -2    ;          1.82e-01;         -1   ;-0.794      ;       -0.1758;  -1.7507;         -0.80769       ;-0.333511;   -0.140        ;    -1e+00;   -6.4e-01;   0.44189   ;  0.4;    -0.2086; 2.056833;         0.271
    0.2206;             0.5 ;   -0.21702;   -1.4865645;  -7.861e-01;    0.4;  -0.3063026  ;           -1.48e+00;      -9e-01  ;        -0.5;                  -0;     -0.06  ;             -0.5271;         0.21        ;4.69065e-01  ;-1.596153e+00;      -0.63933 ;-2e-01;     -1e+00;  -1.28e+00         ;-1.307180         ;      1.01487;    -0.0181  ;  0.4038417 ;     4.28e-01        ;         -0.3; 0.25    ; 0.159806 ;           -0.6         ;      0.46283;      0.13305;    -2.3714; -0.791	;    -9.2e-01;     -4.075921e-01;      6e-01;  -1.13   ;     2       ;-1.1536     ;       -1.208666 ; 1.44589	;     0.91518     ;    1.91        ; 0.5436;          1.06401;      -5e-01 ;            -0.5 ;     -0   ;     -0.71248   ;     5.20866e-01; 0.8;            1.0772    ;     0.80 ;   -0.24;       6.360e-01;-1.67;   -1.09			;        0.7567101  ;            7.9e-01;-1.2868;            -0.6;         0.588 ;         -0.114824;             1e-01	;  -1.192;      -0.56;              -0;      -0.6;             0.2       ; -0.9572; -0.1;           0.24051  ;5.230485e-01;   0.457001;-2e-01   ;-7e-01 ;       0.221959     ;     1.2081;       -6.580510e-01 ;     1.83	;     -0.203959  ;     1.2 ;1.716;  -0.3928095    ;0.419792 ;-2.822742e-01	;         -1.82486   ;      -2 ;4.720e-01     ;              -2e-01      ;-1.9e-01 ;6.6648683e-01	;  -0.5019      ;    -0.5;           -1;5.6e-01; 9.2523e-01       ;  -0.4838207  ;   -1.8e+00;        2.323	;       -0.9392    ;      -4.18
-1e+00 ;     -1.1610 ;     0.9        ;         -1.391e+00;               -0.6;        1.684e+00;   -0.88;   -1   ; -0.692449    ;   0.0666;        1;       -1.1 ;          0.06        ;-1.256798; 4.48e-01;      -1.128852e+00    ;     0.2;1.997e+00 ;          -2  ;  -8.62830e-01 ;    -0.549;    -1.00552     ; -3.450591e-02;      1.7458 ;        0.2 ;-0.8084165    ;-2.36161e+00;     -1e+00    ; 5.2860e-01  ;    -1.2284;   1.4387;     -0.2 ;              -1;6.539e-01 ;    0.2026669  ;    -6.12873e-01        ;-1.130698     ;       -1.636891;        7.89899e-01       ;        0.78;   -0.80         ;          -0.107212;          0.3    ;1.09e+00   ;        -0.51 ;1.6678e-02 ;            1;-8.2499e-01;   1.9;         -2.969 ;  1.543081e-01;   0.1330462 ;    1.746;-0.859519;   -4.1175554e-01;  -1.0815   ;       0.5470484     ;      0.699229       ;8e-02;0.5528452      ; 6.860e-01;1.53255 ;1.9201135e+00   ;  0.62    ; 1.03;    0.2        ;6.722153e-01;   0.2255;         -1.56483     ;   -0.9658;   -0.74        ;       -1e+00		; -1;                -1.7         ;    -1e+00 ;       1.8570842e-01     ;       -0.746;      2.287  ;  -0.728671;          -0.08;      -0.68307   ;            -2e+00   ;  -2.26864e+00;   0.6517 ;        1.015;   -0.138051 ;        3.3e-01;1.793477;             -2;              1;             0.531882;        0.1244  ;      -2.6;        -9.3866538e-01         ;    1.99;        -0.25 ;        -9.278e-01	;           2   ;       1.137; -0.443629         ;0.41897;   0.229407
  -1.67;-0.073950;     0   ;          0.88;    -0.358266    ;  -2.0875e-02 ;     1.7   ;        -0.0724023 ;       -0.2899;      1.37   ;       1.04867e+00;    -0.10943;           1.3;   -5.444e-01;        -2 ;-1.166; -3.2564522;               -1;8.2568625e-01;    -0.022523 ;      2.21e-01;        0.43401;     -0.48821;1.662112 ;         0.80;-1.1;      -0.3402;-1.01400        ;-1.8126092e+00  ;   -2e-01		;     0.106;1.7965636 ;    -0.3186;      -4.8e-01  ;-0.0532993;          1   ;     0.182038     ;1.723e+00  ;-5.386615e-01 ;    0.6;   0.76;      -4.1737421e-01 ; -1.33083 ; 0.1;                   -0.3 ; -0.71848  ;    0;    0.9184;  -0.5        ;-3.6564847e-01;0.55 ;    -0.23782     ;       7e-01 ;    -0.3    ; -1.06894    ;  3.640e-02;         0.289 ;          1.1196e+00; -1.6586e+00;             -0.21026    ;          0.6    ;-5.6194658e-02  ;         -0.174 ;   2e+00      ;   -4.82110e-01        ;                 1  ;-8.063874e-01;     -1.1529  ;2.32122e-01;    -1.879221  ;-1.4987e+00;         -0.85        ;          -1.8324  ;    0.71 ;     -0.7 ;           0.67  ; -1.5690213      ;     1.118131;         2;      0.360048 ;    -0.66844			;  2.0460229e-01  ;          -2;   -0.356;         -1.52e+00;             -1.9e+00;   -0.5659410 ;    -1.0446324e+00;            -2;     -0.988     ;       -1.293;1.28900e+00;-4.4774e-01  ;        -2.05     ;-7.52859e-01  ; -0.79  ;    -4e-02;-5.0e-02    ;          0.8869;   -1.2821729 ;       1.35499;           1.1e+00
   -0.423   ;     2.1058;    -7.2e-01; 2e+00  ;    0.706; 0.2;0.0382882 ;        1.073840;    5.42e-01	;    -1.715e-01     ;    -1.4369       ; 0.1874293;    -0.9;    0.25841;           0.37486;    0.275;       -0.170693;            -0.710667; -2.34e-01;  4.961e-01;       4.5579e-02;          0.871;  4.410e-02;  -0.0181202;2.2713e+00   ;-0.5357       ;          2e-01   ; -5.96e-01  ; 5.2452e-01 ;       2e+00	;-1.378081     ;   1.8905e-01   ;    -2.026927;     -0.687665        ;-2.246e-01 ;  0.2;         -0.8148470   ;            0.9;-2e-01;             0.34527;-1.06703;  -1.586  ;        5.148542e-01    ;       -0.2996;        -1.0273823;           1.484; 1.34718;    1.02;         0.136  ;     0.98787;  -3.8e-01        ;               -0.215  ;   0.769602  ;        -0.54    ;6.611e-01  ;            -0.65 ;       1.3456       ; 0.3746;        1.4777767         ;      4.09e-02;    2.1e+00        ;3.4635309e-01;        5.295e-02;-0.37;  0.674362 ;  -0.18718    ;-1.716249e+00; 0.62; 1.23599e-01;       2e+00;        0.6171 ;-2.6675424e-01;-0.7       ; -1.37138e+00;     -1.2e+00;     1.2417748e+00         ;-1.755282         ;           -0     ;1.437178e+00;1.0527e+00    ;      -1.7839      ;   -0.0327116         ;   -7.4e-01   ;        4.4861e-01;       -1.516;1.577 ;          0.49882;-7.502e-01      ;            1	;          0.6;         -0.6 ; -1.169  ;-0.05437255;          0.94; -0.2	;   1.290030e+00;      -1.117;            0.471541    ;        -0.9 ;     2.031;    1.9e+00;0.94065
     1.3e+00;  2         ;       -1 ;-8.522e-01  ;   1.5e+00;        -1.11864;     0.4274399;                 -0;         0.509691        ;   7.062e-01    ;     -2.4  ;        0.66724 ;-1.78873 ;       -1.823049;            1 ; 3.61086e-01 ;-8.1549e-02  ; -0.1865; 3.8785e-01       ;   1.93138;        -2;  -1.7e+00;-2.4011e+00         ;     1   ;       1.48e-01;         1.35 ;            -0      ;      0.5828211    ;   -5.7e-01; 1.5107		;          0.58  ;           0.604      ;        -4e-01	;     -1.3977e+00 ;     -0.1         ;     1.2075e+00;         0.1553     ;              0.51     ;1.87629;       -0.53 ;         -1.201;         1        ; -0.35   ;          -0.7; -0.2     ;4.9038e-01;  -0.2609 ; 0.0824125;         -2.496e-01; 1.38e+00    ;        2e+00;          0.07;  -1.0695791e+00;    -0.003258  ;         0.05553   ;      1.4e+00;       2.1767         ;         1.3245; 5.88860e-01     ;         0.727    ; 8.39938e-01      ;     1.01900      ;0.1486     ;     -1.175073;    0.2510 ;1.0545178e+00     ;        1.1331         ;              1.994;-0.068	;   0.832;1.4720028e+00    ; 5e-01;          -0.21;           -1   ;       0.4;      -1.225e+00 ;   0.5665344  ;0.3661;  1.35e+00;         -1;-0.8282 ;          0.18     ;              -1.47e-01;         -7.02e-01;        -0.61;       0.4  ; -0.3930   ;     1.34e-01;     0.3962324 ;     -1.20      ;    -0.282689;             0.195        ;    -0.265226   ; 0.7051527; -0.47271       ;0.1897268;       -8e-01;     -0.61;-1.317e-01		;        -1.1160031e-01;0.511648;    1.38628
