          1;   5.72810e-01 ;         -2.5e-01;             0 ;      0.2  ;    0.48     ;     0.0178194 ;        1.6        ; -1.906e+00        ;    -1.5724;    2  ;         3.4629856e-01   ;  2.78624     ;2.2661493e+00 ;  1.25300;              0.8  ;   -3.8731e-01         ;          0;               0.1; -4.164e-01     ;-1.35956e+00        ;1.2825770;         0.2    ;           -1.2870  ;     -0.825894;         6.3516e-01  ;1.0560863e+00;-0.447536  ;    1.947e+00		;      2.216949e+00;-1.7e-01         ;     0.448     ;  1.1293742 ;       0.0351174;     -0;    0.87;   0.7692     ;   2.0545e-01;     2.082262e+00       ;            0.2;       -0.2;        -1.3128  ;  -0.178817       ;                1.312;   0.767917;       -0.15322;         0.1690425         ;               -0.652      ;          -0.5 ;  -0.5   ;  8.484651e-02        ;-0.9120    ;     1.146651   ; 5.183e-01;       1.2042; -7.2124e-01   ;     1.578;         -2;   -0.3505     ;        0.04;         -1.549 ;       1e-01  ;   -1.0;     0.5117578;  -1.22136     ;1.4488e+00    ;                 -0.802 ;     -7.8e-02;       0.10138;          0.2825		;   0.3343;2.2    ;        7.649e-01;3.5e-01  ;-2.0;       -1.69366e+00        ;            -2e-01       ;     -1.810956e+00;         5.6e-01;       3.5e-01	;   -1e-01;       0.837 ;  -0.863 ;          -0.5    ;-1.075; -7.9652e-01;5.6754035e-01       ;0.0155 ;       2.01;      -0.4     ;      0.791528;   1.028517e+00;     1.666078   ;        -0.933777   ;         -0.6  ;  -4.89265e-01;  0.632 ;       -0.49;     -2.8e-01     ;    1.16e+00     ;     -0.9 ; -2.17397e-01  ;-0.3624871   ;       -1.2  ;    -1; -0.2955311     ;    7.98e-01 ;      -0.1446;        -0.3988460;   6.74521e-01 ;-0.1725504;              -1    ;      -0.77543		;-3.0832e-01;      0.432815;-2.0e-01      ;-0.9;-1.0357497e+00   ;          1;  1.7950779    ;
8.07e-01 ;1.564501;0.050982       ;             -0.83248;                -1.0;    0.055;0.131684;-1.89865e-01;       8.0e-01; -2.007e+00;     0.20 ;    -8.82847e-01;   -1.411    ;-3.1882e-03;              -1;1.151e+00;-5.321253e-01;    -0.9     ;     0.6;     -1.46228        ; 2.5990e+00;0.477;   2.492356;         -1;      0.256   ;                1.9 ;        0.884;          0.5 ;       2;-2.575e-01;    0.31 ;   -0.439984;         -1e+00; 9.4801618e-02   ;   -3e+00; 6.6919164e-01;  -1		;    -0.15    ; -0.1915910		;    -1.1613e-01  ;    1.4;    0.683;-9.0051e-01;       2.364e-01    ;         2;0.259045    ;  -0.829470         ;      -0.73837   ;  -3.74738e-01     ;       -0.731081 ;    1.170e+00;   -0.63383    ;       -1.149e+00  ;    0.0042994     ;       -0.11 ;       0.81091	;     1.83591e-02;       -0.198       ; 0.03868      ;0.1067376;         -0.868869;  -9e-01; -3.1716e-01  ;   -2e+00; 0.5267052;     0.929207;        0.1 ;7.41603e-01;      0.21993;     1.79033e+00;       0.07800;-1.94854e-01        ;  -1.14e-01;0.125  ;            0   ;    -1.51328   ;-0.39         ; -2.87e-01      ;      -0.03			;         -1.77;      6e-01;            -0.174 ;          0.83;0.6700    ;  2.51590e+00;          -1;         0.30        ;             -0.8;   -3e-01;-2.5675e+00 ;               -0.97  ;  3.49e-01;      -1.83 ;  4.354547e-01 ;             0.135;         1.3e-01 ;   -1.417889;        6.77544e-01;0.00040;   -5.9363638e-02;  1.127;        1.4e-01;   -1.52 ;   0   ;-0.04404 ;    8e-01 ; -0.7350927;     0.891556; -1			;       -0.784;     0.10;       -1.19796e+00   ;         -0.83;  -1e+00;      0.1711349;    0.7275;         2e+00; 8.7904e-01  ;2.7492965e-01 ;         -0.606215
          -1      ;    3.393e-01        ; 7.9405488e-01 ; -2.02e-03;        1.93 ;       2.21e-01      ;   -7.84926e-01  ;-0.217   ;-1.0752e+00		;  -8.709901e-01     ;-0.838094;  0.825  ;         1.35;         0.453     ;                0.064;1e+00; -1.1242      ;   -0.32;         -1.0931330e+00; -1.1758340e+00;     -7.638e-01;       -8.479e-01;         0.82  ;-1e+00;0.930872      ;    0.7161334;  0.7     ;4.2693428e-01  ; 8.6e-01    ;        1.29			;             0;    0.024462       ;  -3.188334e-01    ;      -1.04384;-0.5925;        -0.2    ;         -0.6 ;    -0.4781899;        -1.004159   ;-1.3323         ;   8e-01 ; 1.126     ;-2.945e-01;       0.3648;1.29029e+00  ;3.4486e-01        ;         -1.5e+00;      2   ;-8.1548e-01;          1.2	;  2.6113e+00;-0.1946379  ;  -0.4      ;           2.153;-1.4       ;       -0;    -0.3372465;   9e-02      ;         -0.56;   -1.18763;      2.19e-03  ;        0.4075287;-0.9490      ;-0.02;    -5.7937852e-02 ;    0.0115830;      0.4		;    1      ;     6e-01;   1.677e-01      ;    -1;   -1e+00   ;       1.050;      0.415;4.355728e-01;     2.72e-01;6.4e-01;0.6;         -0.0838;       2.1873e-01   ;    0.4886715; 3.006115;         -2;   0.5;     4.54e-01;     1.123808  ;           -7.8e-01 ;         0.3660322 ;9.413e-01       ;-4e-02 ;   -3.31623e+00;       2.36 ;  1.712e+00  ;  2.093e+00     ;   1.6  ;    -1.4; 4.407064e-01;     3e-01   ;     -8e-01 ;  -0.4      ;      0.4277;       1.1;    5.6580654e-01 ;      -0.7		; 1.519e-01;  -1.91;  0.42748;         5.1e-01;      1.01705e+00;         -0.6744       ;        -1.77466e+00     ;       -0.850;         0.4876; -1.406384e+00 ;          1.26524 ;   -1.44      ;0.02408 ;            0.5;     -0.9	;3e-01
1.0400606        ;       1.0935e+00; 4.0e-01;       -1.32     ; 1.3887299e-02;  0.32	;             2.943      ;           0.783; -0.9 ; 1.463e+00 ;1.217694      ;  2.9e-01     ;   0.511 ;      -1.06e+00;-1.2867496e+00     ;-1.105e+00; -9.152e-01   ;  -0.1719     ;        -0.0056;    -0.114       ;1.50072e+00;   0.83541    ;   1.01034;    -0.08019 ;           0.2     ;          -1.5;1.4095         ;-2.00054      ;          -0.4804; -1.162795e+00   ;  -1;-0.04;    -4.148e-01     ; 0.1097217;  0.94;        -1.13	;    -0.39       ;       -0.29844;       -1;    -0.3641   ;   0.829534 ;       0.619498;   8e-02   ;     0.239;        2e-01 ;   6.8823e-02    ;      0  ; -0.6 ;  -3.16e-01;         -0.649057;   1;-0.357945        ;1.838579e+00    ;  -0.114   ;    1e-01;         -2.2200   ;          0.90;-0.3924875;        2e-01;   -0.869      ;   1.2722732;          2;     0.146;               -0.8;-9.4125e-01    ;     -4.98e-01; 1.139 ;     -8.73e-01   ;       4e-01     ;     -3.02; -0.2110;  9.2e-01;     1.875         ;        1.57884;   -6.44e-01;      1.735868 ;      0.4434367 ;  0.09468   ;1.88e-01;        0		;       5.7e-01;             -0.05;              0  ; -0.308040;-0.293368      ;1.300267e+00  ;     8.956e-01     ;   2e+00;       0.608 ;        0.1;     1.06e+00;-1.544033  ;-8.21e-01        ;-0.8509633;-0.19  ;   -3.7087786e-01;        1.589  ;6.72798e-01  ;           -7.3e-01;   -0.647;            0.6      ;     0.612368     ;      1.50e-01;   -0.6    ;               0.06;  1.3459e+00 ;  -1.4152e+00;                  0.02;-0.28433        ;        1.712    ; 0.224; -6.53024e-01;         0.4  ;  -1.12e-02;-3.5041e-01      ;2.28003;0.9827610;1.16157;          -1.37  ;     0.079  ;
 1.0162128e+00      ;   -0.692105      ;  -2.89     ; 2.9325940e-01 ;              0.54; 0.8872      ;                   -0.6   ;          -0.883252        ;            0.19284;-3.075035e-01;      0.75;          0.32; 7.19567e-01;    -1.394  ;0.718118; -0.886432    ;                -0.2    ;              4e-01       ;6.676e-01 ;     -1.547084e+00;         0.4;     4.1e-01 ;  2;         -0;4.101e-01     ;     -2;   2.14078;      6.4422e-01     ;        0.089 ;      4e-02;        -2;   0.4    ;   -0.764008;          0.573  ;-2.5e-02;-0.8601   ; -2.64e+00    ;          3;6.00e-02;1.0371e+00 ;          -0.3033;              0 ;          -6e-01;  -1.86e+00       ; -0.5777638 ;       -0.5661690  ;    0.939182  ;0.5581;-2.6284007e+00    ;            -0.1;  2.6918333e-01;3.32929e-01;  -0.9135;    -1.5e+00        ;-2.1028995e-01;0.9659260;-1.88;      4.6654e-01    ;      -2.67e-01     ;             3.051  ;            0.707;     -0.8   ; -2.290283         ;         -1.1;    -1.539e-01;0.601996     ;-0.62;-8.238e-01  ;-1.35387;    -0.7120382      ;    -0.486257;-1.5090048e+00  ;               -0.791 ;    0.752298   ;0.58837         ;  0.02    ;         1.04   ;       -0.1082;   5.3339e-01;         1.8       ;         0.539012     ;-1.90714;-5.945e-01     ;-1.0690294e+00;-0.71507 ;  1.7264364e-01  ;        1        ;   -0.19792;-2.828134e-01		;        -4e-01;-8.19e-02       ;  -4.18e-01;-0.386        ;-0.472869;        0.4607681;       0;-2.2720347e-01;    0.729      ;      -0.02;-5.64177e-02;              -1.116;     -0.799    ;       -3.72e-01  ; 6.2290e-01      ;        9.586308e-01;           -0.2796310;   1.229         ;      0.0885;     6e-01   ;            2.51; 0.782;             -9.332e-01; -0.3;      -0.99 ;      0.605;    2;   1.28684; 1.24e+00      ;     1.64e+00;    -0.7663
          1.02 ;-0.42964    ;   6.5e-02;-0.361526       ;    9e-01 ;       -0.886664;-0.1958       ; -6.33e-01; 0.460752;    1.014004;     0.5422857    ;    0.3461 ;       -7.71e-01      ;7.17944e-01 ;        1.06 ;-0.9 ;      -0.394 ; -0.027348  ;            1;  -6.5019e-01 ;   -0.32244 ;      0.16;    1.5686;  5.7e-01   ;7.194e-01;  -1;             -0    ;          -2.78		;          0.13     ;  -0.4486  ;  1.4201e+00;             -1.196;        8.88747e-01     ;   -7e-01    ;         1.505e-02       ;-0.223258;    -0.3359776;               0.3        ;0.4218;      -0.73   ;0.250962;-0.29;  -7.732033e-02;-0.7   ;              -1.1265    ;           -1   ;    -2e+00;  -7.163e-01; -8.9e-01;     0.51664 ;     -1.020837        ;          -2			;       -1.34;    0.4;-5.4528e-01;            0.52			;3.57e-01         ;  7.70521e-01 ;    -6.629e-01;   9.0537e-02   ;-0.3645         ; 1.76;        -1;             0.669495;       1.2e+00  ;    -7e-01     ;           -1.79;      -0.5; -0.39656  ;          0.0073915      ;  -6.0450e-01  ;   -7.043e-02;-0.194957			;       -1.6295242e-01  ;-7.2876373e-01    ;      0.684;  -0.9831526;       0.856;     0.7;     1.8       ;   1.27     ;             1.886284  ;    -0.29   ;         0.13409;         0.6288;  -1.13e-01  ;       0.01343;      0.73114 ;-1.915569;       0.5;  1.380506    ;-0.35539  ;     -8.02258e-01         ;         1e-01     ;             1;    0.45483;      -1   ;   -0.492     ;      -0.8345;-7e-01;                  -1;       1.3927e+00 ;    1.0757214   ;           1.617e+00;             0.9385   ;2.630298e-01       ;      0.24488;-7.29742e-01   ;        -1;   -0.79   ;                -0.9;     -0.0298  ; 9.65e-01  ;   5.97564e-01;         1.897   ; 6.52654e-01; 1.036e+00;-0.02155 ;      1.4 ;          0.99;
  1.73488 ;    0.8142127;         0.05421179  ;        -4.12e-01       ;  -1.85   ;0.770894;     1.12     ;                   -0.1 ; 2.273367;              1.3;         0.854     ;   -0.5840217      ;    -1.21e+00     ;         -2.0e+00      ;       -0.2826;-2.92826e-01; -0.068381       ;-8.504e-01       ;      0.4004 ;        1e+00 ;-0.1698        ;          -1.26    ;      0.27016;-1.678063 ;      0.819; -0.4;          0.77; -0.8647   ;      1.2e+00   ;       -0.562  ;      0.8980;-1.7665e+00 ;8.2e-01 ;8.828803e-01       ;-0.1; -3.2560e-01;0.88194;       3e-01;1.43380e+00   ;     -3.8277270e-01        ;               -2;  0.88101 ;           1.5409;-0.8783;      -0.21653;      1; 1.3419181e+00;                 0.7;      -1.2923;             0.3993   ;  -0.3021967     ;   0.135       ;               -0.1;           0;       -0.577;-0.893;         0.5501;     1.1895817       ;    -0.5881899 ;1.412826e+00;             -2;         -0.575045 ;       -0.006092;    1.3317e+00;         -2.18;     3.90e-01;-0.7014207 ;  1.1277227;1.47  ;       2;          0.7  ;             -1;      1.431239;     1;       0.9802;     1.08e+00;         2   ;   -3.9e-01     ;        -0.3; -0.8243684;  1.11824;      0.63807     ;     2e+00; -0.6599       ;  9.070e-01         ;          -0.1    ;  0.929277;          0.704        ;   3.9013e-01; 0.837;              1.60122 ;8.4946e-02;        -1.6928;          0.3 ;             -0.7 ;-2e-01;-3.1522056e-01       ;     0.703851     ;8.090139e-01;        -0.255;-6.6582e-01; 1.016356      ;     -2.14        ;         0.1  ;        0.3913;-2.64e-01        ; 9.1402e-01        ;  4.7486e-01;0.391006			; -1.492e+00;1.996e-01     ;            0     ;        0.96;    -1.327061   ;       -0.5 ;        0.48  ;     -2.36876;-8.47962e-01 ;        1.18   ;-0.9792658
           0;      0.2   ;    -0.4334;       1.8e-01;            2e+00 ;-5.1418209e-01;          0.7;    0.687;   1.01e+00  ;      -0.2378       ;-1.0570e+00;        0.415;  2.1127334e-01;2.1545549e+00       ; -0.58881;      0.5862;     -0.590084;    -1.48e+00 ;-0.2759;  3e-01        ;     -8e-01;   -0.2891296 ;       -0.1972;        -2.5492;   2.47e-01;          0.03;     -1   ;-0.798;   0.18;     -8.47e-02;           1.2e-01    ; -1.1070551    ;-7.7e-01  ;8.3933663e-01;    -2.7;    0.32941;                 -2.4;    -5e-02;         -1    ;-1.2214;            -0.62		;    -8.3866363e-01;    0.8;-8.676e-01   ;     -0.171	;          1.42;        -0.849;           1.8563;  -1.5336651; -1.64e+00   ;       0.329326      ;     -0.427     ;    -0.84766      ;       -0.8815;0.37671;      0.88412   ;       -1    ;0.488  ;-1.32291       ;    1.423 ;        0.5  ;        1.93 ;1.7023131e-01;     0.79445     ;          0.19;       0.27784        ;          -0.998; -7.5813e-01 ;-0.5164;           -0.816;      -0.7392774;  0.018 ;-4.73609e-01; -5.8e-01      ;  0.0515282;     -2.282055;             0.5036;1.543147;2.495295e+00;8.470e-01 ;   0.2   ;     1.53529;-4.714e-01;      -0.257;7.574708e-01     ;        -1      ;                   -0.6;    -1  ;         0.96604;-0.3181783;-7.79e-02;9.0559139e-01   ;  1.169;-6.759318e-01	;    0.96 ;      0;1.485434e+00;       3e-01   ;       1.59e+00;  2.3;     -0.549599;     -0.3  ;-0.4			; 2.3873129       ;   1e-03      ;   -0.86921;-0.221508;  -1.046e+00      ; 1.070;-1.0083e+00;       -0.1556		;    -1.7;       -0;       2.32e+00;-3.5e-01;       -2		;   -1.073e+00;     1.3868754e-01      ;        1.85760e+00;    1.963e-01
  -8.166e-02  ;  -2.042412; 1.041e+00;8.4617374e-01 ;  1.01107e+00;       0.94519       ;                0.49 ;    -0.4608796;9.1685e-02    ;      3e-02; -0.8067969			;    1.173401        ;         0.3;       0.27       ;      2.726215e-01    ; 8.423583e-01;                  0.15         ;            -0.7 ;  -0.0352;-1.2430666e-01;    0.4423858  ;1.55684;       2.1e+00;      1.47964 ;   -2.556e-01;        -1.13819        ;1.7895659e+00    ; -1.78;  -0.07;              -0.9     ;       0.19833;         1.5639e-01		;-2.188329e-01;       -1.56837e+00 ;             0.5371274  ;-6.3469e-01; 1.001         ;-1.11e+00;    -2.1  ;-0.239;-3.42450e-01  ; -1.2e+00      ;-1.34e+00         ;   1.5831e-01; 0.88   ;            0.5  ; 5.54e-01     ;      -0.871     ;              -1.16;            1.2     ;8.471870e-01 ;    0.0  ;     -2.34493e+00;   -0.8;6.8353e-01;     4.910106e-01        ;          0.92;            -0         ;          1e+00;            1;        -0.5;           0.2;             2         ;       -1.1367	;   -5.678833e-01      ; 3.0e-01       ; 4.9e-02;0.1662      ;6.870e-01;      8.529e-01;               0.677;        -1.53 ;   0;     -0.853			;1.4246943e+00;     0.571;   -1.245;     2.60166       ; -5.755777e-01 ; -1.17977e+00;  -1.9925e+00;       0.5853915      ;-1.46     ;         -0.23202;       -0.5			;  1.13268e-01 ;     -2.3521e-01  ;   0.17 ;      -1.11456;        7.267791e-01;    0.9643		;    1.3258      ; 0.30102; -5.756e-01   ;        0.0373582     ;   0.587;      0.52243 ;    -0.2  ;1.404875     ;        -0.1850142;          -4.3107e-02;          -0;   0.4237557  ;          -1      ;     -0.556771;                 0.1;       -1.00  ;-0.8914214	;      -0.46433;      -1.8e+00;0.99728;      0.54;    1.0765951e+00;       9e-02   ; -1.7e+00 ;  -6.1326e-01;          2;          0.2503219        ;    0.4766;          -0.9
   1   ;     -2.0251642		;    -1.8        ;-2.23360e+00  ;       0.3			;0.8748  ;-2.68477e-02         ;   1.11461e+00     ;        2.6509e-01     ;   -1.1 ;          1.52108; -1.1394929e+00   ;-6.3899968e-01;   -0.941        ;      -0.34;      -0.2;      0.08;1.25399;    -2e-01;        0.027034 ;        3.377e-01 ;             0; 1e+00;-1.1;              0.655204 ;         -0      ;              4.36e-01;        1;     1.887;  -0.402390   ;                -0.3;              0.624431       ; -0.3079531   ;      0.61 ;     -0.4        ;    -9.40688e-02 ;1.0565     ;      3.18326e-02 ;             -8e-02;     1.661e+00  ;   -3e-02;      4.567941e-01   ;-0.25427;  -2.4e-01;-1.13   ;       1.261         ;               0;          0.14;        1.10312e+00    ;-7.7649e-01;-1.8976e+00;       0.3      ;        2.388352e-01    ; -1.56      ; -0.5914335;         -7.4e-01;           1.3462435	;  -0.5142   ;         -0.795; -0.15;              -0.7;   -0.93787;     -1.578873e+00        ;      -0.877       ;     -0.6         ;-0.03221       ;            -2;-0.7513;      1.3625e+00  ;  -1.3e-01  ;-5.949e-01;             -0  ;0.049 ; -0.3763;         4.056e-01; 1.48478 ;         -2.2235e+00;    1.336012;0.199431;     -4.095e-01;9.800159e-01;     1.2584   ; -1.26887;           6e-01;      5e-01     ;  0.09  ;0.33        ;-0.929808;  -0.22559       ;      0.310625;    -0.14381;3.1295723e-01      ;   -0.2		;1.176e+00;-5.204102e-01;0.0608897 ;      0.296531    ;0.247         ;3.6267e-01;   0.578;   -2.1297  ;0.35768 ;       -2.0606;-2.3;            2 ;           -1.4e+00    ;     1.566e-01;  5.956e-01;-2e-01      ;    -0.75 ;   -0.912	; -1;            -0.3   ; 2.53805;           0.9   ;0.5071118        ;     -2.860546 ; 0.6020038;      5.5578408e-01;    -0.1779917
    0.3241     ;-1.208384e-01;  0.3201375 ;-2.541407e-01 ; 0.609;     0.53966 ;    -0.04;      6.3077e-01;2.3997803      ;   -0.9   ;   -0.9569788;2.62e-01;4.747138e-01  ;    0.46673 ;    1.42305        ;           -2.52e-01;-0.3       ;    -0.1898754   ;  0.640102   ;       -4e-01        ;        -0.6;    1.42541;-0.6172   ;0.3;  -1.7e+00; 0.14736       ;         1.22   ;-0.20;         -0.27;          -1.4  ;      1.249      ;        -0.1 ;              0.3;     -8e-01         ; 4.037e-01   ;        1.135 ; 0.472149  ;   -2.77588e-01;         2.3404813e-01;  1.931;  -8.236e-01	;      -1.07383        ;          -1   ;        0.672733  ;   -0.535587  ;          -1.09;0.719959 ;          0.3400380 ;            -1.511357;       5.0e-01; 1.6209;-7.236092e-04;-0.1237;  2.769139e-01;           1.135400e+00;         1.1   ;         0.09 ;  0.1264746;-2.6391;  -0.12642    ;  -0.8;         -1    ;      0.3      ;  0.4452400     ;  -0.13293;        -2.5837563e-01        ;      0.6     ;  -0.1362;-0.0979     ;-3.4e-02;2.8387e-01;        -1e+00; 1.2;    0.559674         ;     -0.4450;          -0.6     ;  -0.4     ;         0.5806 ;   -3.555319e+00     ;-1.6899 ;     1e+00   ;      6e-01    ;          -0.89524;          -0.3   ;6.503261e-01 ;    3.37e-01;   -0.364799         ;               5e-01  ;           -0.590082         ;  -0.6150572;       -0.572;-0.65 ;      0.905  ;     0.4571;          -0.06365027  ;6.7e-01     ;      -0;  1.0e+00;  4e-01;    -0.0257;   -0.1725 ;-1.6055307 ;      -1.2e+00;        1      ;               1;    9.908725e-01;     -1e+00       ;    -7.17e-01       ;      1.0035 ;   -0.49;   -0.319289;    1.920596;           1.199;          1.185         ;    -0.23737         ;      -1.383901e+00   ;          0.2353;      -1;                  1.0   ; 0.8
