-1.24        ;  0.8237      ;   -4.858e-01      ;   -1.37192e+00;         1.3726078e-01;  0.63  ;0.55547;-0.57;        2			;0.29843;7.37e-01       ;        -0.57303;    -1.3;           -0.6;         1e+00  ;1.2445186e+00  ;   5.73767e-01;               0.2;     1.7  ;         0.421;-0.7025238;  3.0836e-01;     0         ;          -0.44;1.30e+00         ;             -0.49358   ;0.3856686;         -0.28;      -0.827;       -1; -0.0867443       ;         -5.839272e-01;       0.214      ;          0.9879;      0.0836;      -0.070;-0.41584      ; -1.45911   ;   -2.5105646;    0.0083472 ;-0.6;   -1.2961617e+00;-0.2354; -2.07997e-01       ;1.9358e+00;3.787010e-02; -0.419659;      -1.119    ;        0.320472;     -1.778978; -7.95e-01;    1.00628	;       6.4e-01       ; -0.429705        ;  1.0203857;            -0.73;         -7.1e-01 ;        -6.595571e-01;        1.3754658  ; 0.557;      7.06e-01      ;-1.846227e-01;         -0.42208  ;-0.9548954  ;    1.319648;           0.120;     4.212e-01;-4.727e-01    ;     -6e-02;   0.3         ;  -7.280602e-01 ;            0.78   ;        -0.5519  ;-1.2766417e-01      ;      -0.733       ;   -2      ;2.482e+00;         1.053      ;          -1.8;   0.2 ;    1.454e-01;           -1;     -1.13444e+00    ;-2.221e-01;        -7.823e-01;   2.84835;            -0.4346   ;        -9.2e-02;       0.585804;         -3.405006e-01 ;   5.25356e-01 ;    0.064;-0.023198     ;   1.34e+00  ;-3.910e-01;         -0;-2.033288e-01     ;    8.6754e-01
 1.221e+00 ;            -0   ;        -0.3;  0.752;       -0.077792      ;     -1      ;    -0.94108;8.92e-01      ;-0.30385;        -1 ;        0.6;      1.739;-0.1167022 ;  0  ; -0.2215804;1.0015538e-01    ;      0.7157885;     0.36       ;-8.2793669e-01;             -0.22    ;    4.29e-01 ;          0.47;         -1.2;  3.3305e-01 ;   1.4048056e+00;        0.4       ;-5.44403e-01  ;        1e+00 ;      0.1        ;          0.8;      1.457951;1.3e+00   ;           0;         -0.58820      ; 6.26658e-01 ;-0.6930680        ;  3.818e-02;  -1.6029;        -1.10704e+00;    -1.889891;         9.5041e-01      ;  -2.1542;  0.3241273 ;   -1.617940e+00;-0.75080;         -1.489839e+00;   2.347;0.29     ;       -1.3468;-0.0977     ;    -0.04450;-1.12	;        0.361792;       -1.4453;          -0.86;1.6628     ;    -1.0979e+00;    1.7773272e+00;  -0.295566 ;4.711408e-01   ;    -3e-01;      -0.3433;1.00e+00         ;        -0.31114    ;        0.299         ;1.4576033e+00       ;            1.3      ;     1;       0.5 ;      -3e+00			;   0.55;      -0.043254  ;  0.2596774 ;        2.8464   ;         1.3510e-01;              -2.4;  0.74177   ;    1.3561;     -0.84962       ;   -0.45    ;     -1.16;        -0.8       ;3.478613e-01;       -0.0608         ;         0.4158677 ;-1.379124;        0.11944   ;   -5.5317e-01; -1.212206;-6.685642e-01 ;    0.0818022   ;     -1.7;      1.1;           0.0    ;-2.27e+00;            0.85017;      -0.422  ;    -0.220
      0.9        ;           1.0;      8.2e-01;       1.657338e-01       ;         2.5e+00;             2e-02; 0.55;  -0.3         ;8.370452e-01      ;   1.3228      ; -0.865777;           -1.434934;-3.5616494e-01       ;  1.35709e+00;-2.14e-01 ;      -0.0462801       ;3.432029e-02;      -2.13e+00       ;      0.3555595;   -0.428255   ;      1.4127 ;    -0.1505    ;    -2.152e+00 ;          0;          -0.04;       -9.67e-01;  -1.752;  0.197229;0.382413;   -2.27e-01;          0.19775;  1e+00;0.2512;            0.775  ; 1e-01     ;        0.779  ;-6.42e-01 ;0.2746524      ;    6e-01; 0.0602 ;     -0.0605   ;-1.260772 ;      -4.0e-01;           0.78; 6.3527e-01;        1.184775;  9.9840460e-01     ; 0.489827;         0.34;     4e-01;-0.7680519 ;-1.742e+00      ;    -4.50919e-01 ;  2.5e-02 ;   0.23; 2.004435;   1.5			;       9.8e-01;    -0.553;         -1.50016 ; 0.504     ;-1.810e-03;          -0.09087  ;         -0.690182;1.46742e+00      ;  -0.6293 ;  -0.3808892;    0.7;7.66603e-01        ;     0.2483175;   -0.3163359    ;  -1.545257;  0.13841   ;     1.3816e+00;         -1;       0;  6.404732e-01;8.9463766e-01;        -1.4 ;       -1.64318e+00         ;0.40 ;1.27055e-01;      -2         ;          -0.42      ;                 0.6;  -1.656153;    1.28;      0.278;  1.6963e+00   ;         -0			;     1.31  ;         0.85;6.19581e-01;       1.02680; 0.33   ;-1.8708e+00     ;-1.39347e+00;       -2e-02
         0.8       ;-0.30398        ; -1.61e+00      ;         2e+00 ;    -5.208e-02;   -0.0030047 ;1.33572e+00	;5e-01  ; -3.31327e-01;        5.5984e-01    ;       -1.4528    ;-2.3e+00      ;-0.200601        ;-2.0e+00    ; -1.012 ;      1.0;             -0.586       ; -7.6874110e-02;      1e+00;          -2.4   ;-1.3858e+00;    -9.815668e-01       ;   2.0620750e+00;6.1654e-01;-1.010e+00      ;      0.24 ;      -1.122074e+00;  -1.693 ;1.0762390e-01     ;     1e+00;               -1.0238;           0.8;        -0.2;    -0.593; -0.415       ; 0.367942 ;-7.0942868e-01;    -1      ;-1.2e+00      ;       0.13   ;0.3815941;   1.0116902;        0.88 ;       -0.48;     0.28;    0.82;                  -1   ;-1.72442e+00; -0.0566;   -2.9501636e-01      ;               0.77  ;        -1.277 ;0.22367     ;   -8.724e-01   ;1.404e-01;              0.58454         ;-0.5711	;         0.1378 ;       -2e+00  ;    -0.2; -0.4061169;            -6e-01   ; 1.1e+00;-2.068;-1.66036e-01;   -0.89114 ;    3.7e-01     ;-0.6       ;          -0.39    ;      -0.3662	;   0.4;-0.05533    ;6.3591617e-01;0.59323; -0.1509       ;      0.540610    ;               1.9   ; 0.045293;    -6.194e-01;       -1.96     ; -1.1689e+00;          0.1937    ;       -1.3e+00;               -2;   1.002e+00;    0.0; 1.3929    ; 0.851751     ;            -1   ;4.788548e-02; -8.9096e-01; -0.905991         ;         0.04         ;            0.91587 ;0.004206192	;     1.8426 ;  0.94     ;0.100
    0.0257 ;  5.1129e-02;  -0.4009221			; -7.713872e-02       ;        -1  ; -4.77e-01;-2.710645e-01;     1.3;  1.05e+00         ;        -1e+00 ;-1.08      ; 1.1601e+00;     -0.66810  ;0.04;    -0.698;      -5.45e-01 ;       -2.083254e+00;             -0.02         ;   -0.64;1.062;      -0.9   ;           -1;-2.1574740     ; 8.175906e-01;   -1 ;-1.8  ;           -1.4369;-1.8951425e+00     ; -0.8433   ;        0.517417    ;1.20152   ;        -0.04;  -0.4;        0.276;      -0.4;    -0.9793 ;   -1;-3.4911196e-01 ;         -2.19101e-01;   0.7753496    ;        0.4331    ;      0.68897;             0.41039;  -0.6086227;        -0.95  ;    1.5815     ;        6.174997e-01     ; -1.7354695e-01;-4.44e-01      ; 2.643e-01;       1.8;  0.2958444;-1.260331e+00 ; -1.4375e+00;    -9e-01 ;        1.2378  ;         -0.089  ;-7.00057e-01;0.8      ;                 1;-3.554e-01   ;    9e-01       ;       -2e-01	; -1.3725e-01   ;   1.1136875   ;      1.70387    ;          0.981      ;1.04441     ;  1.5;-1.28e+00;        -1.251979        ;7.81003e-01;     0.366;                2        ;            0.5449;        0.11    ;-1.713e-01   ;       -1.8121	;    3.8551e-01;       -0.513     ;  -0.523 ;        8.612579e-02 ;-0.10947;              -0.04 ;  -1.215e+00 ;  -0.176374    ;         -1.6;  0.8038; -3.274296e-01	;-0.716    ;      -2.7741952e-02;             1.27e-01 ;          0.2;         -1.080132e+00 ;  -0.173848;               -0.4322;     0.827757; -0.0823923
-9.697e-02;  -1e-01 ; 1.534254;        2.316;    0.1885189       ;   -1.1035;          0.2873533;            1.1         ;  -1.4273 ;     0.7891539        ;    0.22897;5.6950e-01   ;         -0;              2; -1.0742049e+00      ;   -2.604147;    0.051569;-3.4069226e-01;           1.1;           0.1 ;        1e-01     ;          0.60107  ;                -1.62     ;                 2e-01       ;  1.194817;        -1.22   ;             1.2;              1.250       ;        -1e+00;1.6118e-01;        -0.543 ;        1 ;  -0.796931; -0.692594     ;-2.854380e-02      ;          -0.03 ;-0.5677687      ;-0.939580    ;         0.101512   ;       0.011029;    0.632  ;   -0.2989;     -4.2545e-01	;     1.84425   ;    1        ; -3e+00 ;              0.961   ;        -1.5833;    -0.73         ;         0.3     ;          -0  ;  -2e+00       ;      -0.15365 ;      -0.79454; -3.53e-01;-1.424658e+00    ;         -1.5818330e-01        ;   5.3284e-01;      -0.4       ;  0.69 ;     -0.8347;          1.82;-5.6e-01 ;  -0.66         ;0.337;-9e-01      ;              -1.07        ;            -1;-0.894725        ;   1.9 ;   -1.69884    ;4.73914e-01  ;-0.64646       ;       -1.938231; 5.2e-01;            -1.7079;            1.12     ;   0.174     ;   -0.16 ;1.6385e+00      ;     -0.161 ;       -1.3439e-01;         -1.221    ;              0.6;  -0.927857 ;  0.3247525;   -1.4965e+00      ; 9.2e-01     ;-1.033         ;     0.3284  ;    0.8081    ;  8.025353e-01;   7.2682855e-01     ;       5e-01;       -2.5e-01;             -0.55236;          -1.8e+00;     4e-01
    0.4210418       ;       -6e-02;        -1.17;-0.212643;      0.61;  -0.138;     -0.073 ;             1;   -1.09054      ;          0.1565   ;         -0.87481     ;     1         ; 5e-01        ;       -1.30409;          1.1;3.4250e-02;8.35932e-02        ;-0.4;    1e+00 ;   7.7937e-01	;    -2.3295982e-01 ;       0.16923 ;   -4.76e-01       ;  0.1908277;         1.1984; 1.9400426e-02;  5.5405959e-01;   -0.704246  ;                  0.3;           -0.2010      ;         -1.9     ; -0.0530  ;-0.9155875;            -0.071;0.78 ;        0.944      ;        -0.12      ;     0.88355;8.562590e-01   ; -4.5634002e-01;-7.7276426e-01 ;-0.6202367;    1.354697 ;         -0.09   ;        1.12 ;        -1.5;         1.05372;    1.73005		;    -2.3e-01;          2.244e-01;        -2.6;     2         ;   -6.2e-01  ;-1.0515e+00; -2.593079e-01  ;   -0.97754 ;   1.936418e+00;  0.2  ;-0.3; 1.90169e+00    ;      -0.615       ;       -1.3332    ;   -1.1656e-01;      1.521924;       -2.08e+00        ;0.3720920  ;  0.2;       -6.0e-02      ;    2.22555;      0.212       ;   -0.2193   ;         -0.7682;        -6e-01;   -1.5  ;    0.093477;     -3.37077e-01         ;              1.21862     ;-3e-01      ;           -0.82   ;8.2415e-02       ;  6.883e-01 ;        -0.05   ;-5e-02 ;1.2301129e-01;  -1.976e+00       ;-1.288655e+00;7.2864728e-01;      0.034;  2e+00       ;    -0.5709      ;                    -1      ;0.084    ;  6.10689e-01        ; -1.11082 ;7.9773e-01   ;-1.21789 ;    -0.3532472  ;          0.75
      1e+00;            -0  ;1.022e+00; -0.208;       1;     1.6808;            0  ;1.20547e+00    ;-2.578415e-01   ;        -0.1;       0.42120;    1.17079;-0.786; -0.05218592; -0.3;   -0.2  ;     5.871e-03;  -0.07;       1.7; -1.24;         -0.43341;       0.819176;   1.2689e+00;      1.08435 ;       0.2398725;   -1;   -6e-01;  -0.7 ;     0.110919         ;0.1799786;  0.46         ;-0.006;        -1.4623e+00;   -0.088705;     -0.1918;                0.6 ;        -0.2;      -5.992e-01        ;      7.8965e-01    ;       0.9   ;-1e+00;-1.566e+00;       0.2758100;        -0.6721      ;    0.726    ;-1.3085427e+00        ;         -0.3    ;2.654e-01        ;      1.6    ;  0.6        ;            -1       ;       0.43;    1.8725209e-01;     1e+00;     -1;       -0.921798; 0.3271        ;       2;      -0.1430922;   7.6316e-01  ;        -3;1.18  ;1.013964   ;-2.08925e+00;         -0.2793        ;              -2     ; 0.39875       ;        1.3819    ;   -1.2717169e+00   ;              1.101      ;       0.575;         -0.2845834    ;    1.2e+00     ;  -1.0989e+00;-0.232;-0.00454 ;  0.7739;-0.5799;-1.75087 ;    6.739e-01   ;  -8.44e-01;1.3e-01 ;        0.52	;1.687e-02;    2.2e+00;       0.37285  ;4.087498e-01 ;         0.1;   -0.8701958;     8.4800904e-01;  -1.45750e+00 ;       -1.134;       1;               2;  5.91e-02;      -0.4117    ;1.373e-01 ;    -1.2e+00
 -1.2530802;-0.7042690   ;   8.4400e-01 ;  6.464139e-02     ;         -1.0441;        2.026        ;        -0.405; 1.4176e-01;         0.7846  ;   6.438346e-01        ;  0.6277;      -0.20;    -1;0.17757 ;      4.430788e-01;3.7051673e-01;      -5.2945e-01  ;   1.5009       ;-0.8;      0.5584 ;    8.110255e-02;      1.94077e+00        ;    0.4 ;     2.148398 ;         1.59;       -7.852761e-01      ; 7.7461528e-02;     0.1144; -2.449;0.216        ; -1.044e+00 ;   -1.677280e+00;      5.0e-01      ; 0.68  ;              -0.12     ;1.0410937e+00;   -0.6260482;       -6.2280e-01         ;          1;     1.73e+00  ;   0.841801;     -1.98812e+00;-0.18873 ;  4.6618772e-02       ;-8.73e-01   ;-0.76427;-1.2142656e+00   ;   0.8035;    0.5      ;-1.00112e-01;6.337e-01    ;     -0.05312; -2.0853e+00;         -3e-01   ;7.4334401e-02;   -1.4e+00      ;-1.10620e+00 ;    -7.15e-01;  -0.3178651    ;    -1.15 ;       1.6;      0.3;                    -1 ;-9.08e-01;  -2.2e-01      ;           2;   0.2268165;        -1.44; -0.1806858;       -1         ;2.953539e-01;            7e-01;-0.4164;          0.4;        0.514   ;        -1.69808  ;    -0.72567;  0.01 ;          2.146 ;-1.4899e+00    ;-9.1315488e-01 ;0.4245430;       1.222686e+00;   0.842454    ;  -0.24084; -4.55121e-01;      -0.6648418;-0.7677642 ;     0.34  ;-5.473604e-02	;             -0.81         ;1.78;-1.88360     ;     -0.0132123;   -3.233e-01;      0.7111   ;                 -1			;     5.10760e-01
   -0.8;         -0.4      ;         -1.8978181e+00; -8.489239e-01;7.556162e-01; -1.301141;        -0.4100686  ;  0.8;  -0.2071125;   1.1595;1.576139 ;-0.991;4.5119866e-01;          0.1;-8.657460e-01;-9.711136e-01       ; 1.241568;        -1.71        ;         -2.46e+00;        1.2e+00 ; 1.0e+00;-0.40     ;9.5e-03;    -0.59974  ;    -0.4300;          -1.1  ;2.23877      ;           1;    0.28673;  0.05746    ;   -2e-01         ;     1.253e+00;      0.6516894;0.9791;1.25009e+00 ;     1.7219013         ;     -1.18;    1.512728e+00  ;     -1.173      ;                  -1;     -1.84e+00         ;         -0.5         ; 1.2693783	;-2.0726   ;          0.3	;        -0 ;   -1.0e+00   ;   0.0174;-0.302;     0.661352;1.3049735e+00;     -0.5677;    -1.2569;   -1.11e+00    ;      -0.3581;-2.52904e-02; 0.5   ;  -2.4965e+00 ;        0.3   ;               6e-01;1.03569;      -0.620379;            0.274        ;      -1e+00;       1.04155     ;-0.92     ;-4.213e-01;  -0.5904  ;      -1.599      ;     0.4      ;   -0.233477;-0.98084        ;-9e-01;8.85706e-01  ;-6.06341e-01;          -0.4 ;7.92e-01   ;      7.8e-01;   1.7500266    ;         1.34033  ;1.26566;     0.64844        ;     -0.5;         0.3857;    1.12e+00;-5.9e-01;        0.6885;  4.55692e-01;        -0.3;       -3e-02   ;-1.32749 ;    -1.9e-01;     -8e-01         ;      3.2647e-01		;    -1.5000811e+00;-3e-01 ; -9.0e-01  ;1.359
