  -0.757312  ;   1.49392e-01  ;   -0.447      ;-1.7001e+00       ; 0.066    ;    -0.29796;    1.5         ;    -0.32746	; 0.46;0.220557     ;   -0.208425    ;     1.5	;2.7007535e+00;     1.02;-1.1891269e+00;8.4135102e-01;          0.0378172;  -5.4409e-01 ;   -3.67e-01  ;-0.96638   ;         -0.6 ;      0.025228 ;     -4.297781e-01;       -1.252e+00   ;        7.1914e-03;           -1	;      0.683144 ;      -1.1e+00     ;             6.6e-01;            1     ;   -1.02e+00   ;-1.537515e+00       ;3.4792695e-01;        1.7045    ;          1.1		;  -1.753738;   1.95199e+00;   1;                 0.3         ;              -0.21  ;  0.286536  ;  -6.87331e-01     ;           0.08  ;     -0.374     ;          0.6;   -0.501710;-1.0e+00  ;      9e-01       ;      0.3;       -1.3814;        1.356e+00        ;-0.955;                1.1132  ;1.49    ;  -1.259504      ;         -0.8    ;1.126; 1.7512901e-02; 6.9297e-01        ;         -0.5;       0.5409;            -2  ;1.09493   ;-0.657450  ;            1.0e+00  ;   0.8855923 ;       -1.23041;     -0.712977  ;      1.09;   0.4125505;-6.860824e-01;  -0.843    ;        1.3414e+00 ;                1 ;             -1.21;  1.0491124;     -1.6449    ;  -1.6;-5.7574658e-01  ;    -0.1;1.86;         -1.8e-01		;0.009093987	;          -1 ;     0.7453;         1.9;   -0.16071  ;      0.080  ;-2.4e-01        ;-1.37e-01;         0.831417;    2.5167e-01			;          0.32943;0.5    ;       5.0968e-01     ;-2.1e-01         ;-0.5 ;       -5e-01;-1.265e-01 ;       1.7537    ;   2e+00 ;      -0.34     ;-8.407e-01;   0.7;         0.4603;         -1.0186;     0.05;       -0.26;     0.80644;  0.7; 0.4979842;         -1.15355;-0.55 ;   0.6718;       1.1237;        -0.9  ;   -3.97521e-01; -0.05;    2.50866; 1.5701202;2.484662e-01			;      -0.3;  0.7586     ; 1.171009e+00        ;    0.1879  ;  -1.9e-01     ;        0.09;    1.6;    1.15074;         2;2.2161397e-01;  -1.68051;            0.99 ;          -1.8669   ;  -0.26    ;          -6.31e-01 ;  -0.83740      ;             0;  4.78137e-01;  1.02e+00;-7.951e-02;    5.275e-01;    0.41;0.834036;   -0.4;      -1.046;                 -2.4    ;  -8.570e-01			;1.202e-01	;    -9.539e-01
  0.601241;      -0.948;-1.50e+00;          -0.5;-1.2913e+00;              -0.155904 ;    -1.669698 ;         0.73;   -0.373         ;  -0.0345         ; 0.069;          1.31    ;    7.15e-01   ;   2.2e+00 ;       -0.89         ;-4.362060e-01;-0.29   ; -9.282603e-01 ;     1e+00 ;             0.522         ;    -0.7395687     ;2.4287 ;        -0.626;2.14230e-01 ;          -0.37;  0.356        ;         -0.771076   ;         -1  ;1.251e+00;                -0.3;-4.2156e-01      ; -0.89144;       0.53;       4.61e-01    ;         -0.83;-1.18098e+00;      -0.263999    ;       1.3476   ;           1         ;-8e-01         ; 0.380829;              0.3299399      ;          1.3135968        ;       0.581;  9.617282e-02  ;         0.0308846     ;       1.35e+00; 0.0617     ; -2.32  ;   3.01118e-01;    -1.1068    ;-1.332429e+00;            0.91019;      -5.178e-01;       1.57389e+00;        -0.17688         ;        -2e+00;  0.836769 ;-0.46   ;    -9.404668e-01;   0.025991;   -0.3972268 ;         -2.4;   -0.207 ; 9.465904e-01     ; 0.28796;       1 ;           0.77687;      -0.39619	;-0.963588;1.5111e-01 ;       -2.208e+00  ;        -0.3382;      2.3 ;1.211087e+00;                 -0.6; 0.065;           0.0585572;1.4619e-01;              9e-01      ;   -8e-01;    0.13345;-8.6967221e-01       ;    -1;-3.5532e-01;                 0.3; 0.013053;0.99;    1.3473     ;          -1.11       ;   0.3107;     -7.863455e-01;    0.6684668  ;        -0.819 ;    0.6848;-0.28999;             -1.5;-6.371e-02 ;      -2.9988280e-01    ;   0.7708195; -0.5065331      ;-0.151549;        0.6;    1.2018507;     -1   ;          -1.2   ;           0.3; 5.407809e-02; 1.243    ; 1.172527   ;-1e+00      ;          1;   -0.10; 0.09498;           -4.42e-01;      3.743197e-01 ;             1  ;  0.0273675;   -7.953e-01;     0.1;6.14e-02;   -1.13;  0.379509;0.3688687;3.7395187e-01;    1.33;-1e+00        ;   -2.8e-01;   7.51e-01 ;-1.0703271e-01  ;   1.1433653e-01  ;                 0.3        ;    -9.0e-01       ;0.512205;         -0.7      ;  1.035 ;  -0.3237	;       0.3686    ;         -6.992827e-02  ;        -0.05378    ;   1.250;   -1  ;    -6.993e-01;      -0.0488602;  -4.695e-01;      0.80993; 7e-01;1.2740650     ;              2.4410        ;-8.326478e-01
        -1.21    ;      -6e-01     ;               -0.02;         2.9e+00        ;          1.106;      -2.3213     ;    0.96735;-1.22e+00    ;   2.8e+00;1.17e+00       ;     1.6615;  1.02535e+00; -0.004			;   0;             2e+00;-0.1659952;  1.380e-02   ;  -2;        0.626  ;      -1.426e-01         ;      -0.24793   ;-1.042144;       1.400 ;-2.071683;          -0.7  ;   -8e-01;-5e-01;         -3.1;   -1.505e+00;         1.216;-0.5828286;      -4.187765e-01;     -0;       -1.49   ;   1.37e-02 ;      -0.586429   ;      0.931695;                  1.93 ;         1.0728 ;     0.738436      ;   1.8115      ; 0.3327119       ;         0.9002455;0.894979 ;      -1.57615 ;0.09   ;      -0.5; 0.2;-1.3002698 ;          -0.9331883         ;      4.384e-01; -0.66;          0.21351;     -0.1728    ;  -1.394e+00;        -3.714   ;            -7e-01   ;     -1.89e+00;  0.8437;-0.737;0.55558	;0.4845341		;      -0.74;    -0.0997343     ;   -0.21;  -6.3452e-01 ;  -0.92688;    0.1642794  ;-0.84170			;        -0.77;      -0.3 ;    1.0301261 ;          -1        ;      -1.903        ;     0.0708 ;    1.197e+00 ;-1.0349029;          -0.514        ;    -0.2905279;  -9.8417254e-01     ;        0.20327         ;  3.3969713e-01; 1.5317;         0.2863006 ;          -0.5 ;     -0.5531; -2.3620173e+00      ;6.40650e-01;      7.54e-01;0.1206853 ;  -0.9418919         ;  1.214229e+00;-4.757e-01;             0.5;        5.924168e-01       ;         6.394325e-01;0.578;       -0.91;-9.7e-01;           1.1252e+00  ;                 2.8;               -1e+00;0.0451   ;       5e-01     ;  -0.7 ;      -3.2e-01		;        4e-01 ;    -0.808 ;          -1      ;      -0.31224      ;  -0.2  ;  2.2259466e+00   ;  0.390931   ;4.39947e-01      ;       -0.2185;-1.318963e+00  ;-4.41e-01;        1.2 ;          2e-01; 1.8632598e-01   ;         2   ;-0.3975;   -2.08564;        -0.70132		;-2e+00; -7.29766e-02;1.40967e+00;            0.9;      -1.1897;         0.4;          -1.1515;    -8.05e-02    ;   -1.676e+00        ;       1.08217     ;   -1.95e-01;-0.1696665 ;0.24997         ;               0.9      ;-1.037e+00;    -6e-01;   -0.9    ;-1.898  ;    9.754e-03;          -0.901756;         2;-5.5105e-01    ;0.6     ;1.72304        ;    -1.16529  ;-1.599e+00
 2.677e-01 ;           -2.41 ;     4e-01      ;-7.6462698e-01;     0.34;    -0;-1.83e-01;        2.6873e+00	;0.9489;       -0.56 ;   -1.753e+00;                0.89       ;        0.44498;   1.4e+00 ;          4e-01;-2.1648         ; 2.5813e-01;  -1;  -1.38e+00;            0.549;     -0.6557156;-4.263e-01       ;4.5e-01   ;        -0.189841;    0.344537;        -1.82;    0.66936     ;  1.4227968      ;             -1.67   ;-8.650349e-01; -0.81    ; 2.26  ;      -0.7 ;      0.4794395;   2.008        ;       1.5e+00  ;   -0.65854 ;       -0.1869;   0.31   ;      -2;-5.2586307e-01;0.6931  ;          -0.7    ;  -0.0830025  ;2.1824472e+00; -1;     0.645067   ;        -0.894;   -5.1e-01         ;       0.538 ;       0.5761;9.52702e-01     ;        -0.8424;-2.8;     -1.08   ;       1.36146e-01; 1.102646       ; -2.280;      1.217008;          0.2       ;           0.04   ;-0.780352;         4.12534e-05; -1     ;0.8949714       ;4.882e-01;   6e-01; -1.843516     ;        0.38802  ;      -1.646838e-01;         -1     ;     -2.2e-01		;    -5.6290e-01;  0.5;      0.5        ;    -0.1660695;  0        ;      2.12e+00  ;    -0.7082274 ;               -0.7 ; 1.9;    6.6532e-01;    0.007       ;  1.6488078e+00;   -1  ; -0.5942910   ;           -0.49 ;2.690 ;    1.13e+00 ;   0.583	; -5.88e-01        ; -5.961e-01        ;                 -1.218			;        -1      ;   -1.8218890 ;0.83822    ; 1.062    ;-0.8450     ;-7.3776e-01;     0.165037   ;1.6209e+00   ;  -9.2e-01  ;     3.2148e-01;         -0.3       ;         3.885123e-01  ;    6.948284e-01       ;   -0.404488;     -1    ;        0.39;    0.765580;      0.80;   -1.32435         ;-4.62955e-01;  -0.112    ;0.893087   ;             6.6212e-01; 1.435e+00;-0.67;-1.453912;1.1855976;            -0.7418531;        -3.19190e-01      ;  0.3;-1.5134912e+00;9.7076749e-01			;    -4.65165e-01;      4.0e-01;   6.26e-01       ;    -0.42716 ;       -0.4232 ;-0.4619061	;6e-01 ;   0.46313;0.2   ;         0.34155       ;-8.45494e-01;      -0.24695;       -2.53607e+00     ; -0.0513801;     -1.4767  ;-0.240256       ;       -0.36318  ;      -0.4;      -0.48571;                 -1;            -1.55  ;  1.64954;     -0.549;-0.1415866        ; -1.0545859
   0.16       ;           0.7652;    -8e-01; -0.57463 ;    1.19e+00   ;1.0725;    0.97269        ;     0.5488059;  1.37; -0.1317040;   1.142561    ;-3.6899504e-01	;   1.2019327e-01;      -0.9138;       1;        -1.64229;          -1.1e+00;   0.65713  ;  -0.2    ;-1.3214 ;-7.7854712e-01;                -0.971;    -0.0328127;-0.3016	; -2.19290e-01    ;-0.6255       ;    0.968484  ;  0.45;   -2         ;-1.187492e+00 ;4.283248e-01; 0.383864      ;    4.90e-02     ;  -0.16;             -0.1 ;            -2.336;           0.35   ;        1.1    ;0.0914         ;   0.1375 ;  -3.31929e-01;   -0.59118;          -1e+00;-0.19;        -0.7	;2.9183617e-01       ;   -7.509e-01 ; 0.517477   ;         0.90  ;-0.10889    ;         0.394;   -0.2723225;0.50016;    0.2817       ;               1.23   ; -0.4109870       ;     3.5e-01       ;   6.59761e-01    ;        -1.4       ;      -0.121565  ;  1.034      ;  -2.963307e+00    ;       -0.2011     ;-6.960e-01   ;   -0.95061;   -0.320309  ;4.187453e-01;          1 ;    0.3539892			;     -1.0840;   0.164       ;         -0.217524      ; -0.158889;1.843;-1.0351971    ;            0.9105;       5.5e-01    ;        1.2355		;   -4.070030e-01;1.646865 ;   -0.3771247			;1.47935e+00;3.054073e+00    ;         0.892 ;   -0.291    ;       5.45217e-01      ;-2.7328e-01        ;          -2;   -4.710e-01;  -1.27779;   -0.3684;         0.186626 ;1.617e+00;       2.6248247e-01;     -0.9      ;-0.14383     ;       -0;4.03253e-01;  -1.0860269;          -2;      0.51; -6.3912384e-01      ;   -0.6;           0      ;        -0  ;          0.00;        -6.567e-02      ; 0.849305        ;  -0.002594;9.654338e-01    ;-1.29977e+00;            1.921591;  1.0;        0.35;     -0.8      ;-1.591262e+00;         1.0e+00;  -0.34  ;   0     ;-3.17292e-01;  0.272       ;             1.1985   ;      -0.289;     0.9;  3.8e-01   ;2.69938e-02        ; -7.37672e-01		;    4.69e-01;    1.01        ;          2.6445 ; 0.55 ;-1.67e+00;        -0.1115567     ;  -2;-1.03415  ;          1.23      ; -1.032e+00   ;-1.3       ;     -2.7609;1.26     ;      -1.0066;         -1.813			;-1.687577e-01;   1.8414e+00;      -0.583691;1.04081e+00;         0.7;   5.50e-01  ;    -0.082; -0.7964554
-2.5841e+00;                 2     ;2.2e+00;-8.802980e-01;         -0.05       ;   -2.0686e+00;            0.7346;             1e+00  ;-0.2446;   2.777e-02      ;             0.7;         1e+00     ;          -2;1.555 ; -2.669105e-01;    -1.3191;  0.422838   ;    9.13e-01       ;      -0.445         ;   0.737  ;        0.102466     ;     -0.08582  ;   -8e-01	;   -1.39e+00   ;1.10;       2.99537e-01;        -9.23048e-01     ;       1.511706         ;      0.84316;           -1.4  ;    2;       0.28;        -1.88         ;      -0.8035       ;          1;         -0.2  ;        -0.1915378      ;-1.189e+00;       1.3e+00;  -2.3922558e-01; 2.06193e+00;      1.1161  ;             -0.9;         -3.5325e-01         ;  0.31123;     2.155       ; -1.3  ;             0.60;      1e+00;  0.01091358  ;1.332e+00;        2e+00         ;        -0.5       ;9.5321555e-01;          0   ;          1.2  ;     -2e-01 ;         -1.353280e+00        ;      -2.632533;-0.109904  ;   -0.4;-1.63e+00;  -1.0003 ;  -0.307786;           -3.6e-01      ;    0.80359       ;                1.1;0.9654358;        4.6187e-01;            -0.17  ; 1.0489   ;  7.26743e-01;         -2.466e-01;      -0.21675        ;     6.51e-01	;      -1.3e+00   ;  0.846998 ; 0.3318263;        5.17302e-01;         -1.270427e+00;      -0.5      ;8.203909e-01;       0.057593 ;  -7.8690e-01 ;            -0.6;  -2.2488165e-01  ;   -3e-02;        -3.7816e-01   ;         1.008; 1.588e+00;     0.08      ;     -0.27   ;     -1 ;-0.39861;6e-01 ;        2.2206530    ;      -2;        -1      ;        -0.44   ;       3.71156e-01   ;    -7.64e-01      ;         -0.50094;  1.2  ;        -1.4469;          -0.4;  -0.0220      ;               0.53     ;-3.1683687e-01 ; 0.722306; 0.42182       ;    -3.9386e-01   ;     -1.331558    ;  -2.3495663e-01;      1 ;  -0.729;      -1.35;0.45678 ;                 1.783   ;          0.27;    -6.610e-02 ;     -2.4e+00  ;     -7e-01 ;           0.0  ;1.818;        0.5     ;      -0.26848; -0.35        ;       0.557;  -0.873;      0.2444; -1.25;9.0614196e-01      ; -0.09;           5.6e-01;           -1      ;      -0.416691 ;    0.1473541        ;     0.6562408        ;            0.4        ;       -0.3;   -0.823533     ;  0.13049 ;   -0.578025;        -1;      -8e-01   ;       -0.26773;           0.4;    1.28   ;             0.08;0.84478
      -0.06016 ;     -4.460195e-01;   -0.9221  ; 5.219873e-01  ;     0.38359;   -0.74939;   -0.393;          1.30  ;        -1.85;0.518131      ;   -0.009       ;-0.5905     ;   0.1169;      0.351;     -0.9886  ; 4.3447922e-02; -1.094  ;                  2e-01   ;      -0.3022; -0.270753   ;    -0.825; 0.558903;  1.535e-01 ;           -1    ;          0.1  ;-1.7189         ;        -0.0085493;   1.03060e+00   ;  -1.3659e+00;   -0.26054;      1.70e+00        ;       -1.50   ; 3.183234e-01			;         0.33     ;       -0.214    ;     5.672000e-01	;  -0   ;-1.5105e+00;       -7.72e-01       ;    0.48 ;      -0.4  ;           1.82940e+00;     -0.049830 ;     0.009;       8.835e-01  ;      0.213261   ;   1.3994076e+00       ;        1.8352 ;            0.123230  ;        -2.417546e-01 ;     -0.6	;     -9e-01;    -0.898;-9.94746e-01;   7.54462e-01;-1.4557e+00;  -0.2557;     1e+00;1.127;   0.54270 ;     -3e-01 ;      8.872e-02  ;  -0.5567;  -1.1e-01;                 1;        0.336   ;7.33290e-01;        8.42011e-01         ;         9.7063e-01;   7.7470e-01         ;               -0.4;  -0.3074         ; 0.62      ; -2.24785; -1.0565047      ;    0      ; 6.5e-01  ;  -0.9			;  1.306606e+00	;-0.017421;-4.863261e-01       ;          -0.0435;       -0.351;  -5.8337e-01  ;    1.529329e+00;      6.4e-01    ;      -0.34032  ;     0.929706;   0.94 ;            3      ;      1   ;          5e-01 ;          -0.6972;           2.108         ;         4.21e-01;    -1.8029; -1.340501;      0.7507275     ;   6.40911e-01;-0.570        ;        -1e-01   ;     3.481464e-01      ; -4.436426e-02 ;    -0.3644;-2.1429e+00  ;       2.056 ;8.6e-01;         2.426e-01; 0.072;   0.86; 2.82896e-01 ;        0  ;1.2604e+00;-1.68434e+00	;       -1.558   ;            -0.95;     -0.73;    -0.188907	;      3.59679e-01     ; 1.31;         0.3    ;         7.9545e-01;       1.699;        0.8       ;       -0         ;       3.99579e-01;    -0.088310; -0.05961765;     0.498      ;     0.41057 ;       -1.482      ; 1.462e+00       ;          -0  ;  0.2328673;-1.3794e+00;       2.24e+00         ;     -0.7070        ;        3e-01;   7.1e-02;  0.78 ;       -8.810712e-01;      -1.7;               1  ;           0.3; 7.659745e-01;0.586593         ;     0.84773       ;         1;6.2449e-01;  0.263842
          1.3      ; -1.615220e-02  ;   1.3272e+00 ;        0.618326  ;      0.3  ;   1.240298e+00;        0.796834;           1e+00         ;  -1.048;     -7.42131e-01;           0.1068;         2.541    ;         0.02;    -1.15;         -0.3663;         0;     -5.3961e-01   ;  -5e-01    ;        -0.757       ;            1.786045;          -0.3   ;      -1.348200e-01         ;0.026946;    7.2956e-01;  -1e+00;          3e-01;        -9.7e-01	;       1.05931;0.6;  0.90743;0.512520   ;    -9e-01;                   -0       ; -0.1513547; 0.4702946	;            0.4      ;-2.240e+00; 0.8794267			;        0.74;   1.7907;           1.9    ;          0.23012 ;      2.58891;  2.18e-01       ;9e-01;7.154e-01;           -3.69e-01;  -1;        -0.096       ; 7.8682599e-01; -0.990391;-1.364816e-01;                 -1		;-8.79e-01;     -0.7451931        ; 6.42e-01;         -1        ;        0.080179     ;-2.39080    ; 6e-01   ;       -1.175    ;   -1.659  ;         -0.35051;   0.071617   ;3.967e-02;     0.667         ;   -0.8        ;     0.1207087;         -1.171145;  1.2117998e+00;       0.4852467  ;             2;        0.6847065 ; 3.1588548e-01;   1.30508         ;        0.75687;             -1;   -2.303369e-02;         -1.0  ;      -0.2;            -0.15077       ;        1e+00 ;          0.4939			;      0.18;     -1.277; 0.534        ;  -1.41789;         -0.446908   ;   -7e-01 ;   0.467851         ;7.291e-01  ;      1;-3.328e-01;   -8e-01 ;     0.63240     ;  0.9880596 ;  6.602078e-01   ;      0.25652;       1.08         ;      -0.7919;       4.1209e-01;     -0.421        ;       1.0; 2.88e-01; -0.51;      -0.78     ;     1.439;        0.97 ;   -0.2;  -6.8e-01;-4.7112099e-02;            -0.347490 ;      1.0942698  ;    -2.988e-01;       -0.7  ;-5.5e-01;2.514642e+00   ;            -2;          -0.5;           1  ;-2.31177e+00;2.2822814 ;         -7.5e-01   ;    2.6e-01 ;  2.72;    -0.516093  ;     1.12e+00;         2.48426  ;  -0.83;-9e-01   ;          -0.830 ;             0.84  ; -0.6733      ;            1  ;   -8.9818e-02;-7.3772805e-01;               1;   -1.017         ;           0   ;0.5613719   ;          0.5       ;  7.238e-01 ;    0.1356     ;                -1.5;  -9.166e-01   ;8.678633e-01;0.009;            1.4e+00; -0.06982077;           -0.146;   
  7.2e-01;       -2       ;  -0.7885676   ;                1        ;               -0.189    ;-1.05e+00;        0.4913;    -1.719e+00  ;            -1    ;    -1.29e-01     ;  0.532392; -0.4104411 ;         -0.595499   ;      0.7715410;2.0e+00;              0.8;  -6.2932e-01       ;  0.5957354 ;      -4.6862579e-01   ;                     -1  ;1.540301;      2.122       ;         -1.73720e+00 ;     -1.24890e+00;          0.14      ;-1.1311973e+00    ;            0.78    ;             0.2;      -1.1;-0.7249;       8.85e-02;              0.73      ;          1;     -0.437;   9.16e-01;     0.4231346;           0.7;-1.74012 ;2.197559e+00 ;            -0.558695;            0.4    ;   -0.54827      ;         1.807;     -3.30e-01;   5.2959e-01; 1.2632701e+00 ;      -1.4e-01;     -4e-01;            -0.319 ;-8.904830e-01;         0.209;0.9754548        ;-0.552         ;-0.8        ;       2  ; 9.5774e-01;    -1.16e+00 ;       0.90882  ;   -0.364686;4.1853e-01      ;  0.3         ;  0.432560;    -4.63e-01;  -4.5468080e-01;         -4e-03	;  1.55e-01      ;-1.09869         ;        -0.9    ;       -0.8 ;         0.569;      1e-02 ;         1 ;         -2.4      ;    1;     0.8 ;-1.5602e+00     ;              1.4			;          0.537;-7.0718571e-01;          0.59912;-0.428503 ;   -0.17476       ;-1.249385e+00      ;        -0.3465095;0.2434391   ;     -9.73648e-01;         -2    ;        2;                  0.9;   0.5487;6.448482e-01;     -0.49518  ;     -2.2078;1.244325         ;-0.7914413;        1.009     ;     -0.5621 ;7.359813e-01 ;      -8e-01;           -1; -0.1961695      ;0.27;-2.1701e-01; -3.7448e-01;0.4422320 ;-2e+00;   -0.4146;-0.84089     ;           0.2;            -0.099252         ;  1.9708e+00;      0.313;-5.557271e-01;     -3.2061755        ;-6.0259e-01         ;1.17844e+00      ;    -0.0778    ;1.161e+00        ;        -1.67;     0.50546; -1.62e-01;            -0.1491;-3.86e-03  ;   -0.123208;5.305468e-01;               0.95         ;       -1.2e+00      ;         0.04668   ;-1.331925;       -1.4537    ;           -1.0173;       -1    ;            1;        -1.6;        -0.4942033  ;             -0.125;  -6.0130697e-01  ;      -0.56       ;        0.51      ;    6.613e-02;        -0.979;        0.4         ;     1.37 ;    -8.61e-01		;         -0.78168 ;3.60862e-01;    -9.57e-01 ;-1.633 ;        0.5192    ;  9.03434e-01
  0.6458  ;      0.2730415     ;          -0.13562       ;            2 ;  -0.7954       ; -3.143259e-01;3.36e-01;          -1;     0.7230382;    -1;             1.9 ;  0.80306  ;8.9285e-01   ;-5.479e-01  ;    0.14;   1.6109e-01;-0.41055      ;-7.01506e-02;    -1.57  ;    1.2265   ;            0.148 ;     0.022803;       0.9;      0.8830828;        -1.173    ;          -1.6;                1;    -0.21056;-1.7153e-01;              -1;            0.04;       -0.1582;1.07926e+00 ;     -1e-01  ;-0.593        ;   -7.7412457e-02;          0.383492        ;-2.5923;      0.4       ;     -0.1;   1e-01;            -0.9 ;     1.36;       0.3         ;    0.5084262;            -0.2;       0.4;         0.26;     -0.739      ; 0.4104683;       1.7754840         ; 2e+00      ; 1.65217e+00        ;2.18483e-01;          0.0310956;       0.44041;-0.1945388;            0    ;         -1.092910;    -4.2857e-01;   -1.340e+00;     -5.9107747e-01     ;       8.53e-01;    -8.416326e-01;     -1.9e+00;    -0.677915  ;          0.02;          -0.64    ;          -0.7         ;-0.20570;       -1.22 ; 0.171538; -0.08034971;          -1;         7.378e-02;-0.738;   7.52845e-01;-7.653205e-01;  3.493e-01;  3.983e-01     ;     0.17052;          0.668176  ;  8.96655e-01         ; -1.427469      ;    1.46569;-7.679587e-01       ;0.7477;0.357699;          -1.0980177 ;  -5.69470e-01;    -0.111996;   -0.7 ;       0.084564		;    -0.2     ;  0.3224;         0.15     ;  -0.451     ;        -1.263   ;          0.0341   ;   1.2269025;    1.32;-1.46146e+00;-0.177037;            -2;3.2e-01;-7.318659e-03    ;   1.0141e-01;-0.11259; 9.559e-01;             0.170    ;-2.1136826e+00         ;         1e+00 ;      0.746729;     -5.992650e-01;     -0.65      ; -7.2505e-01;      0.04922      ;       0.2410;-1.9453 ;               -0;       0.24922;        0.64116        ;-0.006;-6.00406e-01;-2.5e-01;   1.3e+00;       0.452586;   -1.741;     1.10446;       2.237;    5e-01    ;   1;     -1.202700e+00;  -1.3221300e+00;     -0.2224726;             1.42  ;        -0.88        ;                 2;   8.3e-01;   -1.989544e+00;-0.30193;   -2e+00;    -1;-1.96596        ;          -1   ;            2 ;     -0.9;       -1.63;    1.4    ;   1.729361;
