   4325.44;       2.61943e+02 ;      7.5e+03;-1.3985e+04;      -1291.326923  ;  -16045.688	;       -3937.7    ;         1.64e+04;   2922.694;      67;      7851.04		;-2.0e+03;-6e+03    ;             7e+03		;      3e+03;   996.066;         -7563.537   ;          -5.855e+03;    3.94e+03      ;  7.64770e+02;1.6396e+03;      7.5e+03      ;   4.4e+03;         -2491.5         ;       1.22490e+03      ;-9856.1250004;    5.955e+03   ;-5634.3144	;         -9.784e+03        ;   -6.336154e+03			;-4885.666374; 1.02e+04 ;            3845.8        ;    117.1147638        ; 6.4e+03  ;      1051.8698973        ;         730.52;   1943.1         ;      -1.724e+02   ;   6019.93978;          13705.0;    -5e+03;     5.382483e+02;   -6.53e+03  ;         -9.1e+03   ;     -1.2e+04;           -5296.1;   -2110.24685         ;  -4819.448   ;       2490.4;   3890.4;   -5.5951e+03  ;7.3e+03  ;       1.1e+04 ;-5.33872e+03;5636.9208600; -8245.8;       -8.53e+03 ;  3.6471333e+02  ;         -13191.3;1.21903e+04;   -1.104859e+04;  9536.66494;         -5608.0; 3248.81743;    11219;   4e+02  ;   -7807.214;  -1.3977e+03         ;-644.6    ;  3.0625e+03		;            -897;   -9337.671    ;          3.9565e+03      ;-3.40e+03;             -6.09e+03   ;-11359  ;         -2309.45932;-1.002534e+04  ;-2053.42826;                81.477;      -4.8e+03     ;  -11455.4508248 ;-1.1e+03 ;                3852.7; 8e+03;   -2990 ;         -3397  ;   -3.61352e+03 ;      3340.958   ;  5894.250233;       -2e+03;         5e+03      ;-5e+03;     -4.43164e+03;-4989.77466;       5482.0082;         4.68e+03 ;-3.44e+03 ;5.2294e+03 ;             1724 ;7741.0191526;            5.5e+03      ;   -9.9474224e+03;        6610.4  ;       -1e+03  ;   2.69e+03  ;         8.19304e+03 ; 8.5982360e+03;      7.4e+03  ;     6.9781076e+03	; 16901.6; 6.39e+03;3.014e+03      ;-4557.38816        ;-2752.95;3570.44;-1268.08;  3617.2  ;-4.10e+03;   -9263.41    ;       -4922.35; -3249.841631;        -5264   ;-10996.75811    ;-7960.457288     ;4255.0308;1.034207e+04;11608.5230   ;     -0.81
 -2.970650e+03    ;       -6694 ;           8.38e+03         ;   2921.2;       1997.78  ; 4746.128 ;     -1e+03;  -11547.24     ;       -5017.7;      771.101726    ;         -4852 ;9.88e+03    ;              7988  ;       -12820;            4e+01 ;       842.395928     ;1.13e+04; -1.323e+04;2.717685e+03      ;    -2.43801e+03        ;  860;  13762.765610     ;-6225.55  ;-12111  ;        -6831.393;  -5.7e+02;        -2e+03;     3.87e+03     ;  1.51e+04;       -1.01e+04;      1e+04         ;             3e+03     ;            704.35;-5587.754;      4455.76 ;433.046207  ;         -7.8692239e+03 ;        -6823.143708 ; 2.514172e+02       ; 2e+03    ; -4275.786754; -5676.78;-5e+03;     -9570        ;  -10575.44;1.5802e+04   ;2.93e+03 ;  4439; -1.2817e+04    ;19669	;     -3e+03;-5e+03  ; -5.7e+03;-6644.8 ;     -9.92e+03		;-5658.6774;6902.1958500       ;    4.86063e+03 ; -1e+04  ;              -6e+02     ;-8.93113e+03;1.581272e+04		;  -9822.36     ;     -7976.08;        -3843.06  ;  -2236.95    ; 1.6e+02;5229.8552;   -6803;     -5.05e+03;6.69100e+03;    -5934.53 ;906.1434003 ;  17094.41  ;-7010.36       ;        2752  ;           -1.48e+03;1.204027e+04   ;    -4097.9;        5309;-1809.159420         ;        -1e+04;4.80e+03;       -6856.2	;      6296.3;  3.0e+03	;   14078.0;   -5.397e+03	;4e+03;  -3463.7 ;-1e+03;-6587.9667;     -2214.1;-7.29e+02;-4931.155709     ;1.333e+04;         1133     ;10884.4026         ;            4e+03;2870.854036;     6.487632e+02 ;         6097     ;    -2.42e+04;     -3e+03	;    -16511; 5.143471e+03        ;     -6466.639455 ;    -1.2e+04 ;    6.72e+03;       -15420.3;         -5.335e+02  ;  4215.55      ;-2.66e+03  ;-2108.88286;         21371.7256     ;           -3e+03   ;  -7780.398;  3.108e+03   ;   -1e+04;              7604    ;8.651e+03      ;   7350.350067;          -5e+03 ; -3e+03;       9444.0326 ;        12977.97;         4923.533;      2123.751; -8e+03 ;       0.7338      ;  
-7.0e+02;   -1260.7;  -5.2e+03;    -6.007012e+03 ;  -5.07e+03;         -7.6e+03;-6.3296355e+03; 1.3e+04;        3634;   1.32e+04	;      6.7855061e+02		;4499.649484        ;   8.0867e+03	;  6.2e+03;      -8631.2927750    ;176.532438	;         -2.5534e+03; 3.7e+02    ; -6.652130e+03;         -6290.031	; 3071.8;-5173.592615;-4.5218e+03;     -1.01e+04  ;116.798   ; -3890.748;-1263.11803;               6115  ;   -8006.88;        -5.87e+03;             1162.6843;7.842546e+03;      -856.721502;     3e+03;     1928; -1e+03;          8.1e+03;     -12532.3581  ;        -5.046716e+03   ;1.00e+03;     -2.32238e+03    ;   -4.5e+03;          8770.4;  -2135.87;  -3.2e+03;       -5176;      -4.2e+03 ;2370.8993491  ;      -8.3e+03;   8105.55;      7099.51   ;-1e+04;     -9944.4135        ;-3.755e+03;    -13138.0;    -10345.1702; -4e+02 ;8103.0763;      -1.05e+04;          3e+03;          1852;  -2.3e+01 ;2413.6272;         -3330.5294 ;    -6e+03 ; -340.8305 ;           5e+03 ;3218.2;  8.1287e+03        ;               -2e+04 ;1.1868568e+04;       -17436.48;  7.510773e+03;      5.108204e+03  ; 1.1045e+03 ;-1633.54;           -8.8e+03;          -816; 150.392;   -12832.3       ;       -2404.2       ;-4.2e+03   ;                  5e+03     ;8.4704e+03       ;          2e+03     ;  7.681701e+03; 1.7e+03; -9.19363e+02; 1347.18;    -1278.86871;       -255;  -6.4e+03;   -5098.54 ;    -4678.761  ;2e+03;       2650.0404; 2.56e+03;-6.2e+03;       5e+03;    -3.2e+03       ;        -909.8;        29061.4122       ;   3.44e+03    ;   -2114;9357.3  ; -6627; -1.040e+04; 4.9514950e+03; 6.522e+03;1745.12147;6.9466232e+03         ;       7.3e+03   ;-1.1e+04			;5.3e+03;  7.04941e+03;             -7e+03;       3.04e+03;       -1e+04;         -12275.36258;    7641.158839;-4.79927e+03  ;      2.6e+03    ; -2792.043    ;  -4.34607e+03        ;  -6e+03; -8.456643e+03      ;   -9024.6877; 10636.258970;    571.1;        0.8
3.58e+03 ;6205;-2.7635e+03;         -6.3035803e+03    ;259.5014  ;         785;        -4e+03;  1.4e+04;     -5912.3         ;              8773;    -1.39e+03;6.8e+03;8e+03;           4.4e+03       ;          3141.41    ;       2.9e+03;     -4308.88;-3.994e+03;  3.87e+03    ;       7e+03;-4e+03  ;    -7.0e+03       ;      -4114.1       ;   3063.960 ;     5.9e+03 ;       -6e+03  ;-4e+03;       -1.9570528e+04			;         -7.782e+03;4.318e+03;      -7883.3         ;    1.748478e+03;         2.39112e+03   ;    4399.66; 1358.09 ;      -2781.1         ;          1483.24633     ;   -7.1e+03;    -1.05e+03			; 9317.466800;  -3100.7575749; 9295.248         ;     2493.512539         ;-4263;-6.708e+03;-9.862e+03  ;    -2397     ;  -2805.989        ;   2.184e+03 ;         8291     ;          -4.7e+03;   5.2e+02;  12273.658480;7945.43417  ;     -4e+03;             872; 1097.5192675       ;         -6457.523;     2539.14238 ;      -8728.362   ;9.58e+03        ;  -5.7e+03       ;3.562256e+03        ;        -3.21e+03;       4.5564e+03  ;   -1.98e+03; -6635.6042; -6840.94     ;-4282.7703592; -1.1e+03;       2330.580499        ;      -3.87310e+03;2425.459		; -1015       ;  -3.83e+03;-7.419691e+02;3.933517e+03         ; 1.057682e+04    ;       -1574.666;   18154.98 ;    -1416.577 ;     6536.83;     -5759.54;3165.52; -1.222616e+03;    2365;  -1e+02;1.1e+04   ;    -1788.6563;     -9480.44       ;  977.35;      8388.056;1e+04;-7.883e+02;   -6849.1813838			;1.933284e+03;            -2414.4;      5e+03   ; -8.8259499e+03;2.422973e+03;         -3.51e+01;  -4.7956106e+03;      4e+03         ;   -2.8394582e+03     ;        -9634.5		;  -1.0896917e+04;     -1e+03; 8.60525e+03  ;     -1.63e+03;     2026.876;  -3e+02;  4e+03;6952.4181695;        8775.949         ;   -8.2e+03;                66.9	;          1152;  -5.02e+03  ;4774.125  ;    1.563e+02;       2232.1;   -4.3290476e+03        ;                2e+03; -9.6945365e+02;            -1616.5;             -1e+04;-5919.69840;2467.341996;5.9e+03;       6.01774e-01
      6.1e+03  ;1463.5270178;   -3621.11;        -814.595709;   -2.516950e+03 ;-2396.17;       2474.65       ;      -6351.7;   -1.86e+03;  419.8747       ;3712.7231 ;   -1042.775;         -4e+03         ;     -5.91215e+03  ;     -841.6     ;  6.551965e+03  ;3982.893    ;               1030        ;    -5544.4;     4.3191e+03      ;-1347.532  ;     3.2930e+03;             8e+02;-4177.289   ;  2830.3682363;4e+03;-5e+02;      1.6e+03;       -2556.931;         1800.6  ;     -1.5242e+03 ;       5139.974   ;1.46168e+03;                   8726;   -3922.2;     5e+03;   599.7208 ;-2138.82278 ;   1.4687e+03    ;-1487.878680   ;  -9e+03;-2316.0;     4e+02        ;5e+02  ;      8014.79 ;         826		;       -7.03552e+03 ;  7.22e+02;         5e+03;     2662.2617575;           2718;    -4764.776;-1.169963e+03    ;              1e+03;    3.423e+03        ;-6.32e+03;5.553175e+02       ;   -1631    ;-2826.06; -138.35;           -2e+03  ;3.4255087e+03        ;   2.08e+03       ;                -20.3;        -1076.6     ;3534.0622699;       7643 ;  -4e+03;11768.7509 ;  -2502.185340       ;5540.59829  ;1.64266e+03; 4969.3522      ; -4.2222e+03 ;         -882.13;7.75e+03;    1.3e+03       ; 3.9128495e+03;2.987e+03;      -6.1830320e+03;3132.793;       -4e+03     ;         2495.4116         ;         4300.92		;             3962      ;           6.4e+03    ;                7e+03;   1300.2127575  ;-5498.872         ;  -3.42879   ;              246;    643.15       ; -2682;-5756.5665091;      1.5822e+03;               -895;-5829.952 ;       -8072;-2e+03;        -1956;       -3.8586e+03 ; -180.0850502;1380.441;   4111.7  ;    7246.9255 ;       -3.540404e+03        ;        712;        6.081312e+03			; -5.4404e+03 ;       5035.6 ;2354.397    ; -7076.300857;         -5e+03     ;   -675.032 ;     -4574.6    ;   -4925.75;           1476.5;    5781.4   ;  -6485.300380         ;   4e+02;        2e+02     ;   2.5918323e+03; -5009.1566519; 5.99e+03      ;         -9.72989e+03        ;      -2346;        -8346.64    ;       3704.21  ;     -6790.35;-1.25518e+00
      -3e+03;      280.129878 ;             -2.507e+03      ;  -6.8764e+03;-3155.832404   ;      -6728.3;           -5e+02       ;      -515.12      ;           -860 ;    1631.333496;       -339.62;   3e+03     ;        9911.32810;     24     ;     56.147        ;  4e+03;    4187; 8555.6467911 ;-1.887e+03;   2555.60228;   1.5755e+03;              -1286.5   ;  -1e+03;-2.2075060e+03;     1.59e+03;  5930.1;    2.6723e+03   ;          -3077.69 ;-8744.95      ;704.19;         -5e+03;        1493.4; -7462.7   ;8161.8826 ;      431.6;2060.4;   7e+03 ;       4.04e+03;   -5.2647e+01  ;     -2.3685382e+03        ;        -1e+03;        1136;            -2147.34;     -3201;      1.72e+03       ;           -1193.7853;     -789.28;      5325.9987903   ;       2217.81450   ; 8796.46 ;6e+03;    -2820;        -6.6e+03;      -2.45e+03;      3e+03     ;         9e+02		;       -5544.192207   ;    -3721.9;-328.169;         -1.2e+03;   -5e+03;            -2.836e+03		;        5.2951e+02;  9606.627396     ;       2e+03;   -281.14353         ;-1139;  -5570.13246      ;      -1434.4  ;    -2325.657251       ;-3293  ;        3.79e+03;          7377.81    ;-9.395646e+02		;      1111.9      ;  2909.5    ;          -4e+03;   6e+03;5551.1;        -5e+03 ;         2e+02 ;  -241.151;5e+03;      4448.2848748 ;-1770.305738;-4e+03;       2428.1051660;     -4.6e+03       ;           1239;    -1e+03			;     2e+03         ;-334.12     ; 5807.513675	;         -4e+03     ;     2559.1023;      -5.954936e+03;  -2075.237 ; -4.1e+03;-3.7e+03 ;   -3e+03;      -1040        ;  -1291.66423;  3861.43806     ; 4.297e+03    ;         1662.49282;   -3313.01758;  1576.7417330; 1381.867293;  7560.3         ;8838.3587       ; -1.6285e+03;7.9e+03 ;       1.1e+03		;  -181.435; 5654.104;    -431.9 ;      4224.3258     ;  -1002.441304;      -4306.54;   9234.8066740;2.8680628e+03	;-223.1942;-4.4585475e+03 ;        3.9e+03	;      649.3305;            -6.9e+03  ;      7.31e+03 ;       301         ;    -1.55e+03; 9.293401e-01
   -497.65      ;       -3642.53611;    1e+04   ;         68.5 ;    3308.37;          2832.1;-3.0044e+03; -296.7876;   -2.7e+03;1e+03;-4.4535531e+02       ;   7860.684; 1e+03;    -3800.6;     281.055  ;  6244;               8968.9     ;       7e+03;    -2636.53       ; -6.472225e+03   ;246;  1126;     4.78e+03 ;        7869 ;            864.743     ;  1719.140914;        -1602.54;5.407e+03;  -1482.66;-3.799002e+03;       -8469;  2.70e+03   ;    1574.344	;                   9860;8.893889e+03       ; -3.2414207e+02    ;       2.8e+03  ;3.6513747e+02     ; -1e+03; -10053.8102539 ;8.663e+02;-2.3183343e+03 ;        -8.71132e+03;-4.1e+03;       -1e+02 ;      4313 ;-2.3298e+03;939.26;-1.8e+03;   -4863.6122;        2e+03     ;     -4652.9    ; 2074.3327395  ;      978.6     ;  12786; 1.0015e+03	; -1.6e+03    ;  -6323.574115       ;      -224.909; -1.2e+03;                 5e+03     ;      -4.46e+03      ;    2.59e+03  ;     1.4e+03;         -51.9208;    9762.61751        ;  5289.1			;     -9.797775e+02      ;    7.0077e+02; 696.05;         3.83e+02	;       -516   ;4334.0974647	;-4.8046902e+03 ;       2.83e+03 ;          419;1747.61      ;       -91.4 ;   6.74e+02; -5119.639686;1.182e+04;    -766.84;4e+03     ;      -6390.283       ;-5.387578e+03      ;   1196.7523718;   -2228.89;-7561.70;    5.76522e+03 ;-2e+03         ;2.3763142e+03       ;       1124.5  ;  4874;       5e+03       ;      3736.4805;      -11922.6;4.5e+03 ;-4.2616e+03 ;    -1522.9 ;         -4.31e+03;-4.98e+03;      5323.93;        -2e+03         ;          -1.1e+03         ;        -3155 ;3331 ;  277.45507      ;   3e+03;           4248.492   ;         11990.5			; 8020.705      ;    -2067     ;  -1.7291909e+03  ;7.170282e+03   ;-5.68e+03		;       -1.71e+03         ;   -2.553e+03;      -1810  ;-3.52e+03 ;         -2268.865;      -8.6765e+02  ;      -1.2866936e+03 ; -1532.1; 9944.254010;         -9.41e+03     ;         1.17438e+03;  -1765;-1.19118e+04 ;        -2610.5890486;-2.03384
      1002.9 ;       -479     ;        -2.5754e+03;7.8e+03;2398.4889      ;    -2015.32 ; -3227.5;1e+04  ;   561.298594	;        1e+03 ;               1e+04;        -5e+02       ;        6301.621836        ;     8e+03      ;       8.66086e+02;             966.86;-1564.2 ;  6.5e+03;        -13224.0584029;            -1e+04;9.1214e+03;         1275.001; 5137.59;                  3e+03         ;        2413.4;-2.5e+02     ;  3.38357e+03;3021.8;        1e+03		;      1e+04;        -1470.058; 1815.59861         ; -1.064e+03;-2.217e+03;3e+03;    -2821.310912       ;      6e+03;      -5189.6;-2579.042888; -11536.16319 ; -2e+03  ;          1.1e+03;-12309.52;        1.0698e+04         ;          4.1107e+03;            717.2    ; -5.0451776e+03      ; -12202.292019 ; 9e+03     ;   4414;   3528.15;     -4.54e+03;5392.6000393;    -1.20956e+04;     1e+04; 191.363;       -3338.44;         51    ;    6844.51;3.02622e+03   ;14966.02;       -7.7304556e+03;1.00624e+04  ;      -4414.8  ;        -6.7e+03   ;    5305.3  ; 5.4855470e+03     ;      -7234.471856     ;-649.057;            -4e+03   ;2.3190e+03;-7.20e+03    ;      6e+03 ;   1281.63;    -6.5886677e+03;      4827.90     ; -4.82898e+03;  -7.4372e+02;1649.65610       ;-3668.6        ;2.58090e+03  ;      8722     ;     -8867.9;  2e+04;       3.68901e+03 ;     8.4e+03;    -5e+02	; -8211	;         -6285.904 ;  -2.12e+03;    974.386;         -3.52519e+03; 11554 ;   -8.87400e+03;4794.2396        ;    5.885947e+03;       -1.45e+03  ;   2.9e+03     ;-1.122e+04; -3.891187e+02   ;5.1845213e+03;6.24494e+03;   5381.803;         1947   ;          -2848.47;        -9501         ;222.165    ;      11819;         -1683 ;  8498;2473.5;         -5.76e+02;-2.440893e+03       ;-3.307896e+03  ;7.5e+03       ; -4558.6;-3.91431e+03;           6171.682 ;1630.8297; 1225.97  ;  -10351;   -2e+04     ;           -2e+03			;8.2202003e+03;       -3079.875      ;               -9e+03      ;         -2291.170;            14.14  ;  3e+03;        -0.992
4670.877742; -6.759249e+03;        4868.147 ;         -3.67e+03 ;      -1201.8 ; -8998.734;  -1.35e+04        ;        -5.89e+03;       3.6e+03;-4.569e+03;      1e+03;     -1589.5606   ;   -4946.7405    ;7.09864e+03         ;   -5950     ;     -3.18e+03;-8618.5600042; 3.06e+03  ;   6.382060e+02;  -1076;       8e+03; 6955.13122    ;  1889.704426;-4e+03;        -6.190e+03 ;  -3e+02 ;        -183.6      ;1.5332e+04;      4.49891e+02;-5845.2  ;    4.69995e+03;-8.707e+01        ;     2539.7     ;     1.2e+02;  6668.8;4942.3273361;      3e+03;      2398.26;         2528.5;   9.41359e+02;  5312.87; -1e+04;     4135.211968    ;5.1445852e+03 ;-7.02e+03 ;    1673.07;-4.94e+03   ;      4e+03  ;     -5.59133e+03; -3e+03	;4.541977e+03;5.451617e+02; -4.36e+03        ;-4447.584;         4e+03;-9.4e+03; -9.8e+03;   4657.39735       ;       -800.3    ;           1369.2;      7068   ;   3.3e+02;       5421.9;    2.08e+03;      2234.62     ;     1e+04;14200.33;   2291.15420   ;-9e+02     ;      -3e+03;        6393.73     ;-5.33e+03   ;2157.6221563		;          -244.88219;     2.93e+03; -5.27e+03    ;  -5341.0656;-7678.363;   -1731.9;     -1.19840e+04 ;   8448.54;   -6.75e+03;   -1002.402318; 7.6077e+03			;     -3e+03 ; 1.53e+03         ;    -4e+03;  -6.75499e+03         ;-6308.91842 ;3798.43;      3.07e+03;       -1.3e+04;-10839.802   ;   -7047;           4401;     3.335e+02;  5e+03   ;-4678.6829757;   -5622.52      ;     -4023.676;  -3330   ;  18407.1  ;1506.8 ;     -1833.83610   ;    1.1032e+04  ;    9026.74    ;    2435     ;8584     ;4.4409e+03;1422.161       ;4.26991e+03     ;     7013.8;   -5369;      -4731.31     ;-186      ;       -3e+03 ;5940.192      ; 847.871;   3295.7   ;    7.053e+02  ;-8e+03   ;      -1.17e+03    ;3730.9819  ;-1745.72;-9062.664032;6.3e+03 ;-2e+03  ;   4.635989e+03;     5e+03;    -1.21685e+00
1.334759e+04;      -10582.3        ;  3.0591e+03;       -6163.79;5775.769   ;           3.9776e+02;-7115.538035;     9791;       -10582.0;        8327  ;       -6e+02 ;       1.59e+04       ; 1.54367e+03    ;          -5880;      -6.1461401e+03;     4138.7    ;      6.29619e+03;5.93384e+03;2615.06030;      -9020.66;              6364.38;             -3.14e+03       ;        4554.5585085 ;        5302.7			;  9.4023e+03;         8e+02       ;4994.58;2.7516e+03;   -2e+04    ;      2.7e+03;   -5e+03 ;   -3940.3;89.96775    ; -3.1e+03;2.0799208e+03;    -1.678e+03;    5412.6        ;-6441         ; -2.5890e+03      ;-1.2e+04;-2e+02        ;          2e+04;1.4345e+03     ;    1e+03	;-6272.700    ;  3899.78;            1.4914e+03     ;     2.3697110e+03  ;        -6.2239875e+03    ; -6e+03      ;       8e+03  ;-4.4688e+03;-9622.33629      ;             -1e+02        ;        4e+03  ;          485       ;    -1.451e+02   ;      -1.1e+03; -5.750e+03    ;-5576.78;     -7410.44  ;1.905e+01;-6050;     1382.568183;1.01403e+03;          13398.4329;-3.2839e+03    ;    8.6723e+02        ;1.5229e+03  ;       -2.9134e+03;   -1.48e+04		;-4370.67  ;       -3.2e+03;  -4704.14         ;2.2e+03;   4.5e+03     ;-7.1e+03;     -2e+04;         -6e+03;-17663.30;       -4.112e+03;5136.57  ;2006.01     ;           -5974.157   ;-3053.069111  ;  -1.21e+03;-9.7848161e+03;    -8.7937548e+03     ;    1.5e+04 ;8109.6348995;   -6.292569e+03;-7.29691e+03		;        9229.92431 ; 1.7699e+03;              9e+02   ;     -2e+03;       3827  ;    -7.16e+03   ;        13635.466817;4.2485e+02        ; -8.010752e+03	;  2.7852470e+04    ;   3.57e+03;         -3676.740661        ;      8764.750;8.4434e+03;    -9.91e+03;         -2532.9 ;   2.07e+04    ;10846.26        ;       8.725332e+03	;  7384.08         ;   -1.474e+03;7793.9005;7195.44;         -1.437058e+04     ;      -2.478e+03 ;   -8.8e+03 ;  -11181.78543 ;-1.621785e+04        ;  -1909.43107;  -546.335588;    -2748.7655150;      3928.8491      ;    -14744.480;7.4159343e+02;-3.7e+03         ;      -7320.1714023  ;               -884    ;  5.598615e-01
