3.0e+00;               1.17;-5.684e-02 ;    -1.2574093       ;               -0.5       ;     0.9;    1.1226e-01;-0.852220  ;2.427e+00  ;               -0.03598;      -1.0  ;   1.315126;      0.94895;     -0.2 ;          2.0944e+00; -1.301573e+00    ;-0.379241; 2.1539713;0.399445  ;0.22 ;  -1.7726;-0.998        ;        2 ;          0;       0.04008		; 2.53 ;        6.100e-01;     2.17e-01 ;      -9.51e-01;   1.5804e+00;  -5.5939e-01    ;   -2.372987e-01     ;          1.4;   -2.111;-1.37e+00   ; 0.0519249;          0.6;       0.2;    1.68101;    -0.162589; -0.7228   ;              0.7 ;       -1.2335e+00     ;  0.1 ;3.317515e-01 ;   4.0880267e-01         ; -8.848520e-01    ;   1     ; 1.25518e+00;          0.21     ; -0.3418773  ;           0.4;   0.94208;   -0.533    ;        0.8;   1.6913667      ;       1.97e+00			;     0.6347;          2;        1.108628      ;   -0.329724;        0.27 ;-0.1;    1.277;  0.3343142     ;     3.02e-01;    -0.6;        0.2        ;     2      ;         -0.7222;                  0.3 ;  1.034271   ;    -1.1854         ;                   0.5 ;      -1.038697 ;      -1e+00;        -2.73e-01;      0.76804; -8.3752408e-01;1.093;         0.4177; -3.00422e-01;  1.6705;          -3e-02;         -8.44e-01         ;7.706e-02;      2.6  ;-0.51 ;-0.1097423;-1.5    ;  0.6638 ;      0.37089  ;     -0.2365313  ;           -1.10407      ;      1;        -0.551;-1.51568;   0.7006;-2.32e+00			;       1.397		; 4.8773971e-01    ;       1.26927; 0.572511 ;        5.755e-01;            -0.24925;      1e+00 ; -1.665 ;     1.08918e+00;  -1.0e+00        ;   1.2508402; -1.11911         ;  1.836717;  -1.637;          1  ;0.39    ; -1.82323 ;             2.1      ;        1.13e+00 ;             0.004;       -1.7286177e-01;    1.7009;1.129e-01;0.05758456 ;               -1.1853;     -7.444411e-01;-1.439656e+00;                 -0.11;  -0.399989
         0.28;     -1.62         ;         -1;     0.40252    ;1.470e-01;  -1.0878280e+00;2.6961653e+00;     -2.35621;        0.662;1.02801e+00      ;    0.06 ;  3.568876e-01        ;        -2.432904;               0;       1.1    ;      0.8850981     ;      1.1996;   1.613e-01 ;  -0.55601;     -0.355    ;3.2e-01 ; -2.33484e-01 ;           0;7.02495e-02 ;       -0.13  ;      -2.41;-0.1   ;  -0.4631583;      0.540399 ;1.357;   -0.7559173;         -0 ;            0.3;    0.446        ;            0.7   ;  -0.9		;         -1.0200415e+00   ;  1.7e+00;          -1;               -1.14 ;    -0.2;        1e-02 ;4.63596e-01; -2.28053e-01;1.05542e+00;  -1;    0.76219         ;     -0.2865        ;-0.3701		;1.2048536e+00 ;    -5.9e-01;          8.501574e-02 ; 0.09      ;  -0.7 ;     -0.3655;1.6885192         ;5.3497086e-01         ; -0.187 ;       -0.84;        0.2473;      -1;2.1692087    ;1.72449e+00;      0.97;-1.2278e+00  ; -0.42522    ;    -1.1212551      ;        0.1828;   1.37808;    -0.43197;  0.9332      ;-0.2529653   ;    5e-01 ;   -8.8e-01;      -0.675;4.215e-01;           -0.659; -2.38025    ;      -1.4   ;0.07;     -0.2379        ;0.2350; 1.51314;   -1.337;        -0.2702        ;     -8e-01;          -2.5;          1       ;      0.27    ;        0.4688;   -2.098e-02;-2.23217    ;           -0.8       ;           1.6;    1.0155e-01;     0.3  ; 1.28172e-01  ;         0.28684 ;    -1.39			;         1e+00  ;2.62e-01;   0.2023  ;   0.62 ;5.0941155e-01      ;-9.953367e-01 ;        0.5705;     -0.2615;  -1.5   ;-0.6 ; 0.7064      ;      0.34;           -1.2;1e+00       ;-0.4;   0.58210;  1.10200e+00;-0.46 ;     9.761271e-02;           0.5     ;   0.44786;        -2e+00       ;      1.21	; -0.18730    ; -0.76456     ;         0.1678;   7.1280e-01  ;        1.331      ;   -1.20e+00
0.5676270  ;        0.086663;        -3.1e-01 ;     -1.069863  ;                0.4  ;   -0.18276;    -0.22935         ;       -1.56242; -2.4546e-01 ; -0.8;    2.365e-01;-5.378069e-02         ;        -0.89 ;       -1.0198  ;     2.05e-01       ;     -0.6315;        8.1e-01         ;   -9.49040e-01 ;     -0.472;         -0.3;     -0.4 ;-1.041e+00;    1.2 ;         2.13     ;        1.321437;      -0.8619998;  -2e-01    ;-0.6545801   ;1.935031e+00;-1.76328e-01;              4e-01 ;-1.67814e+00    ;  -3.83002e-01    ;-1.613641;   -1.55e+00;         0.16115  ;    -0.071;      -7.103951e-01   ;      0.139;-0.00;         0.5410325 ;-1.028e+00    ;   1.074927e-04;   -0.5942;              1     ;     0;   -2.380e-02;    0.08555         ;   0.76       ;-0.0205        ;  -0;       -0.7;            0.12561;    -0.377603;       1.1		;      -2.575701e-01        ;             1.168;      1.301621  ;            -1 ;                 -1.1  ;      1  ;          0.29;      1.2093e+00      ;          0.3       ;        -5.475945e-01;-2.0702        ;    0.6895047;   -1.196251    ;    -0.31 ; -0.14  ;    -0.8319        ;           -0.1 ;             -1    ;       -2.564367e+00        ;   -1.05e+00 ;               -0.34;-1.034e+00;-0.969154  ;0.41		;                   -1;0.1983552     ;    -1.881937e+00     ;0.9590675;          -7e-01;        0.8  ;         1.11;        -2.31    ;     0.1984272;3.2109365e-01         ;-0.1;-1.44582;       -0.3       ;0.83    ;       1.5145;       0.49;   0.8641663 ; -7.5e-02         ;            -1;      1.879303;       -2.125e+00        ;      -1.035;-1.1253855e+00  ;   -6.4966e-01     ;      -1;-0.57912;          -0.3;      1.75873;0.826837  ; -2.5656e-01        ;    0.2324        ;      -2.813003		;         1.57;       2.0066e-01;     1.3;      1;       -1.677    ;3.535239e-01     ;1.2777106e-01;       -1;   -0.15   ;-0.1077   ; -0.09     ; 0.9083;      5.211772e-01;       -1.1e+00  ;         -1.3970;     0.5228;7.26e-01
 -2.05e-01;      0.401 ;                0.53  ;     -1.0857     ;       0 ;     -1.03;7.3e-02     ; -4.012e-01;   -3.1068640e-01         ; 1.153e+00		;-0.4759    ;    -0.571       ;0.13951;   0.4285342;    -0.1546;              -1.629 ;1.555659;        -0.3 ;   0.28    ;-9.6852e-01 ; -0.32124  ;      0.95;     0.82127			;0.46746 ;0.2433239;        0.02;         -7.13259e-01			;   -0			;6.46220e-01   ;      -2e+00;-1.46225e-01;                 -1.0;    -0.900392;          1.2;  -0.611001 ;           1.00  ;-5.170542e-01 ;-1.88164   ;     -1.575963e+00       ;     7.28e-02;  -0.63816    ;        -7.272e-01   ;1.2e+00 ;  0.699 ;     -1.0  ;     0.1896;-6.637e-01;2.5944941e+00; 1.2154e+00      ;        -0.2  ;-0.525;              0.1;         -1.2608 ;          0.66 ;    -7.4e-01 ; -0.1762267       ;             -0.0135  ;-0.7169        ;   -0.378696   ;        0.02731   ;         1.04292;     -1.03905        ;             0;         9.5077838e-01       ;       -1.8064;            7.435e-01; -1.0e+00 ;           0.8;  -9e-01;           -2; -1.040e+00   ;     0.1       ;    -1.504307      ;    -6.497e-01;           0.5;         -0.8521      ; 6.7840e-01;       -0.325463;-0.0743476;0.284;  1.0492    ;  -0.3827526  ;       0.69399	; 5.6e-01     ;               6.2e-01;       -0.354409; -9.0443804e-01; -0.395302    ;         7.446536e-01; 2.6407e-01 ;      -0.7     ;-3.027e-01;       -0.4848    ;   0.56631      ;       1.669e-01;             0.31      ;          0.8;        2.1428; 0.376463     ;         -4.886e-01  ;        -0.5103533;-0.9125;             0.0067089;       2.859e-01;        0.48      ;-0.9525        ;    1.4394241;          -0.005394;-0.0934529;        -9.1478e-01      ;       0.526;                -0.53;        -0.779798       ;    -0.73     ;       -0.3613849;        -0.353;8.11e-01       ;-0.9809; -0.149	;   -0.96006       ;     0.24       ; -0.181;            0.48;5.978120e-01;     0		;                 0.582		;  -0.37605       ;            -0.86813;
-0.76338;         -1;1.48114e+00;      5.39e-01   ;   -2.2;       1;        1.1179;     1e-02;       0.367; 9.86117e-02     ; -0.82576 ;     6e-01;-6.621e-02    ;    0.60; -1.53e+00   ;       1.58   ;0.2242916;    0.06        ;    0.328;    -0.2189484        ;          0.6327;     0.077;4e-01;           0.69;-2.3429582e-01  ;     1  ;           0.3     ;     -0.73471;        7e-01 ;      -0.19;       1.45874  ;     -0.006762;      -0.658;   -0.2570 ;       -1.179;        -3.26e-01      ;     -0.01402;            1e-01   ;  -1.8014   ;  -0.69114   ;    1.974623 ;  -0.9598;-0.698    ; -1.06e+00;        0.2;       0.821; 3.3011270e-01     ;          0.35		;-6.3691692e-01 ;          4.8e-01;           -0    ;    -0.04  ;      0.50963;      -3.1814e-01        ;   -1.09e+00;        -0.22;        1;            -1;          -2         ;  -1.08144;-1.30364 ;        2.674904e-01      ;    3.5925e-01;     1;         2     ;  1;    -1.25;             -1;     0.7;0.816442;                    1 ;8.0051e-01   ;              -0.69;  -1.523;    -7e-01;-0.290749;         0.5694         ;       -1     ;-0.6951786;0.2388 ;                  0.2   ;0.2141031;     -0.0930; -0        ;    -1.1;         1.01629e-01       ;  6.3915801e-01;   -0.252133    ;      0.21  ;-1.1e+00;         -0.118700    ; -0.7      ; 0.198147         ;4.8e-01  ; -0.38   ;    1.9767331e-02;       0.6         ; 5.300e-01      ;-0.8;          0.3;     0.353;-1.0641e-01;0.629        ;      -1.403e+00;   -1.063230;-5.24998e-02      ;  0.951921   ;   -2.24155;    -5.1e-01;2.9e+00;9.687979e-01     ;              -0.5518;       -7e-01      ;   -0.6413 ;         0.6135201  ;      -0.860;   -0.178109;       5.9e-01        ;-1.487760;     -0.6;-0.093;             1.75273;0.7116        ;       -0.616199;                   0.02 ;       -0.670;-1.287209e-01     ;     -0.1572
  5e-01 ; -1.026		;-0.435973   ;    2.77427e+00;    0.32     ;       0.996816    ;      -1.20373  ; -0.638        ;             0.8  ;           -1.1065661;   1.5;                -1  ;        0.2  ;  1.397364        ;              -1        ;         1e+00;           -2;        -4.885e-01         ;9.8429341e-01       ; -0.0602;       -1.2e+00  ;              1;      1.0	;              0.5;            0.6649324     ;        0.046363     ;-1.8233e+00;4.7e-01;  -1.190e+00   ;             1.1;  0.5941      ;       -0.4;  1.2819428e+00;    -1e+00;-1.228e-01    ;    0.48589			;   -1e+00 ;        -1.43052e+00      ;      1.5; -0.015;           0.56;   8.169870e-01 ; -2.2176	;-1.89466      ;     0.9147031  ;  -3.9e-01         ;       -0.448   ;                   1.03  ;         -0.6210069;     1.939314;                -0;    1.0509769;              1.33418 ;      1.13424    ;6.767e-01;-7.8e-01;            -0.8    ;-7.709075e-01; 8.828e-01        ;-0.248 ;  -7.045e-01;             0.2;       1e+00;    -0.041  ;         0.3;           6.88e-01;        0.58;  -1.613238e+00;   0.8249514  ;       5.5899e-01     ;0.49691;   2.02;  -2.2278221       ;-0.3272;          0.9 ;       1.62;       -0.9;1.991065e-01;     6e-01   ;-2.6942e-01  ;    0.7058281;            -0.0679;       5.838207e-01 ;      -0.15      ;  0.9;-1.1214478e+00;-0.0;                 0.3; 9.81497e-01;   -0.444437 ;     0.630542 ;           0.2    ; 1.07978			;       -0.1         ;     -5.185e-02;       -0.534;   -1.0900883;      0.5153         ;    0.52;-0.79827   ;          -0   ;      0.88   ;         0.72749;     0.120969 ;         -6e-01    ;-6.726144e-01;           0.477  ;-0.295479  ;  6.06e-01      ;        -1.6e+00     ;1.891e+00;    9e-01  ;        0.7;-1.249582e+00		;1.293111e-01      ;           4.5e-01;            -0.4286;       -5.06652e-01 ;          -1.8870;        -1.02292e+00;       8.9816308e-01;            1;      1  ;   0.189;          0.7094713 ;0.6094787     ;       -1;     1.1e+00
      -0.033    ;         3.7095e-01 ;     -0.0978243    ; -2.859e-01;         -8.3618e-03  ;-1.3899e-01;         -5.1556278e-01      ;            1.0944193 ;        1.84 ;   -1.432e+00;         -1.905e+00      ;-4.179e-01       ;            -0;       0;          1.70   ;   -1.2e+00;     0    ;      -1.69        ;  1.82e+00;-4.44e-02;-0.47       ;    -0.5564;5.27e-01         ;  1.60301;        0.2;0.05681  ;        -0.3;      2; -1e+00        ;1.22702;              -1.0685   ;    -1.450276     ;   -0.3025       ;   -1.212765;          0.3764      ;-8.0e-01  ;9e-01 ;    1 ;   -1.7760659e+00;     -0.814   ;    -0.83800; 8.1e-01;     1e-01;0.075519;       -0.4  ;  0.01049483     ;   -0.224667   ;-0.4453;   -1.371114e-01; -8.9066516e-01;9.341448e-01;    4e-01;-0.7147;1.4974130e-01 ;     -1.04919;     1.4670558    ;     -0.6345407  ; -3.6894920e-01  ;           0.2    ;     0.409;          -1.23e+00    ;             -0.49; 6.72e-01;    -1.7280e+00;-2.1402327e-01 ;         -1.5       ;3.3514			;       -0.85449       ;          0.84534      ; 0.2268214	;   0.3612256     ; 7.8e-01    ;9.2903e-02;         -0.53  ;      0.8211;        1.5;         -2e-01   ;  6.8e-02       ;       -0.70;        -0.116782       ;      -3.8513369e-01         ;       0.3262;0.2049341;            -0.15;         1;     -9.22e-01;    1.87    ;           1.0505    ;       0.3163;  1.14         ;         1.3244741       ;        0.3;-8.184252e-02;           0.289; 1e+00 ;                   -1    ; 1.67e+00;         0.648118 ;  8.625e-01     ;           -0.6         ;  -0.183428 ;     -0.4; 2.2287e-01   ;3.9892071e-01      ;          -1    ;           0.22     ;    -0.5922605        ;   -1.781412;-0.63883    ; -2.1e-01;          -8.3644e-01;0.72688;  -3.5e-01 ;3.148083e-01	;-1.7e-01    ;    -9.2663e-01;        0.05478719 ;         -1.15;         1.60e+00;-1.27581e+00;       -0.5;          -0.70;        0.874964;      2.17521;      -0.4   ;    -1.84			;2.0e-01;  -0.744
 -0.3341903        ;9e-02;   -0.7783898;         -1.9;  6.57597e-01;   -1.1814e-01; -0;-1.37756e+00 ;-5.800e-01;        0.632   ;        1.4e+00;            -0.17383 ;     -0.581864;     1.827e-01    ;-6.11247e-01     ;    0.8   ;         2e+00;      -1.296    ;8.2584e-01;           -1.9;     0.56  ;                0.34 ;        0.02;        1.07059;           -0.397 ;-0.78092	;       -1.5e+00     ; -1.6;         1.5;  -2.2 ;             2;       8.5e-01;1.03;8.381e-01;        0.8    ;        -1.39   ;  0.0195;0.7576563;1.527904e+00;           0.5     ;           0.5973;      4.6593e-01        ;           0      ;          -1 ;  0.19572;           0			;  -7.32993e-01 ;     -1e+00       ;         4.2e-01  ;  -0.1795;-1.259407e+00;         2 ;  -1;-0.91142 ;     -0.11814; 0.2219       ;-9.55e-01;  -0.62966 ;0.446377      ;-6.2420619e-01 ; 0.3407  ;0.9925340;0.4050884;             -1       ;         1e+00;0.3472       ;     0.22;  0.46       ;     5.1902499e-01   ;7.893901e-02   ;         0.18;                 0  ;    0.1855676;    1.783e+00;-7.4825e-01 ;  0.1; -0.8  ;         -0.26;   4e-01 ;       0.09; 0.45623;   1.062872   ;     -0.34588;  -8.4712e-01;         0.62;  1.0e+00;-1.8721e-01;     -1.3  ;2e+00;       -1.077;-0.5329240;         2.431;1.35  ;       -1.895  ;  0.12;           0.2   ;     -0.8    ; 2.141677	;  -0.225;   -1.07;0.485445        ;   -1.3641e+00	;       3e-01;        -0.51744;-9.3586935e-01; 0.139;9.0569161e-01  ;        1.25e+00  ;             4e-01    ;  5.883e-01       ;       0.40316;      0.347         ;            0.4498964;         0.7;-1.2162022e-02   ;         -1     ;    -3.3 ;        1.12e+00        ; 8.980e-01;-1.681e+00   ;     -1.759  ;  -0.03;             0.03        ;5e-01        ;   1.53439         ;0.02903438;   1.4e+00       ; 1.8685e+00
       0.1555;  0.00098815      ;     -3e-01 ; 2.01401e-01;   -1.1376152   ;            0.6259  ;      0.36115;0.364;         0.007 ;   -3e-01     ;         0.97434  ;6e-01 ;1.286e+00     ;      0.75064    ;-0.7356;-3.5201e-01; 1e+00 ;     -0.84 ; 7.1953e-01     ;    -0    ;     -0.8186         ;     -1.6         ;        1.558710  ;       0.376383;             0.775      ;-0.942249;          0.085026   ;        -1.18594;     0.75202;         -0.4542;    5e-01  ;          -1.49;     1.135e+00; 1.1067993e+00; 8.5485e-01  ;   1     ;  -3.092e+00         ;  5.983962e-01;          2.88711e-01;      1.5;      1.409 ;    1.5808     ;     -0.381;    -4.071e-01;           -0;     -0.96911;     -7.475828e-01;         -0.601   ;                7e-01 ;  1.6     ;       0.39568    ;   -6.48621e-02 ;      0.7;         1.0017    ;     2.232616;           0.8;        3.09e-01  ;   -0.9683; -7.96877e-01  ;  1 ;   -0.5         ;      -1.08572;      7.870849e-01;         -1.6  ;    0;          0.3	;      -1.37017; -0.18931;-0.616;       -2.375  ;-0.379972     ;  0.46    ;  -4e-02  ;    -6.3076151e-01     ;            1.232;          0.1988  ;    0.63    ;          -1.47510      ;   -1e+00      ;   -2.25e-01      ;                -0.842        ;      -1 ;           -1  ;          0.462316;         0.08     ;  -0.1728      ;     -1.26 ;     -0.624;     1.19217  ;     -1; 0.3579871   ;         5e-01;-3.4029234e-01;         1.38        ;              2         ;    0.7405;      0.131   ;    -0.79;           0.9354865       ;      -0.1110;0.243  ;-0.4588823;  -0.181849    ;    -0.26318 ;-3.83e-01   ;-1.3031154;1e+00 ;  1.047e+00;9.4951801e-01;                     1  ;   -1.46534      ;        9.4899e-02;       0.3516;        0.2874       ;    0.463     ;       -0.117;         1;          0.2       ;     -0.93;      1		;  -0.4976   ;   1.32860       ;         -0.02;  -7.1531954e-02  ;           -0;   1.61353;        1.0550481e+00    ;  -0.217
    -6.7e-01;    4.026e-01;  -1.3        ;-1.13132;        1.03933;0.4644089  ;   -0.53;    0.716352       ;        -1.038007       ;      0.69669         ;     1.347;           7.2e-01         ;0.330;      0.14013;  2.508e+00 ; 2.150954e-01     ;-1.104905; 6.11e-01      ;    -1.74e+00;         1.67   ;3.024987    ;0.51051      ;        1.8178450e+00;    0.03121  ;     0.08253  ;   -5e-01;          4.356e-01;        -0.196111;0.0374009;      -0.45;   9.148e-01    ;      -0.36202       ;  -1.891         ;          -1.3 ;-2.148e+00;1.43425		;  2.0766867        ;  -1.199015   ;-3.68e-01;        0.4464        ; -0.05226;   -1.08334;      0.35      ;   0.6      ;  -0.1601193         ;           -0.388852       ;     0.3636832         ;  -8e-01;        3e-01  ;0.299;                 -1.5   ;          -2e-01; -0.03 ;-0.2717959 ;  -0.3360870;           1.3        ;         -2.087e-01;    -0.9685;              2 ;8.554247e-02;         0.97  ;            -0.52    ; 0.140;      -2.15109  ;       -1.1074  ;-9.904489e-02;        -1.2       ;           -0.5154845      ;    -1.03566 ;        -1.11    ;       -0.0876;  8.4175e-01;   -0.077      ;1.0134625e-01   ;   -1e+00			;           -0.6     ;-2e+00; 0.2906854;     -0 ;     0.1941;             1;-1.05e+00     ;              -0.84;2.654489;   -3.6983e-01    ;   -1.99607 ;     0.739773   ;    -0.123599 ;           -0.4;   2.3e-01 ;      -7.79325e-01; -5.705103e-01	;    -5.706002e-01;     -0.781854      ;                 -0.9;       0.23;          1.58			;   -0.2039777  ;          -0.59;  -3.376e-01;       -0;-0.797184 ;0.7017 ;        0.8021736 ; -1.5241e+00  ;-5.5e-01 ;   -1.360760 ;          0.9 ; 1.014e-01  ;      2.0684   ;     0.4;    -0.008;              0.3;     2e-02         ;       -0.47        ;  -0.152194      ;  0.35104  ;     4.629557e-01  ; 0.071  ;    -0.17517 ;                3e-01;    -0.789;     4.03e-01;       0.55      ; -0.020618  ;  0.5  ;     -1.4e+00 ;         0.374101
