-1.58194e+00;  0.082787;-1.54022;-0.03050725       ;   1.6        ; 2.1949;    -0.1209472 ;        -1.673    ; 0.936;-0.470306;1.400697e+00;-8.3494244e-01;   -0.56632;     1e-01	;       0.0046;           0.889         ;-1.22868;       -1.0331896;-1.181498        ;     2.1143082      ; 3.693e-01;      0.8     ;1.184042; -2.573e-01;      1.0524;  1.1126;    -2;   -1.0830e+00 ;          2e+00;      2 ; -1e+00 ;          -1   ;0.859805;      2.17e+00 ; -1.649343  ;            0;-0.090;     -1.7773004e-01;       -1.6 ;      -2.277e-01  ;             -0.423;  1.68e-01;  -1.1472 ; -0.4938   ;   -1.0216e+00      ;      1.40987; 1.4189 ;      -0.1016; 1.215e+00;           -1.7939;    2.514651     ; -0.644451   ;       -0.6521 ;  -0.4748532;         0.29  ;       3.16 ;    2e+00   ;-3.893259e-01       ;       -6.92e-02;       0.41384   ;           9.4960e-01;       0.978;           1.56 ;  -0.4309		;      0.88419     ;    2   ;      -0.3;0.5        ;   -2e-01;  1.644549e-01  ; -0.36339   ;     -9.804e-01     ;0.0898595;   -1.5644384    ;0.5485    ;  -0.64;0.0213595;  -1.0748e+00;              1;    -1.5   ;       0.43859      ;           1.486     ;-1.340277        ;      3.555e-01      ;         -1.234363e+00;     -0.057010 ;      0.2    ;   -0.124365;0.682         ;  2;             2e+00;  0.245; -0.624003;-0.54;       -0.3;  -0.5942;  0.724543  ;     0.1  ;         -0.97533 ;        0.215   ;   -2.442e-01 ;       -3.2e+00   ;  -7.38728e-01 ;-1.0674705    ;1.495784 ;   0.9400     ;-0.990200;           -0.762         ;0.5664207; -6.735e-01         ;   -7e-01;       0.548     ;4.03e-01   ;      -1.06891;0.227511;    -0.1543395;         -0.6 ; -0.85;0.61125   ; -2e+00     ;          1.27;     1.03;0.1189905; 5.583e-01  ;        -0.170      ;         2.17800e-01;   8.1e-02;     1.163e+00    ; -5.8e-01 ;      -0.05    ;  0.6    ;  -9.7647488e-01  ;     1.3e+00;     2.4874222e-01    ;  -1.1954e+00;       7.561e-01;-2.2822858e+00  ;   -1.452        ; -6.278e-01 ;-8e-01 ;        7.0557980e-01    ;            -0.2;0.031407      ;           -0.5;  1.034429e-01;     0.52;-2.12537;              2      ;      -1.88         ;   -1.43  ;       0.44     ;       0.5816444 ; 1.44 ;   0.5;2e-01;           0  ;  1.359; -0.26963;    1.2814761e-02; -0.596454  ;    1
7.72e-01;        1.510125;        1    ;                 2;-5.8080e-01;-1.398847e-01;      -0.4	;    -0.065    ;         -2;       1.1812   ;  -0.8299897 ;  -2.2237945       ;   -1.1 ;    0.05;      0.955;2.6577e-01	;         -0.234717     ;1.36713e+00        ;     -1.127        ;           2.52; -0.39305;       -0.27;  -0.2565        ;    0.3     ; -1     ;     -0.8292;-5.373e-01   ;             -0.07        ;       -0.54046;-3.35818e-01      ; -1.283979    ;     -1.38;           8.23168e-01;      -7.9e-01   ;       4e-02       ;         -0.95747;      -1.17357e+00;        0.289554;  -0.322;     0.0592875   ;     4.65014e-01;           3.142e-02 ;        -1.19379;     -0.139        ;        -0.591039   ;           -0.0184  ;       -0.9296     ;      -1.4; -1.299;     -0.36;    0.5    ;     0.305889         ;      0.6; -0.454  ;  -1       ;      0.77908;            -2.31323     ;         6e-01  ;             1  ; 0.6957; 0.2156532 ;    -9.4995606e-01 ;         -0.3090636;      -0.14402 ;   -0.930 ;              0.258373   ;-0.2249162;       1.548e+00;      -0.99	;    1.0969804e+00    ;        -2.8995222e+00 ;                0.74711        ;       -1.268        ;     0.5674;2.056896e+00 ;   -0.7      ;      -0.0099;  1.198e+00    ;9.2211e-01        ;                  -1.0   ; 0.8;     1.224;      -0.95966         ;  -0.357968     ;    -1  ;-1.2985   ;          -2e-01  ;          -0.42;           -0;                 -2  ;-1.4       ;-1.27663e-01      ;           1;        -6.496716e-01;      -6.290104e-01 ;1.9311670e-01         ;         -0.25;    2.12899;   -2e-03    ;     -1.611;    -1.5526;-1.1048;-0.370;            1.957 ;-4.8943311e-01 ;   7.886458e-01;    -0.619     ;     0.768807; -0.3117043        ;      0.09078;    -1.000e+00;-3.0780246e-01; -2.0390e-01  ;        -0.5;         0.828;    0.4;          0.97850   ;         0.04;               -0    ;    -1.8626     ;         3.8113e-01  ;-1.1 ;0.0762115      ;           -8.49e-02;           0.51;  -0.3;         1;      -1.201554; 5.985e-01      ;     -0.817507     ;        1.245       ;-0.04 ;0.877981;   0.5541;               1.35;-2.2403e-01 ;     -0 ;7.2e-01;-1.50e+00		;        -3.738295e-01 ;       0.9233  ;     0.371      ; -2.76129e-01;        -1.0683400e+00;   0.426867         ;       -1      ;  0.0;-2.7921324e-01  ;-0.8449562;  -2.7870924e-01;            -1;             0.4; -5.41e-01;  -0.3     ;-0.22084 ;        0.318918		;-1.12611;       -1.0428     ;    2e-02 ;         -0.429;     -1.181
-6.619455e-01;6.244300e-01        ;3.702518e-01 ;      8.85e-01   ;  -2.93756e+00;               -1         ;   -1.509498 ; -0.608378    ;        1e+00  ;        0.7;    0.732493   ; -0.054124     ;        -0.1  ;      0.055      ;      0.35209;  -1.378  ;      -0.15479        ;    -0.3 ;  3.401083e-01 ;         0.2         ;-0.7; 6.7199e-01    ;1.8004;-0.53;    0.106825;      -4.0759485e-01 ;-1.3538997  ;     3;         -1;    0.1 ; -0.2734 ;      0.5   ;     0.1956821  ;    0.4369  ;        -7.1808542e-01    ;       -0.330;1.6207535e-01  ;    -0.6874561;      7.263402e-01;  -3.7368839e-01; -2.5400279			;   -2.63e-01        ;2.93708e+00;-5.5e-01;    0.27325;3.7e-01;      -6.4958e-01  ;  2.30         ;   0.774 ;1.345e+00  ;         -0.5; -7.09456e-01     ;-0.533;       0.2         ;            0.20637;2.13437e-01;   -2.864e-01 ;          -1;      -0.1     ;          -3e+00    ;  -0 ; -1.7742058e+00       ;    -0.2560;   -0.2;5.543933e-01  ; -0.942708     ;          0.2;        -1.67e+00;-0.1972;    -0.04;     1.10e+00;  0    ;       0.3;     8.78e-01  ;   0.0074685;    -2.4e-01 ;             -1.1e+00;  -0.009       ;           -0.26611   ;  -0.4;    7e-02; -0.45853;    -2    ;         -1.018332   ; -1.0;     1.04919e-01; 0.38;  -3.861e-01;           -1;0.288755;-7.55e-01;   -1;   4e-01    ;  -0.7897838;                0.8668     ;            1;   0.39; -0.18496 ;             0      ;   0.175       ;  1.07e+00 ;     -2.5e-01  ; -2.3e-01;-1e+00    ;  6.51e-01        ; -0.0311970      ;     -0.0892288; -1.06032     ;-0.26903;    0.8; 1.6495529e+00;     -0;      0.56158;     1.676   ;      0.6660968 ;         0.516196   ;-1.81e-01;                   -0.2   ;  0.1 ; -9.506200e-02;     -0.62765; 0.35506 ;    -0.1;      -1.5579875e+00;  -0.26432        ;          0.8; 0.4   ;    -0.406      ;  -0.6728833;-0.710;      1.5e+00  ;  0.439		;      -1.13100;    -0.50896    ;   7.7e-02      ;-0.116912    ;0.2851137    ;2.7e-01    ;          0.8       ; -1.6018;             -0.474    ;   7.792e-02  ;  -0.10564;-1.3389310;    -1;   0.2;     0.02279       ;     9.5794940e-01  ;2.14413;  -1.2583612      ;                 -2.27         ; 0.3 ;        -6e-02;       0.0371       ;-0.28093;  -0.156;     0.6;  1.425;            1.181         ;        -0.1     ;  1.6
     -1e+00;0.67;           1  ;       -1.5144303    ;       1.17 ;  0.4602529         ;   9.002e-01;-0.8902560;          1 ;      1.384e+00      ;               1;         0.17;0.28302      ;-6.7320520e-01 ;-9.472e-01;         0.163131;    -0.789501         ;-5.7172168e-01; 0.301;    1.7734e-01;         -0.8   ;1.677476e+00 ;  1.0089635;    1.2342; 7.960898e-01;        -1.148        ;      -4e-01;      0.1310;  -0.07972  ;        -0.71      ;-0.552521    ;         1.55e-01	;        -3e-01;  5.892519e-01;            0.603 ;-1.6   ;            3.3543e-02     ;      0.435 ;       0.11472; -1.572    ;   -0.4;   -1.71  ;1.0104e+00 ; -0.4981;1.06007;            0.219882			;      -1.5294 ;     -6.2021e-02;          -1      ;-0.1786724       ;   0.55  ;-3.873e-01 ;      -0.6     ;         0.6      ;   -0.9        ;   -1.0e-01	;  -0.1132977; 1.672e+00     ;-1.349  ;  -0.558195;-0.132569; 1.78  ;    -8.500e-01    ;               -0	;-1.164703e+00  ; 1.4019539   ;         1.189   ;              1   ;         1.00689;     0.36217     ;           -0.582122;  -1.7751e+00;   -1.301    ;       0.7528   ;  -4e-01		;  1.61230e-01;   7.201e-02;-1e+00 ;-1.2   ;  -0.3;  -2.90690;                     1;     -0.793677;   0.55164; -1.005976;    3.53e-01    ;     0.01  ;    -0.44856;-0.08;  0.38959; -0.3145759;-1.2923126e+00;     0.6       ;  0.3581;   -4.314586e-01 ;          0.58;     -1.48483;   1.42708e+00       ;   1.71   ;0.17491;             -0.8    ;      -2.5 ;3.7853757e-01 ;       2.383e-01 ; 1.61465;  6e-01     ;          0.911;            -1.8e-01;          2.87   ; 1.1359564e+00	;    1.05955e+00   ;     0.9       ;     1.358356;-2.17395e+00;         -2  ; 0.5     ;-0.254;         0.6	;   0.2121 ;  -1.26068;  -0.980514;      -0.7881181;  -0.79       ;           -1.7392;              0.60       ;0.103349;             1  ;      1.096503 ;        4.4924e-01;     -0.91119;             0.6;0.3004  ;0.2746	;-1.127494e+00       ;  -2.6298;  0.6893;          1.2;                 1    ;      5.5e-01		;            0     ; -0.5660   ; 1.9849131e-01; -8.7160e-01  ;             0.743  ;0.53;         -3.3870998e-01;          -1.7705     ;         -0.1653223;-0.0341      ;            1.9e-01 ;   0.5815556	;-6.652588e-01;               2.1219   ;0.9459629      ;-1.66767e+00;      4.03e-01;5.469e-01    ;0.359      ;-2.408901;    -0.1  ;        -0.6
-0.94933	;       -2e+00;        -0.9;                2.26    ;-1.77;1.0855891e+00;-1.90992;0.75906      ;       -0.248	;   -1.7099   ;            -1.0     ;      -2.0e-02		; -0.88;    0.10995;  1.01e+00;        0.26         ;-0.7433   ;              0.5     ;     0.15     ;     5e-01;      -0.429419  ;      -8.2e-03; -0.55441;           -2.01      ; 0.442629;   -1.38766; -1.448e+00;        1.34         ;     -5.303040e-01;          1.232;-9.952529e-01;          1.5909;         0.31233 ;         -0.113;            1.27973;-1.2e+00;             0.3	;       7.7e-01         ;     0.8225;     -1;       0.503379		;         -2.2     ;7.779840e-02;   8.4703e-01; -6.53e-01;8.022859e-01;  5.59226e-01  ;                   0.16 ;2.6072e-02;    -0.32 ;     -0.6223 ;-0.57698;        -0.483  ;-5.68687e-01  ;0.43423       ;      4.454e-01   ;         -1e+00;1.362862;     0.21827     ;    0.61327 ;         -2.0e+00        ;        5e-02;5.2860932e-01 ;      -3.5e-01;           1;         -1;        -3e-01 ;    1.27051e+00     ;       1.06754e+00    ;  0.111037 ;0.27851     ;   -9.9429e-02        ;1.2958373e+00;   0.629187; 0.5    ;    -0.66052       ;    -8.9e-01  ;       1.0e+00        ;         -0.39481        ;      -0.1406;    0.713;              0.5     ;            0.4 ;    -0.3871		; -4.5696e-01         ;          -0.7;        0.5001;            -0.866  ;      -0.795725;-0.28  ;    0.1;        0.00109      ;-1.85141e+00;      6.7e-01;-4.4e-01       ;    -0.6079;    7.225e-01     ;     -0.2;              -1.12;    -1.0 ;         0.710     ;    -2e+00;-0.71  ;-0.02500      ;  1.13e-01; -2.3005427   ;              1.9;       0.46087      ;         -1.55	;        2 ;    0.859864;    0.8575 ;-1e+00     ;-8.8642e-01      ;  4.092e-01    ;     0.159;  1.287e+00;  1.4659008;        0.91422;2.33224       ;  -1.9082163;0.309419         ;1.669;   0.602  ;1.25324e+00;  5.31796e-01   ;   0.45         ;1.05e+00; 1.05e+00        ;         -0.0;-0.3507  ; -6.174162e-01;            2 ; -0.9988         ;     0.2935 ;-1.423797;     0.3  ;    -0.711072; -6.803869e-01;       -6.78e-01;     0.2; -1.009971e+00 ;         2.0706   ;         1.0;               1       ;  -0.4;        1.40705	;     0.3826;      1e+00;    1;     -0;           -1  ;6.4946e-01;     -1.056	;       -4.5e-01;     -0.82393         ;1.052144e+00; 1.7580274e+00;     -1.420     ;       -0.4887  ;   -2e-01
-6.5960195e-01    ;          -2.02;  -0.1283;5.440e-01    ;     -1 ;             -0.82;                  1  ;0.15592;1.117432   ;      0.1   ;7.8e-01   ; -8.989936e-01;     1.1617    ;  6.4e-01;      -0.8;-0.77221       ;       -0.7;          1;0.3247  ; -0.2717 ;           1 ;1.11825e+00 ; -1.3e+00;-0.738649;     -1.6e+00  ; 1.8	;    -1.617596;3.49526e-01    ;           0;7.443e-01;0.8383725;             -1;-0.165413  ;   0.192;         -1.4     ; -0.5661119;       1e+00 ;2.12316;   0.952567    ;      6.27e-01   ;     -1.0402        ;      1.3    ;              1;       -1.0;     -0 ;        -0.721   ;     -1e+00 ;-0.664604;       0.51433   ;            6.69e-03;          -0.8538; -0.2  ;        0.0543 ;-0.193      ;   0.020984;-1.28305e+00;            0.628  ; -1.013985;    0.7;2.194 ;  -4.679592e-01;1.82375e-01   ;  -0.2992 ; -0.83;-1.2560 ;        -0.260240 ;        0.855;      -0.6070023;        0.77667   ;   1;  1.943304e+00;   -1.435133e+00  ;    4e-01;0.9   ;           0.5   ; -0.0750         ;-0.738916   ;             -6.5e-01;   0.1;1.7520222;       0.24114	;       0.17672;1.456525      ;    -6.3509e-01      ;       1.4    ;      -1.337;               0.28302     ; 0.1725605 ;-4e-01     ;    -1.040517;  -1.44e+00  ;         0.98   ;   -2.27;        1.367769e+00;            7.9e-01;   0.460266 ;      -0.1966413;          -1.37 ;  2.1342571e+00   ;          -5.3e-01;       1.6849e-01  ;           7e-01;             1e+00;      -0.62826;    -9.4e-01        ;               1.0037;    -0.67;0.003881683;        1.007e+00;0.005	;          -0.4      ;2.986136e+00 ;    -0.4584    ;     0.447  ;     1.42e+00  ;  0.5679106    ;       -0 ;  8e-01;           -1.44079;      0.14954;         0.744 ;3e-01    ;  -3.563e-01   ;     -0.063;         0.813;            1.8519911    ;-0.9386519;2.363921e+00;        0.2;        -3e+00;        -1.07431e+00         ;             -2 ;    -0			;  -1e+00;   1.409;     -2.34e+00  ;    -0.013586 ;        -1.012      ;1.0554907;       0.6			;          -1.3873006;1e+00;   0.24893       ;    -0.87    ;   -1.087257   ;         -0;        0.46896     ;   -6.6e-01;0.161;-5.784e-01; -0.5637567 ;      1e-01         ;       1.5;-2.0156;        -0.7314544 ;       0.86   ;  -0.76419;      -3.38e-01         ;          -7.95270e-01;  6.285562e-01      ;-1.2487279
      8.0e-02;     -0.4;         -1.48e-02			;    -0.6;       0.882       ;    2.154;        -0.290231;     -0.216592      ;     1.54192       ;    -2.77e-01;    0.29; -2.8103344e-04 ;         -0.42601	;          0.73;     -1.1157;    1.231         ;        1;          0.4021;        -3.055412e-01   ;    0.56129;      -0.71 ;    -4.646e-02;     -0.8578;         -0.11       ;-2e-01;      -1.299015;       1.522520e+00 ;       -3.7572285e-01;            -0.3     ;         -7.7989564e-02        ;     -2;      1.014975;    -1.6965;           -0.9;    -4.9017684e-01         ;  -1.2875e+00       ;      0.0481492        ;      -9e-01;         0.131      ;        -0.94       ;0.7855   ;     -5.4685298e-01 ;         0.21518   ;0.972682     ;           0.5  ;              -4.3e-01  ;-1.097e+00;      -0.6707940      ;    -0.501004; -1.348329e+00;     -0.956         ;           1.8 ;0.5633 ;   0.630947 ;         -4.075e-01     ;   1.7e-02; 1.055093;-9.8042327e-01;             -1.2495;     0.39628  ;      -0.589   ;   -0.7376419 ;        -1.57 ;    8.394e-01   ;     1.5e-01;   4.2e-01   ; -1.86175         ;     -0.8;     4.20546e-01   ;  1.697;    -0.498    ;-4.6233e-01;         1.460e-01 ;             -1;             -1.36409		;            2;6.046634e-01;     1.19e+00   ;    -7.316e-01;            -1.7e-01;         -1; 0.371941;     0.230577;         4e-01;        0.3551;      -0.261;        -1.2  ;     1    ;     -1.2469e+00   ;0.36162;-1.580508e+00;        0.20   ;1.086;        -0.9154        ;   1.0413119     ;        -1.48688e+00      ;   -1.1769026;              4e-01 ;          -1.46   ;       -1.26e+00;          0.44 ;         1.3870e+00; -1.4503979e+00 ;-0.3831747   ;2.888637e+00   ;   1.168958e+00;       -7.46e-01    ;-1.677534	;  1.53851e-01;-1.4155e+00;  -0.353594;     -4.3686e-01;    0.383  ;      0.945231 ;    -0.6919 ;0.62751;  1.4135633;       -0.8385;2.06664e+00;-0.06639;0.1;-7.5564663e-01; -0.20180   ;1.00000e+00 ;     9.3763160e-01;       1.297;       -2.8689545e-01  ;             2     ;      -0.59; 0.2473117  ;0.3305353;1.363e-01   ; 4.1394e-01 ;             1e-01;   -0.87235;         0.63;   1.5475053e+00;         -0.4;2.06;           -0.298  ;    -0.71418;       7.1e-01;    0.9;    0.6862927      ;       1.201   ;         -1.81e-01   ;      1.9e+00;               0.436  ; -1.10;-0.0499     ;       0.6         ;  2.096e-01			;         -0.15955;         0.560;    -0.0294       ;            0.2; 1e+00    ;1.4685587e+00;      -0.2633    ;-0.374091;        0.9089
       0;     0.21224;   9e-01; 3.2726438e-01;-0.14561 ; -0.16;    1    ;  -0.89779;    -2.577182  ; -5e-01     ;               1.945; -1.642e+00;0.38087 ;     -0.4;     3.37e-01		;              2 ;       -0.64;            -0.78;       -0.4655 ;   -1.4458262;      8.86e-01      ;     -0.641 ;   -0.5290484 ;      0.15       ;      -0.2104         ;-2.5494e-01 ;     4.84082e-01;              0.3     ;     -4.4469e-01 ;     -1.1927022;           0.6738			;5.5489307e-01;    6.40994e-02;       1.32 ;    -3.2e-01       ;         -2.50e-01   ;          -6.71e-01;   -1.281104e+00   ;       4.121797e-01   ;        -5.95e-01;        8.85e-01     ;  -1.36570     ;  -0.38	;        0.712			;    -4.65641e-01  ;     -1.1e+00;    -0.4;-0.0286;5.703e-01 ;                  0.3        ;   -3.736229e-01;      1.5579164e+00;-0.3790 ;            -0;        -0  ;        0.244    ;   -2       ;    -0.067755        ;         -0.74    ; 1.2318      ;       -0.4  ;-6.9e-01    ;         1.32   ;     -0.017759;   0.8 ;         -4.25457e-02;      0.93167;-0.3246994;    1.504e+00  ;   -0.2324795;   -1.05      ;-0.006663; 1.501995e+00     ;  -1.35101 ;    1.27e+00 ;      -6.21121e-01; -1.31e+00        ;      2.19e-02;3e+00     ;        9.7e-01  ;      -0.6   ;           -0.8458    ;  -3.0981e-01;    1.83855 ;            0.553         ;-0.9 ;    -0.9    ;                  -1;         -1.126e+00;         0.8  ;   -0.61654;    0.6354955  ;        -0.007;1.740e+00 ;0.375132			; -0.007173243         ;             0.370353;         0.03    ;     -1.1225   ; 5e-01;   2e+00   ;   0.1644;          -0.57 ;  1.7504    ;    -4.8757726e-01		;          0.2506  ;  -2.3386097e-01;    -9.96551e-01   ;2e+00      ;    0.969 ;      -2 ;                  1.3	;            0.7		;           1;      -2.69         ;      -1.87;        -0.0754791;   0.7    ;          -2.2755e+00;    1.131012e+00       ; 1.60324  ;8.784468e-01  ;      5.93e-01 ;        1.03203; 1.74434e+00  ;    -0.3864610       ;-4.52054e-01       ; -1.01224;    -0.5006 ;    -0.644 ;             5.517e-01 ; -2	;   2.7300765e-01;         -1.1         ;9.7530986e-01        ;      0.09823  ;           -1        ;  -2.376;    -1.4;  -4.9e-01  ;4.39314e-02        ;       -0.01  ;     0;       5e-01   ; -2e-01; -2.526e-01         ;      -7.9e-01 ;     -0.4     ;-1.120444e+00      ;  1.80e+00;   -1.5282631     ;        -1.52453e+00       ; -0.0457 ;    -1.52365e+00		; -0.904 ;      3.146920;                 -1       ;-1.913250e+00 ;     -0.6782768;  1.1e+00 ; 1.3463305e-01
-0.6385   ;       -0.86753 ;  -7.68e-01;   2.46e-01     ;           -0.25 ;-2.245341;0.36157   ; 0.38 ;      1;        -0.31083     ;      1.097453e+00;   -0.8778     ;         -1.14;-1.5234		;  -0.55       ;    -1.4;  -1.43330		;          -0.12584 ;-1.84699 ;-0.1804301      ;          0.87547;-0.4603       ;   -5.239994e-01;       -1.55 ;       0.6;       -1.60		;          -0.0  ;        -0.59;       0.59732;        0.22248;       -1.54 ;        1;0.504       ;   0.519116  ;           0.3612;           0.6;-8.51e-01    ;    1.08437;        0.3615    ;-0.215  ;-1.769295e-01;        6e-01       ; -3.03795e-01  ;     -7.1255e-01;       1.93047e-01 ;              -0;      1.1;     -0.8     ;   -0.3186454 ;          0.336;  2.133e+00;                 0.6;       -0.628   ;   1.493e+00	;       1.3;   0.72    ;      -0.4       ;        0.4;-0.43782;   0.736185;-1.774		;    -1     ;          -0.317;       0.9;    -1e+00 ;  -1.1313237			;         0.9389965;  -0.9    ;        -0.3;   -5.123607e-01;  0.5303 ;    -0.04         ;    0.7734;  2.1187255e-01;           -0.22; 0.695;          9.159e-02;-3.0294e+00;         0.0794      ;                -0.2;             2.018        ;8.371644e-01     ;-4.315601e-01;       1.03377e+00  ; 0.623722;         0.3 ;         -0.44203; -0.663 ;6.8038e-01;            -2       ;     1.130469 ;    2.09 ;      -1.36e+00;  2.061487  ;       -1.2942  ;     0.9837   ;1.393816e-01         ;   -1.3        ; -1.9e+00;       1.0; -0.183540;         -1.165118e+00 ;         -0.6       ;    -1.48769e+00       ;3.092964e-01      ;        -1.3656138;          -1.992;  5.57e-01;           0.188083;  -0.293;-0.9068	;   -1.028428e-01    ;            -0.5167   ;         8.669e-01;    1.202e+00 ;  -0.641968;         -1.6;-6.7340e-01;-4.1546e-01;               2e+00;      -0.72546; 1.38e-01  ;        1.5e+00; -4e-01; 2.9816e-01;    -1.2336         ;6.9672e-01   ;             0.3; 1.15655;       0.2598;   -0.9;    -0.109241    ;     1.706e-02;   0.108476 ;     -1.4337;    -0.896070 ;    1.126199;          1.1942;        0.06;        4e-01;        0.507;1.1996         ;     4.754e-02  ;   -6.3e-01   ;            -3e-01;         6.569e-01;         2      ;8.9103610e-01;           -0.4170701;    -1.2339409       ;  0.1603  ;     0.71			;     3.98347e-01     ;1.342870e+00         ;      -1.23781;        0.88824 ;          1;-0.49395 ;        -0.043  ; 0.391;         -1  ; 
-1.263454;        -0.086 ;        -5.7010547e-01;          -1.95e+00;         0.07  ;      -1.011184 ;  -2.6002140e-01;    -0.036;   2.17439e-01 ;        2.1e+00;-0.87  ;    -7.85050e-01  ;-1.10752e+00;-5.0141629e-01 ;    0.633771 ;-1.420018;      0.93766 ;             -0.97699 ;      0.2260029   ;  -0.90;   1.853339e-01; -1.554713;   3.32;     -0;                1   ;    -2.040e-01;       0.02  ;        1.0727931e+00;     0.76883		; -0.2769855      ;     -0.8471;    -0.6152   ;           1.748  ;       -0.66 ;               0.15         ; -1.1812709e+00 ; -0.0046;      -0.1;  2.2e-01;    -4.92161e-01;        1    ;       -0.5  ;0.54197  ; -0.9433857;     1.4092         ;       1.450e+00		;-1.1564       ;           0.514336;          -2.36151e-01;     0.7;                  -1.5 ;-1.3400911       ; -0.359452     ;1.644134e-01;          0.8718   ;      9.08e-01   ;      -0.4    ;       0.7540201        ;1.04 ;             -0.4	;    2.85e-01;4.73368e-01       ;2.393735       ;     -8.0e-01;          0.65;           0.357;   0.277	;      -0.4880107;-1.1245;         1;      0.5645493        ; 1.8e-01       ;   0.111639        ;0.5901;  -0.99105;       1.8353;        -4.054e-01;                1 ;       1 ;3.70e-01   ; -0.4109  ;        0.843876        ;     0.8194   ;-1.143748 ;     -1.699 ;  -2.0e-01;          -1.2144   ;-1.908392;    -7.4e-01			;     -0.4844604       ;    -4e-01  ;  -5.20213e-01 ;1.48e-01  ;  0.06790   ;2.2039   ;       1.07714;0.82  ; -0.0960621     ;      1.129e+00		;   -1.329e+00;       -1.75758e-01;     0.7;            1;         7e-01;        0.20768;        0.356      ;   0.2418174;               1e-01;      0.5;        -1.1;         0.340;  1.0171218;1.1;      -0.54079  ;                0.224       ;         -4.8968e-01;     0.7       ;       -0.9430214;    0.34586;      -0.2521       ;          -1.0		;         0.189  ;-1.2816e-02;-6.8549833e-01;          0.64      ;    1.1        ;5.3323e-01;      -0.24923;        -0.077; -0.2;-2.975993e-01;          1.1 ;         -1.428;       2.28943     ;-1.2834877e+00; -1.6209e+00        ;   -1.5e+00  ;-1.4157264e+00;           2e-01         ;       -1e+00;-0.07;1.13377     ;     0.1;    -0.9  ;  -8.020e-01 ;       0.2903; -0.824;    -0.882        ;     -6.351e-01  ; -0.1728360;       0.93238      ;8.6982066e-01;3.0756105e-01;         -0.7    ;               0.7;       1.1078836   ;      1.1440590e+00  ;       1.6       ;    -1.256862; -0.72007    ;     -2
