    -2e+03       ; 1337  ;     -5521.41873;   -1424.29 ;2.9720e+03;       2498.1; -3041.0108518     ;   655.298	;-1.69625e+03;     603.9;    -2139.56;      -629.4559;     -1083.26;        4517.9934060       ;3063.6;     -619.58;  5e+03;1.6854028e+03; 8e+02 ;       -1.90e+03;  -454.786202;2123.2311517;          2e+03;      -3646.6;902.8766575 ; -2.32475e+03;  -1e+02       ;     7e+02 ;1021.54706  ;  -5630.6;     -2440.74;  -1744  ;              2449 ;      5557		;                  761;    864;  6.9e+02;   1.6e+03;-5e+02      ;        -1490.6467;  -2.08036e+03   ;-2.0e+03     ;3038.89818    ;1732.79;-1302.15         ;-2756.0         ;        -1.462e+03 ;1.6e+03;     72;601.6870688      ;     1.38e+02         ; -2.9098e+02;       786.5772;   1891.4738580;   -1e+03;4.822746e+03  ;        1.08e+03   ;        -971.9545        ; -1.803e+03;-1.2e+03 ;  2830.5839237    ; 3e+03       ;     555 ;          -184    ;-4544.2;  -633.6;    6428.09543         ;      -2265.6;992.09     ;      4e+03  ;       -3760.8  ;7365.6;-0.982634       ;        
 3.8035e+03 ;            1272.9 ;   1.562653e+03 ;     685.501  ;         709; -1220.021;1603; -2e+03        ;1480.8204390; -1.2128500e+03;   -606.4; -1.35e+03;   6.837992e+02;         -1.6e+03;        -1e+03	;-1.1560733e+03;     -2997.2879;   -846.1916   ;    -2667.97   ;     -1.36552e+02        ;        2549.3;-3.8e+03;-395.632681;3.2817e+03    ;      6.413e+01       ; 2.4e+03       ;           1.2e+03;          -815.4256;-2079.55006 ;          976.6 ; -8.807e+01;  1.70061e+03;-451;-171.730338    ;153.6      ; 1586.08;     -2803.6;      -3.0223519e+03       ;1.53e+03 ;     2.38e+03;      564.892        ;184.9;-590.5890;   -1.8e+03   ;            -114.4684;             -1e+03;             743   ;        -1e+03;               871.4	;     -1.092855e+03;         832.32;   1.14e+03;   3.35376e+02 ; -2.2856332e+02  ;    -1.900074e+02 ; -688	;        -2413.6;-921.312542 ; -287.167; -1871.00   ; -4200.726    ;  -1.95e+03  ;-1.49362e+03;644.9164636; -5.7792498e+02; 4.280429e+02       ;     -1.46e+03       ;       -4.119226e+02      ;-1955;-4.656e+03;          2e+02 ;         -2463.2;      -3e-01       ;         
       375;      1695; 1280.85176    ;    1508.9     ;            -2.4e+03;        -893 ;             2786.7 ;-3.2e+02		; 355       ;1425.55853;      -1300.92;       1101;   2.18861e+03;  -8.8e+02        ;           2e+03         ;   -958.7043       ; 7.64e+02         ;     -352.103 ;        -1.699e+03         ;    6.3259e+02;1.1e+03;      1169.61;-1.0877576e+03      ;      652.8233993;   4.1e+02        ;    -3285.957       ;             3147.3314;     2274.84      ;             458.4         ;    -1e+03    ;       -1.612803e+03    ;-2e+03;   -1.13e+03;-4.9373e+01 ;             2e+03    ;    2.102563e+03        ;       -1.3e+03; -1748.3         ;  -2120       ;        -932; -853.155;   2.4e+03;         -9e+02  ;    -3.84e+03;      465.2     ;     -1980.2360;  5.86e+02;  -8.030e+02;            -2e+03;      -76.4;         2e+03;  -2e+03; 2.31616e+03;     1.08e+03;          1652;2.50643e+03;         -486.701;-2292.3132  ;     1124.56  ;        505.87;    -376.833 ;       3113.4 ;-5.6982583e+01 ;   -2382.77   ;493.469 ;    -602.877   ;1.353e+03     ; -3938.9983501;          2628;      3.3e+02      ;        3.69e+02;          558 ;    0.25
      -3619;          -3.215e+03;          -2e+03;          -1859         ;-2.85e+03;    1254.200289;        2526.093; -2439.0808926  ;       -55.37537  ;     1805.495374;-2.820998e+03         ;      2990.0119686; -1578;         3306.21  ;               1084.16       ; 560.388852    ;2.226e+03		;2584.3599818;  -184.98;   1.59e+03;                   -11;     2.1858e+03;     -2.4341e+03;        -576.136163;7e+02 ; -2.5276e+03     ;           -1.1e+03 ;  278.2;          3e+03;          -960;            1325.736    ;  3e+03;    1.7e+02         ;    4e+03         ;  3460.5    ;    1.469e+03;      -333.34   ; 1.6e+03;          -2e+03      ;-5102.019366;-7.011652e+02 ;    -2.55e+03         ; 1350.856;           -83 ;1e+03      ;2075.572       ;-1236.1 ;    -3183.825   ;   -2217.0121     ; -1.2e+03 ;            -333;       -2.2813674e+03;-1064.9    ;1644.6    ;           1811;     2769.812415  ;189.3674882;-1.07e+03;       1490.6;   133    ;2e+03		;     1.83e+03        ;    902.73    ;          1168; 873.1       ; -1103.07		;       1.7e+03     ;     -763.95 ;2.5588507e+02		;      3424.28513     ; -384.7;2445     ;    3.6e-01
       1462.25;    -1.24253e+01         ;          1e+03 ;       1835.7980;  -1463.779;-1.6932731e+02;    3729.9299 ;     -3.913052e+02;  4457     ;              324.9;    -4e+02       ;        -1e+03;-2443.98519;             7.7e+01   ;        2e+03;            -1.5e+03;-636.019414    ;  -503.575 ;7.1690234e+02;1162.5 ;    2e+03    ;  7.70143e+02   ;-1.5643224e+03         ;           2e+03			;        1140    ; -4.2436186e+02;2.91e+02;    -808.9;17.869843;    -4.3e+02;-2919.34; -811.89738         ;    -1580.314499    ;      463.326;             1097; -2.26e+03  ;          -2296     ;   -1769.7022     ;7.852e+02	; -4.7749354e+02;        -440; 2e+03       ;-1.16e+03     ;-3e+03      ;-1263.986      ;      -68.323496       ; -115.6867;  -2626.9411; -1.9e+03;  -3.153248e+03  ;     329.27242;    -2627 ;     2454.931 ; -2e+03 ;      -1769.1       ;         308.9094698       ;-3.073e+03 ;       816.3548       ;  1041.6 ;  -2.10e+03        ;           -3383.9108; -2155       ; 1.632089e+03;-2135.080; -2345.9  ;        3e+02;  1015.75 ;   -2877.33;         282    ; 561.8;      1.394148e+03  ;-2.861e+03;    -0.45856
    -571;       1076.23263;        -3e+03;       3e+02       ;     -731.3 ;   -2881.361;    -693.29;     -2568.41    ;    -3.795e+03 ;8e+02   ;2.95000e+03;242.07;           8.2e+02; -5.560e+03   ;      -2504.3  ;2e+03  ;           -1e+03      ;-4752.972699; -3237.1      ;    1e+03;-1973.43;   -2.34e+03;    3200		;   -3965.73;          -1.057e+03  ;  1.499994e+03      ;-2e+03;      6e+02; -2e+03;453.5155198 ;2.1675232e+03;1817.2218;       -5e+02    ;   -1.752631e+03;          -3e+03  ;      1.0506220e+03;            631.01;    594.42;     -5e+03;      1284;     523.04      ;             2172.2    ; -1.58e+03;     3928.61   ;    -4.3e+02			;1.5938e+03    ;    277.6;           557;   3174.4125     ;   137.9110686   ;   -850.510  ; 6151.7;-2.69e+02       ;    583.1244      ; -2.230e+03;       -2365.639     ;  1398 ;-1.8078e+03     ;-4209.48144   ;        1619;-1.27818e+03     ;     -4.7e+03; -1395.96786     ;          2198         ;5.9357327e+03   ;-4.5051e+02;   -2.6804e+02        ;             -5.4e+02		;       680.543;-4.5e+02  ;   1108.0211;    -1.4193e+03;              0.56
2.6185e+03  ;1.0457e+03       ;    -1359;         69.31   ;        -2.07e+03;   -1.4883e+03; 2617.50104  ;    2.46e+03 ;       395.5; -7.7553e+02;-1968.9;  -447.91;   4342.3536    ;             1693.341;4.749443e+03      ;-2e+03;       -960.002        ;      -1032.525295;  1080;       2e+02    ;1.66e+03 ;       -350.11;      -693.1;    1.296e+03;        -1278    ;192.43; 4.344593e+03 ;2.122e+03;     -2.1e+03;  -1.6185448e+03;    -3039		;           -5e+03;       1623.2256724    ;   -2e+03;1402.92363;  -904.52  ;      -204.5;    -9.6924e+02         ;    6.1306e+01;        5e+03 ;            -457;-1344.3;-1898;-6.525e+02;      -1e+03;-1.443e+03    ;    278 ; -1.88e+03;  -167.472;  1.85568e+03       ;-1489.3;    -1602.5;  3387.5;         -335;      -2076   ;     -1454;-2568.64;  -1.5e+03;    -1e+03;     3.79e+03  ;         336        ;1924.4156   ;  -6.075980e+02;    -4265.36260        ;         7.0e+01;     -4.2070e+02;        1.17e+03     ;-1.93e+03;  187.9005      ;               3e+03; -3383.60132;           -1842.1         ;     -1.19e-02
-6e+02        ;      -1279.14      ;   -1947.7         ;            -4259.57  ;     -8.785677e+02;1e+03		;2e+03      ;        -3798.17;   3.144254e+03;       2e+03    ;  -1754    ;       2e+03;-3656.97;    2.708e+03 ;   1239.09       ;       -437.6425;     3.8e+03;1513.054944;            285.1 ;     2.7309e+03;      530      ;         -1036.630286 ; -1200.798;-574.31  ;        1529.9         ;   -8; 1.4e+03;          498.727  ;      4.26e+03  ;        865.5;-368.88  ;        3352;     2871.32;     4791.78;3366.5  ;       1.62720e+03 ;       219.1    ;        -2.289797e+03		;-7.74e+02  ;      -3.69e+03;     4.36211e+02;         -1.9e+03 ;2.9e+03;     1293.084;-9.4200391e+01;     -1.39e+03; 2187.53;         -2214.7162;   -1884.1 ;          -3535;   1042    ;-3032.733414 ;    -887.917 ;    2719.325785;     9.98e+02   ;-4.97262e+02 ;207.426732 ;-1.0881070e+03	;4.2e+03        ;-3.0941415e+03;-2427.9591827;      -3e+03;-524.817; 1382       ;    -3e+03; 1.3969509e+03;103.3;731;-924.4511529  ;      615.7931     ; 1.3523e+03 ;  -1155.58471		;  -0.13
   3.8e+03 ;       1693.26         ;        264.16    ;2748.603581 ;  572.336 ;-2e+03    ;              -1e+03;1997.2153397	;-3.6e+03        ;           -2e+03     ; 1.229104e+03;    -1.054e+03 ; 3594.8363092 ;-3.517678e+02;    -9.347e+02 ;    9.15405e+02         ; -2.21900e+03;-326.0194;    -3.76e+03 ; 202.81426  ;   2.2e+02; -4e+03;      -659.157 ; 3.8e+03;     -1.8e+03; 1.2e+03;-995.569 ;   9.01688e+01  ;     -1.11e+03;  3.35153e+03;     274.8   ;     2738.37       ;     -372.78  ;-3.155339e+03; 4.8956400e+02 ;2967.851   ;         364;         788.7    ; 4428.049   ;         2e+03; 1986.51722;-3.793e+02 ;           -3930.73657;   1.2786244e+03;       -1119     ;   -5.37353e+02   ;         3666.0;1.197689e+03;4e+03;            1.98e+03; -211.4   ;         220.6216     ;         -1306;   -73.338;   3711.427 ;           -5298.841  ;    -664.0531      ; -379.2354881 ;-1241.8  ;    -6.3050e+02;1.2723e+03      ;         -2.8193797e+03    ; 2.03737e+01;-3.17e+03    ;     5e+02;         1.16e+03   ;            -4515.192       ;4e+03;         -3803.49567;-3.3477018e+03;-1.75664e+03	;        -9e+02;   1.085
    1e+02    ;        -3.1e+03    ;-777.330354;-2.1261e+03 ;-1.8104e+03   ;      3e+03;   3.4954e+03; -2217.7   ;       2.00179e+03;1387.7;-3.9721e+03;       1016.877763 ; -2.3304140e+03;   3.9414e+03  ;-7.945025e+02        ;-1.18e+03 ;        2.642e+03;        8e+02  ;    2674.401			; 8.2e+02      ; 1.343557e+03;        -2e+03    ;8.907699e+02  ;-2.0875e+03      ;       -2726       ;   -446.18     ;  3747.71226;1596.42  ;     5.91e+03;3.2435042e+01	;   -3.11444e+03       ;     -2.56e+03;    3e+02     ;             2006;      2462.7;  -1.39705e+03     ;    8e+02       ;   -548.9777213 ;       -2e+03;-2301.9120;  -1976.28582;-3e+03    ;       3774     ;          -3.4e+03   ;   2.3e+03;         -13.8;     -826.99265 ;-4364.52487   ;         -3e+03         ;        -3.3272343e+03;         2.49e+03;    -3.360e+03 ;         933.8        ;3656.4         ;-3.908733e+02 ;-1187.92249      ;         -1.849e+03   ;      2177.9160257;1149;             2568.37;            -1607.1         ; -1.619e+03      ;     -1.07e+03        ;  753.7815  ;    991.12;                 868.6;          339;    -2276.218  ;   -2427.781156    ;1.5615e+03 ;      -8.1e+02;-2.76e+03         ;          1.830e-01
2131.43;           -160.4         ;         2788.77; 4.848e+03;-2266.7      ;-3921.8;      1633.27  ;   -1721.016;  527.63         ; -169.354   ;1639.3;       -1.42e+03 ;      -93.5055565 ;-148.9594236  ;               1602  ;1994.862; -1.62e+03   ;         -1417		;   -3.9909298e+03;  -572.0596244;-1.0644e+03;           578; -2.8026442e+03;    2.3e+03;      -797.9;2e+03;      -2.6e+03;       1e+03; 1286.8809;        3.3e+03;      1.454e+03        ;     2.19e+03       ;      -2e+03			;    543.342        ;    -114.921; 1.95e+03;         -838.69;   1.6256592e+03;1535.829;1.2273154e+03;          1709;    1461.5948;   -2.343260e+03 ;            -1.8e+03;             1e+03;      2.1e+03    ;        1.61e+03         ;-844.267     ;      897;          -594  ;4.7453e+02        ;               346.379;-7e+02;      616.836; 622.1887;-1.1e+03  ;-1402.794;              311.674;        -1e+03;       -3.876e+03         ;-858.1974       ;    -2997;-3.357356e+02      ;   -634.658   ;        415.15 ;        1.6179e+02    ;      -2140     ;   4e+03      ;    -1.9e+03;  -3e+03 ; 1054.3;       -939.1	;        1.475
    -479.866         ;1.740992e+03			;5.2174839e+02    ;   2.324e+03			;  1312.577;8.47444e+02  ;     -1008.384;   -468;        95.225;   4.0298777e+01    ;   -1701.664	;      1039.58;134;661.48;   -7.8e+02    ;            -2e+03;       2e+03;1385.6925;       -3.2673223e+03       ;      -1201.67 ;      -8.24e+02;-1574.7722853;   -334 ;  1.87936e+03; -233.9373401;-1.5650353e+03;  -2e+03        ;      -133       ;       -1018.5   ;-1.62e+03;      1140.82;         9.28703e+02;   -2.07e+02;     2e+03    ;           1247     ;     2.93e+03;         -2.6030e+03;1.4e+03;            3e+03  ;           -1541; -7.9334662e+02         ;405.2648      ;    -7.559179e+02        ;-1.7163e+03;  -1.34e+03  ;        -1595.045;   1.6e+03;         5e+03;        2e+03  ;      476  ; -132.3049; -792.4472;        6e+02 ;    -1.3755518e+03 ; 6540.4;         16.5      ;  -1257.981      ; -1.8816e+03      ;   657.4393551 ;  -3.85065e+03;  2.231e+03;8.9e+02      ;  3.47e+03         ; -3.927e+02      ;   -1312 ;   -1.8264e+03;     1676.0748873;      -632.0233     ; 1667.3149649;-1018; -1408.4958   ;4573.5221606; -7.345367e-01
