    -0.0751530 ;        -1.172 ;-1.3971028e+00;       -7.65938e-02     ;     -1.0436e+00 ;     -0  ;-9.04e-01       ;    -0.8176616;-0.318        ;  5.121e-01;   1.981e+00;         -0      ;  2.54995      ; 1.14e+00   ;     -0.05;9e-01     ; 9e-01  ;-1.18973  ;         -8e-01 ; -4.170654e-01      ;      -2e-01;   -0.98     ;   0.4608 ;   8.86895e-01 ;  5.57e-01        ;     -5.3e-01;-1.78395 ;  1.116;1.50815e+00;             2   ;     -0.2774 ;            1   ;          -6.11e-01; -0.6323373 ;     0.1210186;   3.30674e-01;       -0.1931        ;        -0;           -2.5;0.37078;6.895e-01      ; -0.0072014;-0.48;      4e-01 ;0.19327;     0.217         ;            1.37   ;  0.19537;  0.03;            -2    ;     -0;       1e+00     ;                 1      ;    0.86082    ;          -0.2   ;-6.4088835e-01;         -2e+00         ;-1.216e+00   ;          -2.78e-01;       0.6      ;-9.1416631e-02      ;      1.086752      ;         -8.082975e-01;                0.5        ;                -0.5   ;    -1e+00;            0 ; 0.5347556    ;   -1.78860e-01    ;-1.8941;         9.88426e-01      ;2e-01         ;   -0.5075;         0.32         ;         -0.49   ; -1.31994;       -0.95     ;        2e+00;           -1.659;       -0.99954;         1.096     ;   1.04362;0.1128555   ; -0.5;-0.81;    -1.2679 ;-4.73008e-02;     -9.0442e-01   ;         -0.5       ;   0.27948   ;     -0.27209;   2.0179 ;    -0.35091    ;            -1.2041  ;     0.11;       -1.603782    ;         -0.7118462     ;         1;  0.175724;   1      ; -3.076709e+00;    2.086455     ; -1.7150e+00;    0.25;    -0.3 ;    -1.0559			;-1.223606e+00       ;        -0.0135014;        -1.752617e+00    ;   -1.213e-01;   -1.4;6.2254e-01;5.8557330e-01     ;   1.033069;          -0.9;         0.310;      0.793789;         1.034e+00;    -0.610577;  0.149;    1.3591803;1.004155e+00
       0.6		;        0.188988 ;1.164     ;-1.4756807;  -0.868    ;       0.51;-9.1e-01;   -1.0268103e+00   ;   2		;-0.58  ;               -2 ;          -0.83    ;       -4e-01;                 1;         1.6719667e-02  ;    -1.2917     ;      -0.9    ;          0.69768  ;    1    ;    -1e+00;      0.319;-1.5811;    -0         ; -1.494048;   9.547331e-01  ;4.606630e-01      ;           0.1138012;    -1.280733  ;         3.159426;     -1.1 ;     -2e-01;    -4e-01;      2.242e-01;      -0.9;   6.45128e-01    ;0.081962			;           0.8 ;    0.53 ;         -0.879     ;               0;   -1.002556;          7.2e-01        ;    0.0736 ; -5.577e-01;     0.7470826; -1.7839e+00  ;1.6773202;   -2;-1.63 ;  -1.3e+00;-0.8 ;0.39;         -0.48;    -1.9863; 0.514601   ;         -0.8  ;          0.542; 1.909196  ;     -1.519406;   -0.67641   ;  -8e-01     ;0.125526;           1.282         ;  1e+00    ;      -0.2    ; 0.17870         ;        2.4404;              1.17657;    0.30874 ; 0.318846;0.24512     ;-0.488;4.5866559e-01   ;           1.2572;        -0.42598 ;    -1.26 ;0.04288 ;  3.666e-01		;0.591 ;      -0.2         ;   7.026924e-01; 2.224   ;0.241287;              -1;   0.279443;-6.94452e-01; 0.3 ;0.912845; -1.90915    ;        -0.52; -0.1076  ;     -5.366e-01	;-4.964501e-01;           -0.8         ;  -4.4e-01;     -1.9532356e+00  ;1.99e-01;    -5.950556e-01  ;   2.139389e-01;              0         ;1.86202;-0.2278369;-7.598366e-01  ;        -2  ;  5.412e-01  ;  0.4821   ;  -7.863439e-01;      2.0703e+00  ;    -0.708 ;  -5e-01         ;  1.950      ;       -1.0496212     ;    -1.6778496      ; 7.643189e-01 ;             -0.4341    ;    -1.1373223e-01;    -1.79  ;      1.371413 ;0.797195 ;        0.54;1.2961407e+00;-0.108432
-0.02652;      -0.02721;         -1.58441;         7.217437e-01;  -6.2e-01;1.5816e+00;-3.460e-01;       -0;   -2.865e-01 ;       1.068;0.572;          -0.1    ;   0.2859;        -0.29  ;-0.645098;  -1.1;  1.281563 ; 6.9948e-01;-1.1132e+00;   0.48727	;1.901580e+00    ; 2.23516e+00  ;-3.28e-01;      -0.24341 ;            -0.6456         ;    -7.93803e-01 ;        -9.9878e-01;           1       ;    3.98e-01  ;-2.2e+00;     -0.7123;         -1.0500032        ;        -1.7576  ;      -0.03; 6.3e-01;       2.29617e+00;     4.24142e-01;          -0.0286  ;5.84876e-01;-1.2451485   ;         0.13 ;           0.7     ; 7.0802094e-01;          -1.07;                0   ;-2.571432e+00;  -0.277512;            0.5;           0.5      ;         -1      ;1.154545    ;         -0.38 ;-0.6975320     ;-0.6833195       ;     0.4086    ;          2.0;   0.4223     ; 1e+00;-0.259515;9.549e-01; -4.39348e-01;-1.321e+00;   0.9983604 ;       1.6;-0.3899; -7.941845e-01;            -2e+00;       -0.06     ;               -1;  -4.325e-01;           -0.004    ;           0.5314     ;  -7e-01;         1.05   ; -1.94731e+00  ;-2e-01        ;  -1.3 ;   -0.3919;      -1  ;                -1;          -0.2         ;     -2.4;2.080956e+00;  0.1181488  ;            -0.9004035  ;-0.2188        ;          0.050;  -0.92965;     0.40705;             8e-01;        0.938350       ; -2.0024  ;             0.6065;         -4.37e-02 ;-0.6972   ;          0.4097921;       0.2359353         ;        -1.60095e+00;       2.472;     -1.534 ;        -0.7;-3.152511e-01;     -0; 1.10103;       -0.8372;         -0.3      ;      2      ;      2.269572 ;  0.5576    ;1.1e+00;   -1.563e+00;  0.467 ;   -0.8      ;       -0.5960    ; 0.8155745;1.141e+00    ;-1.4573e+00  ; -1;  0.1428;          0.6727241         ;9.0034306e-01;            -0.9
 0.815;1.03e+00 ;      0.948 ;    4.8525e-01         ;            -0.8891   ;  -2.4002e-01       ;     0.14697;6.33e-01; 1.2837481e+00;-0.9788998;1.43234;0.5074 ;                1.4;         -2.035 ;    1.0099431 ;-2.04;    -0.5754;     -1.34369;          0.99  ;                  1.078      ; -0.75597  ;       -1.11e+00      ;   -1.9      ;     0.83093; 0.189037;   -1.0710;-1.3707766        ;                  -2.1 ;-9.776499e-01     ;        -1.013986e+00 ;    6.645e-01;         -1.96			;          0.882      ;  0.284;              -0.17847;              1  ;     0.31665;         1.81483;   1.3e+00     ; 8.1454398e-01;      2	;        1.14;  4.19981e-01 ; -1.93e+00      ;       2.5517;-0.4678616       ;  -8.0009484e-01        ;0.3764        ;       -1  ;       -0.1087    ;     0.07;            0.3808569       ;1.36912;  1  ;  0.3499943;           0.9  ;      -2.9575e-02  ;           -8e-01   ;         4e-01;         -1.3609;    2.0726973e+00      ;     -0.97170;1.325646 ;      0.7367081    ;                   0.15         ;-4.587484e-01       ;     0.7875;   -0.6433  ;-1.311e+00;  1.2e+00  ; 1.7397061       ;     -2.2289e+00 ;          -1.15;    1.3e+00  ; -1.67794e+00;           0;     -7.586e-01;      0.7678      ;     -1.75477    ;           1.2;-6.1651143e-01 ;  0.892374  ;      0.63;  -7.769089e-01;1.421544        ;0.6842517 ;    6.96260e-01;  -0.5823439;     -0.024     ;           -0.0439;       3e-03    ;    -1.49653e-01      ;       -0.11;-2.4e-02       ;-0.5253576;    0.022149;            0.276615     ;    0.000;4.978778e-01;   -0.20546;              0.41;          -1.5  ;   0.3161 ;     0.35    ;   -0 ;    1.79649e+00;1.0678218e-01      ; -4.05921e-01;          -0.99	;  1.075193e+00; 1.913736e+00		;0.0302569;      -0.6795865     ;        0.78;      1.81030 ;        1.366751         ;   2.4e+00;-1.4914189e+00  ;            -1;-1.446e-01		;          -0.40901 ;      -0.4679254
    0.732803 ;          6e-01;           0.73    ;  -0.7 ; 5.874918e-01   ;-1.1e+00     ;       -5.366e-01;           -3e-02;    -1.688e-01;   4.53e-01  ;-1e-01;   -1.1;   7.427074e-01;     1.783     ;       -2.2644;    -1;         -0;-1.22733;  1.289526e+00;   1.080e+00   ;    0.52			;    0;   -0.55    ;    1;      1.95739   ; 2.33582e+00 ;            0.584;   1  ; -2.06832      ; 0.2372327      ;6.1e-01;  -0.63288;   0.81;         -0.118       ;8.89269e-01;-1.2e+00;  0.37     ;      8.6e-02; 1.81e+00      ;         -2.4e+00;-0.8514468;          0.6       ;    -0.20 ;-2.41 ;     0.4704   ;    2.104      ;       -1.416855e+00			;   -1.381025;       -1.59004e+00	;0.5788 ;         0.7; 1.28e+00;  -1.16     ;4.9433e-01       ;     0.7      ;     -1.719;     -1.0812354e-01 ;             0.2;-0.70797;        0.925;   -1e+00;     1.3e+00   ;                    0.2;        2.443e-01;      -1.7745439e+00;-8.06351e-02    ;          1.1534049 ;    0.2365514;         -1.3     ;       -1.301531  ;          -0.4;            -0.37        ;          1.16;        -0.6    ;      -6e-01      ;          0.0997  ;    -7.98238e-02   ;     0.9         ;4.132077e-01   ; -8.498574e-02    ; -7.502e-01;-8.5e-01;       -0.6     ;   0.289855;          -9.8e-01     ;       -0.457;      0.50562  ;                0 ; 0.98;  -0.880      ;          -0.2         ;     -0.9399;           -0.07195;      -0.38502       ;         -1.4;  -1.82e+00;   0.88544      ;  -7.92595e-02;       1.3752;4.8e-01  ;0.161482;    0.1135496;   -1.97       ;       -0.6		;      0.692  ;      0.0078315    ;   2.842 ; 1.0940333e+00        ;        -0.8        ;                   1 ;     0.403 ;              -1;     1.7423e-01	;        -6.6034e-01  ;     -0.73258     ;-0.241643    ; 0.161		;    -1.143953e-01;   1.5;      -0.37075     ;           -0.45;         -1
  1.370498e-02 ;0.0736444     ; -0.9    ;          8.747e-01 ;   0.8469 ;    0.864924 ;0.125464       ;-7.2062e-01        ;-1.322;             2.99e-01;    -0.2;-1e+00;                  1.301 ; 1.03;           1.69e+00; 7.5355e-01       ;   1.03531e+00;-0.75676     ;     0.109 ;        -0.81		;5.3132245e-01;   1.0e+00  ;    0.3529492     ; -0.221	;       1.15;        8.75e-01;         2.00;   0.2276;   -1.819         ;  0.199277 ;   -1;         -7.74517e-01;        -1e+00;0.1962734;   1.0369e+00;         -0.862200;-0.44767     ;-8.7e-01;                 1.729;-0.9430  ;     1.83;    0.1466278;          -0;             -0.1477;        0.8574;      1.1    ;          0.111 ;-6.6422e-01      ;-3.7601610e-01;      1.52045e+00     ;      8.53e-01  ;       1.1;         6.6937504e-01 ;     -0.054102    ;   0.062; 5.046e-02;   -0.637255;                 0.45;       -2.09; -0.1422 ;  0.77035; 0.49925;    0.56382;    9.413611e-01         ;       -0.9275  ;      2.13579;-0.4573355; -1.13; -0.43733;   8.8227042e-01;     -0.44   ;-0.07551333   ;           0.9  ;     1.5  ;          0.8 ;          -1;0.930082      ;   4.4693435e-01 ;   1   ;       1.215283e+00	;  1.033e+00        ;-1.90003; 3.58353e-02       ;     1.4;       -3.04e-01   ;1.308231      ;         5.236237e-01  ;  -0.05     ;            7.6e-01  ;                -1.9;  -0.1049	;-1.35002e+00 ;     -1e+00  ;     -0.469 ;-0.0232;  1.617;0.8891693;-3.1e+00; -0.4         ;4.13566e-01       ; -1.8905472e+00  ;    -1.5e+00		;         -1.436   ;        -0.057      ; -0.1605883;           0.5     ;         -1.03e+00;            1 ;       1.529674 ;     -1.76361;       2.220247    ;                0.6;          -0.66;      -1.045942;   -0.2876253 ;     0.6793  ;           0.2889;-2.119128 ;   -1.1e-01;  -0.15011;       9.83e-01;   -0.5032
 -4.99e-01      ;          2.4114;        -8.158435e-01    ;            -1.2393586       ;       2.0767503e+00 ;-0.4496429    ;      1.113e+00     ;   1e+00;-1.9954522e+00;               2			;1.10637e+00    ;             1.4341;  -0.46222; -0.059409     ;1.5971e+00  ;   0.6453;1.511;-1.1614989; 0.343069     ;        0.7;        -4.9266454e-01  ;        2.223     ;     8e-01;    -3e-01			; 0.253247    ;               -1.1793 ;    5.0141e-01;     -0.11430;0.8851796;2.1e-01;         2e-01;      0.5611;      -1.275008e+00  ;           1;    9e-01;-0.04057 ;0.0854;0.608273  ;     -0.1631;    -1.000;         -0.9487843;      0.712609;      -1e+00;        -2 ;        1;      1.2         ;      -0;3.45e-01   ;       -7.6e-01	;           1;         0.9;      -5.96e-01        ;    -0.4669929;   -0.59845    ;         0.9502    ;    7.51951e-02        ;                    0.7;           0.198115 ;   -1.55e+00	;   -7.6634065e-01;    -0.382     ;       -0.9;         0.5270781;     0.0156151;     -8.91472e-03;        -2.3e-01;          -0.5;     1.457225;    -0.6597152;  -1.3096;-0.355483   ;  -2.0e+00;7.397185e-02  ;  -0.62294;         0.181    ;                    -1;1.15717   ;             1.46   ;         0.301  ;-4.9524455e-02	;      0.4258225    ; -5.3e-01;  -6.05234e-01;        0.26137;    -0.660291       ;   -0.724157      ;     6.2e-01 ;       6.1522e-01      ;    -2.9579e-01; -1.3e+00 ;       1.29; -2.93070e-01     ;    1.51     ;       -1.0  ;2.054156e+00    ;           -3.1e-01;            0.08       ;   -0.030809   ;     -0.3902;  0.4734687    ;   0.027 ; 6e-02  ;         7e-01     ;    -1.12    ;    -1.547756e+00;-0.268015;     -0.9413;         -1.72			;0.221155    ;       5e-01;      -0.67262;       -0.032			;     -0.055681      ;                4e-01	;    1.193 ;     -2e+00;  2.20233e+00       ;   0.6090781;   -7.691848e-02;0.05;-0.76837        ;         -1.2884576e+00
     0.52593 ;  1.42e-01 ;            1.4   ;      0.9;0.5996311 ;      1.41;        0.810145;    -1.6266e-01 ;       -8e-02  ;       6.04e-01; -0.6362;   0.06		;1.28250e+00   ;     6.78144e-01;-0.362   ; -6e-01;-1.091  ;           -0.582488;          0.4;1.06e+00    ;      0.3893    ;  2.99e-01  ;   8.347e-01        ;    1.0e+00     ; 0.6656046  ;      -1.4;  0.863 ;     2.3963;          -0.5913089;    0.37280	;  -0.4;      0.66; -2.603366e+00 ;        -0.712920;    0.592993    ;-1.1e+00;       1.51174e+00; 7.772349e-01; 2.1916e-02;-8.506513e-01;1.252    ;-0.3368032			;      -1.46202 ;-0.62332;  1.5373 ;        -2.5    ;        0.537119;5.65210e-02        ;    -0.0946844   ;  0.7715194;         2.12e-01; -2.82611e-01;  2.58e-01;            -1;   1.0731509e+00;             -0.6  ;       -2e+00;-0.68227;5.401e-01   ;0.5    ;    -1.1998066;    -0.743238     ;         1.4638232e-01;    -0.590330   ;     -1.0125       ;-0.0364213    ;     0.272;      5.3689830e-01;0.353164   ;      -4.6435437e-01;-1.4359;       8.2448050e-01; -7.11767e-01;          0.6;    0.4491 ; 0.3377294        ;  -1.6692e-01;  0.01417     ;-0.0897     ;0.8;     -1.3011;7.1602871e-01 ;     0.649       ;  -0.668033;             -0.2       ;     1.3575487e+00         ;                -1;-0.636356   ;   1.71421;          0.2;-0.95556        ;-0.7031942        ;        -0.665 ;  0.303657     ;  -6.2823251e-01;           -0;-2.5810;          -0.9715075     ;0.3     ;    -1.2e-01;-0.1055512        ;  -1e-01;     -0.28113      ;-1.71472 ;-1.6703e+00 ;          0.034903;     -1         ;         -0.54      ;     -1    ;-0.27;-0.1508;   1.262995   ; 1.7996768e+00;8.57e-01 ;   -0.962   ;     1.4;-2.76e+00;           -1     ; -0.4       ;     2  ; -0.48769  ; -3.27e-01
 0.0899323			;            -2     ;   -0.7  ;           1.725585    ; -3.830930e-01;    -0.5924      ;        3.240895e-01        ;    1.1e+00;  -0.37      ;    -1.6e+00; -0.7640169 ;   0.0578701;       1.029      ;  -3.2458213e-01    ;   5.5e-01			;  -1.3807439;       0.48399	;        0.55  ;  1.96  ;            -0.6         ;-0.6;-1.012390e+00   ;      -1.903      ;    -3.35821e-02 ;     5.41e-01;      -0.55469 ;      -1.316;     -1;0.6023 ;             -1.5697;   -0.388;     -2;   -1.116e+00;    -9.2e-01;       -0.929; 1.062       ;    1.365696 ;              -0.21735  ;       -1.0857938e+00;       3e-01;-5e-01;-2.5155e+00;           0.89 ;-2.6e-01       ;       -0.38933  ;0.024577      ;   -0.4178; 1.9e+00;       0.7227911     ;-0.05 ;-1.7512086e-01  ;     -0.7    ;2.64482e-01;-2.4783 ;1.8496701e-01;      -0.379;       -1.1368 ;   8.05e-01;            0.7 ;            8.3e-01 ;  0.528;1.340015e-01; 1.1;         1.41989   ;      1;  -1.00; -0.71        ;  0.407    ;-1.308549e+00  ;                0.1;     -0.1500765;        0.4968;       0.44192 ;  -8e-01  ;    1.0e-01 ;         0.89507 ;    -1.9062549e+00    ;-1.2009  ;             0;       -0.9855         ;           -1;       -0.6302;          -2;     -0.628;         -1;-8.50636e-02;      -8.3453e-01        ; -1.427966        ;  -1.2e-01;     -2 ;-2e-01;          -0.64780;         1.50292        ;       0.6   ; -7.88e-01         ;    -1.2e+00    ;-0.609769;   1.3        ; -2; -2.20e+00        ;            0.98875 ;3.3791053e-02;            1.2619 ;    5.5154210e-01;       -1;               0.492;     -5.83e-01;3.037e-01         ;      -2.3472e-01    ;              -0.5701      ; 0.5262907; 0.3570681;           -2.0e-01   ;     -0.3        ;-4.70e-01;0.3847	; -1.03630e+00         ;           0.17   ;        -0.358  ;  -1.1e+00;       -1.19056 ;     -0.6
     0.4731;        0.0276        ;   0.088441 ;   1.2953  ;         0.9;-0.39654   ;         2.70359e-01;  0.1 ;         0;-1.82e-01;    -7.8e-01       ;  -8.879e-01;  -0.96      ;-1.4594252e+00  ;     -0.8256151         ;    1.35054       ;-1.262560e-01;2e+00       ;     7e-01;9.707979e-01;          1.07;     0.613;      -0.7565;-2.344346e-01;        -1.339963; 2.5e+00;-1.4305	;             1.5e-01       ;0.16392		;  6e-01;          0.65      ;        -0.5642;2.00370e+00  ; 7.117e-01 ;      -0.418494   ;             -2.913e-01;              0.6986323  ;          0.63  ;        0.67634;        0.2 ;-1.571333  ;        -7.8970e-01;    -0.04570897;         -1.77e-01;         0.200    ;  -4.23e-01;         -0.80  ;         7e-01;        1.4053   ;      -5e-01;-1.18107e-01 ;    1.580439 ;             3.43e-01;       -8.86e-02; 0.03114;   0.241        ; 8e-02 ;  0.653536  ;-0.05672726;    -6.5218e-01   ;        -0.420178	;     0.470185;          -1;        0.2    ;         0.04        ;     0.919   ;    -0.613  ;           -1e-01 ;     0.63896;     -0.448;     -4e-01;1.2394951e+00;       -0.704;        3.4e-01;    6.57914e-02;  0.1670935  ;           -0.264;                -1.09       ;        -0.574693 ; 1.685;            1.214;          1.04;0.55742;-0.119909   ;-6e-01;1.6e+00      ;  -0.27;  -0.157 ;-1.06280e-01;      2.59e-01   ;  0.509728; 1.14      ;  -1.34e+00     ;        3.81e-01;-0.579163			;        -0.2986103     ;1.2273341e+00        ;      -0.07658;        -2         ;        0.004294;    -0.6193;-0.6948569        ;     -0.834170;            -0.352  ;   -0.824;     8.1e-01;       -1.5600e+00;   -0.474 ;            1; -6.5966870e-01  ;      -0.13158;                 0.80;        -0.25152;3.68367e-01  ;      0.4165;-8.4098760e-01;-0.8305408  ;  5.18e-01;    -1.1;         1.3 ;   1.0410007    ;       -0.52
