  7.05428e+02   ;  -909.07322;-1211.477281			;        -693.855143;   1.052885e+04      ;    3565.1870948; 7416.8;-1214.6935001    ;-3274.083;   -247.08    ;     1537.4861904 ;        -4e+03      ;        5.961420e+03;    6.210208e+03  ; -1.509e+03     ;              4.1e+03;  3.6444e+03;    2025.459 ;  -1333.4851	;   3e+03 ;         1.38e+03;        -5248.350         ;               4e+03;    3e+03  ;1.2042057e+03    ;         -2e+03        ;               8e+02 ;1.87089e+03;3.0311e+03;        401   ;      4453.56;   -2e+03;      -3e+02     ;2.4741157e+03      ;     -1032;-2.25899e+03     ;     -1.5e+03 ; -1631.48701;   -3493.1       ; -1.08e+03   ;   4.3e+03;     1063.756; 1776.490;  4e+02;           7.442e+02;        7e+02;1.960405e+03 ; 3.52e+03;   -5621.308815     ;-7.92805e+02        ;-9.32e+01  ;     5271.854         ;-4.750e+03      ;    -2e+03		;            1665 ;  -1850.759339     ; 1.3e+01      ; -2589.5976;1.2602301e+02;         -3482.5;      -1.71310e+02  ;   -2e+03;         2.2e+03     ;         -373      ;  -9.5630e+02;  -2964.8;   2208.487;   2.182e+03     ;    -4299;  4323.19      ;-2190.0      ;    2.51382e+03;1.1479e+04 ;        -2.306239e+03; -6273.8       ;-8.86e+02 ;        -4e+03  ; 4.6e+03		; -671.3275			;        -3.607051e+03 ;      -5.3e+03;-2e+03 ;       -1533       ; 4.99e+03;    -3013.062         ;         -4491      ;  1979.17924     ;       4872.41316    ;2.451057e+02      ;-5e+03    ;        1.6681e+03   ;   1.913e+03    ;-2.160e+03  ;  3e+03    ; -4.4051e+03       ;-2.7e+03;               -6e+03 ; -3171.102; 4.61e+03;   3e+03 ;       -3711.369137;-1.7709e+03;    -9e+02   ;  -3184.646    ;3e+03    ;  -6.404785e+03;       8169.09         ;-5631.872 ;-1.077066e+02;  5931.47038; -2296.3548453;-4.359909e+03;      -2.524716e-01;
 2345.9050027         ;       -576       ;      1.7e+03   ;       -12904.382;-1.60e+03;-5.099089e+03 ;    -945; -5.8402142e+03  ;   1.408257e+03  ;2.9e+02  ;  5.6195455e+03        ;-1288.8825        ;3042.1440321    ;         -9849.131;       3380.98;      -4.350e+03;2.77216e+03; -3101   ;-1.10719e+04;       1695.8;     -1e+03;      3735;  2.8900511e+02 ;       2040.08;      3755.3491;-2203.96   ;        -2221.19945;    -2839.3     ;   1.050340e+03; -4929.37;      -3231.03; 9e+02  ;    4641   ;-1.49e+03       ;   -1820.1336369 ;4.41e+03 ;    -2728.393141 ;-1.4404e+03;5088.952;          -5297      ;  -7167.8514;       6.6e+03; -6382.93923    ;           -2e+03  ;   -2045.6910627  ;141.4696;-1.887183e+03;-1307.046334		; -6230.5178;         2959.380081       ;      2.2772e+02         ;       -4387.2   ;-7494.26;        6.62e+03  ;    1034.59; 3025.5;8.5566e+03   ;       -487.29     ; -3637.246487   ;   8.85e+03;           2982.63;-2e+03        ;-4.7806802e+03  ;  1501.34  ;-2216.8515448         ;-1308.91   ;-2440.07  ; -17249.0   ;     1438.773    ;  -4.50874e+03;6e+03  ;        1536.5381820    ;       -7024.78   ; -734.48  ;         -2.8215371e+03  ;-9807.727  ;         3.256e+03 ;      -2e+02     ;-2905.669;      4406.043573;       9424.22      ;   -4959.6509610;           3057.5 ;-1579.6; 4.912e+03;   -1.2e+03   ;1.1547882e+03	;      3e+02; 6144.68;          4.988e+03         ; -4e+03 ;-2158.5314491;-5873   ;       -1299.97;  -2.3750e+03;  1559.2 ; 11665 ;-8.793970e+03;     9806.030674;2.613209e+03    ;  9622.352;   5e+03;     5140.7484 ;  1.6e+03;                4237;    89    ;              3895;-2906.7981791;      927.025      ;       1577.414  ;          2e+03  ;    2.5e+03;           1.2
-5.64e+03     ;1.304012e+03;        2377.07        ;    4400.71         ;2.2e+03;       2501     ;   1261.944;  3.39e+03     ;         1830    ; 1.63607e+03  ;-1.3020e+02;            -6.4e+02;2.3e+03;5439.138504 ;     -3e+03	;-508.18;           2e+03   ;6545.3459401;-539.783     ;-3.14e+03;      347;       -2831.6;                -977.8  ;    -3160.686;           394;4.5e+03;       6076.555 ;    -7.30759e+02   ;-2e+03         ;    2712.11;         1599.6190;      -3195.82424;4.91e+02;     5e+01;   -5e+03;-3514.2760622    ;     -2427.34;  -4748.848;-5.21418e+02 ;    -2.4667e+03;6.9024;-815 ;4018.1;              -257.4;          4.59e+03;-2.410647e+03       ;  -9e+02 ;816.83447 ;        -2e+01			;    -7.28e+03     ;      -3845.3139109		;   5433.317  ;       -3198.6533 ;       -4.8e+03    ;   1754.902608;     -418.38578;-3054.261294;  2083.5290;       3.4e+02   ;      -4.55e+03  ;1.76e+03 ;    5.2909e+02 ;   -1552.693011   ;  125.7818; 2.36e+03         ;        5.333626e+02;   -4121.21;   7.39443e+03;-9.40206e+02 ;     7272    ;-1.87e+03         ;  -891.90   ;    1072.1706;  -1.58e+03;   1054 ;   1946     ;-5.212846e+02;      -3.27e+03 ;2.6314e+03;    -5.5e+03;     -1.84e+03; 3e+03 ;              -552.6;                 1e+03;    -755.9			;-1284.693523        ;    -3426.6242;   -580 ;     1.348396e+02		;       4.043e+02;      -2.25e+03         ;   -553.87 ;     -332;       4e+03       ;     1545.4;     1.708685e+03;              -2.3e+03;      7.58e+03 ;    -1.31e+03      ;      355.729;  -3171.115;  -418.09;    -2131.176;     8e+02  ;       -2382  ;      -3.69741e+03        ;626.775 ; -1076.0     ;     -1549.7;   -1471.404    ;          -3298;1.29946e+03  ;  0.7759236
      9167.60		;2514  ;7.348910e+03  ;         3102.23   ; 3798.4;1.67263e+03;      -7.3367e+02;1721.83386   ;   1778.6;9.4102914e+03;     7499;      1.7e+03;   -6e+03;       -4474.3;           -6.4e+03;       4.7e+03 ;    -4.99e+03;1270.5520193;  1e+04  ; -7120;-1152.7919       ;          -1083.724208         ;      -639.4101 ;    -4149 ;    -7114.6;     -4.28e+03;2631.17      ;-426.8557027;     -4.1505222e+03;-6.511e+03        ;   6802     ;     4779.26 ;-3186;         4e+03        ;        -2910.09    ;2439.7702 ;        1831 ;      -4330.727; -2.4e+03;6.5569e+03;3657.4       ;  3541.84  ;  2e+03 ;   -1.1921e+04;     3696.628999 ;          2651;  -4954.62726;3492.90927    ;6.6e+03;    -1645.714;    -14;           -7540.561    ;9e+03   ;  -2.7482299e+03    ; -5e+03        ;2.799490e+03;   -7.05e+03; 5591.8    ;             1.8e+03;-5003.07839; 19  ;       -4e+02    ;946.1        ;-1.4294755e+04 ;     2e+03;         -6.64e+03;    -4715;15926.3595279   ;-3.360369e+03		;-8.0744185e+02;1.7643289e+03;        -7.3e+02        ; -703.841046  ;         4695.49348;             4.66e+03;   2e+03 ;  -2.2e+03    ;   -9159.241        ;      3e+03;   3319.57980; -1977.036;  7.46e+02;          4e+03;  1550   ;   -3.0498e+03;         5e+03;-2.1340380e+03      ;       -1.32658e+03;        -1.2292e+03;    1674.4;                4587       ;   -5.76824e+03 ;  -1701.4387;1.1046e+03        ;            2560.97 ;  7324.53791;  2.6041792e+03       ;-1.0623e+03;       -3489.9;   -6.1513884e+03;-5091.5     ; -4.383e+03    ;   -1.15e+03  ;    -3.0e+03       ;    4.603506e+03 ;   1.560e+03 ;    -8846.429  ;4161.17;    -7186.3;-2.19817e+03         ;      -490.1086   ; -6.622e+03     ;        -1e+00
          5449;683.6143634       ;-2850.28581 ;-5832.613;     564.0			;      -4713       ;      4.47894e+03   ;-4688.68 ;  3.78e+03;-1.0234854e+04      ;        -4e+02  ;        4620.8     ;-7686.59;       -14456.630;-4.580388e+03      ; -1.6e+04;-3027.0 ;                1868;        4e+03  ;        4.85e+03;    -1.3016424e+04;    -1.961932e+03;      5668.0; 11759.2877;   3409;         -6384.7014455    ;      -4234;         6e+02   ;    5219.7483582 ;  -9.5e+02;          259.955  ;     -1.398754e+04     ; 5.99e+03;     -4e+03      ;        3.9239511e+03        ;-1.149e+03;          12331.77;7815;           -4e+03;             874       ;      3.6e+03   ;-359.4956;466.756;        5e+03 ;   -534.16;         5268.02;  7.02e+03 ;   -7851.35523;           1e+03     ;         2.738e+03;9217  ; -1214.3653269;      8.69e+03; 3.09658e+03		;-4631.6        ;           1e+03;     3.575e+03;-3.7208906e+03;4.679780e+02 ;        999.85     ; -10841.95;4.5383184e+03         ;    -2798.84  ;     5.59e+03;       -9383.29      ;             2218         ;      729;-4.129133e+03;        -812.4         ;-9.36e+03 ;     8.309e+03;    -5285.45;-1.319742e+03    ;           5351; -2.71e+03;1.0100e+04;       -3698.75    ;       7.2e+03    ;        9755.6     ;       1743.67;-9.6756e+02         ; -6292.521088;3e+03;    -6087.7;   921.168501  ;         1.44e+03         ;-9623.86  ;   881.3006;    -997.1653   ;-1.24e+03  ;-1279.7650989;-4909.170;  13082.1309;       -2e+03  ;       3e+03;  6e+02;         -4768    ;-9.6e+02       ; -6143.18;1.59488e+04  ;   7123.387;      3e+03;    -2417.881 ;    7060.93;    8582.12      ; 1221.74172;      -2121;       3726.980;9.97e+03  ;     -1.81e+03      ;    3.880e+03 ;      3e+03;1.149591
     -539.536;4.8016e+03;   3398.2854; 2e+03   ;2.3e+03;      5.84e+03;       541.3802   ;   -1.74e+03     ; -5e+02;     3.6324918e+03         ;3177.71; 3.295479e+03;    -5.789e+03       ;  -3.7071e+03;       -4338.79        ;2818.74783;     -4115.7;    2e+02;     619;      -7090   ;          4970.81 ;-6892.348;        -4e+03;   -3833;        -1.891137e+03;         -1567.365         ;       2110;    -4.2650e+02;   8.0e+03 ;     -6.577e+03;         8e+03  ;     -6.1e+03;1.063429e+03  ;     8915.2         ;      -5.3e+03     ;        3013;      -1.1583119e+02;   -3e+03 ;           -8367.65      ;-3857.33     ;        -4478.58902      ; 1438.5833;      3.4e+03;      -5398.7;3e+03    ;-2738.75;          2e+03 ;        1.7864404e+03;       5227.5550179;5635.695       ;            -858.5        ;          -7694.07  ;      -5e+03        ;    -6.038e+03;  -1522.69	;2593.4000;        -1040.986  ;     -2114.350;   -405.7846    ; -3.7315e+03  ;          3873.194    ; 479.009      ; -1.7e+03        ;    -4251.10276    ;         4.82e+03 ;-6994.389    ;      1546.27131;         11314    ;  -2e+03;2.01e+03;-5912.3161201;-1.0756e+02     ;  -358.41637     ;       -2966.088;      1.46e+03		;           8.83749e+03;   -8404.466     ;     -1e+04  ;-1399.8 ;     2340.146         ;  -536.8962414   ;      -5618.90    ;      -2.6e+02       ;     -4427;           -4386.8;      -2316.0484037;-9e+03      ;     1.3762e+03    ;          3e+03;853.288;      -265.845446;     -3.6278241e+03 ;  -1.5762481e+04;     1319.344;2185.8599304 ;          1.440204e+03    ;  6340.9    ;        -1439 ;-863.7 ;  -2568.86523; -3633.601777        ;     6.672e+02 ;5070.57333     ;        -2665.607755      ;1.9e+03;    831.7; 3.76e+02         ;       2614.22;   4.1e+03  ;   2951.5925;  -2.557e+03; -2639.28;   0.31
6e+03		;   4640 ;     -1726;              5859.70;-1.118171e+03  ;-4e+03;-716.525591    ;        -274.3   ;     1e+03       ;        2164.551;  6284.0428  ; -1.39e+03;        -8280;-5e+03;-4.4e+03;             -2219  ;  -4.9142769e+03   ;      1169.6;4.6209548e+03         ;-4.31891e+03;                -3e+03      ;      3e+03;      2e+03	;             4226     ;   -6553.9       ;-354.1142  ;     -996.616;    -3082.279 ;     3766.4595;-8476.683607  ;         -3.7e+03;        -6e+03 ; 6e+03;       2380.10;        -5.245e+03;          -3e+02 ;           3.43e+03;7925.305 ;-7.26308e+03;         4.0945e+03;      1662.28 ;   7681.51068;6.874e+03;     -2361;-326;    4611.500138 ;      2669.55;            -1319.5066  ;-1898.9     ;          294.1231;           -241         ;-1906.56; 4e+03;  -4e+03 ;         -6789;       -2.1e+02;     929   ;   689      ;1.592e+02  ;-2.35902e+03      ; 4.3790e+03;        -2.7e+02 ;-4.7217239e+03;          2.1e+03    ;  2353.1390835   ;               4.1e+03 ;        -2e+03;  5.867e+03    ; 2.54e+03;        -764.6956687; -3.3e+03;-8107.78;             -4097.349	;      -2386.62;  -1116.0;    -7e+03;-2.376055e+03 ;       443	; 2518.999;         -1588; 377.9         ;    -7274.937374;  -2295.1991  ;     9e+02;-281.5991003  ;      -3e+03;-2664.85;3.121e+03  ; -3.2180e+03   ; 1.343e+03;        -2276.13      ;      -9469.1;   595.49991;           1e+02; 3.1e+02;3770.7245877 ;     1818.694;8.2e+02   ;                   5045;   2311     ;-5.87152e+03 ;-1.8450e+03   ; 1253.581;       -7e+03         ;   -2.634e+03;     -1e+03;-4038.23235   ;        3610.04     ;              180; 895.328;  -2929.8229 ;-1.6532e+03;-0.8698096
-2344.12;-3937.059655;       520.163;7843.543      ;  2716.9296422         ; 1209.8549680      ;           1.10e+03  ;-2e+02       ;-3783.2557512; 6239.294762;-10086;  1e+03;   -2.9e+03;8479.686      ;  3e+03		;         1250      ; 1050.80336 ;         2740.8        ;-6.8516e+03        ;-2.7e+03 ;      7.94e+03	;       -3e+03 ;-1e+03  ;          -2.7e+03    ; 2433.87;   5444.759; 1170.6267894; 1.2059532e+03   ;           254.3486        ;           7568.4;5.3934696e+03 ;162.0248252;     -1.22e+04 ;   2371.159;           1.3e+02;     914.8454;-3.7e+03;          -4e+03  ;      1270.1         ;        -4021.3699 ;     -2332.6 ;     -5.30830e+03; -5282.950;              1817 ;  428;     -5098.7   ;      -2228        ;      4971;-750.475;-1487.89936;     -2202      ;      2e+03       ;-439.4846  ;   -388        ;   4579.2;        -1474;     -4785.4 ; -3.864e+03			;     4982.69 ;  4729.0905233 ;   1.9e+03 ;   7163.37        ;    128.79;          -2070.8;   2.10480e+03      ; -1.2e+04;  -1649     ;    5819.5184;    2024.356      ;   2.2560498e+03        ; 4.3e+03     ;        1709.2;   5.748723e+03 ;        -1.69e+03   ; -1e+02 ;-2783.053291;286.63      ;        1280 ;-6.290747e+03;-709.9411146      ;       -148.82762    ;   -2764.82        ;             -2.8e+03         ; -7.318800e+03 ;         4117.450300       ;1.8143501e+03;       3111    ;1831.9;3.006e+03        ;    -8.7e+03;              2019    ;10736.55219 ;        -4.1e+03;        4.91577e+02  ;       -2401.9;          -2553.97;       -2.57523e+03;    3868.457; 2445.4833;      -4.5260e+03         ;-655.16471;  -1.32820e+03    ;       64.5926819 ; 5.1412219e+03     ;      -3111.2548735; 4946.741108;       -4e+03;            -15.8 ;       -2998.65    ;   947.1024;1711.0198     ;-5612.2        ;      2e-01
-3.1312e+03 ;               -364.798;-4.78e+03;     -1e+04;2.0511473e+03      ;           3.05e+03;9548.1 ;         312        ;         5994.1  ;         -5543  ;-5080.128855;   -2066.40  ;       7169.57  ;1189.484  ;     1.70e+03   ;      5e+03;       4318.8;        -6.746708e+03    ;       -6e+03;   3547.339      ;  3954.12118   ;-14351.11         ;       -1.131e+03;   -6.48e+03;-2176.4  ;        -2e+02   ;   -5.700196e+03;    4.5e+03  ;4.5e+03;  6.81506e+03     ;-4.64e+03;3173.37466;    -3145    ;6.665e+03;1.8e+03;  1.34e+03         ;-7634.6955     ;-9888.30484        ;6.1118828e+03;-4.4431e+03		;       -13632.32585;1.99563e+03 ;         -25.88577; 5.4915250e+03; -3e+03;    1.23e+03; 917.7  ;      7804.2;-5068.108; 1.557e+04;-1.5296361e+03      ;       2.3e+02	;        -14446       ; 1.3880090e+03    ;  16377;  -3303; 8844.547234;1459.921   ;4.0e+03      ;      6.56e+03        ;    4.06e+03      ;   -4.35e+02;          6e+03       ;       2.0046360e+03         ; -2.4e+03;-3817.92;    -2.3e+03;-1.378e+04        ;-3e+03;   -4e+03      ;8335.89  ;2905.41;8.037e+03    ;-8.0758977e+03;  -7.4e+03;5e+03        ;      -1.879971e+03        ; -113.13   ;   -2.3014442e+03;-3859.6;       -2.1626e+03  ;   -418.93382    ;      2.245e+03;      3621;           -3759;-9.9273577e+03;    1603.2698;5291.3;7e+03;      -4e+02;      2237;   5.44e+03 ;  -2999.1769471 ;        -5e+02;       1.1292e+03     ;         -1860.2602519       ;        -2.786596e+03;    -6.419704e+03	;-3.92e+03;-2e+03  ;-4.74e+03;        2005.8;  -4336.25511;       -51.41;  1973.4;-5129.74; 9558.54;    -2e+03;    5036.7     ;    5.827e+03       ;   2706.0880  ;391.061  ;              -1e-02
    -1300.4778;     -1078.542821         ; -2.641603e+02   ;   -3.70182e+03  ;      -884.845   ;     1552  ;       -2693.4;      -2686.3;1.1775664e+03    ;   -2.0768132e+03;6.1563112e+03   ;  3788.8039134   ;8797.8722033         ;       135.2927 ;       2.08e+03;  4555.0370579  ;  5069.61;  -8.48e+03       ;      -5240.8     ;-3098.36989   ;4239.2908;3650.1 ;-792.898      ;       -2.491e+03;    -4221.148428  ;1.95015e+02;-6509.51  ;     2.41e+03;     2.7e+03;   -3081.0642   ;       -5.08e+03;        2.9e+03;     6.796e+03  ; -134.28  ;   2723.88  ;     -6.66e+03; 1842.41504;-1315.80775   ;      -3025.345;   -2.208e+03   ;-1.3e+03 ;     3091.8942445;         3150.31 ;   -7e+03;   5.492e+02       ;5.6099e+03         ;     -7e+03     ;             4e+03       ;   -1.92e+03   ; 6e+02      ;  -7172.4;      1.1e+03       ;        -3.116e+03;  1.06e+03 ;-4.12723e+02  ;  -2.231151e+03     ;2.60e+03     ;-2.708584e+03;   -6.6e+02      ;    -6e+03;  7.1e+03;      -6908 ;        -1413      ;          4756; 1.16e+03       ;9191.46 ; 1600;     -6.6e+03  ;     -6e+03   ;-2758.65;           9e+02;8.1907840e+03     ;      3.8866e+01;   -8.8902384e+03;         -9603.19    ;              2360.44      ; 6.3886723e+03;   1624.10;            9.4e+02;-976 ;1.309e+04;    -1886;-5603.017187      ;   2e+03      ; 4e+02;      -7.98e+03        ;6.88e+03;       -6596;    5697.73685;           3343.522699;  -232.8;-3.5663059e+03;     -4.23e+03;         104		;  5e+03;       -3466.62     ; 9852.1;     488.61263         ;             4.6e+03;-1.904e+02;        -1244.3;   283.4 ;        2.70266e+03;-1.35790e+03       ;-2653.5881797  ; -6.4e+02;       1.18632e+04        ;   -4.269e+03;-1.594269e+03 ;542.8465 ;                  -3320   ;       7.6e+03; -2.0346
 -5555.7;    3478;  2464.935;-1713;           -2876.8741		;      -5084.21;         -4.2e+03     ;1.656e+03;   -9271.2 ;-8971.02 ;     -3.8e+03;        3e+03;2.11e+03   ;        8.839e+03;   1.802580e+03;     -1e+03; 7.049424e+03;          -6169.8396         ;     -8656.157;              3e+03     ;-3.218328e+03;  6786.0329 ;  -306.3;     9.40893e+02 ;     6e+03   ;     4e+03;             8026;       2863.39220         ;   -4.483e+03;-5.2946e+02     ;  -3112.167	;       -212.6;    5418.8438762; -5125.2  ;9.1e+03;-1265.8  ;-5861.744670 ;         3291.390849        ;       5e+03        ;       5.7e+03 ;    -1035.8444;      -9940.7 ;  -3.58e+03;8184.995150;   275.46         ;       -6e+02;4.8409e+03;  -1.68647e+03  ; 1.6e+03;        1557.710;     3.6e+03  ;           3e+03;  7783.47481; 617.7937452       ; 2193.824498     ;-7.6081e+03	;     -1180.6584;   -1e+03;6.6e+03       ;      -1737.23       ;-4.43170e+03 ;     1.74e+03  ;    3.4488e+03;        -844.8 ;    1.38063e+03      ;         3838.065119  ;         1.8e+03;          -5.3677e+03  ;      -527.977 ;  3e+03   ;-1774.036925 ;          17;-6.3e+03;    -2056.052331    ;   6258.605     ;-2864.652060   ;-5.56769e+02;       -3970.3314985;3226.4;   6.5489538e+03;4241.818077    ;   8173.28152;         -2053.71407 ;3645.135313;  6512.3;              6.93e+03;  -1882.231;      -2869.4;     -4069.1309902;1.5039e+03;    -1609; 6071.9  ;        4012.0     ;-1.8088940e+03     ;       -4e+03;      -3e+03  ;-8111.253; 2.461e+03  ;       -9e+02 ;-500.4566       ;     4e+03;      -5e+02;             -2.10e+03;   3475.25;    -531.5788      ;     5e+03;4e+03; -2.2331716;      -4.719567e+03;        -4e+03;  -1107        ;1984.6279;         0.4
