      2e+00; -7.78387e-01	;    0.3			; 8.735e-01;     -1.80  ;    6.348143e-01      ;     1.9e-01;   5.1214e-01;    -0.58;0.9;         1.4314  ;      0.6;-0.841       ; -0.359;             1.712;  0.8       ;         -0.721;  -0.5119736;           0.8 ; 1.0;            -0.6286; -0.24376   ;   -3e-01;3.420174e-03  ;  1.2;-1.00214e+00;0.7089572    ;-4.4387296e-01;           0.6;           1.0752;  -2.121347e-01 ;            1.52      ;  0.76087;            1.75;-2.59e-01;                   -1        ;      -3.6e-02;-0.915 ;       -0.3  ;         -4.6639363e-01;0.23;-1.004226e+00    ;-6.5e-01   ;-0.83142; -1.2376;-0.254;          0.197      ;       0.62563;    8.15e-01;       -0.706  ;      1 ;       0.935
       0.063; -2.6e-01  ;  -0.604;   -0.5018633      ;  -1.763e-01;     -1.204225;      -1.80e+00   ;-1.301642;      0.34186    ;       -8.38456e-02;0.5822905        ;  -2.92959e-01  ; 6.12e-01;       -1.3790 ;  -6.4e-01;  -1e+00   ;  -1;        0.9		;     -1.962      ;  -7.408e-01    ;           0.3404647      ;       -9.370e-01    ;-1.65258;0.1517287;                0.4  ;          1.5715 ;    -0.29;     -0.441205       ;-5e-01;   0.3889;      -0.3998         ;1.32e+00;         1 ;     -0.879944   ;  1.07e+00 ;     0.750759;   0.3304;  0.8234;3.4419650e-01; 0.1696909    ;      -1.921527  ; 0.4064806; 1.2850  ;         7.0e-01   ; 0.8    ;         -1.33663;            -1		;-0.4575;-0.5625088 ;-1.071e+00 ;  -1.66e+00  ;8.597265e-01; 
      -1e-01         ;         0.9073;      1.5196e+00; -2.890580e-01;  -1.2549;          0.3  ;   7.172e-01;        -1 ;              -2.3e+00   ;          -0.6       ;     -2.2671 ;        -0.40;     -1.031e+00       ;          -1;  -0.0562368;-0.39;    1.3e+00;    1.1303e+00;   -1.254e+00;      0.77       ;                 -1;  -0.84380;      -2e-01;       -8e-02;         -0.1643;        -0.973704 ;  -0.83         ;         0.6       ;        0.3157082;           1e+00  ;      7.3e-01	; 8.27e-01 ;     -0.773219         ; 0.61521; -0.13944;-1.220;           0.0     ;                0.087;           1.23e+00 ;    9.7417128e-01         ;          -1 ;  -0.04370   ;   3.1322261e-01     ;    -8.961e-01  ;       6.756746e-02;0.42288;          1       ;          1         ;5.9813040e-01;           1.03194   ;  -0.6884599;    -0.13219
8.91891e-01   ;   1.29e+00;   4.3013784e-01 ;     -5.0e-01;-1.174247 ;  6.21176e-01  ; 7.2e-02;1.1313236e+00       ;              2        ;       6.44371e-01       ; -1.7980460e+00;     -0.233     ;     0.5533371         ;     2.77047e-01;           0.7   ;      2e-01;  -9.196008e-01      ; 1.6863194e-01;    -1.062547e+00; -0.6   ;  -2e+00 ;      -1.4582e-01; 0.230168;              0.1 ;          1    ; 1.83611e+00  ; 0.9302;             -0.217512  ;      -0.09 ;    -2e-01    ;    1.21928;   -3.95858e-01;  1.841216e-01;-1.678867e+00      ;      -5e-01;    0.9548   ;         0.7620    ;-1.407728      ;   -1.6126e+00;1.2000e+00        ;       1.36    ;        1.3837183;     7.92717e-01			; 0.568;     -1e-01 ;-3.092e-01   ;         1.155143 ;-1.67904e+00  ;       -0.927;          0.7286         ; 1.8283e+00;        2.2766507e+00
  -0.15733; 0.35        ;    -1.323  ;-0.1570646   ;        2.118   ;        1.140724e+00 ;-0.9671520;-0.7611404 ;-1.505402     ;               0.09;              0      ; 9.2492e-01       ;           2e+00;   -1.3e-01;      1.095093        ;   0.9 ;       1.96085e-01 ;        1.476e+00  ;-7.9e-02    ;               -2.468 ;   -0.211; -1.028931  ;        2		;     -0.0411;          -0.18;    -0.67;   0.93;0.15587	;   -0.85 ;     -1.19e+00;0.948730;        0.133464; -6.2e-01;       0.187;       -0.094;              1.3;    8.0e-01    ;       -1.166;0.1168878;-7.19084e-01;           1   ;9.404e-01; 1.325e+00;        0.356       ;        0.4997			;  -4.9001006e-01;    1.55358e-01       ;5.0661084e-01  ;   -1.1059; 1.558727e+00;     -0.60613      ;  -1
     -0.54143;         -1.5 ;  0.15876 ;        1.2;   -8.13e-01      ;         -0.41 ;    2;         -1.9        ;  -1.29    ;    4.324762e-01;              0;        -9.37e-01;      5e-01 ;     -0.79802;   -0;          -0.3  ;     -4.624e-02;2.55462e-01 ;        0.761974;        0.02      ;         1.809  ;         -0.36; -2.7934791e-01 ; -8.6926614e-01   ;  -1.84331e-02;0.39    ;     1.203708e+00    ;           0.39  ;  -1.467e+00   ;   -1.14451 ;-5.212525e-01;   -0.192607;  -0.7045291     ;  1.376e-01     ;0.4796       ;       -0.3    ;         -0.460627   ;     2.162      ;    1.35 ;1.5863103e+00;   -1.8 ; -0.8092366;-1.25522e+00   ;    -0.0597405  ;  -4.174e-01;0.09090825        ;    -0.46  ;  -1.3971    ;     -1.04188e+00;        -0.495783    ;       -1;  -0.753
0.0062243;      0.8;     -4.3948336e-01 ;  -3.343e-01;-7.1896e-02;    -1;       0.727	;            -0.5560;     -3.0e-01	;    1;    -3.8e-02;        4.38e-01   ;        -6.0191e-01 ;2.333604e+00;     -1.637e+00;     1.1e-01     ;-0.40;   2.4965501e-01;          0    ;   1.39543       ;         -6e-02;            -1;      -1.3856e-01   ;       1.642e+00;      9.412e-01   ;-1.014845;      0.4995;     -0.21146   ;              -0.6;      -1.373205e+00  ;         -1         ;   -0.3;        1.262 ;              0.3462;  -9.12e-01    ;    -4e-01; 9.991e-01      ;               0.587  ;-3.81556e-01;   4.585e-01 ;           0.4;         1.5076        ;  9e-01;     -1.866  ;    0.75		;           -1.177         ;    -2.28396e+00  ;        1  ;   -1.7771       ;    1.068811e+00     ;       -0.16;  -1.814834e+00;  
    -0.16 ;         2e-01    ;             -0.378694;-1.23;   -8e-02    ;       2e+00;       -0.4159066  ;    6.0736226e-01   ;  -1.525e+00;  1.023853e+00;-2.1011e+00  ;         9.2715e-01   ;             -0.6224;          1;      -0;    0.7822;    1.56262e+00    ;   4.848278e-01 ;-0.210;     0.478 ;           8.8873e-01;-1.3099     ;       -0.7338103        ;     1.3e+00;-1.768143;    1.08e-01  ;2.2e-01;      -0.2137;    0.7   ;    -1.095e+00;-1.059e+00      ;     3.2e-01 ;  -0.5030672;        1.36     ;      -1.157e+00 ;1.21832;     -0.41355;2.49       ;       0.6;   1.779  ;     -0.5;   1.5e-01      ;    9.981802e-01; 0.7539         ; -5.0e-01 ;    8.730e-01    ;         -9e-02;   0.6;  1.92195e+00; 1.780e+00;   -0.26509    ;1.0
  3.5e-01;      -0.3  ;      2    ;       -0;-1.4724307e+00;1.2    ;       -1.11026;               0.7;   0.258; 2.6623093e-01;0.854645;              -0.01       ;         1.2308        ;     -6.14e-01   ;-0.4;       0.917 ;      0.73513;  -1.0229034e+00     ;-0.4781568  ;         0.607842    ;1.12833e+00;          0.2        ;        1;      1.6388;     0.2372 ;  -1.69880e+00;       1.3374841       ;        -0.4   ;       0.294335        ;6.8117e-01     ; -2.029  ;        -1.9871       ;5.9072626e-01         ;  1.0e+00       ;  1.905486e-01      ;      0.8 ;       1.394;     -0.97969;     2;   -0.388896;  -0.6842     ;         0.749295     ; 1.943173;    -2.28 ;       1.4440 ;            -0;          1.3172057;     0.02;  -1.41886e+00  ;-0.019         ;   0.956194;     0.4283567         ;
9.28243e-02;       1.4  ;5.6680e-01  ;     0.6206673  ;           -0.86 ;             -0;   -1.3  ;    0.10666    ;  -0.80725;   -0.937907      ;-1.23929;          -1         ;    1.47041;0.5785;5.1110e-01  ;7.501e-01     ;        1.2442;            1         ;   -6.32e-01      ;-1.77e+00 ;   3e-01; -0.93546  ;   6.512e-01    ;-1.6956696       ;        1.06508e+00         ;       0.3813     ;   1        ;    2.2353;0.89       ;         -2.2;0.8167399;    0.20959    ;           -1;    -1.7797622e-01 ;        -2;     -1.3371       ;        -0.3172726;0.01567;     2.0659959;   0.0848647;          -1.3133769     ;   8.07e-01; 8.8217e-01  ;            -5.2305e-01;  -0.186823;            0.5   ;6.5051e-01;            0.1;      0.47242;       -0.4;   -0.245116;  5.6755137e-01
