     0.0692205    ;            -1.14  ;      0.65353;         3.7e-01  ;-0.4  ;        0.156803 ;        -1.35517e-02;      -1.4975e+00    ;1.195e-01       ;                    -1   ;             -1     ;         -1.055084     ;     -0.5262;         -1.333;     8.3e-01  ;      1.24e-01    ;  3.44e-01;-2.44543e-01;      1.53e-01;     1.149  ;        9e-01;        1     ;    0.25120;  -0.50;       0  ;                2        ;      -4e-01;       0.5533;    -6.84239e-01   ; 1.0;           -3 ;       0.1;0.75720;         -0.64;           -1.5  ;-8.9e-02;-8.8646826e-01      ;-4.091983e-01 ;      -0.372380     ;     -1.747;    1.17         ;    -0.150         ;   -0.45822;          -0.8;    1.621  ;         -5.932e-01  ;         0.08349        ;4.26e-01     ;       1.7;          -0.5730444;           -2      ;          1.41  ;           -1    ;        -0.843    ;-0.4   ;    -0.2708;1.6602e+00;1.0887   ;     2.3e-01       ;-1.44546;       -1.9279742e+00;  -0.32057 ;0.310 ;   -0.563 ;        -0;       1e-01;   0.6     ; 3.0580e-01    ;     -1.608         ;           0.992733  ;     -2.20e+00;         1		;  1.44726e+00;  -0.96;0.53525;         -4.481e-02  ;     -0.122750      ;8.3656028e-01;   0.1;   -9.6156512e-01;    2.3161130  ;   5.6197e-02;  0.42658 ;               -0      ;      0.456256;        7.4374120e-02; -0.3  ;   -3.7e-01;    -1.1481600e+00;         1.03614 ;         3.34430e-01;       1.504561       ;               -0.1857         ;   -6.2095e-01    ;     -4.02381e-01;0.2098551 ;         8.58e-01;       0.012212    ;   -0.50499;             -1  ;      -0.8;         1.2         ;   -0.3270938;1.1446889e+00  ;  -0.21;  -7.03671e-01;              -1.0;           -2;             -5.63e-01 ;     2;    -0.131232; 0.6732 ;     1.007643e+00    ;                   1  ;-5.5648e-01;    -0.88907    ;        -0.2;      1.268477        ;   0.377736;  8.4583e-01;             -0.262         ;  3.1743104	;     -1.499;   -1.5151e+00       ;        1.28932	; -3.47e-01  ;    -0.5414;-3.0077269e-01;8.01114e-01    ;             1.0;         -0.47;         -7e-01;   1.34512e+00	;  -0.3863         ;      1.281e+00;  2.200142e+00   ;  -1.7402103e+00;-3.0132121e-01;  -0.63   ;     1 ;-3.694759e-01  ; 1.7 ;      -3.83107e-02        ;    1.055e+00;    9.70309e-01;-2.2691326e+00  ;4.5990696e-01;-4.2574e-02;    0.218509;       1.112;        -0.7612;  0.9
-0.4570;  2.623e-01  ;     0.44435      ;1.039e+00         ;               -1.4;         1  ;-0.9020984 ;-0.0850793;  -1.05 ;  -1.4149e-01;   -1.5		;  -1.4125;    -1.28193  ;            -0.049065  ;       -1.602163  ;-2.2333897e+00  ;2.0235e+00  ;   -1.5686e+00;     0.96266 ;     -0.8	;    1.15978   ;   0.038708;-1.436031;-0.35  ;       0.614;    1.4e+00 ;          -0.7        ;-0.2;         -0.276643      ;1.85e+00;  -0.943469         ;  0.2;         1;0.176845;5.6884987e-01;  -2.024247e-01;      1.101;     0.637 ;6.93e-01;  1.1964 ;       1.2078       ;         6.1e-01 ;1.2446405e+00       ;            -0.4 ;-1.2958e+00         ;                  -2         ;        1.24792      ;    0     ;1.450855e+00	;              -1     ;    -1.43;     0.04;      0.31536     ;0.7745671    ;0.416713  ;            -0.520; -0.6067767;   1.70603;           1.3;    -1.38;0.9772131;      -1.1735 ;     0.06664      ;     -3.8e-01     ; 4.6842e-01			;        -2;                0.4;-5.293e-01 ;      -0.7;        0.78671;  1.5e-02    ;-0.686021  ;-0.974413    ; 0.009      ;  -0.5;         2.31888e-01    ;     -2.2e-01       ;-8.8e-01;  6.2203e-01	;    1.199e+00;     -0.371   ;0.92     ;1.4232;    -1.5393   ;   -1.3;    9.9e-01;     -0.7948509;     -8.6e-01;   1.493985        ;      0.42490      ;   -0.574; 1.3237;       2;        -0.4;       0.765401;            -0.5  ;   -4.0e-01;    -0.683688 ; -0.3   ;-5.668688e-01;  -0.32673; 1.23     ; 0.6150973     ; 1.3410593e+00;       0;1.7535005e+00   ;         -8.0e-01         ;  1.1e+00   ;   -1.884629e+00  ;      -0.06;      3.1354e+00;-1.734e+00  ;-0.7483905		;-0.52;-0.5824521 ;    -0.03116388; -0.24161; 2.05190e+00    ;-2.84225e+00;              -0.0 ;   -0.1186; -0.70;       3.763e-03;-0.0373     ;             1.07436;-1.1376e+00; -1.0497332        ;-0.079289 ;                0  ;    -1.82e+00 ;         1;9.963e-01;         1.99284e-01         ;          -2.0; -0.46916;       1.426;        -1.1;-1.65108;       0.82       ;           0.088938;          -1; -0.66174;         -1.27234;             8e-01;     -1e-01;             0.6  ;            0.6; 0.8264547;             -9e-01      ;     -0.515;0.2878836;  1.459
  0.3633273 ;         3.91819e-01;-1.48e+00  ;-2.363e-01;2.75e-01  ;-9.1511817e-02		;  -8.05595e-01 ;-1.3056   ;-0.0047087  ;    -1.899e+00; 0.1     ;           0.2  ;       -1.1e+00         ;   -4e-01;0.601849;                0.3		;    1.0867e+00;       -0.9;         -0.6;-0.4191473      ;    -0.5 ;         -0.89819 ;  2.80e-01    ;0.272293 ;         -0.2        ;       0.069487;       0.4	;    -1.8     ;1.33e+00;  -3.96e-01;       0.322;     0.00880739; -1.5     ;             0.526555      ;          -0.1;   3e-01;     -2.0251e-01;     0.5695 ;      -1;            1.2426;       1.9    ;      -1.835		;  -0.042982;        -2.1e+00   ;        1.728e+00;1.7596e-01    ;            -1.2e+00;     1.2782e-01  ;5.00929e-01;        0.65;       -1.4957147e+00  ; -1.5934902e-02;        2      ;3.6144968e-02 ;      0.54489; 1.9   ;   -0.6 ;      -8.1e-01 ; -0.856   ; 0.19 ;                  0.3 ;   -0.58928  ;    -0.46      ;     0.1970442		;-0.453 ;     1.5419884	;        0.101405;     -0.19345  ;          -1;    0.0246435 ;             5e-01     ;    -7.6e-01 ;  -1.65415e+00;   -1.03;           0.2  ;-8.1695850e-01;       -3.651943e-01;     -0.595   ;  6.5659e-01			;0.230621      ;        -0.2    ;         -0.24322    ;1.4524924e-01;    -1;-0.33   ;  0.5723478;        -0 ;           -2;         -7.992e-01    ; -0.175;    9.6e-02       ;0.0729;      1.6266    ;   1.293e+00 ;       0.770  ;    1.2637e-01   ;5.835e-01;    7.5e-01   ;    0.3942412;               1.2;0.3464;-1.185862e+00   ;  1.285e+00;    -1.187716 ;       0.20745;  0.651924;      -0.705462;      -3.3487;     1.650527        ;        -0.1309013;  0.1866778     ;           0.2        ;1.448e-01;0.513425    ;  0.8586        ; 9.2361722e-01 ;  5.2375e-01       ;      -2.18552;     -7.24e-01 ;     2.245650e-01  ;      5.7333e-01;     -0.477        ;     -0.288792        ;      5.22e-01  ;  1.581663     ;          1.1;   -0.7895316        ;    1        ;         2.3286;-0.24986; -1       ;  1.59729;   -1.817 ;         1.0183e+00 ;        1.9535;  -1.534743;  0.832; 1.184;       0.24;       -1.29845e+00;1.456e+00;  -0.966;        -0.6      ;-0.7   ;         -0.4625682   ;               -0.97;  -1.4143e+00;1.285079e+00	;       -1.9432280	;  -2.504e-02      ;0.152318   ;         0.2
-1.457921;  2.150    ;  7.5e-03; -4.65621e-01   ;   -0.1;             -1;        -3.3492745;                -1;           0.9;    0.56517	;-0.080793        ;      1.3814;       -0.57;  0.71557;     0.36;  -8.714461e-01   ;     0.1051         ;         -1.7e-01;    -7.4e-01;-2.0815e-01 ;    -0.9  ;        0.231778;      -1.387 ;         0.320   ;    1.0;  0.252;      1.9644;     -0.895    ; -0.0818139;    -6.85e-01;-2.2436649e-01;  0.6     ;     0.6;        0.158    ;    1.448e+00;     -0.02 ;-1.571e-01  ;        4e-01    ;      7.0384e-01  ;      0.9;       2.1      ;         0.2     ;   0.149   ;0.3708261   ;-7.290662e-01   ;     -0.1607;     0.326004     ;0.859634;             -0.9    ;     -0.2226       ;   2.0993;   0.06;        1.8675e+00       ;      2.48   ;   -1;   -1.54e+00;    -1.590057 ;   0.623933   ;         -2.0e+00 ; -8.844318e-01; 1.5849500e+00 ;  2  ;     -0.9488;          1;      2.1e+00; -8.83e-01;  1.078109; -1.0836958e+00;      -1.4559 ;         2.43e-01;       -0.96839        ;   -1.7408;    -2.3382e-01;     -0.904;       3.092e-01;     -0.243;  1.049175; 0.221662       ;  1.864e+00;-1.7859343e+00 ;0.818596;          1.1;  -3.522e-01;       3.71717e-02;        2.22392 ;1.91635e-01;    0.4476 ; 1.41933e+00 ;-2.454e-01;         -1.00443;    -0.2         ;     0.48633;      0.6 ;      1.1977683e-01        ;                 0.5;         3.30943e-01         ;           0.5;    0.3882;   0.749582; -1.3369053;               0.2;     3.1330e-01;               0.65  ;    -0.200864;  1.14332; -4.4181380e-01      ;       -5.35e-01  ;     1.4780e+00     ;     -1     ;    -1.9804;      3.768382e-01        ;     4.3457058e-01      ;-3e-01; -0.1;3.2700967e-02    ; 1.4e+00;   -0.3925576;      2.65116;             1;5.742e-01  ;-1.2490133e+00		;  -1.01254e+00;       2.269    ;      0.318 ;     -0.55848;       -1.6e-01;   -0.452;          -1  ; -1.0415e+00 ;-2.8109397e-01   ;          0.46;        -5.2015e-01;  -0.061731   ;           -1;           1.4314;  -4.5e-02;    -0      ;-9.86e-01 ;-9.12e-01;-0.88647;       -0.721     ;0.0717 ;     -6.4e-01 ;   0.962631 ;0.024982;     -0.344;        -0.92  ;         -0.4;     -1.09393 ;-2.895192   ;      -3.3609e-01; -1.184238
-2.604759;        -0.77;  -0.440052;    -0.8        ;         -1.4   ;      -0.48     ;    1.154;   0.906441    ;   -0.07643835;             2;     -0.47     ;  -6.386892e-01			; -1.34268    ;0.59	;-1.2;         -2.26526e+00;    1.289 ;5.78e-01  ;        0.22 ;  -1.91    ;4.4351e-01;-1.901409e-02;      -0.99544    ;    1e+00 ;       1;1.9226e+00 ;8.88e-01         ; 1.398e-01 ;-1.11493;    1.0097      ;        1.501;-1.907399;    2.2 ;   1.18     ;0.1705303;    2   ;       -0.07 ;        -2.35e-02   ;   -0.04;  1.098317e+00        ;              -0.6148      ;          -0.96;-1.06579e+00		;        -0.02     ; -2.06142e+00   ;-0.41420 ;        -0.1925;         1e+00      ; -0.9029;          0.47996 ;0.77328;  -0.1398775   ;0.68542;0.276278;-1.468e+00;-0.6			;   1.5574     ;                 -1;-4.920801e-01   ;-1.056115;                 -0.85	;           0.281916 ;        0.263			;          0.7 ;-2.9e-01       ;-0.166194        ;             -0.3139;     -0.168731;-0.4311661  ;   -1.2e+00         ;  0.9;0.373185;    -1.66e-01 ;         -1.692 ; 0.3;    1.1571119;  -8.761569e-01		;       -7.4546615e-01;   -6.770530e-01;      -0.83  ;  0.3246;     -1.00;-4.293809e-01;  -9.1125e-01;      2.8e-01 ;-2.1013566e+00;0.869185   ;     2e+00;       0.6459       ;          1.15    ;        1 ; 5.11e-01; 0.1712         ;-5.2e-01  ;             2 ;          0.5    ;-1.46e-01   ;-0.11       ;1.428926e-01;1.080;          -0   ;0.3384;      0.9;     2.5e-01  ;-0.5376101;            -0.0403     ;  -4.553e-02       ;       0.09         ;     -0.251;   -0.7022      ;             -0.42915;      0.5385581;-3.99e-02;    0.8        ;              1;  2 ;        2.0652e+00	;    -1e+00     ;-3.47e-01; 0.171		;0.0279047       ;    -6.6078573e-01;    -1.3300362        ;      1.340881e+00;       -1;1.1412; -0.7521501; -1 ;          -1;-4.971386e-01		;       -0.1867;  -2; -0.2;       1.2        ;       0.649031    ;-1.3328e+00;     0.30;     -0.007;-0.05;     -1.29 ;   0.2 ;        1.40667e+00     ; 1.0418640 ;            -1.55e+00;0.9165    ;     -0.0797581         ;   -1.16537; -2.644574e-02   ;    1.3820;      -0.3  ;   1.0218e+00;        1.06
-3.92877e-02;  -0.709865;      -4.0e-01      ;        -1.806e+00	;        -1.4775;            1       ;           -1.01e+00   ;   8.28558e-01  ;      -0.009 ;           -0.1;           -1   ;0.774923;   8.1833657e-02;          -0.1158638;     -0.8478		;     0.907;             0  ;0.284628;   1.340924;   -1;      -1.1;   -1.3e+00 ;      -2.08       ;-0.65107  ;-0.210672      ;             3;-2.805e-01        ;-2.757218e-01;     0.14;   0.4166268;     -0.131     ;        0.8115196       ;1.280581       ; 0.668765      ;    -1.1 ;           1.2182;   -0.26    ;    -1.09955e+00   ;        -1.379;   6.901e-01  ;1.396e+00;       0.55000;          -0.99  ;            -2  ;        -3; 0.929  ;       0.174;    2.28e+00;  8.51e-02 ;    0.43;     -1        ;    -1e+00    ;         -1			;        -1.2e+00       ;     9.11e-02;    1.3  ;              -0.326218;        5.837e-01      ; -5.0e-02 ;     0.4;          0.848181 ;       -0.848085 ;         -1     ;0.246; 2.113e-01;        -0.9026119;    8.28e-01      ;        1.104948;     8.8211e-03;      0.2870         ;        0.71 ;   -0.21      ;        7.7e-01     ; 1.0572903;-0.739 ; -1.975570e-02;        4.2322e-01			;-9.56e-02;         0.18;6.597142e-01;3.6832264e-01         ;   0.306492 ;    -1.259560		;    -1.470263e+00;     1.5e+00;         1.0;     0.044;  4e-01  ;  -0.6747817         ;    6.9143803e-01;          0 ;         0.4759311    ;1.2169652e+00   ;           -1.4     ;    -1.020307e+00;0.4126;          -0  ;1.7443        ;       -9e-01 ;    1.4;   -0.4  ;       1.3854e+00;1.120e+00 ;         -1.6 ;      -1.11e+00			;          -0.3916601;       0.2;    -1     ;      2e-01;-1.46e+00 ;      -8.9472e-02    ;  -0.70647;6.84e-01;    -1.096e+00 ;    -0.26         ;4.183821e-01      ;        -0.6   ;                1.0 ;        -0.2   ;        -9.25627e-01;  -0.24240      ;      -0.69792  ;  1.49 ;1.24996e-02   ;  -1.80535e+00;       -1e+00;-0.9981211 ;  1.304998e-02;  0.53491    ; 0.6 ;  0.88858;       -1;2.2e+00;        -8e-01 ;         5e-01;  0.1       ;1.762956;        -0.121 ;  0.50         ;   -0.6631713;      -0.702;        1.46;-1.12321         ;           0.67  ;        0.497;-0.6631599; -7.988681e-01    ;                 0.16;-0.634    ;    1.59;0.0968449         ; -0
-0.984      ;     -2.02344;     -0.69581   ; -9.4153601e-01    ;-1.30378    ;       -0.3;      -0.10301;-1.42451       ;      0.6563;-2.656e+00;        1.22457;             1.278     ;       -0.24370     ;   -7.765378e-01 ;0.02241  ;1.23950    ; 0.00495;   0.174136;  0.82161 ;       -0.4871;-0.592      ;           0.5    ;  1.60152e+00;        -0.69353     ;0.185;            -6.92e-01     ;     1.200       ;   -6.16828e-01;         0.4076  ;   -0.34822     ;  4.1e-02     ;       0.058    ;0.4;    -1.964156 ;0.33387        ;      6.5074e-01;        -1.3;         2.015e+00;      1.01233;            -0.1  ;       0.4403;0.7291    ;    -0.9273 ;  -0.954330;-4.9583195e-01; -5.098897e-01    ;  -1.96267;        0.930;          0.3      ;   0.80681; 9.68e-01        ;0.31702;    0.53;      1.251700    ;      1.44;    -0.1;          0.6464744 ;-1.6112618e+00;-7.120393e-01      ;0.510        ;    2.129347 ;            -0.2844  ;    -1.8e-01;          -0.665  ;         0.1024153;    -0.14;1.44e+00      ;    1.30427  ;-6.0673e-01      ;     7.18813e-01	;    -2.6e+00;3.193903;           0;           -0;      -1.159e-01;        -0.6         ;   -8.602018e-01;0.622      ;-5.5685836e-01        ;       -0.80;  -1.971991        ;-0.098513;-5.28e-01;     -0.6;       -0.7     ;       -1.41587e+00; -9.1253792e-02        ;          0.34;     1;      9.706767e-01;    -1.550e+00;   -0.2;-2.29536  ;      -3.5517e-01 ;  -1e+00 ;  0.591 ; 5.1573892e-01;     0.3164566    ;   1.00429e+00 ;      9.9471818e-01;        -6.22423e-02;  -1.7;    -1.038622;      -2.73e-01;   -1.0574e+00;      5e-01      ;     8.926e-02 ; 0.44005;  -2.4677 ;          -0.8         ;        -0.6       ;    1.800013;-0.24762;-0.1126171  ; 6.643108e-01   ;  -5.178848e-01 ;       2.242			;        2 ;      0.1300401		;      -0.036924    ;-0.3;      -7.69864e-01     ;1.1101583e+00        ;-1.0178759e+00; -3.65265e-01;        -1.1e+00;9.8339646e-01;   2.13;   7e-02; -0.9;0.663825        ;           -0.6004873;1.25801  ;-8.67454e-01;         -9.36e-01  ;5.25534e-02     ;     1.347e-01     ;      -7.3e-01; -0.21      ;   -2.1; -4.5833e-01 ;                  4e-02 ;       0.761 ;      -1e+00      ;-0.5618      ;  1.92;2.18773e-01       ;-3.23470e-01;        0.2116;   1.2895    ;2e-01;  1.2987149e+00
-1.48180e+00;        0.4;-0.68151;  1.1949375        ;    -0.31719  ;   -2.1886325e-01         ;     -0.7695 ;1.66304 ;   0.02       ;       0.9;   -9.293e-01  ;  -4e-01;             0.9      ;          0.109	;    1.2       ;-1.1862214e+00         ;  2.54e-01     ;      -1.87842;  5.961e-01;      -1.4e-01;-1.06299        ;     0.0081059;               1.3;    -0.721 ;                   -2		;   -6e-01;-1.262076e-01     ;     -2.2      ;   -0.713455        ;  0.172       ;     0.334         ;        0.7566;        -1.406   ; -2.3499270   ;  -2.3   ;        -0.5942350;           0.79;    1e-01;         4e-01   ;       -1.201394;2.40803;1.790039	;           -0.79        ;         -1   ;      -1.9283e+00;       -0.8897;0.02587487  ;  0;-1.72      ;         -1;         -0.8;1.4335e+00   ;     -1.811545; -0.72   ;2e-01;9.153e-01;     2.013e+00; -1.288475e+00        ;         0.1      ;      0.3;8.46248e-01;       -1.00651    ;           -0.35;1.1605      ;        1.4632;          2.33521   ;  0.7944632      ; 0.598481;-1.200734      ;-0.41172 ;          0.5    ;-0.93188      ; 8.84e-01	;    -1.43e-01 ;-1.341e+00    ;    1.742;           -0.205132;  1.24e+00       ;0.638;     1.067;  -2.025875        ;               1        ;        0.4397;    -1;      0.35 ;     0.0834 ;             -1         ;   -0.14967  ;      2.1485964;     2e+00;     1.2406         ;       1.3   ;    -1.089921e+00  ;    0.326   ;  0.431125  ;        -1.1792448e+00;     0.8949      ;     0.403404      ; -1.4;     -0.05;2.162e+00   ;   1.235890e+00;  7.01e-01      ;    -0.9886;       3.7995679e-01 ;1.68587e+00;    0.54424; 0.7994404;          0.307     ;          -0.401;     -0.7;-2.9847332e-01;      -0;0.88751   ;   -0.722189    ;4.88781e-01;-0.7826377;   0.29  ;  -0.7373465 ;-1.06293;     -1.97			;-1.7194   ;-0.42135  ;0.1737;0.0956; -3.023895e-01;      -1.043116e+00 ;     0.73;8.65e-01       ;         1 ;-1.7511     ;        0.304;      -0.713;  0;     1.99;  -2.10e-01;2.304563e+00;              1e+00;           -0.75    ;-0.8829235  ;  -1.44316e+00  ;          1.142;          -0;      -0.308        ;   4.60e-01;   1e+00;               1.07		;         0.29513;    1.39;    -0.6797;-1.85644  ;       1.105398
-0.0400 ;        5.1735e-01       ;       0.219;       1;       0.11385       ;         0.074      ;                -0.5081;-2.5017e+00;       -1e+00;-1.6309468e-01;      -0.4049;  0.331       ;1.18957 ; 1.2e-01      ;5.42762e-01        ;      0.36142      ;    1.11568;            0.113        ;         0 ;-1.033383e+00;            0.40612         ;    0.313117       ;1.2992250e+00		;   0.07 ;           0.6;   -0.0603         ;    0.13  ;    -0.6;  -8.914444e-01   ;    -1.18300;    -1.1382234e-01;         1;0.727799 ;          0.83;     -1.22     ;           -0.18;1.532372e+00;     0.3004695;    -0.7810187;    -1e+00;          -0.61;    7e-02;    1.121;      -6.8741524e-01   ;   1.5;       0.83;         -1.2    ;0.9489990        ;  -0.84706;-1.027447    ;          -1   ;        0.0696      ;-2.020e+00		; -4e-01;    1.3;0.072876		;            -1.075729  ;  1.03442;     1.22908   ;0.84   ;-1.895095e-02 ;       1e+00    ;      -0     ;1.7250302e+00;          -1.360891;     0.9   ;      -0.8    ;-5.50e-01;              -1.1  ;            0.2;    0.4;    -1        ;           0.0			;  -0.7089768         ;                  -2;1.877e+00;0.461768 ;    -0.9    ;   -0.8490  ;   5e-01; 5.21066e-01;        0.2494664;         1 ;        1.035   ;-0.34981;-0.7448099  ;     1.42742e+00 ;               0.0    ;      -0.3291;      0.105;-0.638341;-1.192888e+00;       -2;-5.050e-01      ;              0.82 ;   -1.05e+00   ;  -0.86			;          -0.68       ;-8.15094e-01  ;    1e+00  ;     -1.256174    ;     -0.663     ;    -5.7e-01;       0;-1.170118e+00;-0.1347175   ;  0.8906;   1.187;      -2.48;         0.46;     3.267197e-01;   1.8141e+00;-1.319240e-02;        1e-01    ;0.288570; 0.5;       0.42    ;      -0.33715        ;5.0540e-01;  1.0813;0.078;              1.122996;-2.925e-01   ;       1.33865   ;         -0.96;    5.5e-02;-0.1399 ;   2.16e+00	;         -0.49;        1        ;-1.5172e+00;-0.3061033	;-4.520e-01  ;     2;-9.88e-01  ;-0.8;     0.2       ;      -0.7;            0.53   ;   -0.6657562;       -1.93958  ;1.148105;   0.2721931;1.86303e+00 ;          -0.7;1.1541522e+00      ; -0.26    ;         -0.2279;         -0.63  ;        8.0e-01;0.78023     ;    -2
2.333104        ;     1;9.322885e-01   ;-1.15161e+00; -0.7995186;        0.608873;     -1.004;   -1.5292; 0.06  ;        1.0177      ;-0.352965;  -7.7815e-01;3.5222025e-01;    9.185e-01;          0.28  ;6.906e-01;   -0.01;  1.216041e+00;0.556;      0.716;    -0.42 ;  -0.616     ;   1.50567 ;6.20472e-01;    -1.0635459  ;    0.4 ;        1  ;            -0.626     ;         -0.00720      ;-8.54931e-03			;      0.5833638        ;         -4.894027e-01   ;-1.01751 ;             -0.079;       0.06	;            1.119e+00       ;      1.809      ;-1.563031;    0.112;        -0.07;   0.2511    ;-1.289986;       1.6774;          -0.6      ;-2.68e-01;0.25517 ;-0.345628;      -0.05667      ;     7.614e-01;        1.49;          0.59    ;          -1e+00;    0.33584;    -1e+00;                -0.856   ; -2e+00; -2.11398; 0.27740    ;   -9.9e-01 ;    -0.4876582      ;        0.2169;         0.682      ;  7.03e-02;       -0.8;        0.9028740 ;   1.2901913;      -0.49749;        -1.87;           -0.5828	;         -0.423     ;-4.618775e-01 ; -0.1200232;           1.4611 ; -0.9150     ;                -0.322;-5.946903e-01;       0.7 ;            0;0.42764      ;     -0.04      ; -0.267      ;    0.17   ;    -1.773   ;    -1.816	;      -1.019261e+00 ;               -0.6   ;     -0.3  ;   -0.6   ;    -0.016;           -0.681302    ;     1.109  ;            -1;   1.0023055;     4.892e-01     ;            -0.045   ;        0.08022       ;      -0.270813    ;-1.3065002e+00   ;       -8.22e-01         ;2.2311544e+00;         -1     ;-1.3			;     1;     1.53133e+00;     -1.3e+00;-1.784     ;0.52388;       -0.7186      ;      -1.81999e+00;       1.285282 ;     -0.0427;         0.543    ;   -1.522631;-0.4776941; 0.8775816;   2  ;        3.900719e-01;         0.05;7.014e-01 ;   4.13682e-01         ;     1.60e+00 ;   -5.90195e-01  ;         -0.9;    -0.471  ;0.294;      9.5404721e-01;-1.14516e+00  ;        8.94800e-01;        -2.16e-01         ;                 0.23;            -1.233637;        0.5030014;             0.8535; 0.58263;              0.955417;    0.6416;1.8959e-01;    -2.60035e-01 ;            -0.4 ;-2.263454e-01;      -1.0193314; -7.666e-01 ;-0.5756    ;   1.839    ;-0.7   ;               -0.31 ; 0.378  ;    0.5 ;0.0041 ;     -1e-01     ;  -1.536;-2.2191e+00
