  0.068723         ;     0.2849315; 1.713289   ;            -1.2 ;  6.8e-01         ;      1.4655333e+00    ;1.794327e-01 ;        4e-01     ;    -2.1699499e-01     ;              0.2;-1.3;          0.43;       1  ;    4.64e-01			;          0.006 ;       4.5337531e-01;      -0.35921;   -1.6794        ;      3.01         ;-1.304;    2.10e+00;               0.5;   2.24219     ;      0.0538;    1.66679e+00;   -0.393551       ;  -0.2        ;     -2.63   ;    0; -0.2856906 ; -6.450e-01;         0.7;            -0.19;        7.07e-01;             0.2; -1.4515433;      2.946e-01;      -1.0335562e+00   ;  0.312153  ;1.204836e+00 ;  -0.3079;    -3e-01;         -2.2; 7.7498229e-01        ;            1.9    ;       0.3472774;   -8e-01; 0.227404      ;                   1.5    ;        0.2483022  ;       -0.5;       -1.05117   ;            -0      ;         0.95222 ;      -5.18e-01       ;    0.1952104         ;    -0.693      ;   -1.9e+00 ;          -1;      -1  ;1.1699;              0.5	;2.167475e+00; 2.55890e-01;  8.533e-01     ;-0.54599     ;0.604       ;-0.72;      1.74056      ;-4.567e-01;      1.904	; -1.53612e+00;    1.012e+00 ;           -0.06;    0.5984;          -0.03  ;   0.8236471   ;      2.24558e+00;              -1.484241         ;              -0.9  ;     -1.2491803;        0.6       ;   -9.08561e-01;         1.099   ;-0.7482 ;  -0.535 ;  1.165;      7e-01; 0.5130385;    -0.21694      ;    1.082139;        1.098181e+00;       -1.23696;       0.5792         ;     -0.569144   ;0.0         ;  1.02e+00   ;    -0.89        ;  -0    ;     -1.270733e+00;    0;    0.984;0.35590      ;  -2.379134    ;4.8664837e-01         ;    -9.405e-01; -0.438162   ;  1.242484e+00         ;-4.67314e-01 ;       -0.62 ;       1.9      ;-1.4e+00        ;          -1.423e+00;       0.992  ;      0 ;      -0.48;     -1.504562;         -1e+00;    1.64e+00         ;           1       ;        -0.62;              -0.8 ;            2;-0.4;     8.0214e-02  ;0.9049 ; -1.1;        -1.91;      5e-01 ; -2.1200357e+00  ;                -0.151        ;            -0.32  ;           0.81649       ; 0.8729196  ;       2.444  ;  -5.202e-02       ;    0.8502087     ;1.1165957e+00;  -1.2e+00  ;       -0.2;-2.23e+00;  -3e-01    ;  1.257  ;   -4.78514e-01;            2.2981740;   -0.8 ;       0.69448;0.2592;       -0.7746   ; 5.2765e-01      ;  0.503;  -1.691		;       1.1226 ;1.02  ;1.6480291e+00         ;         1.08 ; -1.6e+00;   1.00702e+00 ;      0.5;    -7.052e-02 ;   0.19;       0.2781;       0         ;0.06        ;    -0.34238;     -1.477;             -0.31475         ;       -1.7406  ;      0.4542;-1.740649e+00	;    -2;0.81818 ;     -0.689366
-0.21183;-1.890244e-02  ;      -0.7682         ;      1.03       ;              1.32;0.5004			;          -0.086; -0.646333 ;        -0.231 ;        -1.67358e+00;        -0.62;-9.2291e-01;     -0.6;    0.004542;-0.683551;    -5.40e-01;  0.3    ;             1.4e+00;         0.3;            -2     ;             -0.703  ;-0.46018;   0.73; -6.346377e-01;-0.332970 ;0.0935254 ;  1.666745 ;   -0      ;   -0.2801240   ;        0.599584       ;       4e-01;     1.299352e+00;     -0.50826;-1.1760055e+00    ;       -0.9833686;-1.28;         0.1325;         1.377199     ;        0.6;   -0.96833;  1.7532217e+00 ;-2.167408;       -8.55e-02;-2.5e-01;0.017419;        -0.13888;              -2;      -0.427; 3.41779  ;-0.31273   ;            -1.011        ;   5.8e-02;     1.1e+00         ;          4e-01        ;     0.821		;        -1;0.2056510;        1.484        ;0.4922        ;        1e+00;         -0.9664; 1.423654     ;        -2e+00 ; -3.873167e-01; 6.18e-01;       1.7660     ;       -2 ;             0.89856   ;   2.1771547;    -0.829 ;  0.3;        -1         ;        0.2136 ;     -7.0e-01;    9.58e-01;    -1.008  ; -1.0905;      -1 ;   -0.03  ;         -1e+00         ;-7.6e-02    ; 0.3781 ;       6e-01   ;        1.46960;   -4.6632332e-01    ;-5.0087252e-01     ;         -0.4;             1.90e-02       ;-0.2035;-2.00926; 1.5697008;0.3522634;     1.243020e+00     ;-4.496e-01    ;            2e+00;0.5  ;       5.8582144e-01        ;                  -0.8   ;1.41e+00         ;    0.4487;       -0.1612;         1e+00 ;-2.08918e+00;            1.509;      0.6   ;        -0.6547        ;           0.4317940;        -0.2037408; 1.3858220e+00;           0.1695146 ;          -0.93;         2.25e+00   ;           -1     ;         0.5;    -0.4826  ;0.421       ;9.397192e-01;   4.70736e-02;        -0.85740         ;      3e-01		;     1.624143      ;  -5.6e-01  ;                -0.902  ;    0.191;  -0.628    ; -0.19736;  -1.8332580e-01; -1.2424778e+00;-3e-01     ;-3.0135221e-01;1e+00  ;            -0.97        ; -7e-01  ;2.7665e-01        ;       -3.5e-01      ;    2.07    ;         1         ;    1.00 ;7.739533e-01		;       -0      ;-0.02       ;             0.02205    ;      -3.31e-01;     -0.6520152        ;    5.808e-01;         -3.9e-01         ;           1.16    ;         1.49605;     5.41e-01      ;-1.1e+00 ;            -3       ;       -1.7682;  2.221758 ; 3.602e-01;  -2    ;        -0.61     ;    -1.0e+00       ;  -9.20975e-01;             0.4   ;  -1.352506      ;        0.2343;           0.0072;            -0.55; 1.1;         0.6372;-0.210244;-2.334e-01;         1.657e+00     ;     5.6e-01;       -0.9984         ;                 -2e-01       ; 0.08278738;    1.17479e+00
2.10758e-01;         1.6	;-0.35079;       0.0997       ;              -1.3;    -0.202;      0.9909832 ;3.344e-01; 1.2e-01     ;-6.6606503e-01    ;          -0.71  ;              -0.480594;        -2.965e-01;5.67018e-01      ;           0.09; -1.159375      ; -0.58;  -1.28;              1     ;-7.8836981e-01      ;             -1.214874;  0.28;               0.58;   1.137629  ;  -1.45809e+00       ;   -4.359313e-01;3.642e-01        ;     0.48;           0.8  ;4.0974e-01;   -0.7  ;      -1.6     ;       -0.391;-1.19993;    -7e-01   ;4.191e-01  ;-0.61961  ;        -0.2541;            -0.23      ;  -7.984208e-01      ;  0.299412  ;         -1.5030198;   1.941e-01;    -0.2      ;0.18407      ;     2.163       ;       -0       ;     1.3     ;     1.2355878;-3.046922e-01  ;       7.06235e-01    ;-0.383;2.0055e-01;-1.39;     1.1023565;1.8828346;     1.3e+00;-2e+00;4.48997e-01  ;    1.627e-01   ;   -0.7164381;       -0.6051480 ;1.6827         ;         0.7075105 ; 5.8351384e-01      ;            2;   1.83373;-2.4412e+00       ;         4e-01       ;      4e-02       ;1.5914e+00;       -2.86e-01  ;         -0.6034682;          0.3;           0.4928     ;-1.17609 ;       -1.499e+00     ;          -9e-01; -1.154e-01 ;                  -1;          -1.5628 ;        2e+00;-3.198e-02;             0.66;      0.972479;-0.02465;   -0.26727   ;          -0.671543;  -6.71e-01 ;     0.7;         -0.2;     0.3;     0.61828;      -1.0666   ; -0.25993      ;     6.6e-01;         1e+00       ;              0.3	;   8.0522223e-01			;         3.306733e-01;1.61682e-01;        7.39e-01;    0.20        ; -7.790e-01;   -0.4    ;         -0.19597;        -0.643208;       0.33;  0.7   ;              0.929;   -0.6;        -2.5003796e-01    ;   0.3       ;3.7527064e-01		;        -0.845;   -2.13368e-01     ;        -0.26;        0.6;         4e-01;-1.241    ;  -1.32659         ;       0.4;-1.44494;        -1.268966;             1.410e+00			;      1      ;  -1   ;      -0.171631;1.149788;-1.398166e+00   ;        3.6362e-01;          -0.49 ;          -0.3   ;1.075960e+00   ;        1.20 ;-5.1258e-01 ;    -0.729199      ;       -0.83 ;-0.0992761        ;   -5.968e-01    ;         0.5823  ;          0.4         ;              -4e-01;-0.45776;-9.922e-01;   -0;-2.2996;       -1e+00;            1.8372710;3.4834e-02;-2.2140370e-01      ;        0.60999	;      -1.4913e+00       ;5.32119e-01 ;   8.3158980e-01;    6e-01   ;       1.80        ;      0.81512;  0.129;   0.5243;        0.765567 ;2.688664e-01   ;1.1;           1.057; -0.3878681;     -0.0599655;           0.0817070;       1.48;     1.2 ;     -0.39  ;-3.3820e-01;   0.06;   -1.4249951
  2    ;       0.268463;       0.2;-1.757292e+00 ;   1.95e+00    ;      -3e-01 ;   -0.22; -3.386821e-01;        1.571;               -0.20 ;         1.7416 ;       -0.6;-1.086  ;  0.07482801;9.56290e-01; 9.0e-01;          -0.81;   -2.2955e+00		;  -0.7921  ;  7.816481e-01;-1.5308412;       9.3e-01;    7.63769e-01;               -2       ;      2.71e-01		;       2 ;     -1.23679e+00  ;          2;    8e-01;       -0.6962202;         1.51577;      3.258 ;               -0.09;             -1.1564   ;-2.0078144 ;           -0.37    ;    -2e-01;       0.2;   -0.3;        0.378        ;-8e-01       ;   1.07    ;        1.9053      ;   -0.3;     -0.8715;                1.9        ;       -1.246   ;-0.658763   ;         2e-01; 4.899e-01;-1.205377e+00 ;  -8e-01     ;-1.12e+00       ;        -1.40506;         7.2284e-01;0.270;      0.5		;   -7e-01;0.17         ;          -1.7     ;7.8121e-01 ;     1.21013;      -0.357 ;  1.2440e-01      ;     1.0501327   ;         0.5    ;    0.9734213         ;       1.198         ;   1.338859e+00  ;  1.2e+00;      1.240e+00;   -7.915e-01   ;   0.90907  ;-9.4276e-01;        6.05e-01        ; -0.6001;-1.3e+00;   7e-01        ;0.655406;      -0.13770         ;3.03893e-01;     1.1e+00;        2;       1.0265   ;      -0.26303     ;           -1;              0.3;-1.657         ;              0.4;              0.2      ;   -1.4   ;         -0.11     ;           0.5779        ;          -0.07551;  -1.36;        -0.940021		;-0.9181 ;     -0.60731 ;  -0.0286666        ;-0.006553403  ;     -6e-01;  -0.441;      -0.07;        1.261 ;-1.1722;         -0.17;-1.141549;         -1.6;        -0.4	;        -0.17913;  -0.1259    ;         -0.3474  ;   0.1  ;                1;         -0.1759         ;        -0.77         ;  1.7532375e+00;    -2.181;         0.02;    -0.7431448       ;                  -1        ;            -0.5;     0         ;    -0.6777961  ;     0.6691034;    -0.207197       ;      8e-01;      -1.18 ;     1.7666e+00        ;      -6e-01 ;       -0.59283;    -1.507855;   0.308439   ;    -0.7     ;-0.071557;   2.355;        2e-01        ;         9e-01;          1.4079        ;0.2921;        -5.2e-01;        -2e+00			;       -1.1312    ;        -0.971595;  0.526;   -0.5128454   ;-1.063;-1.45       ;              -0.2;   0.38559  ;   1.07944 ;     -1.1e+00   ;   2.6267e+00;  -1.565151     ;     -1.015e+00  ;    -2.217205; -0.5     ;0.0054 ;-1.64e-01; 3e+00;      -1.28e+00; -0.654829 ;  0.96   ;         -1.075e-01 ;     -1;      1.632243         ;3.4900e-01 ;   -1e+00     ;  1.145933   ;         -5.983e-01 ;2.7468911e-01;    -2     ;-6.76447e-02
-0.16;   -0.6249752  ; 1.42374e+00;    1.16729         ;            -7.17e-01      ;0.3;       0.1;     1.0  ;-0.2167362 ;      0.7;-7.787e-01; -1e-01;0.55040;     0.2200;        -2   ;1.1783280e+00;           0.77      ;         1.1972;-1.564603    ;7.1621559e-01;       -0.23	;          -1.11;-3.290e-01  ;7.14e-02;    -0.4			;             0.1   ;-6.7818679e-02	;             1.2 ;-1.25e+00		;       0.4     ;   1.9041e-01;            0.57   ;               -2   ;        0.19708;     1.34e+00;      0.1;   0.3811;-3.385990e-02   ;           -0.72		;  -2.01746;0.351738      ;   0.4 ;   0.56;    -1.429281;  -0.83 ;4.729e-01 ;           -0.81047;      -0.72061;      0.4248629; -2e+00      ;0.651625;  0.049424;            -0.4732;-0.8982882      ;      -0.563   ;        -0.4676;    -0.3794895;-5e-01      ;   -0.520147;         0.03      ; -4.10e-01;         0.9;          0.3;             0.341     ;0.8983   ;    1.51025  ;          0.35;     -9.91250e-02;-0.06350     ;     0.28285 ;    -6e-01;0.32706; 0.253907      ;         1.75    ;          0.7        ;       0.3409492      ;   0.4         ;  1.300 ;       -1.1  ;       0.454936;   2.7544384 ;              -0.62; 0.9773 ;   1.7523994   ;       0         ;   -0.0409    ;              1.02;      0.9		;    4.1343e-01;        -1	;  1.213085 ;          -1.042486 ; 1.38780    ;       -7e-01;            0.3  ;  -5.0610e-01;   -0.048543     ;9.06458e-01 ;   -1.24         ;              -2;       1.066;        0.9      ;0.7991032	;            1.005968;         -1.7958        ;                    0 ;      -1.74317      ;    -2.13330e+00      ;              -0.09;       -2;       -1.16639  ;0.4593871;        -0.04 ; 7.92914e-01;1.533233e-01         ; 1.08004        ;  -1.8589	;  -0.02862747;     1.1161;                  1; 5.866e-04        ;         0.518;-8.8e-01         ;   -0.2;-2.1   ;0.9102296    ;  6.394e-01;              0.1177;        -0.22;  -0.038148;       5.46e-01;    0.3      ; 1.13e+00  ;   2.38580e+00;1.8599e-04;-1.22944e+00  ;      -1.5e-01		;      -0.7032769;0.6856152 ;    0.64;           -1 ;            0.4681      ;1.057374         ;       0.0228;            2;  1.19       ;         -2.1618099e+00;     -0.454879 ;   -9.6e-01   ;       0.6285199;-6.9675e-01;           5.37765e-01;      1;       -0.9 ;   -2.0503;    3.5362783e-01         ; 1.82;    0.1169;    0.251875       ;         3;           -0.01  ;-0.0133;     1.7801;5.7933e-01; 0.2506145;           -1.5;         -0.372218;-0.7138205;        -0.0;     -1.08799 ;       1.09927;        -1.37 ;       1.8112e-01
       0.3913;-1.0055e-01;         0.053793;-1.4381671e+00       ;  -2.418e+00;      -1.39;            -0.5 ;     -9.43816e-01;0.5135713    ;-1.4657e+00;          0.4;      5.9e-01 ;   0.08 ;   -1.077e+00    ; -0.06 ;0.3536984;-1.450921e+00;2.91308e-01 ; 1.3997102e+00 ;    -0.936;   0.7;-0.800011       ;   0.0855      ;  -0.1527887;-1.527008;         -1.7358631e-01  ;          0.47714; 3.0845199e-01;0.747224    ;      0.541956;      -1.246770e+00 ; -0.95568;      -3.480e-01			;            -0.70;    2.0950e+00;-3.067100e-01     ; 6.8743e-01;        0;      0.59    ;  0.6881; 0.69			;  1.9615   ;        0.2  ; -0.33 ;    1.251e+00       ;         8.79e-02	;    -3.8107604e-01;   5.4598503e-01       ;        1;    -0.5889	;           -1.854 ;        1e+00;       9.27e-01;        -4.44e-01;             1.42    ; 5.651296e-01  ;                0.68  ;      -1.3325;           0.3  ;            0;      0.021958  ;  -0.70   ;   -0.8677346 ;      1.69236    ;      0.3;      0.93623;-8.1457275e-01        ;             -0.66		;            1e+00  ;0.638131;-2e+00;         0.805;     0.89    ;            1 ;     1.865e+00;      0.9544240;    -1.17133;       0.25482;   0.643532;1.1376	;      3.86e-01;   1;   1.4      ;-0.76407;  -0.05429    ;4.4816601e-02      ;        1.371;-1.77946e-01    ;-1.6704178        ;        0.194491      ;8.6e-01;     2.03e+00    ;  0.621436;      0.769;  0.331;      1.1697e+00    ;-0.129529;    -4.57e-02;        1   ;   -2.420e-01   ;-1.0797586e+00 ;     0.9845635;-0.1   ;             0.51839;       -1;         9.65106e-02;   -0.1655170     ;2.194   ;-4.03e-01;           -1.6175e+00;                0.4263;          2.11  ;            5e-01;            0.6;   -0.546366; 0.064;  3.7e-02   ;  -1e-01;               0.105   ;           3.155e-01  ; 0.47 ;      -0.6 ;       -0.608401     ;              0.3762         ;        -0.08      ;               -1.9648   ;  -0.29950    ;            1e+00;   -0.1606197    ;       -0.18479 ;   -0.9;        0.245494    ;2.40049e+00  ;1.2910; 1.71578      ;   1.06;     -1.47e+00         ;4.39e-01     ;          -2e+00;8.447e-01        ;-0.173501; -0.60522;-1.26e+00      ;      2e-01;           8e-01      ;    1e+00;      1.629;      -1.70476;   -0.0174213;-9.41e-01;    -1.50212       ;    -0.8136; -6.8565965e-01 ;1.6562   ;   0.09238;1.4844e+00;          -0.52      ;   3.321204e-02;         0.4 ;-0.541 ;       2.25417e-01;2.125  ;               2;          0.38;0.06995 ;-4.7915e-01   ;-6.177e-01    ;-7.9e-03      ;                    -1 ;     1.03586;-0.6909;     -2.8e-01;         1.948
1.33779;   -1.577;-5.7956e-01  ;        -5e-01     ;     2.4	;     -0.538941       ;   9.1e-01      ;           0.26 ;       1.642848  ;           6.0e-01;   0.073; 7.0420e-01	;-0.631560;  -3e-01;        -1.657;       8.4725e-02; -1.27;      0.26564    ;        1 ;2.2905e-01   ;    -5e-01;      -2.7917e-01         ;       0.694     ; 1.15047  ;    0.0933;    -0.3632;        9.63e-01 ;     1.0474378e+00 ;         2.58186     ;    -1.308498e+00  ;             0.12596  ;               0.693; 7.86473e-01;     -0.380         ;      0.03 ;6.73796e-01         ;   -9.962090e-01  ;             -0.384   ;0.6184644;         0.33 ;          0.8;1.4811    ;  7.80104e-01   ;     0.7    ;0.1534839;             1.2853        ;        1.28147    ;    0.671;      1.225;       -1.9838e+00;                -1  ; -7.9068731e-01;   -1e+00; -2     ; -1.5034e+00 ;    0.5		;9.0447884e-01       ;7.6877e-01   ;        1.086;        1;  -7.58955e-02; -5.57007e-01  ;-2.41873 ;      -0.39    ;1.285609e-01;0.71082; 0.05978;        0.55;   0.7;       -0.7502253;             1.2135 ;     1  ;         -1.49822;-1e+00;  0.00513         ;       1.12009;    -7.10e-01;        -0.8  ;    -0.03524822  ;     1.5688e+00;   -0.70657       ;     0.922780;          1.8;           1.6    ;-8.451121e-01;         -8.5789e-01   ; -5.4986303e-01;  1.991;                2e-01  ;      -4.315e-01      ;-9.902101e-01        ;         -1        ;         3.870311e-01;-8e-01;       -1.059684e-03;           -1.372;    -2.07e-01;   -0.9135;     1.336972 ;           0.9;   -0.1  ; 0.44217; 2.1172966e+00  ;    0.8098397;    0.7   ; -1.349264e+00   ;           0.854637;     1	;     -1.896;        -0.29        ;0.090287;    -2.016e+00;              0.4318393;  0.1556865;    0.8;       6.47e-01 ;               1.14;-2.670;        -0.8 ;6.9673015e-01 ;8e-01;        0.545			;     1.867;             -0.1;-2.04235e+00;          0.6;0.6675        ;  -1.911e-01   ;   0.1695334        ;      2.53  ; 0.44  ;    3.2201e-01 ;1.7773278;     -0.003044;0.654289;       1  ;          -2;       -1.0850  ;         -2  ;    -0.1 ;            0.7951 ;-0.836386 ;         9.17557e-01  ;  0.0376956;   0.134; -0.9926541 ;2.8056807e-01      ;     0.3  ;     0.1;-1.0899  ;     -0.9934448;      -1.234979e+00     ;           -1.5 ;9.48246e-02 ;-1.5910 ;      2.02;        -0.47         ;-1.20432e+00; -1.215e+00;    2e-01;  -0.676192;    1.7094;             1  ;             6e-01;                -1.9  ;  1.084093       ;    8e-01;    -6.3e-01;       -0.50975; -1.9e+00    ;  -1.1e+00	;                1;      1.17654
2.212803   ;        -0.7; -2.6044e+00;      -1      ; -9e-01;    -2.08;1.4583;                  1 ;  -1.757061e+00   ;   -0.29;      0.1068 ;       0.938;0.1875   ;       -0.35665;        8.866418e-01;   0.1537        ;     -0.331290 ;              0.34     ;  -2.36079     ;  2.565e-01;  -0.038282  ;  -3.58e-01    ;             2.6e+00 ;        -0.1699; 1.175672e+00;-7.0275981e-01 ;       -0.18;      -4e-01;    -3.6e-01;       -2.00853 ;-1.445   ; 2.03e+00;  -0.209281;  1.64666 ;    4e-01 ;    -8.464e-01 ;                0.7  ;-0.9700506;    0;1.6e+00; 1.4934922e+00  ;       1.6e+00;     1.501; 1.3343e-01 ; 0.568082;         5.0e-01;   -1.0105618			;        -0        ;              0;  0.5     ;     -0.2985 ;        3.3952820e-01;      1.456083      ;-0.2685  ;    1.6702;-0.036815 ;        0.06;        -0.0328;                -1;       7.85e-01;2.216681;1.81756e-02;0.6910;         2.4161 ;   -0.011282  ;   1.907e+00         ;6.3528e-01;          0.8;      1.31e+00     ;                    -1        ; 0.1;        -1      ;0.1856292;       -3e-01;2.03e-01; 0.5306 ; 1e+00      ;            0      ;           1   ;             -1.1e-01       ;-2.1443110 ;        -1.71e-01 ;  -0.830;        4.88770e-01;         -1.3845237; 0.6;0.288433     ;    0.1979    ;   -1.79e+00  ;-1.44e+00; -1.2550214      ;            0.6999;  0.8299221     ;        0.25056        ;          -1.49      ; 0.11 ;     -0.6896   ;    1;         0.3;0.5834351;     2.101e+00;          -1.2   ; 0.0378514      ;        -1.1776e+00      ;-1e+00        ;             0.137086;           1     ;           -2	;  -0.68;    -1.3    ;-1.1827381e+00    ;-0.94492         ; -2.2726435     ;           1.2         ; -1.567251e+00;-6e-01 ;       -8e-01;    -0.2661059     ;   2.0659e-02   ;1.3265264e-01         ;                2 ;       -0.6			;2.026354;0.98463;0.63395; 0.99     ; -0.8   ;    0.11274;            1.25;-1.904e+00;-1.88809;      -0.6306;1.0  ;1.07223e-01;       1.177e+00;    -0.56  ;       -0.223      ;               -2   ;-3.8275035e-01;     -6.67e-01    ;  0.58879    ; -1.876e+00     ;4.6554115e-01 ;        0.3    ;      0.7   ;    -1.09470	;    -2    ;  -1.1840 ;         0.7;    -0.784     ;    1  ;  -1.047e-01;    -3.0437e-01;               0.93;       -0.33971;1.53578e+00       ;   1.5292e+00;        -0.4;      0.0377     ;3.368e-01        ;2.42638e+00;     3.10e-01  ; -1.60671e-01     ;          0.7;-5.78e-01;      -4.2e-01;             1.142 ;0.039        ;           9.3e-01;    -2.0863165e-01;             -0.631        ;    -5.3872e-01       ;     2e+00
3.77e-01      ;0.43 ;-0.4891   ;    -1.675927;3.433e-01        ;     -0         ;-1.0038e+00	;    -0.2053262;-1.0736545e+00;0.12292 ;-3.019626e+00;     0.28;    1.3      ;   -1.681832e+00;7.2306736e-01;    1   ; -0.1711977  ;             0.271;      1e-01 ;      0.4;        -5.4107184e-01;     3.627e-01;        -1.2781e-01;     6.4680381e-01;     0.2  ;    0.1158632 ;      -0.22771; 0.80376;         1.25 ;         0.408      ;          5.58e-01;1.411e+00;   3e-02;3.4238885e-01;             7.2e-01 ;        -0.2342;    -1.82e+00 ;     0.1994;   0.158014;   2.002402e-01;   2.550e-02  ;    1.36e+00;         -0.2 ;          0.5053;-1.4568068e+00 ;              -0.71;-5.5124e-01       ;1.057426e+00     ;               -0.8; -4e-01       ;          0.81  ;  2.074;1.22e+00;   0.68     ;  -1.9e+00			;  -0.874      ;   2;   -0.3159;     2.7e+00;       1.734;-7.9211e-01     ;   0.2    ;        0.538	;      0.77093      ;  -0.00165067      ;         1.02   ;    -1.5;        -1.6438833e+00; 0.62088 ;-1.08	;       -0.5;           0.8     ;   -1.00594    ;         0.112     ;        1.01      ;               2;      -0.972;   0.8       ;  -0.389;        -1.1545     ;          -0.05; 0.08  ; -1.25284 ;   1.73021     ;          1.6811415       ;          -0.35         ;-0.890827			;0.7038284;    -0.219757;     3.7e-01        ;-6.64187e-01;      -0;          0.2;   -2.16  ;       -0.4990542;      1;           1.3053   ;   0.07;          1    ;          -1.73;   1.2242     ;   -0.1379;-1.033233;0.7494461;   0.9     ;    4.59697e-01;           -0.0088204    ;                    0;     -0.822 ;      0.3059931;      -0.52349; 6.5486e-03    ;     -0.4	;    0.608861;      -0.4    ;    -1.2804595 ;     1.0363       ;   1.5;         0.8   ;  -2.72290e-02;          9.4846e-02 ;      -3e-02;    0.0952 ;-0.1193644;        1.044 ;         -0.16;-0.5442513;     -1.16e+00;         -1.2; -0.8425801  ;        -0.1   ;-0.54130;-1.01823e+00 ;1.279;       -1.196514e-01;-1.2   ;-9.4e-01;   0.791         ;         -0.4324406;    1.014e+00 ;2.5494315e-02;    -2.633919e-01; 9.0128252e-01  ;-0.409 ;       -1.0840116e+00      ;     -4.875422e-01;    -1.852e+00;-1.668325e+00;           2    ;5.34e-01 ; 0.58697 ;      -0.2430		;-1.89;   -1.303503;  -2.36736e-01 ;    2       ;-3.0830408e-01;       -9.34924e-01;  9.26e-01;   0.9591233;          0.4787   ;   -0.285201        ;5e-02  ;    -7.92069e-01;-0.69983       ;-5.4858e-01;  -8e-01   ;  -1.214181         ;  1.713217e+00;0.857;     -1.6619   ;     0.5535;         0.89
             1   ;   3.7771e-01        ; 1.6223360 ;     7.1e-01  ;1.6e-02; 1.17103e+00      ;           1.45        ;   1.5296676e+00     ;         0.3;-0.31621;  -1.980472       ;-2.427524e-01  ;       0.51;  3.0350e-01 ; -1.85126;-1.2e+00   ;        1.1 ;      -0.380		;-0.14      ; 8.0015993e-01 ;        0.0004		;         0.3;-0.5930;    -0.4			;   1.16289e+00;        -0.84451;              0.664;    -0.3926;       0.3487  ;   -0.3257093 ;      -0.7246;         -2;        -1.770e-01   ; -0.51659 ; -1.34148;      -0.622; 0.1170076;-3.537e-01;       1.48e+00;         -0.9  ;1.1e+00 ; -1.13926e+00	;-1.1958;1.47e+00   ;         0.425275;     -7.6308e-01;-7.0895e-01 ;           0.8    ;     -0.733;          0.4 ;      2.39630       ;         2.9       ;            0.86;  0.1013;     0;     8.62750e-02   ;      0.0186;         0.0225;-0.4488932;      0.830105;   -0.890046;     -1.353401		;         -0.6852;  0.519060    ;         -1.736509e+00;  -1.563482		;       1.3	;    1.07427			;                0.29;     -1.0;  0.7975801;  -0.332062 ;            1;       0.692;      -0.25         ;       -0.98		;         0.1   ;-9.42e-01 ;       -0.7         ;    0.4493; 0.682374 ;        0.5;   1.105        ;                0.1;  -2.8556e-01       ;     3.3723e-01;  -1.94  ;-5.6e-01  ;-0.586168;  0.81;         1.069 ;     1.4500e+00   ;         1.77;-0.92132   ;         -0.1668404    ;       1.1411003e+00;  1.016758;1.8150e+00;        -1.4;   2.3;            -1      ;    3.80e-01;    1.3  ;        0.987517;        -0.73044; -6.75e-01;           0.9;    6.2046e-01 ;      -1.05     ;        0.469833; 1.803855e+00;          0.03; 9.928761e-01     ;             0.57565 ;          1.02802;     8.9904e-01 ;-1.4564692e+00;1.317034e+00        ;     1	;  -0.3092;     0.4  ;      1.41       ;-0.7985 ;  -1; 1.128   ;-0.722   ;          0.28;       2.8e-01     ;   2.12014e+00       ;                 -1  ;       0.4539534;      0.08;         0.610    ;-0.24596    ;    1       ;   -0.2;      -0.92;       -0.717        ;     1.0e-01         ;        -0.14      ;            -5.5e-01;        8e-01      ;-3.54534e-01  ;      -3e-01  ; -1.124826e+00;   0.9 ;      -5e-01	;       -2e-01;             -0.7;      0.21     ;                    0.7       ;   1.31983e-01;  -1.293132e-01;    -0.527055;    2e-01; 1.5;   -1         ;       1.68 ;-1.818885e-01      ;1.555         ;    -6.565233e-01; -0.140491        ;        -0.520992  ;       1.116521    ;  1.3972499e+00;       1.03;     -1.705501e+00;              2;                -0.0; 0.65 ;      -0.40413 ;  1.260e+00         ;     -0.69155
