0.5643  ;       5.67714e-01     ; 7.5e-01    ;-1.3809143    ;-1.85e+00        ;      2.010995   ;     0.345;       -0.11853;      1.2829;  -1;         -2.6     ;         0.455593; 1.44;          -7.0e-01;         0.2859;             1.6;            -1   ;      0.56      ;-0.3449203     ;    -0.594807;     -0   ;       -0.2 ;        -0.12;  -1.6e+00    ;-0.735512     ; 8.1735e-01 ;        2 ;  0.45732;     -1.6 ;               0.883;               9e-01	;  9.455641e-01    ;           8.647e-01       ;-1e+00;       0.0317623	;              -0.69;       2.31;  -7.2e-01 ;      -1.642  ;  0.1301 ;        -0.9366;    0.6155    ;-6.53257e-01;         2e+00;       -0.553    ;5.0656455e-02        ;   -1.21e-01;     0.36477;-7.9986167e-01;-3.3605e-01;        0.92609;0.978  ;      -1.1603;          -1.3   ; 9.34e-01      ;          0.75969;  -1.361;-0.404731    ;1.6777e+00     ;  -0.1006768 ;   3e-01		;     0.513127  ;        0.1207;-0.3171496      ;  -0.35;-0.20441     ; -2.6091530;  -1.13386e+00; 0.977; -9e-01;9.3315e-01;   1.15638;       -0.871118;0.402610  ;  -0.500908 ;          0.024 ; 1.1     ;   0.7550527;-1.49115;   -1.64021        ;        0.4;  0.201707       ;1.7e+00 ;  1.45  ;-0.034721     ;       5.52e-01;0.371  ;-5.21e-01;1.07e+00;     1.61;              0.5         ;            -7.6e-02;             -1;  -1.1197e-01;       1.81039e-02;        0.999;         -7.788311e-01;    1.20e-01;      -0.023    ;         -1.19;  1;       0.06 ;       -0.3347         ;              -0.56;3.1147500e-01;  -1.52e+00  ;         2.0490	;      -2e+00      ;          -1.38e+00; -0.45738;  0.070;         7.22e-01; -1.529			;  2.306119e-03        ;  0.462169      ;1.015e-02         ;  -2e+00;    -0.94551      ;-0.52519;     0.46449;   -1;        -5.448e-01;    -8e-01;  1.0391   ;  -4.4e-01 ;         -2;-1.375e+00       ;-0.52828;-1.7281210e+00      ;
0.8982    ;-0.66549  ;-0.454446; 5.5796543e-01  ;     1e-01   ;          -1.0028e+00;       0.7897637        ;        -3.4062e-01	;     -0.22;     -0.2286958;       -1		;           0.622;        0.1   ;-6.639645e-01      ;   -0.002292;-5.9333e-01;-1.43400e+00 ;            1.03 ;       0.49793;          0.965;           -1.01330       ;    1.076e+00   ;  0.5615764;      0.3 ;     -1.91806e+00  ;-0.25400;              -1.4;     -0.404        ;            -1.1e-01;            0.31076    ;   -1.5749e+00;    0.57;   0.5646888         ;  -3.589e-01  ;         -1.0713063;      0.44;  0.048032;   -1.2  ;    -1			;    -1.321;     -0.6697 ;     -1.244263;       0.6  ;      0.9452461  ; -0.38613 ;           2.02;             0;-0.125225  ;      1e+00;0.5699;       -9.046e-01;-8.191e-01;0.06;   9.0852e-01   ;-9.871107e-01  ;-1.13977e+00     ;-1.316946       ;       0.21013      ;  0.05557773;-0.03599892;     -1.263029        ;  -1.76219e-01 ;1.3703224e+00;-1.44e+00; -1.932568e+00;3.0582215e-01;    -0.7417    ;  -0.3003;    -9.0e-01; -1.3;1.1508e+00	;          -2         ;  0.2606;1.165045e+00 ;       0.96  ;   -0.3;   -0.4; 1.7399737e+00 ;         -0.7 ; -2.1    ; 0.4480756 ;9.72e-01  ;     -2;              1.8 ;      -6e-01      ;-2.558077;    -1.371e+00  ;           1.3;        -0.69979;           0.295;-0.917513 ;      8.5002e-02;        0.0367     ;-1.15190e+00;        -2e+00;           -0.3 ;       1.8e-01        ;    1.49       ;      -0.09;         1.466517;-1.393561 ;    0 ; -0.0430625  ; 1.202220;             0.29  ;       8.401e-02 ;        -0.1297847   ;     -0.3			;       0.81;     -0.98596     ;      -0.3;      0.369  ;0.397635;     6.72e-01  ;0.29179     ;7.17713e-01;      0		;    1.0702e+00;    0.32144;0.8773    ;1.48e+00      ;          -0.91;        1;       0.16;           1.3;    -1.9603146;      -0.6475;       0.2 ;         2.56
        1.7    ;        -1.478         ; 1.096e+00;     0.7221   ;    -2.7345791e-01       ;    0.604915;3e+00;       7e-02;     1.3323;        -0.94217   ;       5.70e-01  ;      -0       ;    1.36       ;        -4.185e-01    ;      -0.59919   ;  -0.0416         ; 0.738       ;-9.5366e-01;   0.684904;          -1 ;      -0.94    ;    -1.54917  ;2.2637e-01   ;2.285;   -4.59047e-01;      -0.55671 ;          -0.33 ;1.828800e-01 ; 7.3506194e-01;  -1.66;             0.4  ;     1.54293  ;       1.088205    ;-2.666896e-01;      1; -1.4944e+00     ;      -1.062     ;      -1.892; 1.15e-01   ; -6.54491e-01;       -1;1.133199  ;    -4.98899e-01;    1.1e-01; -2.554264e-02 ;     -0.9;      -0.4 ;        -0.42;     -0.13432 ;  0.92    ; -0.192  ;              -0;       -1;             -0.8;-2.08178e-01;   0.1;        -0.754 ;       -0.8266378  ;   0.2618027   ;         0.3       ;   -0.03  ;     -1.35815 ; -0.6539989;     2.4e-01;      0.479494         ;        0.2         ;         1.86808e+00 ;     -1.3891;         1.836e+00    ;      0.1156    ;       -0.02393;-1.15008;       0.89425;     0.803    ;  -0.9;-2.6748e-01 ;       0.8;-1.503098e+00   ;               0.4;  1.44e+00       ;          0.6; 1.477e+00    ;1.787e-01        ;    -0.11678;-4.2e-01   ;         0.59        ;         -1.461; -5.57872e-01  ;2.259766;  -0.23 ;        1.008   ;          2e-01;-0.2031545 ;             1        ;   0.8;   0.6675257;3.26e-01        ;     -9.4e-01;    2e+00;1.54317     ;    0.149 ;3.05161e-01;     0.215;           0.5       ;       0.71466   ;   -0.3   ;        0.241  ;  1.019e-01;-0.31655;       0.8;      1.2666e+00;  -0.9873264;-1.819;          0.81     ;-0.7    ;     0;    -1.29;   -0.194;         -0.08       ;      0.19   ;-0.6919588  ;     -0.2	;     0.2106       ;  1.02;       0.1777;      -0.2;       9.2e-01;     0.6288194 ;              -1
1.0  ; -0.614 ;  0.1083;      -7.383e-01  ;       0.21966  ;       -0.7;        0.6  ;       -0.2962;6.957579e-01     ;  -7.002288e-02   ;           1.7       ;     -4.060e-01;            0.92        ;        0.06811  ;  0.85        ; 1.0830e+00;  8.2542e-01  ;    -3.9015e-02;  -0.3;  0.176374   ;           1.29    ;    -8.4868776e-02;           -1.89       ;      -1.417219e-01   ;              0.45229;0.07123   ;     0.506;          0.19;-1.6817747e+00 ;-1.959    ;         -1.20348   ;      -2.83e+00     ;    0.63823;      1.17238;        1.090224     ; 1.3522890;2.0121277e+00       ;-8.82e-01;    1.0644846e+00   ;0.13419         ;      -0.542652  ;6.18127e-01		;0.30334    ;  -1;   -1.5032e-01;      -1.06271   ;-4.3184373e-01   ;            -1.04;6.317990e-01;     0.8656785;      1.1e+00 ; 1.14378e+00; -5.7663852e-01    ;   -2e+00;                0		;       -1.87 ;           0.6;       1  ;         -1.48e+00;   0.513943;         -0.5;         2.075e-01;   0.0494104     ;    1.0203546;-1.178563  ;              0.74669;                 1;-6e-02  ;2.447122e-01   ;    0.05618972   ;   0.1;       -0.217;      2.5e-01        ; -1.231153e+00;     3e-02  ;         2e+00      ;   0.8183 ;      1.6;         1.387      ;      0.6			;          -0.3     ;-2.3109914e-01        ;         0.48084     ;-2e+00; -0.4039437         ;            -1.27		;  0.892;      0.222   ; -0.6;   0.4;-6.531202e-01;      2       ;     1.4  ;                 0.1    ;  -9.7010339e-01;     -0.4       ;    -0.0485815;       0.2;8.5785378e-01; -0.73511; -0.1297;        -1.50670;             0.55268;   -0.725;-1.3030184e+00 ;       6.6e-01  ;  -4e-01		;      -0.13607;         0.92 ;          -0        ;1.265756e+00   ;     -1.215;  3.5900e-01;          6.755e-01   ;-0.3831099;   1.51;    -0.2;           1;-0.796518;-1.1831;      -1.59364;              -1;0.5037897 ;            -0.551078;      1.41e+00       ;      -0.5		;           -0.06922      ;     -1.42227e+00;     0.3443
    5.48e-01;    -0.59669       ;0.04045;  -0.630062      ;      0.79      ;   -0.4925        ;        -1.51;  7.67015e-01; 3.9775836e-02;  -0.0632  ;    -0.83001      ;-0.152900;      4.1591e-01    ;        -1 ;    1.598e+00    ;     1.11787        ; 1.585618e+00     ;           1	;-0.79517   ;            -0.0603;           0.6;-1.0547191e+00;         1.7	;     -8.5e-01;0.7728591;        -1.1 ;1.1766610e+00  ;        0.4 ;       -0.1700864;       0.313315;  -3.7588e-02 ;         0.654      ;       -1.097    ;           -1.878; 3.484e-01 ;     0.0788    ; 1.79e+00;-0.2333284 ;         0.2518482        ;-1.09796;   -1.1268e+00     ;         9.1003e-01 ;            0.44     ;        -0.580420;        0.7519      ;       -0.3063 ;         2e+00     ;1.1361200;     0.656;      0.78207 ;-1.25;      -8.872537e-01 ;0.27173     ;         0.334; 0.15;-1.2207  ;        -1;           1.28;0.5497961     ; 0.0236       ;-0.650921;             -0;      0.868074    ;  -1;      -3.26        ;     4.6613470e-01      ;  -0.749;      4.2609802e-01;5.817e-02 ;5.45e-01;0.896457;   1.3940e+00       ;         5.3755680e-01;-6.802e-01 ;   0.8;    -0.1572123       ;-0.9433;      0.2693191;        0.12765  ;        -2.054531      ;   0.1683;            -0.8908  ;        -0 ;      -0.6039  ;    -1.0379;   0.05789868;          -0.51;      1.244  ;-0.7;   -5.5e-01;1.90256e+00;       0.225;     1e-01;         0.8145396;        -1.0        ;8.857e-01  ;           -0.49;              3.1     ;     1;           -0.9         ;  0.26;1.706473e+00 ;     1.915184;      0.356;       0.1364;-3.295e-02  ;   -2.705763;         0      ;            -0.096;         1.71e-01         ;           0.3      ;       -1.3043 ;0.7991  ;   -1.06403e+00;       1.44		;            -0.456;         1.23; -1.731340e+00; 1.33e-01		;         -0.4852020  ;-9.899460e-01    ;   -1.3459         ;            0.2;  0.365019     ; 0.281253; 6.547e-01; -9.2863243e-01;   -6.891e-01         ;         -0.004371
-0.2837913;1.1415e-01;-8.4e-01;      -1   ;    0.5860605 ;-4.7e-01	;-4.66e-01  ; 0.655641;-1.1533247 ;   9.6e-01;      -0.56499     ; -0.042;       0.1276;     0.07164      ;  -9.117e-02  ;     1.078941       ;        5.4764e-01;     0.076;0.3500410;-1.2600     ;-0.1;-2.8e-01    ;  -6.0383606e-01 ;      2.06      ; 1.579;    -0.5;  1.406e+00;    6.0030e-01   ;         0.96 ;                  -1.3;   -6.084679e-02        ;   0.2556 ;-0.003328        ;   -9e-01;  -1.3309120e+00       ;            0.61;  0.79;   1.2635552;        0.608;  -8.7249e-01     ; 2.4e-01   ;2e+00  ;          -1.1e-02;   2; -3.324e-01    ;      1      ;-4.0e-01 ;          0.28551;            -0.9;    7.7213469e-01  ;        0.8; 7e-01;        0.6954429;                -1e+00      ;     -1.0054        ;    6e-01 ;        0.515;         2.147;       -0.5123455  ;-4.4764e-01 ;       -0.4982552;          -0.03216         ; -8.7e-01    ;      -2.0;       -6.46142e-01;  -4e-01   ; -0.25;          2   ;             -4.1e-01;      3.2e-01;-7.573267e-02   ; -3.1809673e-01;      3e-01;      0.497         ;          2.58407;3.0466343e-01;     -0.14;     -0.924814    ;       1.6e+00;     0.9918;    9.1880e-01         ;    -0.43939;         -1.205e-01 ;-2.449935e+00  ;2.0207    ;-0.3493973;            3e+00     ; 0.849;          -1  ;0.72533        ;            2.759e-03 ; -2.17e-01  ;           -3e-02  ;          4e-01;  4.022448e-01 ;        0.4700146;0.57		;-0.6459302         ;    -0.686297;  -1.76462     ;    -1.2  ;0.97;    -5e-02;        1.60585e-01 ;            0.2	;             0.88;      -0.65264;      -2.56042e-01;   -0.9988210;           0.5913 ;             -1.188;           -2e+00	;    3.695165e-01    ;   -2.5982e-01 ;            -0.524;  0.731484;      -5.8706447e-01   ;  -0.1;     3.7e-01    ;         0.3 ;     -8.97e-01;       0;       -0.389;    -1.470e-01 ;            0.36102    ;         -8.2420e-01    ;  -0.72484  ;      -6.5e-01;      -4.2e-01
    -1.158   ; 0.993686        ;  -9.938e-02        ;        -3.649e-01     ;      -0.58 ; -0.428517 ;   -4e-01      ;  -5.80e-01     ;  -2.138e+00;    -1.056;  6.2e-02 ;     -1.1e+00 ;-0.75    ;0.4        ; 0.324;   -2e+00; 6.75e-01  ;           0.014;    -0.03801;        1.0209461e+00			;   -0.3444;-0.68;         0.068    ;-6.7992321e-03;      -0.5;    -1.0222;             3;        0.490379 ;   -6.3615e-01    ;      -9.95e-02;       0.815772;  -0.4605069      ;   -4.12456e-01 ;-0.2396;              0.7   ;           0.605569     ;   0.7 ; -1.3714615e+00		;  0.460;            -0.07387;         1.7e+00        ;          0 ;6.5375e-01         ;-1.6906e+00;            -0.91;    -0.08863; 2.51822e-01;        -3e-02  ;-0.3650265;            -2.01;       2.6786e-01; 0.3488506;       -0.1;         -0.418      ;            -0.2435        ;          0;-4.2132775e-01    ;     0.12382  ;          0.19;        0.9751   ;     -0.3682 ; 5.336029e-01    ;              0.37137     ;  -1.72263e-01     ; 0.39232;    -1.684e-01  ;     0.937808  ;      1.52e+00;    1.334;         2.6621e-01;0.5796028      ;       0.8642491        ;-0.56;       -1.546369;      1.710961e+00   ;    0.58828;     2.317;              1.174    ;        4.29351e-01     ;         -1.17466;      4.87e-01 ;    4.510e-02     ;    -9.031e-01;  0.7512 ;    1.288558e+00 ;3.2173514e-01; 0.7754;-0.201988     ;  -9.18e-02   ; -5.8569e-02      ;     0.62;-0.8703264; -0.7037640  ;     0.7; -0.195     ;          -1.09e+00 ;        1.4       ;                  0.03 ;   -2.5619e-01;   0.907;      -0.318561       ; 1.285103e+00  ;     0.571152        ;        0.593   ;        0.9955        ;           1 ;1.482498e+00     ;      0.61951     ;   0.5244;0.5845;        5e-01     ;0.06;      -1.4;                   3;    1.88;         1.3482462;    4.1124e-01     ;       0.302        ;      -1.54;3.90e-01;   1e+00  ;-2.33e-01;  1.96527;         0.5;    -6.16e-01  ;1.136   ;       0.487; -0.23533        ;  -0.923471
   0.81601 ;   -2.19;   1.657     ; -1.8e-01; -1.41681e+00;  0.3524;        0.2315;    -1.3442      ;         -1.0;  1.44507e-01      ;        -0.8679    ;                 0.4;                 1e+00;         0.93697			;1.12584;             -1.1e+00;        -1.62   ;          4e-01   ;    0.5 ;        -1  ;-1.000541e-01  ;-6.0701711e-01;           0.4        ;1.4596e+00;               1;          0.4       ; -1.4e+00;         0.7;1.07362e+00 ; 0.1793       ; -4.536e-01;       0.2 ;3.064e-01       ;      -2.062;       -5.91e-01 ;-1.306396e+00 ;0.3951338;        -1		;         -1 ;  -1.073096e+00    ;     -0.8;   0.2462 ;    -0     ;    1.2505567e-01; -1.599 ;      -8.1e-01;            0.40;0.1277      ;    -1.0239 ;            2e-01;        -0.353041	;  -1;      -0.70885;         1.203    ;          0.547  ;    -1.54e+00     ;      0.30         ;     1      ;         -0.72389    ;0.813     ;      0.971361; -0.07110342   ;        0;      0.1589372 ;       -0.032; -0.69532;      2.13      ;   1.22582  ;   -1.822e+00  ;          -1   ; -1.29115      ;7.09721e-02;  7.5889e-01       ;   -2.16277e+00  ;         0.744114 ;  4.16520e-01  ;0.662;0.11309      ;               0.4	;        0.76781;        -0.42;   -1e+00;3.85e-01;  2.046e+00    ;         -0.08; 1.03962e+00 ;               0.5438;-1.10832    ;          -0.3     ;       0.235;         1 ;-2.88137e-01     ;         1.692      ;1.803222e+00;  5.37e-01      ;1.0551939e+00 ;     7.04e-01        ;       -2.755761e-01;     8.5225354e-01    ;     -3.507e-01;        1.7;       -0.3949;4.3979e-01; 0.73212     ;     -1.327012e-02  ; 2.567906e+00 ;   -8.8664e-03      ;1.3766  ; -1.9905e-01       ; 0.869805	;0.002   ;        -0.0485    ;     -0.19;     0.5      ;      0.028702;             -1.03;           -0.3     ;2.67e-01;       -0.8   ;       1e+00;-1.614688;       -0.87;     3e-01       ;            -1.0         ;  1.7686 ;-3.7e-01        ;         -4.7905693e-01;      -1.29;  6.1822e-01
   1.1216715     ;   0.5275413;               2e-03 ;           0.6 ;            0.634  ;          1.125 ;        -1 ;0.1696542;        0.25 ;         0.3063;   4.0459785e-01;     -1.9457;       0.543;   -0.617361         ; -4.4755918e-01; -3e+00         ;        3.161853			;1.101479e+00;5.063078e-01  ;-2.30393e+00 ;    -1.0   ;     2.01 ;      2.5803642e-01;1.260e+00  ;0.53663;     -1.826;            1.0     ;   -0.6651       ;    -1.003  ;3.5339484e-01;8.688e-01;    -0.88251  ;     5.2e-02        ;            1.8688;   -6.2101e-01   ;-1.8e+00  ;            0.61    ;        1.1283994e+00;           0.3;0.5355816;     -8.375e-01;         6.71e-01  ;1.2274343e+00  ;   0.07994   ;     2.16222;1.6e+00;5.0424e-01;            0.7       ;   -1;    -1.16e+00    ;6.233122e-01			;         -1.224e-01;   7.7e-01       ;         -0.17 ;  8.0471509e-01 ;   -1.46424       ;  -1.72150e-01   ;       4e-01 ;    -0.44       ;-0.0570899 ;         -1.0266031;-1.159 ;0.2618;          1.34			; -9.18e-01;  3.1259e-01;        0.21149     ;  2.090188     ;         0.483;    -0.242779 ; 0.90;        5e-01;    2e-01   ;0.9078744     ;             1.74e+00;        -1;      0.31326;              0.2 ;    0.92212;            2e+00        ;-8.169559e-01         ; -2.77e+00 ;   -0.73; 0.0028807  ;5e-01;  -0.26;      1.58264;      0.2723; -0.54;         1.71;-0.68616			;        0.239      ;                  0.857         ;       0.945  ;         7e-01;            3;     -1.95;        -0.241;       0.5;       -0.6244548;      -0.749278 ;          -1.44087   ; 0.8032     ;      0.909139;       3e-01;         -0.490 ; -8.2e-02        ;        -0.56;    1.6;  1.03284e+00   ; 4.4080e-01; -0.08399;   5.251e-01   ;    0.72    ; -0.034854   ;       -3e+00 ;    -1.5;          -0.3;-2.2985e-02 ;      -0.55033 ;     -7.327029e-01 ;       -0.109313; 0.0923448;   -0.72; -1.026255;          -2;     2.0130065; 0.4     ; -0.5445;   
1.173385;0.2152;               -1.3032   ;         0.4961  ;         -0.0027   ;     -1.63e+00       ;                  -1       ;      0.5490192 ;           -0.522;  0.0815    ;        -1.46362e+00;     -0.6;1.08086e+00 ; 1.3335099;     1.3318206;-0.318       ;     -0.45;  -6.68263e-01;  6.959810e-01;    -1.598 ; -0.77		;     -1.96116e-01;          -0.38     ; 7e-01;         -5.4239e-01        ;               0.5 ;-0.0051;      -0.0145716 ;0.83;     -0.93;             -2.4659 ;  -2.21547e-01  ;        0.3 ;           0.019 ;0.17;      -0.1     ;         0.35     ;  -0.7478     ;              -1.576;    0.95     ;     -0.8  ;         -1.58  ;  8.2e-01 ;      0      ;       -2  ;  0.348         ;         -1.152619     ;2.1365734  ;             1;  0.1801;    1.19e+00;       -5e-01   ;   2       ;            1.39    ;     -0.4  ;      -1.199       ;           0.3128688;             9.315e-01     ;       1    ; 1.014e+00 ;     7.542e-01;  -1.7975   ;      -2.2571e-01      ;0.479    ;-6.4145897e-01       ; 0.3;        -3e-01;        0.59180; 7.2073386e-01;     6e-01         ;    1;   0.3913;    3.969125e-02;        -1.5;     0.4756417;         -0; 1.34136e+00;    -0.09059602 ;    0.398465     ;            0.10 ;         0.9;    0.8 ;  0.79   ;-1.545480;  -1e-01;-2.198683e-01;  -6.320e-01;         -0.96   ;-7.7328337e-01 ;          1  ;     1.4     ;   -0.8        ;  0.75;                  1 ;         3.27e-01; -0.1923;   0.61;-2.3131788e-01;-0.270454;    8.88e-01;   1.2258;    -1.15e+00     ;   -6e-01 ;       7.87e-02;0.359528;         -0.2038;     -2.0427  ;     1.661e+00  ;        0.772			;          -0.2      ;       1.69e+00;-9.5e-01;       -1.786241;-0.7028135        ;          -0.801      ;               0.71;3.545e-01 ;  3.9967590e-01  ;-2.88390e-01   ;-4.155311e-01;-1.1140e+00; -1.563;  0.749    ;      1    ;                 0.7   ;   6.171800e-01;        -0.44;    0.1955718;            0.10671
8.8e-01;    -1.8698e-02   ;    -1.250  ;                 1.38   ;     1 ;          1.12 ;    0.567   ;     -0.9347  ;        1.530112     ;       0.36458;             -0.204;-0.62 ;     0.2422;-0.162823;        -1.804132 ;       -1.595e-01;-4.3938620e-02  ;            -1  ;                   1;          1e+00;           0;9.5618e-03;         1.89;        -2.3594   ;        0.541        ;       1.8214 ; 1.2e+00     ;         -1e+00    ;   0;        -0.68389;         1.899         ; -0.374;     -2 ;      0.806965;1.65e+00;   -1 ;             0.763;        -0.55 ;  3.4442888e-01       ;           -4e-02;           0         ;-4.09035e-01      ;-0.9411747;    -2.64573;        -0.6972839 ;-4.0e-01    ;            0.2;         -1.32; 1.111e+00;1.760e+00;     0.10  ;         -1.6       ;         1.2449 ;  0.71;-0.6745193;-1.311222;         -0.16      ;              1.7;-1.611e-01        ;      -1e+00       ;  6.7e-01;     1.683525e-02;                1.2;           -0.3;        -0.02;         0.97;    -6.7e-01;        3e-01;       0.51839;     -0.0460     ;         -1.4       ;  -0.73778; 1.012;-0.0405036;    -1.2e-01      ;       -0.67029;    0.4;    -0.165      ; -1.97899e-01 ;     1.11373e+00    ;     1.03;  0.46;       -1.213353;         0.2        ;-2.287e+00;2.500e-01;        0.0850106;    -0.2208237;    8.676035e-02; -0.88153;      0.1;-2.23275e+00    ;               -0.118;       -1.3935;       -2;           0.262343    ;        0.98154  ;   -7.8918591e-01;   -1.095092         ;  -1.1 ;      0.10630;  0.94; 0.59      ;     1.992e+00;        -5e-01;      -0.484;     0.0232327; -3.9408e-01   ;             0.6;-1.1253e+00;   -0.204        ;     -1.076;      -0.561    ;   1.175;             -3e-01	;    1.0852036    ;0.4228505;    0.6  ;               -0.84;  1.045225; 0.70315; -6.65e-01;         1.8 ;   -2;           0.6         ;         -1.45;         4.8e-01   ;    1	;        -1 ;  
-2.2e+00     ;          0.05 ;      -2.748432e-01;   -1.8606156  ;     0.23;   -0.959408 ;          0.784;        3.4560e-01;   0.28;     0.72992 ; 2.370;    1.53e+00 ;    -0.155119  ; -3.41e-01    ;  2e-01         ;                    1 ;         -6.31028e-01;      8.4e-01 ;-0.7032; -1.298446        ;-0.43;   -1.42e+00 ;      1.4e+00   ;    -2e+00;  0.168    ;         1.13122;         9.02e-01         ; 0.248320;          -0;        0.5 ;   1.22e-01         ; 1.4;  -0.4676; -1.08339    ;    2.1;-7.3412307e-02;    -1.32e+00      ;               -2.1      ;   1.736900e+00;    -2.23;-1.167       ;       -5.0e-01  ;   -0;         -0.06;         7.1e-01       ;      -0.0062;  -0.51;         -0.91 ;       1.8215848;       -1;   0.4514;        2.2382135e-01;-7.662099e-02   ;1.682e+00     ;  -0.55;     1e+00;-0.4;    -0.4;     0.639; 2.63134e-01;-2.6868250e-01   ;9.1216770e-01; -0.68681  ;         -1.75   ;-4.5344e-01         ;  0.15262;            8.254e-02;            0.63  ;         0.1			;      -1    ;-0.6449712;           1.766        ;   1.1			;              1.05			;  -5.3394766e-01;    -1.6  ;              0.6071   ;   -0.4712898		;          0.796       ;  -0.93229;      1.5250293e+00       ; 1.1256867e+00	; 1.10975e+00;          -0.3737;            -0.1196395;     -1.463797;             1.09;        -0.81;      -0.399   ;              0.20707   ;     1.038;      -0.186;-0.968421       ; 3.87e-01     ;        1.38 ;-1.29e+00 ;          -2e+00 ;-2.48368; -1.3;-0.6708         ;     -0.819   ;-2.1e+00;         9e-01;    7.2066e-01   ; -0.460013;              -0   ;   0.93831 ;       1.958e-01;        0.4       ;          2.411;     -1.634	;6.70e-01 ;       9.59e-02;2.133509e-01;  0.92       ;     0.2913463        ;      -1.87;       0.28;            2;-0.2713276         ;             0.5;     -1.309896;   -0.3;      1.1172  ;  2;8e-01;    2e+00;  1 ;        -1.74591
