       0.4724;0.179221;            -0.2   ;-3.9e-01;-8.5175156e-01 ;  -0.45   ; -0.3  ; -7.0874e-01;2.1337450;          -0.1      ;    -0.042        ;     -0.93    ;-5.174e-01	;       0.6       ;           -0.42;    -0.24;   1.070387e-01         ;       8.78e-02;      -0.79;         -0.3 ;                 -0;        6.496e-01;   0       ;             0.7;             -3.6e-01;-2.0366628   ;  -0.6560  ;  -0.2306063;           -0.3;   8.041e-02  ;          0.92        ;    -1.07741   ;       -6.36e-01;        -1;          -0.9840 ;          0.29 ;0.99624  ;      -1.2095e+00  ;    -1.00;-1.1264493e+00   ;     9.15e-02;         -6.64e-01;    -3.4e-01         ;   1.25089e+00;        -1.31;      0.6081;            1.12e+00;             -0;     -2.5512326; 0.910945;5.0057e-02;     -1.77e-01;-3.694007e-01 ;-0.0786382;         1;          0.7357156    ; -0.002826   ;   0.0870167 ;    0.3916  ;1.19937e+00  ;        8e-01	;    -1.4074;       1.133;            1e+00;          -0.7	;2.1990012e-01;     0.833308;         -2.67;            -0;8.78316e-01;  -0.5       ; -0.44;            1;      1.0284301 ;    -1.27e+00;     1.16     ;    -0.578;0.64992     ;      0.222868      ;-1.64e-01        ;      0.3	;     0.0913;       -2;    -0.16522      ;        0.922990 ;   -0.687669 ;           -0.2     ;1.6307e-01      ;8.982e-01		; 3.4311268e-01   ;          1;           -0.77;-5.90874e-01;     1.2 ;    0.4446;        1;       8.67e-02  ;        1.31473e+00;      -0.674837;1.013 ;     -7.61e-01;-1.0028;0.40      ;         0.01      ;    -1.2794e+00;-4.006159e-01;     1.32e+00   ;
5e-01 ;-0.7    ;0.8736227; -0.039  ;  0.011;     1.894380;-7.1065e-01    ; -5.328848e-01;-9.741e-01;-0.40856;         -0.31         ;  3.493045e-01  ;  -0.6;       -4.948e-01;-2e+00;        0.0455;       9.6e-03      ;-0.074697  ;             -0.5;    -1.107831e+00;1.401662	;     0.494;  0.6393 ;5.500471e-01;              5.441e-01		;  1.8901318e+00 ; -0.9055025; 1.5e-02        ;          2.63 ;    -2.114;    -3e-02;  -6.7853e-01  ;         -0.2 ;    0.164556    ;    1e-02;-1.174022e-01;       1;       9.01e-01;         0.5  ;     -0.129;         -2.4e-01  ;0.1407044;           1      ;     8e-01        ;          0.14;      0.149;   -8.2195e-01  ; -9.611e-01;  1.14349 ;-0.03       ;1.43e+00       ;          -2;     0.24961 ;    6.3e-01;          2e-01 ;   0.59       ;       1.1647;    1.1;   1.2571702 ;      -0.4;      -0.772786      ; 1.0494151e+00;   -0.9667        ;      5.92e-01        ;      -1.0     ;-0.7917;         1.31290e-01;0.56743    ;          -2;          -2.45     ;    -2.8e-01;0.53057      ;    1.249	;       -5e-01;        -0.65;           1.3261750;       1;      0.70  ;      0.74 ;-1.6095040 ; -0.4335564;     -9.04e-02; -1e+00    ;      4.3027e-01; -0.7718358     ; -0.031 ;          -0.3;   -2;    -0.767542         ;-0.12137;0.32451      ;-0.37;        0   ;4.1705032e-01     ;       -0.217;   1;  0.1;        0.32        ;1.550e+00  ;       6.8720832e-01;   0.70127			;  -0.2234023  ;       -0.761 ;-1.541377;         -0.5249;      3.2238873e-02    ;             -3;    
          -0.3 ;-7.1020874e-01;3.1481608e-01 ;    -0.4;  1       ;        -1.01;-1.93024 ;          1.2      ;              -2e-01        ;        1      ;-9.8254817e-02;      -6.1e-01  ;-5.865188e-01;  -0.089;          -1.22 ;  1.291     ;-7.48e-02  ;       1.2854     ;       -0.32;             -0.994589;-0.993   ; 1.8930e+00   ; 0.9   ;       -2.15e-02  ;       -0.2    ;  -0.1       ;        3.9e-01   ; 0.72         ; -1.39645e+00			; 2e+00     ;        -0.0  ;       2 ;-0.587127;    -2;           1.4     ;        1.0805e+00;              0.5     ; 4.307661e-01;  0.83     ; 0.003;-2.769071e-01 ;   1.3048 ;-0.225884       ;          0.0    ; 1.953636;     0.6521;               1;      0.28137;        0.1869 ;    0.35;          -0.5786  ;    1.060526e+00  ;1.2799;-9.5628243e-01;-1.2692014e+00     ;              1.3  ;-1.33411e+00      ;   -1.27e+00;0.3026033;  -1.9149236e-01; 1.1441248e+00;      -0.1;   -4.3e-01;        0.5707         ;      -1.0    ;       -7.570e-01;      -0.29143     ;0.488365;  -1.5613e+00     ;0.1153; -0.31;    0.9;-1.5485743e-01;    0.92959;   -4.4e-01   ;            -0.47297		; 1.0062e+00;               0.486163			;-0.23;           -1.575e+00   ;          1.02;      -5.995906e-02;       0.22   ;     -0.277334 ;           1.318e+00;    -0.17;         -0.495;         1.705e-01;     -0.554     ;     -1.6973e+00;                    -1;  0.788863    ;         0.7129     ;        -1.361704e+00;1.30913    ;        -7.44999e-02        ;       -0.157  ;           -1.4847568;   1.0409283e-01;        1.2e+00     ;   1.0072683    ;           -0.67      ;0.784; -0.6656   ;     -1.98e-01   ;       0.42   ;         0.6246
      1         ;   0.8207  ;   -0.7091;     1.1;    0.65;   1.88188e-01;  0.39;0.04489      ;  0.63;        6.3939311e-01        ; 0.225291         ;   -1.0923709;   -1.11433 ;-1.3;        0.93743;    5.8805223e-01;       2.0284;0.523949       ;         -0.2   ; 0.21368   ;     -0.8;          0.572   ;      4.866528e-02;      -0.54    ;    1.85  ;       2.29784e+00     ;-0.3748  ;         -0.4698;             0.1;     -7.8959178e-01;  -1;        1.42   ;       -1.187;      0.3;        -0.1249887;    0.155        ;  -0.73756; 0.513     ;     -8.7e-02;        -0.88; -0.3633489;          0.02       ;             1.0521;-0.056497 ;     -0.42;    1e+00;      -2.37351;   1.69e+00;   -1        ; -0.1523416        ;       -5.3215396e-01;  -1e+00;      1.847;       0.09392     ;1.4812174e+00;            2  ; -4.766e-01; 0.8891822   ;          5.59e-02;          0.5 ;-0.161483   ;  -1.543;      7.4e-01 ;             0.1;   -1; 0.024333         ;  -7.90060e-01     ;  1.94e+00    ;     -6.076871e-01	;       0.49292		;            0.7  ;1.99833;-8.852916e-01;         -3.011168e-01   ;        -0.687       ;         0.178;        -1.10    ;      0.759429   ;            0;-1.7796;  -0.05998 ;  0.16 ;     0.37;         -2;         2 ;     1.11e+00;       1;0.213;0.08252355 ;  -0.2973 ;      5e-01 ;             1.04       ; -1.9144984e+00;        0.5423649;      0.578;  -0.9487952;          1;      2e+00     ; -7.59701e-01;    -1.2857       ;     0.4269230;-0.9837096;    0.9043365;             1.0;          -0.4;  -1.181e+00     ;     -1e+00
  -0.05;     0.5301552;    -3.505e-01      ;           1.6    ;-0.38661;-4.6432e-01;6.77916e-01 ;        9.707e-02;        0.6   ;     0.6996851    ;        -0   ;       -1.7;           -2    ;         1.1969431        ;      1.0108581  ;6.66642e-01;        0.0613;-0.7574366;0.2;             1    ;        -7e-01;  7.44944e-01    ;1.085425;0.877773         ;-6.173069e-01        ;   0.847093 ;-0.13499  ; 0.52   ;      2.5e+00    ;   1.4481454e-01  ;  3.5658e-01;      1e+00;      0.131   ;           0.7694 ;-2e+00;           1.0 ;0.6666905    ;   0.71626;          0.9    ;  1.625272  ; 4.3093773e-01;        -1e+00; -0.98		;        2.670e-01;    0.83         ;    0     ;    0.1033807        ;  0.57; 0.8;  -5.340018e-01;   -0.7990681 ;-0.158663			; 0.44  ;                    -1;          -0.129;     -1.25802;    0.6 ;           -4.9e-01;3.029854;       -0.5;          1.029      ;     -1.45e+00;      -1.07   ;           -1.3     ;   -6.275455e-02;1.2422e-01;   -1.08596; -1.06481e+00   ;-1.62e+00;-0.398593;       -0.67061  ;-0.67  ;    8.5460e-01	;           -2e+00	;    -0.181889;  -1.5284026e+00 ;0.478   ;         0.91 ;   -5.5e-01			;       9.24548e-01; -0.092957;0.1281    ;-9.8996880e-01 ;     -2;1.799; -0.274;            -0 ;        -6.13e-01        ;            3.6e-02;     1.6217757;       1.1e+00;   -0.72  ;    -0.17;        1.4e+00;  -2  ;-1.019e+00;       0.01;   -0.51887;       -1.52;        -0;0.095888;      -0.02;       -0.07;         0.75;0.822845         ;       0.446;    1.1e-01
-0.5670613; 0.1;     0.697;    5.4345298e-01 ;   -9.44e-01;   5.483338e-01    ;   0.03092857;   2.3233;      -1;        -0.304;        5.8e-01     ;     -0.49783 ; 2.09973e+00;    0.339669		;9.783732e-02;-3.44758e-01;       -1;   -0.51520      ;    2.39       ;      1e+00       ;         -1.4035e+00;-7.0280e-01 ;   -1.3119e+00	;                 -1.569 ;            -0.3   ;-0.453;  0.6	;    6.1e-02        ;  -4.422e-01;         -0.7;  -1.8202137    ;8e-01  ;      -1.01032    ;       -0.4;   -0.223153;    0.550744;        0.9800384;0.795097;9.99e-01  ;     -0.044   ;        -0.315    ;         0.490997         ;     2.484752;        -0;  8.6e-01 ;       -0.2    ; 0.0136147    ;         4.54e-01     ;        -0.5093   ;1.4103;   -0.1362778;      -2.3107;         -0.301774;     -0.1; -0.2865628    ; 1.26;2.55e+00;  0.634853;   -0.58;  -5.345e-01     ;     -0.34369;            0.955;  -1.866e+00; 0.04       ;  1.68;     -1.4e+00  ; -9.8655243e-01  ;-0.46     ;     1.0e-01         ;             1.6;      -1.5745 ;-1.1e+00        ;        -0.732 ;            -0.64;           -0.104 ;        -1.023e+00;-1.5e+00; -6.74e-01        ;-3.15e-01;         -0.4008  ;      0.41848     ;    -0.3275581;     -0.4596 ;         9.7671e-01  ;          0.0  ;       0.591223		;                  0.5;   0.0;       -0.3;-1.25648      ;                 0.8 ;-8.831e-01;     -2.8151e-01  ;1.31;          -0.3;     -0.4      ; -0.3342578;1.0107e+00;        1.301012;   -1.611408;        0.865         ;         1.29049e+00;   1.7583e-01;       0.02   ;                  -0.5     ;               -2      ;    4.6e-01
          1.6 ;-1.992  ;     -0.1;-0.691254			;      -1.51e+00  ;       0.63;0.4785367;             -0.0674 ;           1.2        ; -4.2555e-02;   3.28e-01;          -1;  0 ;     -0.8446        ;  -0.0676001   ;        -0.19   ;   2.2e+00;   -0.327459;  5.45138e-01;  -1.686216   ;           -0.33522;        -1e+00  ;        -0.1;   -1.8589030e+00;  0.63357;           -0.3;             0.85;    -0.22636 ;0.08378415;     0.7387     ;5.640e-01      ;        0.403;  1;        0.0551			;                 0.1  ;   -3.301854e-01;       1.3143e+00 ;    -0.9 ;               -0;       -1.74e+00;       -0 ;        -0.0996;            0.3;          1.2141;       -0.7357   ;-0.2731727;        -1.117;   -7e-01; 1.268885e+00;         1.2256    ;   -0	;         1.98885e-02;1.61342;    7.0113e-01       ;     -0.230265;             2; -0.2898277;       3e-01;       0.517593;-4.37e-01;  5.17e-01;    -1.0682;           -0.46783;-1.759908e+00;        0.7336     ;       7.4512e-02      ;-1.3e-01 ;  -4.380948e-02;     -0.660730; -8.99e-02       ;             0.16       ; 1.5076 ;      0.94468;   0.866      ;       -0.0067951 ;0.264  ;              -0.2;        -0.4   ;     -1.2555220e+00;0.8114444;-0.016620 ;           -2.3534e-02 ;       -1.73      ;      -0.2091       ;-0.763 ;      0.561025 ; -0.63149;          0.253507       ;-2.8952221e-01       ;-0.6579135;   -1.1e+00        ;0.464877       ;-1.5409771;          -0  ;-2.1583760e-01;      -1.844972        ;       -0.2 ;  0.88963;        -1.0e+00;           1.99e+00;      1.579683; 2.99685e-01    ;  7.90111e-01;           -1e+00 ;     1;-3.47e-01 ;   1.576
-1.053058e+00;   -6e-01     ;  0.5115881;       -3.3e-01;       -2.49e-02       ;      -0.3346652;               8.5e-01	;     -6.23e-01;            3e-01			;           -0.2;         -1.6    ;0.828;    6.8402e-01  ;      -0.74541;       2.2044787e+00;          0.519537       ;       1.033772;  -0.139       ;6.4e-01       ;       -1.31e+00 ;            -1.73;      -1;  0.547216		;    -1e+00;   -1.675802e+00        ;    -0.5686       ;     -0.7;              2;       -3      ;-1.0060618e-01 ;-1.342734       ;        -1e+00  ;       -1.108617;                   -1      ;          1.0     ;   1.50922e+00;       2.6e-01;       -3.25469e-01;  -0.0		;        0.186   ;  -1.627099;  -0.224;7.7106849e-02   ;      -0.23956		;     0.62718 ;0.651363 ;    3e-01;    0.24		;0.814646;         -0.04178 ;          1.2;         -0.5     ;-0.683   ;      0.15;        0.8650216;       -0.1246924 ;   -0.62459        ;        -0.1;    -0.8;      1.9        ;7.385552e-01;    -3.4e-01      ; -0.248;0.7635162   ;         -0.3672716  ;  -0.8254541       ;  1.98874      ;             -2        ;1.158e+00;    -0.5124652; -4.95e-01;               -0.4;-0.0174;         -0.4691436;   -1.1039;3.34093e-02    ;  1.125028;  2.88182e-01; 1.8672468e+00 ;             1 ;         -8.5027e-01; 7.2665178e-01;-1.773548  ;                  -1       ;    -0.6   ;              0;-2.661012;0.8673404 ;         0.7039   ;       -0.7   ;          0.1		;-0.268  ;       9e-02;-6.033e-01 ; -1.089300 ;    -1.05e+00;0.5432     ; -1.7600419e+00;0.12127 ;  -0.0576463;       0.577673       ;         -1      ;              1.5658;     -0.56183;-1.421;-6.17e-01;   -0.794239
            -2;      0.6;    -0.205052;-2e-01     ;       1.13e-01       ;       1.45;       -8.601254e-01;        -1.5;    0.0816512 ;  0.9822 ;       1.7488;  -1.917208;   0.23198   ;         -1.2     ;0.2658769      ;        -0.3;-0.746872   ;            1    ;   1.07  ;       0.896         ;-0.1759745;   0.1780    ;       -0.4;    0.2791063     ;1.01073;        -5e-01;   -1.5237e-01    ;-6.1069223e-01;-2.25196e-01;                  1     ;0.376548    ;       0.58683 ;  0.12282	;  -0.11;          -0.1		;       0.5909304;     -0.47;   -1.6224669   ;-0.985952;      6.484e-01;       -5.281357e-01 ;      -8.8444e-01;    0.488699;-1.9;       0.09590888      ; -8.604415e-01     ;4.90346e-01; 7.568e-01       ;   -0.0400 ;        -0.1565;   -0.50744		;         0.3         ;     0.1;     1.0626e+00 ;   3.0e-01;      -0.391563      ;      -0.8215    ;        -0.855       ;        0.0476055;   0.5 ;2.759e-01     ;0.52587;  0.410         ;    -0.20248;       -0.9;      -0.4 ;      -1.4051;4.426e-01;        1.741  ; -0.2066076;        -0;       0.99861         ;           -1   ;    -0.35   ;4.25e-01	;    -0.714162;    0.635     ;-9.626650e-01       ;          0.689;      0.03         ;   -1.036e+00      ;         1.049   ;-1.6; -4.519109e-01;            -0.6  ;    -0.3;-0.3289411;         3.6e-01		;    1.07834;         -0.8;       0.657  ;     -1.0930138;   -0.1516;0.0527      ;     1.1612; 0.99;     1       ;        6.47855e-01  ;   0.3589549;            -1;            1   ;      -1.23;      0.425589       ;  -0.641389 ;         0.279448;      2       ;    -0.824631
  2.4e+00	; 3.5e-02 ;  -0.58;     1.100  ;          -1.48;               -1.5;    2.549e+00;      -1.05804;     0.52533;-0.8536415;          2.33e+00 ;       0.20886   ;       0.392 ;   -3.27942e-01 ;       1.81501e-01     ;  -1.4755;         -0.4;      -0.561 ; 0.655        ;           0.9	;              -0.587;   9.88595e-01        ; 2.7850e-01;1.5e+00;      0.060;     0.012045    ;     3e-01;       0.6;      0.7020813  ;  -0.065434;7.39e-01;   1.14848e+00;    -1.037; -3.3562e-02    ;        -2.44e+00; -7.369804e-01;       -0.6  ;-1.2638087e+00        ;   -1.884e-01 ;     1.5557e+00;       -0.043 ;1.35462e+00;-1.592859e-02;     -2.3299;          -0.6;-9.6918477e-02       ;         0.9744164      ;3.1637515e-01  ;          -0;  6.7e-01  ;      -0.54751	;1.1685; -0.41   ;        1e+00;       -2.0e+00     ;      2.0;         0.7726443 ;  -1.3371827e+00;    -1.2805778;-1.46975;          -1.0         ;     -7.764e-01      ;0.039      ;           0.538641     ;   1.595921e-01	;        -1.4219 ;     -0.2493        ;   0.8100454         ;             2  ;            -1  ;  1        ;             -0.7512;0.5308585; -0.1529692;    1.642932;1.2234e+00; -1.0e+00     ;        -6.343e-01    ;-3.44e-01		;        2  ;      2.1679        ;        0.6;         -2;    6.1e-01 ;     -1.868e-01 ;-2.3889    ;      -1.3;            2;          -1.148369;     1.2;    0.78865        ;9.539e-01         ;          1.61  ;   0.860656;    -1.013  ;    -0.78343 ; -2.0172     ;-3.69216e-01         ;  -2e-02;   -1.0576;8.054e-01;      -0.5        ;      -9.628005e-03   ;     0.9  ;0.28981  ;  2.7528185 ;  -0.63677
   6.50e-01   ;     1.49e+00;    -0.20666     ; -0.1;    1;         -0.7	;       -4e-01;0.4         ;           6e-01     ;     -1;       -3.257e-01         ;      -1.1			;          -1.93      ;   1.5230749e+00;     -2.6067364e-01;                 0.5 ;       -1.135270   ;           0.82;         -0.3341      ;     -1.2e+00;3.03e-01      ;-7.861962e-01      ;               0;    -4.22e-02; 1.374864e+00 ;-0.195;      -0.2140448;    0.2; -2.136182e+00        ;    0.89;-0.509064;      0 ;                    1  ;  -0.448   ;      -2.345e-01  ;   -1.09361    ;-1.0989317e+00; -0.46443       ; -2.08783e-01;       1.6e+00  ;9.1e-01 ;-2.220e-02;        -4.64703e-01   ;0.716770;      -1.620e+00; -1.594900e+00     ;       1.23735;   0.7;         9.24e-02         ;         2e-02;        1e+00;               2;       -0.795;    0.5312    ;  0.753;         2.534;3.7589e-01;     0.3290397;  -1   ;    1.1      ;-0.5699421  ;-1e+00;        0.91329;         1.1        ;-8.898e-01;        -1.8;  -0.7839;       -1.319112     ; -5.54e-01;  0.79		;      0.470  ;    0.5312;            1.39   ;     1   ;-8.1913e-01;0.1362        ; 1.1187      ;     -0.2673;        -0.222003;        -0.52;3.91638e-01;       5.46e-01;        1.8358972;            -0.775     ;   0.1876;            1.0e-01      ;   -1.04655;0.37558       ;                   1         ;        -2.389;  0.5586904     ;     -0.8955233;0.700481;      -1   ;  1  ;                2   ;              -0.18 ;      1.789;      1.3222608;1.513e-01;   -7.2183162e-02 ;         0.5692506;    1.300002;     7e-01	; 2.39e-01  ;1.824;0.5943
-9.939025e-01;  -1.211;        0.1973644         ;        -0.0348951  ;     0.1114 ;     -5.3856940e-01;-2.8734536e-01    ;        -0.77         ;1.43964;             -7.87e-01 ;    -1.5948814e+00        ;  0.486 ;0.0719;1.292218e+00         ;         0.385129; -1.32297   ;  0.8236;-1.394e+00        ;   1.2882897e+00;    0.832;    1.06403; 1.295      ;   0.8996; 0.5   ;  -0.9;        -0.03     ;   0.36 ;        1e-01   ;4.75e-02;9.064768e-01  ;0.07417       ;       -1.3138765e+00;       0.8;         -1.0933e+00  ;         1;             2e+00      ;2.213e-01;-1.03; -0.555625 ;        1.166e+00      ;1.10224;         0.00407;  6.06e-01   ;        0.7;   -1.995	;           -0.5 ;7.4341e-01; 2.317 ;-6.8647208e-01;                  -0     ;            0.05;       1.037605;     -0.02456 ;          7.6678e-01   ;      -0.8 ; -1.21  ;        0.5980831   ;            -0.03909      ;        0.87446  ;             0.69    ;    0.057  ;  0.38;0.8177809 ;   -1.694e+00;8e-01; 6.518140e-02    ;   -1.24264;        2.3       ;  -1.4516307;     -9.0072e-02       ;         -1;          0.98767;            -5e-01   ;   -0.88505;    1.1690486e+00;             -0.8610696	;  -9.864e-01  ;      8.74701e-01; 8.96149e-01;     -0.819589;          -0.5;        -1.19802;  -1  ;         0.42857 ;             2 ;        -0.1897 ;      -1e+00;-0.7     ;       0.8;-9.437e-04;       7e-01 ;0.63483; 1.35e+00;       2.48e-01;   1.2e-01        ;2.6e-01;             1.909;        1.718e+00  ;            -1.61;    0.5;       1.8853;    -2.04e-01 ;0.1;     -7e-01  ;9.7024e-01         ;2.9173376e-01;      -1         ;       
