-0.360139;  1.05e+00 ;             2e-01 ;2.14e+00   ;             -2.34   ;       0.311    ;      1.169783   ;        -0.8640; 0.1984555  ;    -9.093e-01		;     0.4821      ;-9.882240e-01   ;0.90487;          0         ;           2;        1.3 ;   -0.44936 ;-2.720e-01;     0.5  ;-4.8791069e-01 ;        -0.586        ;  1.64       ; -0.521394       ;1.4e+00;              2.1601     ;       0.46786 ;4.3844273e-01;-0.2577559;     -2.163;     -3.828634e-01      ;  -0.001     ;     -0.392;-5.158553e-01  ; -1.34			;            0.1;0.036788     ;1.45e+00;        -0.313421    ;         0.3810 ;-0.729723   ;   -0.216015  ;   -1.9582356 ;         -1.5; -1.65     ; -0.4;                  1.0 ; 7.26037e-01	;        -0.8; -0.016249; 1.363e+00;1.392817e-01    ;         -0.453;   0.7479011   ;-0.51099; -0.9821569;           1e+00;-1.07034       ;0.88623;  0.6055501	;       -1.675   ;       0.5;           1.8688e+00     ;     4.4e-01;     5.7e-01   ;-0.3;     1.5507912   ;       1.5636784e+00;            -1.06e+00;0.7740;      0.88081        ;           0.92;     -1.43e+00;4.4074e-01  ;        -0 ;      -0.18   ;        -1.0167e-01     ;    -1.93651;        0.210; 2.6318e-01  ;-0.775759; 0.43643        ;-4.3e-01 ;   -1.421e+00  ;-2.10893e-01;   1.1984      ;          -1.1;         -1.036723   ;     -0.554;    -9.884877e-01
  -0.03;       -1.79 ;-3.97971e-01         ;    0.0075     ;   -1.802e-01;        -0.344;-1.1740e+00        ;       -0.167772; -1.419e+00		;           0.9      ;   1.2388e+00;0.3921457      ;        0.1207;     9e-01        ;  -2.3e-01     ;      0.48497     ;           -0.2857666	;     6.85e-01;        0.3;1.46e+00;       -1.24054       ; 1.1e+00; 9.477947e-01  ;         -0.809344;     2.1573;      1.60769; -0.897    ;        -1.172286e+00   ;       1.07e+00       ;-0.8        ;5.0745732e-01;   -2.95e-01;  -1.21844;         -0.0; -7.3e-01;-0.63605;9.4752e-01;     -1.2209        ;         -0.73369;    -1.91     ;                 0   ;   0.02 ;-0.891291;          -0.147;         2.2651072e+00         ;   -0.093       ;                  -2;0.06985  ;2.1126e+00        ;6.886e-01;       1.201e+00   ;       1.023385      ;-0.35017;  1.0;        0.16 ;-3.372670e-01;      -1.7;    -1.4242     ;        1.82646e+00;-1.1656e-01 ;       1.148;                -0.3;-3.9e-01        ;-0.5350;         -1    ;      -0.909;      1.055;  7.7e-01        ;    -1.74e-01;  2.0e-01;               0.1;      -0.5026104    ;       1.67029;    -8.8840e-01     ;   0.749        ;          4.3e-02;  1.6310e-01 ; 0.00631      ;       6.23151e-01; -2.966959e-01;0.8  ;-1.01441 ;-5.97196e-01 ; 1.34207e+00 ;         4.431e-01      ;0.69579;      1.51	;      0.07;              1.6874
 1.6;    -9.94e-01 ;-0.0731343;0.362965;               -1.3461     ;      -3.94387e-03; 0.4560446; -9.73714e-01;  0.113    ;    -0.6879  ;  2.743e-01   ;   -1.68e+00;  0.605;        -0.8070;  -1.567242  ;  -0.168  ;       0.1684  ;        1.318e+00;    -0.9994 ; 1.05e+00;-0.76       ;       -0; -0.9447;           -0.340847         ;        -0.63;     -0.032;     -0.04546;      0.3   ;-5.4100e-01      ;-0.9 ;   2.38e-01       ;-4.176462e-01   ;      1.4541e+00;-3.884e-01 ;    1.7451 ;      -1.499e+00   ;           -1.1; 0.101;            1         ;    -2.6671e-01   ;-1.4501   ;      -0         ;1.545052;2.576         ;      0.592  ;       -0.16;    1.92589    ;   0.19032      ;        -3.687e-01    ;-0.18188;          -0.2795;-1.58e+00         ;                -0.3;  1.7538973e+00	;       -0.85791  ;       0.6395; 1.0758  ;     0.03;      1.0354;           -0.1160352;   -1.659643e+00;      0.52 ;          1;4.727053e-01;       -9.5192e-01  ;6.34846e-02       ;                0.7;          2e-01;     -0.8;   -1.093773e+00;         -0.2   ;          0.6664902        ;         -2.08687;       0.599899   ;    1.02499         ;-9.5985e-01;    -1.49;  -1.17159e+00;      0;-0.88761    ;              0.67;0.5603006  ;   -1 ;0.2846;    0.0357;               8.87e-01		;        -1.9       ;        0.0105      ;          -0.0173548
  -0.6265   ;     -1.1526;1e+00;     -0.323572 ;         1.3 ;  4.2e-01;5.8e-01         ;        1.372 ;             2	;           2			;7.702e-01;    0.0371581;    -0.7091159 ;  1.1064076		;     1.203;     -2.1099 ;      -2.12 ;            -0.84316;         2.874715e-01;    1 ;    0.329 ;     -1.1779e+00;-1.3179e+00;  1.22e+00;     1.328508;      -2.22216  ;          -1.5        ;           -1;     -0.0254;         0.1532;     -0.70539;-0.89 ;     -2.09046e-01;            1.9         ;     0.53         ; -0.206       ;     -0.78    ;   -1.713;        0.1018521;            -0.8;         -0.534      ;      -1.208017			;9.93e-01     ;   -0.5   ; 0.41202		;        -0.1054914        ;  -5.3695098e-01;        0.574;        -1.266    ;-0.91951;      0.237;    -0.4;     -1  ;     3e-01       ;      -1.0625692e+00 ;0.42497;   -3.909e-01 ;-2.590e-02;-0.98896;-2.67e-01;      0.6420077; 0.2;3.5230e-02;-1.681850e+00;-8.8601305e-01;         -0.4        ; -1.751e+00     ;0.218491;     0.817   ; -0.4852326	;     7.06634e-03;-1.419  ;-0.83;               -1.3    ;      8.80693e-01;     1.10550      ;          -2.148724        ;    0.2;      -0.5085   ;       7.12082e-01      ;   -0.546 ;        -2e-01 ;  6.67951e-01        ;1.4607543e+00 ;     -2.779423; -1.5677e+00;2.697e+00;      0.034182  ;      -1.64626
3.44902e-01;     -3.7147e-01 ;    -0.4;        0.045;  -1.236585;    0.1176343     ;     -0.17; 0.3 ;   -0.29 ;      -0.4881;          0.45 ;    -2.458388    ;     -0.004451    ;-0.87272;  4e-01 ;    0.451949;   2; 0.39010;-0.83077 ; -3.5691e-01 ;      5.34e-01; 0.5531989       ;        -0.4540;         0.166977;0.7749702 ;      -3.617360e-01    ;  -0.019;            -1.4e+00 ;    0.36574;    -0.172036;         1;-0.686397;      0.1604   ;  1.2522910e+00         ;             2   ;       -0;          -0 ;     -1.65158;       -0.0356       ;  0.81;        -0.5;    0.4021;0.4874541 ;              -1;  0.6307567;   -1.3139e+00      ;  0.962802     ;1.324711  ;        -1.5296;-1.224;         -0.416      ;-0.055183    ;     -0.72061       ;           -0.7 ;           1.04 ;0.297695;         -8.424751e-01 ;    1.6e+00     ;    -1.60;      5.05e-01;0.0981;-8.7138568e-01;        -2.181;0.5521159   ;         -0.8       ;    -1.0106175         ; -0.1296632   ;        0.78523;1.0517 ;4.75444e-01       ;  3.026728;      0.0944;    -1.978e-01		; -0.7;  0.24587;2.01222e-01;   0.2251717;      -0.2253668    ;     -0.550333; 0.106663     ;               2.4   ;       -0.3676;          1.3228e-01   ;   1.622990e+00;-0.58265; 0.947668;     0.07830 ;0.240638;       0.6
           0.2   ;      0.418;            1;-0.415737         ; 1.12e+00 ;-0.502;5.59e-02;      1.87e-02;                 1.1;        -1e-01;       0.596   ;      -0.6854  ;         0.259;0.52121;  6.675462e-01;             1;     -0.84; -1.621493;        2.283  ;     0.5502;    1.69e-01;    -0.5      ;      -1.31  ;-0.015749       ;       -2 ;   -1.3187; -1.18722 ;     0.186   ;        -0.8    ;-9.09842e-01;       -1.796e+00  ; -1; 0.5123382        ;  0.04511253;1.529578e+00		;             0.335         ;    -0.27774;       -0.33   ;       -1.0396e+00;     -1.22e-01  ;        -0.1479;  8.11718e-01;0.61043;      1.297e-01;        -0.3;   -0.037;        1.345 ;   0.265396;    -3.41e-01     ;-4.998e-02;        0.378142  ;       1.05466e+00      ;         0.846  ;   0.09329     ;-0.8268  ; 1.11226e+00;    -0.5258;    1.4507792e-01;1.393887;      0.672       ;       -3.353675e-01;   1.157e-02         ;     -0.3;    -0.0554   ; -8e-02;             1.726288;-0.4487702  ;       -0.35  ;     -0.57617 ;           0.186273 ;-1.281231e+00 ;  -0         ;     -1.245			;0.735     ;           0.9560  ;0.6505007      ;         -2;1.11e-01;       -0.71 ;     0.5259521  ;         1 ;   0.349;-9.15881e-01 ;   1;    -0.1;          0.25     ; -1.395 ;   4.90e-01	;                    -1
0.6987;2.25562e-02;       -0.5;              1.205;  -1.42574      ;     1.2;    9.4884281e-01;        -1.05  ;          1.5264;       -0.461; -2   ;-6.10124e-02;       0.4611  ;  0.4450498;         -0.0287;4.316065e-01;-9.3213902e-01     ;       0.4389;               -0.2  ;-3e-02;      0.06;         -0.358      ;  -0.3238;     -0.467  ;              2.158e+00 ;         -1.8      ;       -0.3945   ;     1.08008;-0.30    ;     -1.61926e-01     ;      0.93065;     -6.99e-03   ;-0.79760;-1.150283;          0.66;       -1.05;   -6.2872344e-01    ;        8e-01;       0.894178;   -0.4390891    ;              1e+00;-0.1198 ;        1;        1 ;      0.228068  ;       0.6;   0.4556         ;     -0.6; -3.227614e-01; -8.0817178e-02  ; -0.090198  ; -5.57312e-01  ;         0.5968699      ;  9.670873e-01;          -2;     1.07 ;-2.03510e+00        ;         -0.368582;6.838e-01;      1e+00; 1.75e-02;0.2676637;      6.295335e-01;        0  ;  2.9    ;   -0.684;          1;  -0.0945227      ;-1.1305589e+00     ;-1.3625186e+00   ; -0.467447;          1  ;            -0.5877;           0.179438        ;  1e+00;-0.13791;0.747602;     -0.17257;         0.0487		;  -1e+00;            1;     -0.44      ;       1.2453e+00     ;    1.7159149e+00	;      0.7800;      1.78e+00; -7.4621e-02 ;        -0.4042697         ;     -3.0e-01
-4.3095934e-01;  0.3270269 ;                1;6.5e-01;         0.769;        -0.1810;       -1.24;  -0.1;      -0.485   ;-3.582173e-01         ;          -0.8452403     ;  -2.0e-01    ;         1.11468;      0.558;  8.6e-02;  -6.4940162e-02; -0.7887;     0.31;0.6447942;9.1557e-02; -1.5    ;           2;    -1.328	;-0.406816;   -0.6612201  ;  0.53329    ;  0.204        ;           4e-01;       -0.2355    ;               2; -0.3989   ;       0.85  ;-2.96340e+00         ;     -0.8021319;   0.763;-4e-01;    -1;       -0.77114 ;     0.699; -0.0676        ;     -0.42;    -0.7;         -0.88;          -1.8    ;          -7.150e-02  ;        -0.366  ;  0.1; -0.32125       ;         -0.66;            -1;      1.71654e+00; -0.288966     ;        -0.0788;-2.839063        ;          1.382404; 1.8021320e+00;    1.523813     ;    0.7167195; -0.7738631;     -0.7416;1.581096e+00  ;-1.3390976;   -0.4;        -1.13827;            0.2;     0.131221;        -0.883526 ;            -9.00e-01;            0.39;      -0.96919    ;  8.347463e-01;    1.17833e+00;    0.0911834        ;            -0.4;  -1.3e+00;0.3929; 5.7108e-01   ;         -0.3940167;  -0.212    ; 0.53;    4.0e-01;        -1.94;               3      ;     1.1034635e+00;-0.3449;              2.19		;          -0.0     ;         -0.53345;       -2.53e-01
       -0.293        ;           1.7        ;1.331989; -0.5;    -0.86799   ;         -0.960231      ;-0.6; -8.81e-01;          -2.466;    1.2e-03;           -1.2e-02    ;              0.65      ;         0.823718;             -1.265;  1.160587;          -0.9;     1.69781;   -9.42133e-01;    -0.18 ;           -2e+00;    -1.7;         1e+00;     -0.375   ;    -1.50   ;       0.4979;  -1.006822      ;         -0.335        ;          3.899e-01    ;  -0.4016;    -0.2601312         ;       -4e-02;   -0.09   ;     -0.396;9.331443e-01;       1.03366   ;     -1e+00;     1.6544      ;     -2.04086	;0.2287834;  8e-01 ;              -0.5681    ;      -0.39    ;   0.904043;               1.53  ;    4.011570e-01     ;  7.52e-01;0.9639517   ;        0;          -0.17  ;2.984e-01;    -1;0.9044706       ;       1;        -0.7439344  ;       -0.48;      -1.8e+00;             -2;  1.60925 ;2.76e-01      ;  -1.071;        0.638;  -0.121166;     -0.5150742;   -2.528417e-01;3.055e-01;  -5.739e-01       ;        -1.26016;     2.68;  -6.656442e-01;            -0.1598755;-0.987;       1e-01;    -0.120    ;   1e+00;       2e-01  ;         0.8766825         ;7.7335e-02;   -0.02   ;-6.3183e-01     ;     -7.58e-01         ;      6.71122e-01 ;         0.9    ;          0.88;0.373;     -1         ;6.1666e-01 ;  -0.01      ;  -1.1e+00;-1.1006585e+00
-0.760     ;      0.504     ; -9.720104e-01			;         -0.5  ;        0.8675     ;   -0.118178  ;          1.04	;         0.04; -0.6;        6.7071915e-01; 0.925       ;-1.63;    0.853548;      -2.48e-01; -0.1579;       -2;       -0.550571 ;4.998e-01   ;          0.1587604   ;   -0.2;      -0;    -3.4e-01;       -0.2   ;  0.61107;0.5 ;2.961e-01;           0.564       ;-0.724053;       0.327		;  4.3e-01;     -0.484;      1.8 ;  2.36e+00;             0.43  ;    0.684      ;       3.5e-01;   1.037443e+00;   -6e-01       ;-1.5935871e+00        ;          1e+00        ;     -7.0e-01  ;      -0.1;         1; -2.6054e+00;-0.9481205			;       -5e-04;        0.144 ;         -8e-01        ;    0.2 ;-1.15627;             -2 ;       -2e+00   ;               -1       ;          -9e-02     ; -0.47;        2.2431;    0.4;1.8157685       ;  -0.065     ;  0.81795       ;  -2.8554e-01;          -0.2;           0.1	; -0.6 ;           1.52		;5.12e-01;    2.1e-01;-1.9816661e-01        ;       -6.14e-01;        -1.07;               0.4;      -0.582;      0.805    ;-3.7759e-01 ;         0.6;-2.984e-02; -0.81011      ;    0.512403   ;    1.011    ;           -0.4007  ;3.216e-01;         -0.39  ;                 0.845; -0.28724;             -0.27   ;  1.10867e+00		;             1.6901;1.4e-01;                  0.3
