   3.8e+03;             -4991.00;-875       ;     7.84e+03; -199;        -2931.36709;   -7e+02;-1.09e+03;      4546.6375541 ;-2.0235e+03        ;-5.71e+03    ;    2.9e+03;  1020.9;     2690.0852		;               1.2e+03    ; -3.2e+02    ;3336;   -786.3352855     ;      -4.6747735e+03  ;-5.1670652e+03;267        ;8.674e+03    ;-5.561249e+03  ;                 9e+03 ;       3657.1400        ;-2.1e+03 ;    -6.2e+03    ;      -8e+02   ;        2e+03;           -9e+02  ; -2609.6086    ;    -2628.0587154;   3.636e+03       ;    -1587.2			;3169.66913 ;         -4e+03  ; -3.6e+03 ;     -2184.130054    ;  -420.2757         ;   -3.4e+03 ;  3022.0986002  ;        5488.69        ; -7.46e+03;       -4.1e+03;        1.102e+04; -2e+02      ;    3.200027e+02;9292.941543      ;   7.36e+03;      577.2283184;  3200.351493;4.7549e+03;-3.76e+01			;                404.4;            6.04e+03;           -739.3;          -2961  ;-5335.67 ;         9e+03;  3.13e+03; 7749.962339   ;   4.1663899e+02;   1917.31941;    -7.32e+03;       1206.1197;  -3556.07 ;-1852.31337   ; 4e+03;      4.450e+03;6e+03	;   655.63  ;  5.773e+03      ;           5.2e+03 ;   5.991e+03;      3.620e+03;4.05e+03;      3e+03;             374.3992     ;-4566.59;       -6748.1;       5212.07 ;-3.9981e+03      ;         694.3260     ;           -6619; -588;       -6.06e+03 ;          -4.2561e+03; 4.8907755e+03   ;4e+03;      -2042;   -3472.347373        ;-1225.561    ;       3e+03;-3034.9407;       -9e+03       ;-5246;    3.25e+03;     6885.41 ;  -1e+03;-1158.01070;      -4191.927;          -9e+03;1.5e+03    ;-4.236281e+03;       1.09e+04   ;         5e+03;5229.660036;      -7215.0    ;6688.733        ;  -3e+03 ;4e+03; 4927.4       ;      2e+03	;    0.3
7.62e+02   ;        998;-502.2       ;    -2533.058;-1.22345e+03;-3859.6;   1343;       8e+03;  -4015.3;   2612			;    2126.50857;          131;         970.57   ;     -1.9848123e+03 ;7.30e+02;         4.15013e+03 ;-3891.23;     4368.58   ;         4916 ;     60.674     ;4355.8819        ; 66.9    ;        -5e+02        ;  -5977;     -6.6e+03     ;      6.7e+03    ;     -2.06e+03;      -1512  ;   -2327.2590415    ;        2720.257     ;     9.4866e+00  ;2.8439084e+03       ;     -9483.1   ;  -3.794330e+03      ; -1.5e+02;         1763;   5122.68648 ;            -2.217e+03      ;  1.54e+03		;         7.9e+02;   1490.5923847;   -2.539e+03;2148.1879;-1.7e+03;        -1.4407062e+03;         -2.3e+03       ;     -824.2831; -1.38800e+03;       -8.0947e+03 ;-3.1591508e+03      ;   -2147.376      ;   1640.32476 ;    -1877.08  ;      969.9803128; -2.2e+02        ;     4e+03     ;-2050.193;       7280.27;-6.50882e+02 ;       6e+03   ;    -6620.984 ;   -3995.53;    7.1441e+02  ; -576.24         ;       871.693;        193.866 ;    -4e+02;    -1.089e+03  ;-2.4657629e+03;   -1664.9;        4386;-2e+03;      1875.471      ;   -8294.85;        -3744.686 ;        -1.5e+03;    2.91e+02 ;      -1364;     5732.771  ;-4e+03     ; -3.5337e+02;     -5.3e+03   ;1226.8   ;2046    ;         -162.0981;-2.887e+02;-1.71756e+02;        -1863  ;  -1660.8959284;   3.89361e+02     ; -1525.83  ;    -84.451   ;    1.94e+03;        419.6346;2.5e+03    ; 1e+03  ;-7e+03;          -6002;   -879.3039 ;  -7e+01 ; 2.3960e+02;7.6534223e+03      ;    -1313.0 ;        5193;    -2.53e+03;-2009.633479    ;-5.023e+02; -8.9319       ;   -4149.6531;          -3336;      -6838.7254;-3.88e+03  ;-4298     ;-1.4540437
2.6508475e+03 ;  -1056.005578;  -7.528521e+03; 4.125e+02 ;-5919.22 ;       12922.31408    ;    279.22943       ;-6.35212e+03 ;        9024.5575788;     -2326.4		;     3e+02  ;         -2.4e+03   ;3.42812e+03;   2.76e+03      ;   -7066.801989;     6514.42    ;          3376; -515.057869;-11052.39     ;  2.7e+03   ;1902.183      ;         -3307.30885;        -524;        -3.1e+03    ;      -7888.7        ;  -13178.15      ;4655.5158451;           4281;  6283		;     -2.22e+03;  -4e+03  ;        9.41e+03       ; -5196.451 ;-1e+02       ;-4370.76058;     -2.0e+03;        4.856e+03;     3.84e+03;   2.7694168e+03        ;          -4253.9;-2.431e+03 ;  1.312626e+03;        1.2e+04        ;   8940.98;-1e+04     ;    -7744.93      ;     2642.69;-2.450406e+03 ;1181.9358;         1595.730   ;-2010.37 ; -1e+03   ;     -5.65e+03		;-10391.221;-2.0966311e+03;   4.847819e+03	;6e+02 ;        1004.080         ;    1610;7.8809e+03;     4e+03;          -5e+02;     6389.6   ;  -6.37e+03      ; -2.1292515e+03  ;        2395      ;125.6563;        -1.446e+03       ;     -1.219909e+03     ;  -5944.728909;     2.3043919e+03 ;        -6.40e+03;   -2863.1;        3.3e+03;9.635e+02     ;5470.93; -325.3;       -4935.241     ;         7.1384942e+03;4.4e+03;    -5.67e+03     ;             3368   ;    -2e+03; -5.80858e+03    ; 8023.81067         ; 2.3835e+02;3433.639;   1837.3;                   199    ;   -1606.488107  ;3.77829e+02;    -1281     ;       -3e+03 ;    2.04e+03 ;     4.967e+03     ;        2314.77126  ;         -3510;      -3826   ;2.5374788e+02 ;    6022.2118364 ;5859.2;          5e+03  ;            835.88;7.2e+03       ;    -5.6761e+03      ;1.97736e+02         ;     3e+02    ;        4.5375e+03;   4e+03	;-413  ;     2e+03;           -1.950e+03 ;       7e+03       ;             0.838;         
834.377;       9.5109745e+01      ;  1e+03; 129.754    ;164.7099369      ;   1.1e+04  ; -2.2926e+03;    -1.7e+03;-697   ;        -994.4621699        ;       -1e+03;-2.8731284e+02;  -3080.76 ; 1314.585126  ;-2936.648272;         1119.9 ; 3e+03;        -2860;         1.427823e+03     ;  -870   ;         -7e+02	;-2.1462735e+03;  6970.7 ;          5.525e+02   ;2.40991e+03;  -1641 ;     -1.8280e+03;      -1696.57 ;   1032.545   ;     -2438.2073326 ;-9.1919631e+02    ;-1505.36454    ; -276.7089;   -735.222235		;1210.1733007;-3.32e+03  ;       57.97194;     -3e+03         ;       3.1e+02         ;         4.3e+03;  3.580e+03 ;   1246.206        ;   -1.6e+03;       4e+03     ;    2419.1   ;        -1760   ;1.4069e+03;          -2676.23 ;              -389.9			;6.5e+02;       6e+03;         -3.086e+02   ;-1.86444e+02  ;         -2943.681       ;1.4836e+02   ;5.65e+03; -2.15104e+03;  -1436.8500398 ;       -7e+02      ;      -1.8e+03 ;      -1404.411      ;           2796.2 ; -1e+03 ;    -3.8164e+03;          -1209.548  ;  4.4722837e+02;          1125.7;  -304.857     ;   -4.423327e+03 ;       2217       ;   1025.271   ;  -233.59579    ;-6.8888e+02;   -2.1134e+03;662.43;       361.6073;    241.422       ;    2861.96     ;      -5416.3;          902.496;     992.2512;      1006.02;        -2824.8907688;-2.138272e+02;  2.266e+03  ;-5142.7132918;          -4.09e+03	;6.7477e+03 ;         9.830861e+02;                  4269 ;    3e+03   ;  2805.61;      -7.3820e+03;  -1661.31207;           628;   -1.24e+03       ;          1348      ;2.527716e+03       ;        1028.6933;            2.5e+03  ;  1633.73; 2197.2487;     -2.098169e+03;     1342.4582;1651.98   ;             8822   ;  -1.3e+03 ; -3294.9946969   ;-1.66e+03;       3e+03 ;     6.301e+02;3e+03;          3.03e+03;  7.889748e-01
-7.451e+03   ;   -3.9e+03;            8314.36;     -8555.489;   1.00e+04    ;       -3367.8223864  ;-5054.5844698; 9616.9915       ;2179.0354002 ;3419.0133895       ;-7.138e+03      ;-2.33e+03;        4.0525e+03        ;5.6076756e+03;  -7835.4;  -4.82e+03;  6434.11         ;          2e+03       ;       -929.53;  -2937.7 ;   -2730.534;      -1162.4; -6784.86        ;         3639;   -782.7227    ;-2.459413e+03  ;  6e+03; 1581.2225 ;      -3.824676e+02;3.1150895e+03;        7470.10;  -5.338e+03      ; -4342.793454    ;        3093.14472      ;       832;          5578;  -992.46 ;     -3.5e+03         ;            -1.68e+03 ;      -3603.265 ;             7987    ; -2669.188;  2.183e+02;3537.154      ;     2124     ;8598.5195; -4409.002   ;-2.3e+03;-8.4e+02 ;       4.40e+03  ;      -2.9478e+03	;         1.49e+03; -5281.7361277       ;            95 ;2.4376785e+03; -5.186490e+02;      521.463  ;   1050.84       ;        13096.279600;    4.46e+03    ;-9923.9458877; -2794.725548 ;  -5e+03  ;   4e+03 ; -2732.98 ;-2292;        8e+01  ;      1.1e+03    ; -1.2871325e+02;  3800.602       ;    2258.6     ;1e+03;        1744; -2451.22 ;        7126.88  ;      4.70e+03;        -759.9;          -1302		;       -1.5e+02       ;   -1750.6       ;   -1311.51052     ;1866.41123  ;3.326779e+03; -3132.812764    ;    4601.5     ;       8777.5599566;         -2.6e+03;4159.7650345;          4292.281; 8.0925e+02;   3.8239e+02    ;        -1e+04        ;     -2.7e+03;    1.9e+03;   1.39e+03;      -1e+03;  4.0e+03;8.31e+01;-7.34e+03;  -2696  ;   -2237;3014.0583910;-7.94e+03;    1836.900;-3e+02;         11.70594    ;       9.172258e+03;  1.6e+03    ;          3.4e+03;     4642.602;              -2619;  4269.9082;         -8205.3;      -0.1711
-1467.175840        ;-1.25018e+03  ;   -5233.891 ;3e+03         ;  1.8e+03;       -4.17e+03   ;              -2e+03    ;  1e+03 ;   6444    ;10063.445;-1.9e+03 ;1.671444e+03	;    4201.74;   -2753.2;       -983.1779;-2.4e+03; -93.868719     ;       -5.35e+02  ; 2379.0929;-3.23e+03      ;    -2.27461e+03 ;   1349.917 ;-3.91e+03     ;3.7e+03    ;       4649.3626;     -9e+03;       -1432.63;  9405.27;   4e+03 ;             5047.4         ;  1692.5603;      -8468.867   ;        5.540403e+03;      -40.176;  -3158;          2e+03;       -3280.15122 ;      413.189     ;  -2274.31; -6e+03      ; -1467.2133237	;     3e+03;      -7773.35;-2895.8070  ;9e+03         ;           -1e+03;        2730.27;       2835;1202.667289 ;       2388    ;-9.5583e+02;     4.7903e+03; -1.401e+03;8593.2888759;       2.9e+03       ;         -3119.6;        -2e+03       ;-2151.0257;-873    ;   -2.82e+03 ;         9.34e+03; 7e+02;-5.0272282e+03        ; 6.681e+03     ; -1.91e+03;     3583.43  ;   -804;2.8580e+03;6.41e+03      ;   -516  ;   3.19e+03	;1451.0791239      ;      1736.4;     7195.45666;         3583.71;        2e+03;     -1693.3	;  -1186.7313  ;     -4314.6;    -2755.13     ;   1.933071e+01;-3.39e+02;2.973925e+02   ; -9044.49136;             -7114.055;        4.5e+03;5.68e+03   ;-2.4537231e+03; 3.5023e+03;-5.2e+03 ; -1986.5471790      ;  5e+02    ;    2.4e+03  ;-459.2      ;      -5356.5077;-1.7913463e+03       ;              -1267 ;      6.1e+03  ;     1e+03  ;    -7.47e+03;-6.0218e+02;   -7947.686174	;   5.93e+03   ;  -1122.1165; 7445.087596   ;  -7.47e+03;           -225.9 ;         3299.75         ;       3910.3401385;  -5e+03;-1.71644e+03   ; 6e+03;      1e+03       ;     0.0738
  2971.1;    4033;     1e+03 ;  1215.97       ;           3205         ;789.104;    910.606;      -2.26501e+03;-9.818372e+02		;3.42e+03        ;       -1.172458e+03 ;   -2.4e+03      ;-1.514515e+03  ;  4.6492e+03;   -1e+03    ;    -1928.87;-3753.451;600.762;   3423;   95.6282;     -2.0e+03    ;1e+03   ;-799.75    ;       -1918.0231838;     -347.634 ;     2.12e+03;      1029.1   ;     -2715  ;      -2.063157e+03 ;      -1.8e+03         ;  3.6e+03 ;        -2674.734;              -426;      5e+02     ; 4.0e+03	; 9.91635e+02         ;          -148.67452 ;             3e+03	;          -2e+03; 1.0886e+03   ;3335.582601     ;        5222.878627 ;   792.593;-5283.6; 6.6453866e+03      ; 3.2403e+03 ;      1179;     2801.8;   513.15 ; -3.69e+01	;           -1.02851e+03;-2.39043e+03 ;            6258.07   ;        1286.6;-6.2739483e+03     ;             -8e+03		;-2740.452; -2367.7    ;     -619.386 ;-8e+02;        2e+03    ;    9.156207e+03        ;-2.775859e+03   ;             -3856; -1371.2587254     ;      -4.62e+03;    -2.2566e+03    ;   3126.90; 4.8255e+03         ;3.600122e+03     ;2.1862834e+03;-4445.397835;      -4.3e+02;        -2e+03       ;        -722.5			;       1e+03 ;   -1.66e+03;2340.050309 ;718.111947 ;   7660.62 ;          -9.796e+02;  2.255000e+03;  399.7894224;    -4571;  -5.29193e+03;    217; -1.250e+03       ;1.28436e+03 ;   -369.58  ; -3308.2935041;         -2.72e+03;     -3e+03         ;        -1902.8;          1.87e+03 ;-3e+03   ;2157.077; 8.4e+03; 2476.97028; -434.58242		;             2e+03       ;4158.7252378   ;-683.1355808;    -275.2426;            -5845.930;           2038.465 ;           -80.3205  ;5.8399e+02		;   4125.4460942 ;  1.4081e+03;      -2e+02     ; 1997.9;     3.7e+03  ;-2.92e+03   ;  -7.30852e-02
4.207e+03;   9498.8285;        2511.97621;-6.964e+03;            -1.344e+03;-3431.164586; 3968.379329;-1.1674354e+04    ;-2928.9863  ;4.352e+03 ;  1e+04;3675.6;-5e+03       ;        -2.06e+03; 1.0078220e+04;      1e+04;  -6.6008e+03;    -773.7591   ;-6.01e+03   ;          3e+03;4.0070e+03		;4.3262808e+01;  6.6e+03  ;             -1.12e+04;        -3194.45075; 7.043e+03	;        -6e+03;     -3e+03;  -4024.5;    -10457;     -735.0506154;9807.37;        -10186;  -2678.7995     ;     -6053.5;              1.97e+03;   6.4e+03;      1.2e+03;     1e+03      ;   8917.55   ; -1.16e+04;-2808.8 ;      -1.149799e+00;-3.164875e+03;  -1.73887e+03 ; -7992.952561;3304.84857;  -2726.8257     ; -1.140008e+04   ;  -8.07887e+03;   -1298.19  ;      2.9336e+03 ;      -2473;  -50.1;-1761.25;         10253.5787331 ;-4.63e+03         ;     -1.8e+03;   -1e+04      ;8.98766e+03;1.9707766e+02;    -441.1510395;         667;     -6.614e+03      ; 2.8387395e+03;     6699;2.56e+03;       -13595.46;-4.89e+03;    -4.4e+03    ;    1.5610e+03      ;       -3.1e+03		;     -1.5e+03       ;        -5.6358e+03;-7.7564245e+03         ;     -3.077e+03;    -1.2048164e+02  ; -1.0e+03;  6961.51;  7.9305e+03        ;  5470;  3.28e+03; -1.0353e+04;      4741.629     ;   154.27;     -4.1e+03 ; -6.1896e+03 ;   1259.373      ;         -358.119558;   -3647.3; 7e+02;10251.4    ;      -2.3e+03; -1525.7820;    -4e+03;         4009.03; -2e+03			;        -1e+04; 7.1339282e+03     ;    9447.10      ;    -4.03e+03    ;  8183.7077238  ;-9.758e+03 ;4.8e+02;-5263.27 ;1.02542e+03;    -1.2712e+04        ;              -3162;      -6462.830037 ;    -2696.59;3e+03    ; -14428.1832       ;      2e+04   ;    1.27830e+00
6.709e+03		;         -1.25855e+03  ;-6860.582        ; 9.489615e+02     ;-4.4663254e+02   ;-3888.8397893;   8e+02 ;-2407.6515049;5078.4451460;    1.193046e+03;    -1449.1020779 ;  3.29e+03  ;         -5e+03   ; 2.0e+02;    -3800.4 ;          359     ;  -6964.870      ;         1521;           212;      -527.44;                -3e+03    ;    4.41e+03   ;   -1.9811104e+03         ;-968.5638572;        1e+03        ;         -3080 ;     -3.0e+02       ;-4.4e+03  ;-358.274 ;    2708.3;-5126.9142609  ;  2.89e+03 ; 6013.7047;-9.2e+02  ;   -8609.37846  ;1.112705e+03; -2479.9404362;  8e+03    ; 5.860009e+03       ;       2231.00712;      -5e+03;1.7e+03;-1099.97 ;         -4331    ;-7.7426806e+03  ;-1061.574;1765.585;       3.53e+03  ;          3e+03;-2.3e+03 ;   -5e+03;2204.605    ;-3.9083e+03;-3123.4;        3.687e+03  ; -876 ;          2.73e+03; 8.306928e+03;-4745.612   ;       4169.86;6.468e+03;   -2.329e+03;              5434;             -2754.6;     -4.3566e+03 ;1.7e+03;4.6676e+03 ;   -2.0945e+03;   3e+03 ; 452.70481;  2e+03        ;     910.57 ;     5564.08;    824.0026      ; 1816.4147;    -8056.8617968 ;-6.45e+02	;2.66e+03;        3710.743;-8.560e+02        ;-4.29766e+03       ;       -3e+02 ;  -1715.91  ;       2699.5607	;   5.2390e+03      ;      7.47e+03;        -4806   ;     -2e+03 ;-2.15e+03;4.842e+03;7521.211;     4339.7984    ;     -9e+02; -1883.502      ;    -2.5546e+03			;-4550.3593602;         -3.028648e+03      ;    -5.0e+03   ;          -936   ;-6.51728e+02      ;-3858.6;   1617.3723652;2739.948445     ;       3984;      -3892    ;       -1.3e+03       ;    -2100;      844.058       ;     -86.074;          575; 1057.28        ;    -2.2e+03;   3.020e+03;       9.0749e-01
    2259.7136;      1.04e+04         ;3.00874e+03;      -1.35e+03;         -1927;5.272210e+03 ;       -1960.9664520;         -3132         ;     2e+03;-3.442e+03 ;   1e+03 ;   -6e+03		;       5.2e+03;      -5.6394e+03;   4895;         -364        ;        1.61e+03			;             2e+03         ; -7e+03   ;         1798.439382;6930.7698  ;        -9e+03;      1e+03 ; -7.611226e+02;-2711.088;    -6920.21;        3.0287e+03;    3888.3591;2758.5 ;1.8703446e+03;     -2.748300e+03     ;    3.2e+03;927.1;            -1229		;3237.147;2.1810037e+03      ;-4.475e+03;     -5e+02;   -4.091e+03 ;        -7058.6;        -1.7e+03   ;-1.09531e+03       ;4.354e+03;  -113.56964    ;            -9063.5;      -3031;-78.7136268;-3875.13036        ;-2915.5369036;     1563.923;-1.38095e+03;     -6.0e+03;-4.736e+03;                4010        ;-2.4054150e+03       ;       787.2441;           6.7e+03       ;         6e+03; -4715.3  ;          -7e+02 ;2.3623101e+03    ;2.15e+03;-120.78823;        4480.9;   -5098.35;      1629.07      ;     -6.48e+03	;        -1.93e+03   ;3142.268;-3724.49    ; -4e+02;   496.720796;       3.1e+03			;     442.719604; 9e+03    ;-3.158e+03 ;    -937.820   ;  816.381;         3e+02      ;      -71.286         ;         -5358.63; 1.75577e+03;       -3e+03		;1.4035e+03     ;-6.226e+03;     -1.15e+03 ;-2440.185358 ;         -5097;       555.53  ;    -3.86229e+03 ;-2140.48114 ;  1237.590260       ;   -3e+03        ;    -1.4455e+03      ;    7766.707    ;-3.10831e+02;    -6.4e+03      ;        4084.296    ;    -4e+03   ; 2e+03;        1361.9     ;  -1304.743389  ;      3.6812e+03      ;      5137.2       ;-7.1e+03; -1.01579e+04; -2248;       -4267.5; 4.75e+03 ; -1760;          1981.8030582; -3.2500e+03  ;   -1745.3681         ;-7.0016755e-01
